tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,control_change,0,0,2,,,,,,,,,1,10,64,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,,0,,,76,45
0,control_change,0,0,1,,,,,,,,,0,10,64,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,,,3,4,24,8,,,,,,,
0,key_signature,0,1,0,,A,,,,,,,,,,,
0,set_tempo,0,1,0,545454,,,,,,,,,,,,
96,note_on,96,0,1,,,,,,,,,0,,,76,0
96,note_on,0,0,1,,,,,,,,,0,,,73,45
192,note_on,96,0,1,,,,,,,,,0,,,73,0
192,note_on,0,0,1,,,,,,,,,0,,,76,45
288,note_on,96,0,1,,,,,,,,,0,,,76,0
288,note_on,0,0,1,,,,,,,,,0,,,73,45
382,note_on,94,0,1,,,,,,,,,0,,,73,0
384,note_on,0,0,2,,,,,,,,,1,,,61,92
384,note_on,2,0,1,,,,,,,,,0,,,78,92
384,note_on,384,0,2,,,,,,,,,1,,,58,92
432,note_on,48,0,1,,,,,,,,,0,,,78,0
576,note_on,144,0,1,,,,,,,,,0,,,74,45
576,note_on,192,0,2,,,,,,,,,1,,,58,0
576,note_on,0,0,2,,,,,,,,,1,,,61,0
576,note_on,0,0,2,,,,,,,,,1,,,59,45
672,note_on,0,0,1,,,,,,,,,0,,,71,45
672,note_on,96,0,1,,,,,,,,,0,,,74,0
736,note_on,160,0,2,,,,,,,,,1,,,59,0
768,note_on,96,0,1,,,,,,,,,0,,,71,0
768,note_on,0,0,1,,,,,,,,,0,,,74,45
864,note_on,96,0,1,,,,,,,,,0,,,74,0
864,note_on,0,0,1,,,,,,,,,0,,,71,45
958,note_on,94,0,1,,,,,,,,,0,,,71,0
960,note_on,0,0,2,,,,,,,,,1,,,59,92
960,note_on,2,0,1,,,,,,,,,0,,,76,92
960,note_on,224,0,2,,,,,,,,,1,,,56,92
1008,note_on,48,0,1,,,,,,,,,0,,,76,0
1152,note_on,192,0,2,,,,,,,,,1,,,56,0
1152,note_on,144,0,1,,,,,,,,,0,,,73,45
1152,note_on,0,0,2,,,,,,,,,1,,,57,45
1152,note_on,0,0,2,,,,,,,,,1,,,59,0
1246,note_on,94,0,1,,,,,,,,,0,,,73,0
1248,note_on,2,0,1,,,,,,,,,0,,,69,45
1342,note_on,94,0,1,,,,,,,,,0,,,69,0
1344,note_on,2,0,1,,,,,,,,,0,,,64,45
1344,note_on,0,0,1,,,,,,,,,0,,,73,45
1438,note_on,94,0,1,,,,,,,,,0,,,64,0
1438,note_on,0,0,1,,,,,,,,,0,,,73,0
1440,note_on,2,0,1,,,,,,,,,0,,,69,45
1488,note_on,336,0,2,,,,,,,,,1,,,57,0
1534,note_on,94,0,1,,,,,,,,,0,,,69,0
1536,note_on,48,0,2,,,,,,,,,1,,,59,92
1536,note_on,0,0,1,,,,,,,,,0,,,76,92
1536,note_on,2,0,1,,,,,,,,,0,,,66,92
1632,note_on,96,0,1,,,,,,,,,0,,,66,0
1632,note_on,0,0,1,,,,,,,,,0,,,76,0
1632,note_on,0,0,1,,,,,,,,,0,,,74,92
1632,note_on,0,0,1,,,,,,,,,0,,,71,92
1696,note_on,160,0,2,,,,,,,,,1,,,59,0
