tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,control_change,0,0,2,,,,,,,,,1,10,64,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,,0,,,76,45
0,control_change,0,0,1,,,,,,,,,0,10,64,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,,,2,4,24,8,,,,,,,
0,key_signature,0,1,0,,A,,,,,,,,,,,
0,set_tempo,0,1,0,428571,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
96,note_on,96,0,1,,,,,,,,,0,,,76,0
96,note_on,0,0,1,,,,,,,,,0,,,73,45
192,note_on,0,0,2,,,,,,,,,1,,,64,45
192,note_on,192,0,2,,,,,,,,,1,,,61,45
192,note_on,0,0,1,,,,,,,,,0,,,71,45
192,note_on,96,0,1,,,,,,,,,0,,,73,0
288,note_on,0,0,1,,,,,,,,,0,,,69,45
288,note_on,96,0,1,,,,,,,,,0,,,71,0
352,note_on,160,0,2,,,,,,,,,1,,,61,0
352,note_on,0,0,2,,,,,,,,,1,,,64,0
382,note_on,94,0,1,,,,,,,,,0,,,69,0
384,note_on,2,0,1,,,,,,,,,0,,,78,45
480,note_on,96,0,1,,,,,,,,,0,,,78,0
480,note_on,0,0,1,,,,,,,,,0,,,74,45
576,note_on,0,0,2,,,,,,,,,1,,,66,45
576,note_on,224,0,2,,,,,,,,,1,,,62,45
576,note_on,96,0,1,,,,,,,,,0,,,74,0
576,note_on,0,0,1,,,,,,,,,0,,,73,45
672,note_on,0,0,1,,,,,,,,,0,,,71,45
672,note_on,96,0,1,,,,,,,,,0,,,73,0
736,note_on,0,0,2,,,,,,,,,1,,,66,0
736,note_on,160,0,2,,,,,,,,,1,,,62,0
766,note_on,94,0,1,,,,,,,,,0,,,71,0
768,note_on,2,0,1,,,,,,,,,0,,,74,45
864,note_on,96,0,1,,,,,,,,,0,,,74,0
864,note_on,0,0,1,,,,,,,,,0,,,71,45
960,note_on,96,0,1,,,,,,,,,0,,,71,0
960,note_on,0,0,2,,,,,,,,,1,,,59,45
960,note_on,224,0,2,,,,,,,,,1,,,52,45
960,note_on,0,0,1,,,,,,,,,0,,,69,45
1056,note_on,96,0,1,,,,,,,,,0,,,69,0
1056,note_on,0,0,1,,,,,,,,,0,,,68,45
1150,note_on,94,0,1,,,,,,,,,0,,,68,0
1152,note_on,2,0,1,,,,,,,,,0,,,71,45
1152,note_on,0,0,2,,,,,,,,,1,,,56,45
1152,note_on,0,0,2,,,,,,,,,1,,,59,0
1152,note_on,192,0,2,,,,,,,,,1,,,52,0
1248,note_on,96,0,1,,,,,,,,,0,,,71,0
1248,note_on,96,0,2,,,,,,,,,1,,,56,0
1248,note_on,0,0,1,,,,,,,,,0,,,76,45
1248,note_on,0,0,2,,,,,,,,,1,,,52,45
1342,note_on,94,0,2,,,,,,,,,1,,,52,0
1342,note_on,94,0,1,,,,,,,,,0,,,76,0
1344,note_on,2,0,1,,,,,,,,,0,,,71,45
1344,note_on,0,0,1,,,,,,,,,0,,,74,45
1344,note_on,2,0,2,,,,,,,,,1,,,57,45
1440,note_on,0,0,1,,,,,,,,,0,,,73,45
1440,note_on,96,0,1,,,,,,,,,0,,,71,0
1440,note_on,0,0,1,,,,,,,,,0,,,74,0
