tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
0,set_tempo,923070,0,1,0,,,,,,,,,,,,
0,midi_port,,0,1,5,,,,,,0,,,,,,
0,channel_prefix,,0,1,5,,,,,,,4,,,,,
0,control_change,,0,0,5,,,,,,,4,7,72,,,
0,control_change,,0,0,5,,,,,,,4,10,0,,,
0,control_change,,0,0,5,,,,,,,4,0,0,,,
0,control_change,,0,0,5,,,,,,,4,32,0,,,
0,control_change,,0,0,5,,,,,,,4,93,0,,,
0,program_change,,0,0,5,,,,,,,4,,,70,,
0,track_name,,0,1,6,,,,,,,,,,,,
0,midi_port,,0,1,6,,,,,,0,,,,,,
0,channel_prefix,,0,1,6,,,,,,,5,,,,,
0,control_change,,0,0,6,,,,,,,5,7,74,,,
0,control_change,,0,0,6,,,,,,,5,10,66,,,
0,control_change,,0,0,6,,,,,,,5,0,0,,,
0,control_change,,0,0,6,,,,,,,5,32,0,,,
0,control_change,,0,0,6,,,,,,,5,93,0,,,
0,program_change,,0,0,6,,,,,,,5,,,60,,
0,note_on,,0,0,6,,,,,,,5,,,,51,82
0,track_name,,0,1,7,,,,,,,,,,,,
0,midi_port,,0,1,7,,,,,,0,,,,,,
0,channel_prefix,,0,1,7,,,,,,,6,,,,,
0,control_change,,0,0,7,,,,,,,6,7,89,,,
0,control_change,,0,0,7,,,,,,,6,10,102,,,
0,track_name,,0,1,5,,,,,,,,,,,,
0,control_change,,0,0,7,,,,,,,6,0,0,,,
0,midi_port,,0,1,18,,,,,,0,,,,,,
0,control_change,,0,0,4,,,,,,,3,93,0,,,
0,channel_prefix,,0,1,2,,,,,,,1,,,,,
0,control_change,,0,0,2,,,,,,,1,7,70,,,
0,control_change,,0,0,2,,,,,,,1,10,26,,,
0,control_change,,0,0,2,,,,,,,1,0,0,,,
0,control_change,,0,0,2,,,,,,,1,32,0,,,
0,control_change,,0,0,2,,,,,,,1,93,0,,,
0,program_change,,0,0,2,,,,,,,1,,,68,,
0,track_name,,0,1,3,,,,,,,,,,,,
0,midi_port,,0,1,3,,,,,,0,,,,,,
0,channel_prefix,,0,1,3,,,,,,,2,,,,,
0,control_change,,0,0,3,,,,,,,2,7,72,,,
0,control_change,,0,0,3,,,,,,,2,10,55,,,
0,control_change,,0,0,3,,,,,,,2,0,0,,,
0,control_change,,0,0,3,,,,,,,2,32,0,,,
0,control_change,,0,0,3,,,,,,,2,93,0,,,
0,program_change,,0,0,3,,,,,,,2,,,71,,
0,track_name,,0,1,4,,,,,,,,,,,,
0,midi_port,,0,1,4,,,,,,0,,,,,,
0,channel_prefix,,0,1,4,,,,,,,3,,,,,
0,control_change,,0,0,4,,,,,,,3,7,72,,,
0,control_change,,0,0,4,,,,,,,3,10,11,,,
0,control_change,,0,0,4,,,,,,,3,0,0,,,
0,control_change,,0,0,4,,,,,,,3,32,0,,,
0,program_change,,0,0,4,,,,,,,3,,,71,,
0,midi_port,,0,1,2,,,,,,0,,,,,,
0,control_change,,0,0,7,,,,,,,6,32,0,,,
0,program_change,,0,0,7,,,,,,,6,,,68,,
0,note_on,,0,0,10,,,,,,,11,,,,39,80
0,track_name,,0,1,11,,,,,,,,,,,,
0,midi_port,,0,1,11,,,,,,0,,,,,,
0,end_of_track,,0,1,11,,,,,,,,,,,,
0,track_name,,0,1,12,,,,,,,,,,,,
0,midi_port,,0,1,12,,,,,,0,,,,,,
