tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,note_on,0,0,2,,,,,,,,,1,,50,100
0,program_change,0,0,2,,,,,,,,,1,0,,
0,control_change,0,0,2,,,,,,,10,95,1,,,
0,control_change,0,0,2,,,,,,,7,105,1,,,
0,control_change,0,0,2,,,,,,,32,0,1,,,
0,control_change,0,0,2,,,,,,,0,0,1,,,
0,note_on,0,0,1,,,,,,,,,0,,62,100
0,program_change,0,0,1,,,,,,,,,0,0,,
0,control_change,0,0,1,,,,,,,10,32,0,,,
0,control_change,0,0,1,,,,,,,7,105,0,,,
0,control_change,0,0,1,,,,,,,32,0,0,,,
0,control_change,0,0,1,,,,,,,0,0,0,,,
0,end_of_track,0,1,3,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,F,,,,,,,
0,set_tempo,0,1,0,,,,,,666667,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,
0,time_signature,0,1,0,6,8,12,8,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
89,note_on,89,0,1,,,,,,,,,0,,62,0
89,note_on,89,0,2,,,,,,,,,1,,50,0
90,note_on,1,0,2,,,,,,,,,1,,53,100
90,note_on,1,0,1,,,,,,,,,0,,65,100
119,note_on,29,0,2,,,,,,,,,1,,53,0
119,note_on,29,0,1,,,,,,,,,0,,65,0
120,note_on,1,0,1,,,,,,,,,0,,69,100
120,note_on,1,0,2,,,,,,,,,1,,57,100
179,note_on,59,0,1,,,,,,,,,0,,69,0
179,note_on,59,0,2,,,,,,,,,1,,57,0
180,note_on,1,0,1,,,,,,,,,0,,70,100
180,note_on,1,0,2,,,,,,,,,1,,58,100
359,note_on,179,0,1,,,,,,,,,0,,70,0
359,note_on,179,0,2,,,,,,,,,1,,58,0
360,note_on,1,0,1,,,,,,,,,0,,79,100
360,note_on,1,0,2,,,,,,,,,1,,49,100
360,note_on,0,0,1,,,,,,,,,0,,70,100
419,note_on,0,0,1,,,,,,,,,0,,79,0
