tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
0,text,0,1,0,,,,,,,,,,,,,
0,channel_prefix,0,1,5,,,,,,,,4,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,note_on,0,0,4,,,,,,,,3,,,,63,54
0,program_change,0,0,4,,,,,,,,3,,,49,,
0,control_change,0,0,4,,,,,,,,3,121,0,,,
0,control_change,0,0,4,,,,,,,,3,0,0,,,
0,control_change,0,0,4,,,,,,,,3,0,0,,,
0,control_change,0,0,4,,,,,,,,3,10,61,,,
0,control_change,0,0,4,,,,,,,,3,7,127,,,
0,channel_prefix,0,1,4,,,,,,,,3,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,note_on,0,0,3,,,,,,,,2,,,,67,54
0,program_change,0,0,3,,,,,,,,2,,,49,,
0,control_change,0,0,3,,,,,,,,2,121,0,,,
0,control_change,0,0,3,,,,,,,,2,0,0,,,
0,channel_prefix,0,1,2,,,,,,,,1,,,,,
0,control_change,0,0,2,,,,,,,,1,7,127,,,
0,control_change,0,0,2,,,,,,,,1,10,81,,,
0,control_change,0,0,2,,,,,,,,1,0,0,,,
0,control_change,0,0,2,,,,,,,,1,0,0,,,
0,control_change,0,0,2,,,,,,,,1,121,0,,,
0,control_change,0,0,5,,,,,,,,4,7,127,,,
0,program_change,0,0,2,,,,,,,,1,,,0,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,channel_prefix,0,1,3,,,,,,,,2,,,,,
0,control_change,0,0,3,,,,,,,,2,7,127,,,
0,control_change,0,0,3,,,,,,,,2,10,34,,,
0,control_change,0,0,3,,,,,,,,2,0,0,,,
0,midi_port,0,1,13,,,,,,,0,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,control_change,0,0,5,,,,,,,,4,10,83,,,
0,control_change,0,0,5,,,,,,,,4,0,0,,,
0,track_name,0,1,13,,,,,,,,,,,,,
0,end_of_track,0,1,12,,,,,,,,,,,,,
0,midi_port,0,1,12,,,,,,,0,,,,,,
0,track_name,0,1,12,,,,,,,,,,,,,
0,end_of_track,0,1,11,,,,,,,,,,,,,
0,midi_port,0,1,11,,,,,,,0,,,,,,
0,track_name,0,1,11,,,,,,,,,,,,,
0,end_of_track,0,1,10,,,,,,,,,,,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,
0,track_name,0,1,10,,,,,,,,,,,,,
0,end_of_track,0,1,9,,,,,,,,,,,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,
0,track_name,0,1,9,,,,,,,,,,,,,
0,end_of_track,0,1,8,,,,,,,,,,,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,,
0,control_change,0,0,5,,,,,,,,4,121,0,,,
0,program_change,0,0,5,,,,,,,,4,,,49,,
0,note_on,0,0,5,,,,,,,,4,,,,60,54
0,track_name,0,1,6,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,channel_prefix,0,1,6,,,,,,,,5,,,,,
0,control_change,0,0,5,,,,,,,,4,0,0,,,
0,control_change,0,0,6,,,,,,,,5,7,127,,,
0,control_change,0,0,6,,,,,,,,5,0,0,,,
0,control_change,0,0,6,,,,,,,,5,0,0,,,
0,control_change,0,0,6,,,,,,,,5,121,0,,,
0,program_change,0,0,6,,,,,,,,5,,,48,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,control_change,0,0,6,,,,,,,,5,10,117,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,end_of_track,0,1,13,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,0,7,127,,,
