tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,control,value,channel,program,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,,
0,key_signature,,,,,0,1,0,C,,,,,,,
0,set_tempo,,,,,0,1,0,,1034482,,,,,,
0,note_on,,,,,0,0,1,,,,,1,,54,38
0,program_change,,,,,0,0,1,,,,,1,0,,
0,track_name,,,,,0,1,1,,,,,,,,
0,control_change,,,,,0,0,1,,,7,100,1,,,
0,control_change,,,,,0,0,1,,,10,30,1,,,
0,control_change,,,,,0,0,1,,,91,60,1,,,
0,control_change,,,,,0,0,1,,,121,0,1,,,
0,control_change,,,,,0,0,1,,,7,100,0,,,
0,control_change,,,,,0,0,1,,,10,90,0,,,
0,control_change,,,,,0,0,1,,,91,60,0,,,
0,control_change,,,,,0,0,1,,,121,0,0,,,
128,note_on,,,,,0,0,1,,,,,1,,55,41
128,note_on,,,,,128,0,1,,,,,1,,54,0
256,note_on,,,,,0,0,1,,,,,1,,54,41
256,note_on,,,,,128,0,1,,,,,1,,55,0
384,note_on,,,,,0,0,1,,,,,1,,55,46
384,note_on,,,,,128,0,1,,,,,1,,54,0
512,note_on,,,,,0,0,1,,,,,1,,54,47
512,note_on,,,,,128,0,1,,,,,1,,55,0
640,note_on,,,,,128,0,1,,,,,1,,54,0
640,note_on,,,,,0,0,1,,,,,1,,55,48
768,note_on,,,,,128,0,1,,,,,1,,55,0
768,note_on,,,,,0,0,1,,,,,1,,54,40
896,note_on,,,,,0,0,1,,,,,1,,55,42
896,note_on,,,,,128,0,1,,,,,1,,54,0
1024,program_change,,,,,0,0,1,,,,,0,0,,
1024,note_on,,,,,128,0,1,,,,,1,,55,0
1024,note_on,,,,,0,0,1,,,,,0,,67,40
1024,note_on,,,,,0,0,1,,,,,1,,54,42
1152,note_on,,,,,128,0,1,,,,,0,,67,0
1152,note_on,,,,,0,0,1,,,,,0,,65,39
1152,note_on,,,,,0,0,1,,,,,1,,56,42
1152,note_on,,,,,0,0,1,,,,,1,,54,0
1280,note_on,,,,,128,0,1,,,,,0,,65,0
1280,note_on,,,,,0,0,1,,,,,0,,64,42
1280,note_on,,,,,0,0,1,,,,,1,,56,0
1280,note_on,,,,,0,0,1,,,,,1,,57,49
1408,note_on,,,,,0,0,1,,,,,1,,57,0
1408,note_on,,,,,128,0,1,,,,,0,,64,0
1408,note_on,,,,,0,0,1,,,,,0,,59,40
1408,note_on,,,,,0,0,1,,,,,1,,58,45
1536,note_on,,,,,128,0,1,,,,,0,,59,0
1536,note_on,,,,,0,0,1,,,,,1,,58,0
1536,note_on,,,,,0,0,1,,,,,1,,57,44
1536,note_on,,,,,0,0,1,,,,,0,,60,44
1664,note_on,,,,,128,0,1,,,,,0,,60,0
1664,note_on,,,,,0,0,1,,,,,0,,62,47
1664,note_on,,,,,0,0,1,,,,,1,,57,0
1664,note_on,,,,,0,0,1,,,,,1,,55,41
1792,note_on,,,,,0,0,1,,,,,0,,64,37
1792,note_on,,,,,128,0,1,,,,,0,,62,0
1792,note_on,,,,,0,0,1,,,,,1,,57,43
1792,note_on,,,,,0,0,1,,,,,1,,55,0
1920,note_on,,,,,0,0,1,,,,,1,,55,38
1920,note_on,,,,,0,0,1,,,,,1,,57,0
1920,note_on,,,,,0,0,1,,,,,0,,65,47
1920,note_on,,,,,128,0,1,,,,,0,,64,0
2048,note_on,,,,,0,0,1,,,,,1,,53,42
2048,note_on,,,,,0,0,1,,,,,0,,66,48
2048,note_on,,,,,0,0,1,,,,,1,,55,0
2048,note_on,,,,,128,0,1,,,,,0,,65,0
2176,note_on,,,,,0,0,1,,,,,1,,52,36
2176,note_on,,,,,128,0,1,,,,,0,,66,0
2176,note_on,,,,,0,0,1,,,,,0,,64,37
2176,note_on,,,,,0,0,1,,,,,1,,53,0
2304,note_on,,,,,128,0,1,,,,,0,,64,0
2304,note_on,,,,,0,0,1,,,,,0,,62,42
2304,note_on,,,,,0,0,1,,,,,1,,52,0
2304,note_on,,,,,0,0,1,,,,,1,,53,39
2432,note_on,,,,,128,0,1,,,,,0,,62,0
2432,note_on,,,,,0,0,1,,,,,0,,60,38
2432,note_on,,,,,0,0,1,,,,,1,,53,0
2432,note_on,,,,,0,0,1,,,,,1,,55,39
2560,note_on,,,,,128,0,1,,,,,0,,60,0
2560,note_on,,,,,0,0,1,,,,,0,,59,41
2560,note_on,,,,,0,0,1,,,,,1,,57,46
