tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,control,value,channel,program,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,,
0,control_change,,,,,0,0,1,,,10,90,0,,,
0,control_change,,,,,0,0,1,,,7,100,0,,,
0,control_change,,,,,0,0,1,,,121,0,1,,,
0,control_change,,,,,0,0,1,,,91,60,1,,,
0,control_change,,,,,0,0,1,,,10,30,1,,,
0,control_change,,,,,0,0,1,,,7,80,1,,,
0,control_change,,,,,0,0,1,,,121,0,1,,,
0,control_change,,,,,0,0,1,,,91,60,1,,,
0,control_change,,,,,0,0,1,,,10,30,1,,,
0,control_change,,,,,0,0,1,,,7,80,1,,,
0,track_name,,,,,0,1,1,,,,,,,,
0,program_change,,,,,0,0,1,,,,,0,0,,
0,note_on,,,,,0,0,1,,,,,0,,66,55
0,control_change,,,,,0,0,1,,,121,0,0,,,
0,control_change,,,,,0,0,1,,,91,60,0,,,
0,time_signature,2,4,24,8,0,1,0,,,,,,,,
0,key_signature,,,,,0,1,0,C,,,,,,,
0,set_tempo,,,,,0,1,0,,416666,,,,,,
127,note_on,,,,,127,0,1,,,,,0,,66,0
1152,note_on,,,,,1025,0,1,,,,,0,,67,56
1536,note_on,,,,,0,0,1,,,,,0,,76,74
1536,note_on,,,,,384,0,1,,,,,0,,67,0
2176,note_on,,,,,0,0,1,,,,,0,,79,62
2176,note_on,,,,,640,0,1,,,,,0,,76,0
2239,note_on,,,,,63,0,1,,,,,0,,79,0
2304,note_on,,,,,65,0,1,,,,,0,,79,64
2431,note_on,,,,,127,0,1,,,,,0,,79,0
2560,note_on,,,,,0,0,1,,,,,1,,49,56
2560,program_change,,,,,129,0,1,,,,,1,0,,
2687,note_on,,,,,127,0,1,,,,,1,,49,0
3072,note_on,,,,,385,0,1,,,,,0,,72,54
3328,note_on,,,,,0,0,1,,,,,0,,75,66
3328,note_on,,,,,256,0,1,,,,,0,,72,0
3584,note_on,,,,,256,0,1,,,,,0,,75,0
3712,note_on,,,,,128,0,1,,,,,1,,50,58
3968,note_on,,,,,256,0,1,,,,,0,,79,55
4096,note_on,,,,,128,0,1,,,,,1,,50,0
4096,note_on,,,,,0,0,1,,,,,1,,59,66
4224,note_on,,,,,128,0,1,,,,,0,,79,0
4224,note_on,,,,,0,0,1,,,,,0,,68,43
4352,note_on,,,,,128,0,1,,,,,0,,68,0
4736,note_on,,,,,0,0,1,,,,,1,,62,64
4736,note_on,,,,,384,0,1,,,,,1,,59,0
4799,note_on,,,,,63,0,1,,,,,1,,62,0
4864,note_on,,,,,65,0,1,,,,,1,,62,67
4991,note_on,,,,,127,0,1,,,,,1,,62,0
4992,note_on,,,,,1,0,1,,,,,0,,75,55
5120,note_on,,,,,128,0,1,,,,,0,,75,0
5120,note_on,,,,,0,0,1,,,,,0,,77,64
5376,note_on,,,,,256,0,1,,,,,0,,77,0
5632,note_on,,,,,256,0,1,,,,,1,,55,51
5760,note_on,,,,,128,0,1,,,,,0,,72,50
5888,note_on,,,,,0,0,1,,,,,0,,74,63
5888,note_on,,,,,128,0,1,,,,,0,,72,0
5888,note_on,,,,,0,0,1,,,,,1,,55,0
5888,note_on,,,,,0,0,1,,,,,1,,58,56
6016,note_on,,,,,128,0,1,,,,,0,,74,0
6016,note_on,,,,,0,0,1,,,,,0,,76,62
