tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,control,value,channel,program,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,,
0,control_change,,,,,0,0,1,,,7,100,1,,,
0,control_change,,,,,0,0,1,,,10,30,1,,,
0,control_change,,,,,0,0,1,,,91,60,1,,,
0,control_change,,,,,0,0,1,,,121,0,1,,,
0,control_change,,,,,0,0,1,,,7,100,0,,,
0,control_change,,,,,0,0,1,,,10,90,0,,,
0,control_change,,,,,0,0,1,,,91,60,0,,,
0,control_change,,,,,0,0,1,,,121,0,0,,,
0,program_change,,,,,0,0,1,,,,,0,0,,
0,note_on,,,,,0,0,1,,,,,0,,72,63
0,control_change,,,,,0,0,1,,,64,127,0,,,
0,track_name,,,,,0,1,1,,,,,,,,
0,time_signature,2,4,24,8,0,1,0,,,,,,,,
0,key_signature,,,,,0,1,0,C,,,,,,,
0,set_tempo,,,,,0,1,0,,909090,,,,,,
256,note_on,,,,,256,0,1,,,,,0,,72,0
256,note_on,,,,,0,0,1,,,,,0,,72,72
384,note_on,,,,,128,0,1,,,,,0,,72,0
384,note_on,,,,,0,0,1,,,,,0,,72,73
512,note_on,,,,,128,0,1,,,,,0,,72,0
512,note_on,,,,,0,0,1,,,,,0,,72,69
768,note_on,,,,,256,0,1,,,,,0,,72,0
768,note_on,,,,,0,0,1,,,,,0,,67,60
1024,control_change,,,,,0,0,1,,,64,0,0,,,
1024,note_on,,,,,0,0,1,,,,,0,,79,88
1024,note_on,,,,,256,0,1,,,,,0,,67,0
1280,note_on,,,,,0,0,1,,,,,0,,76,67
1280,note_on,,,,,256,0,1,,,,,0,,79,0
1536,note_on,,,,,256,0,1,,,,,0,,76,0
1536,program_change,,,,,0,0,1,,,,,1,0,,
1536,note_on,,,,,0,0,1,,,,,1,,67,68
1536,note_on,,,,,0,0,1,,,,,0,,78,102
1664,note_on,,,,,128,0,1,,,,,1,,67,0
1664,note_on,,,,,0,0,1,,,,,1,,67,68
1728,note_on,,,,,64,0,1,,,,,1,,67,0
1728,note_on,,,,,0,0,1,,,,,1,,67,69
1792,note_on,,,,,64,0,1,,,,,1,,67,0
1792,note_on,,,,,0,0,1,,,,,1,,67,71
1920,note_on,,,,,128,0,1,,,,,1,,67,0
1920,note_on,,,,,0,0,1,,,,,1,,67,70
2048,note_on,,,,,128,0,1,,,,,1,,67,0
2048,note_on,,,,,0,0,1,,,,,1,,69,71
2176,note_on,,,,,128,0,1,,,,,1,,69,0
2176,note_on,,,,,0,0,1,,,,,1,,67,61
2304,note_on,,,,,128,0,1,,,,,1,,67,0
2304,note_on,,,,,0,0,1,,,,,1,,65,65
2432,note_on,,,,,0,0,1,,,,,1,,65,0
2432,note_on,,,,,0,0,1,,,,,1,,72,85
2432,note_on,,,,,0,0,1,,,,,0,,78,72
2432,note_on,,,,,128,0,1,,,,,0,,78,0
2496,note_on,,,,,64,0,1,,,,,0,,78,0
2496,note_on,,,,,0,0,1,,,,,0,,78,71
2560,note_on,,,,,64,0,1,,,,,0,,78,0
2560,note_on,,,,,0,0,1,,,,,1,,72,0
2560,note_on,,,,,0,0,1,,,,,0,,78,71
2560,note_on,,,,,0,0,1,,,,,1,,71,70
2783,note_on,,,,,223,0,1,,,,,1,,60,64
2794,note_on,,,,,11,0,1,,,,,1,,60,0
2794,note_on,,,,,0,0,1,,,,,1,,62,79
2805,note_on,,,,,11,0,1,,,,,1,,62,0
2805,note_on,,,,,0,0,1,,,,,1,,64,86
2816,note_on,,,,,11,0,1,,,,,1,,64,0
2816,note_on,,,,,0,0,1,,,,,1,,65,78
3072,note_on,,,,,256,0,1,,,,,1,,65,0
3072,note_on,,,,,0,0,1,,,,,1,,60,66
3083,note_on,,,,,0,0,1,,,,,1,,62,75
3083,note_on,,,,,11,0,1,,,,,1,,60,0
3094,note_on,,,,,0,0,1,,,,,1,,64,83
3094,note_on,,,,,11,0,1,,,,,1,,62,0
3105,note_on,,,,,11,0,1,,,,,1,,64,0
3105,note_on,,,,,0,0,1,,,,,1,,65,79
3200,note_on,,,,,95,0,1,,,,,0,,78,0
3200,note_on,,,,,0,0,1,,,,,0,,72,62
3264,note_on,,,,,64,0,1,,,,,0,,72,0
3264,note_on,,,,,0,0,1,,,,,0,,72,68
3328,note_on,,,,,64,0,1,,,,,0,,72,0
3328,note_on,,,,,0,0,1,,,,,0,,72,72
3328,note_on,,,,,0,0,1,,,,,1,,65,0
3456,note_on,,,,,128,0,1,,,,,0,,72,0
3456,note_on,,,,,0,0,1,,,,,0,,72,65
3584,note_on,,,,,128,0,1,,,,,0,,72,0
3584,note_on,,,,,0,0,1,,,,,1,,71,0
3584,note_on,,,,,0,0,1,,,,,0,,77,81
3584,note_on,,,,,0,0,1,,,,,1,,70,65
4096,note_on,,,,,512,0,1,,,,,0,,77,0
4096,note_on,,,,,0,0,1,,,,,1,,21,40
4096,note_on,,,,,0,0,1,,,,,1,,34,40
4096,note_on,,,,,0,0,1,,,,,1,,70,0
4608,note_on,,,,,512,0,1,,,,,1,,21,0
4608,note_on,,,,,0,0,1,,,,,1,,34,0
4608,note_on,,,,,0,0,1,,,,,0,,36,42
4736,note_on,,,,,128,0,1,,,,,0,,36,0
4736,note_on,,,,,0,0,1,,,,,0,,38,44
5120,note_on,,,,,384,0,1,,,,,1,,21,39
5120,note_on,,,,,0,0,1,,,,,1,,34,39
5205,note_on,,,,,0,0,1,,,,,0,,40,47
5205,note_on,,,,,85,0,1,,,,,0,,38,0
5290,note_on,,,,,0,0,1,,,,,0,,41,40
5290,note_on,,,,,85,0,1,,,,,0,,40,0
5376,note_on,,,,,0,0,1,,,,,0,,46,46
