tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,control,value,channel,program,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,,
0,control_change,,,,,0,0,1,,,121,0,0,,,
0,control_change,,,,,0,0,1,,,91,60,0,,,
0,control_change,,,,,0,0,1,,,10,90,0,,,
0,control_change,,,,,0,0,1,,,7,100,0,,,
0,control_change,,,,,0,0,1,,,121,0,1,,,
0,control_change,,,,,0,0,1,,,91,60,1,,,
0,control_change,,,,,0,0,1,,,10,30,1,,,
0,control_change,,,,,0,0,1,,,7,100,1,,,
0,track_name,,,,,0,1,1,,,,,,,,
0,program_change,,,,,0,0,1,,,,,0,0,,
0,note_on,,,,,0,0,1,,,,,0,,62,56
0,note_on,,,,,0,0,1,,,,,0,,65,56
0,note_on,,,,,0,0,1,,,,,0,,72,56
0,set_tempo,,,,,0,1,0,,576923,,,,,,
0,key_signature,,,,,0,1,0,C,,,,,,,
0,time_signature,4,8,12,8,0,1,0,,,,,,,,
0,note_on,,,,,0,0,1,,,,,0,,59,56
128,note_on,,,,,128,0,1,,,,,0,,59,0
128,note_on,,,,,0,0,1,,,,,0,,62,0
128,note_on,,,,,0,0,1,,,,,0,,65,0
128,note_on,,,,,0,0,1,,,,,0,,72,0
256,note_on,,,,,0,0,1,,,,,1,,50,56
256,program_change,,,,,128,0,1,,,,,1,0,,
320,note_on,,,,,0,0,1,,,,,1,,52,61
320,note_on,,,,,64,0,1,,,,,1,,50,0
512,time_signature,5,8,12,8,512,1,0,,,,,,,,
640,note_on,,,,,0,0,1,,,,,1,,59,68
640,note_on,,,,,320,0,1,,,,,1,,52,0
768,note_on,,,,,0,0,1,,,,,1,,57,56
768,note_on,,,,,128,0,1,,,,,1,,59,0
896,note_on,,,,,128,0,1,,,,,1,,57,0
896,note_on,,,,,0,0,1,,,,,1,,47,55
1024,note_on,,,,,0,0,1,,,,,1,,48,61
1024,note_on,,,,,128,0,1,,,,,1,,47,0
1152,note_on,,,,,128,0,1,,,,,1,,48,0
1152,time_signature,7,8,12,8,640,1,0,,,,,,,,
1152,note_on,,,,,0,0,1,,,,,1,,50,65
1216,note_on,,,,,0,0,1,,,,,1,,52,63
1216,note_on,,,,,64,0,1,,,,,1,,50,0
1408,note_on,,,,,0,0,1,,,,,0,,65,52
1408,note_on,,,,,0,0,1,,,,,0,,72,52
1408,note_on,,,,,0,0,1,,,,,0,,62,52
1408,note_on,,,,,192,0,1,,,,,0,,59,52
1536,note_on,,,,,0,0,1,,,,,0,,62,0
1536,note_on,,,,,0,0,1,,,,,0,,65,0
1536,note_on,,,,,0,0,1,,,,,1,,52,0
1536,note_on,,,,,0,0,1,,,,,1,,55,64
1536,note_on,,,,,128,0,1,,,,,0,,59,0
