tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,pitch,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,10,64,3,,,,
0,control_change,0,0,3,,,,,,,91,100,3,,,,
0,control_change,0,0,3,,,,,,,93,28,3,,,,
0,control_change,0,0,3,,,,,,,64,0,3,,,,
0,control_change,0,0,3,,,,,,,1,0,3,,,,
0,pitchwheel,0,0,3,,,,,,,,,3,,0,,
0,control_change,0,0,3,,,,,,,7,112,3,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,control_change,0,0,4,,,,,,,0,0,4,,,,
0,control_change,0,0,4,,,,,,,32,0,4,,,,
0,program_change,0,0,4,,,,,,,,,4,0,,,
0,control_change,0,0,4,,,,,,,7,120,4,,,,
0,pitchwheel,0,0,4,,,,,,,,,4,,0,,
0,program_change,0,0,3,,,,,,,,,3,0,,,
0,control_change,0,0,4,,,,,,,1,0,4,,,,
0,control_change,0,0,4,,,,,,,93,28,4,,,,
0,control_change,0,0,4,,,,,,,91,100,4,,,,
0,control_change,0,0,4,,,,,,,10,55,4,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,control_change,0,0,5,,,,,,,0,0,5,,,,
0,control_change,0,0,5,,,,,,,32,0,5,,,,
0,program_change,0,0,5,,,,,,,,,5,0,,,
0,control_change,0,0,5,,,,,,,10,55,5,,,,
0,control_change,0,0,5,,,,,,,91,100,5,,,,
0,control_change,0,0,5,,,,,,,93,28,5,,,,
0,control_change,0,0,5,,,,,,,64,0,5,,,,
0,control_change,0,0,5,,,,,,,1,0,5,,,,
0,pitchwheel,0,0,5,,,,,,,,,5,,0,,
0,control_change,0,0,4,,,,,,,64,0,4,,,,
0,control_change,0,0,5,,,,,,,7,125,5,,,,
0,control_change,0,0,3,,,,,,,32,0,3,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,,
0,set_tempo,0,1,0,,,,,,600000,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
0,pitchwheel,0,0,1,,,,,,,,,1,,0,,
0,program_change,0,0,1,,,,,,,,,1,0,,,
0,control_change,0,0,1,,,,,,,10,73,1,,,,
0,control_change,0,0,1,,,,,,,91,100,1,,,,
0,control_change,0,0,1,,,,,,,93,28,1,,,,
0,control_change,0,0,1,,,,,,,64,0,1,,,,
0,control_change,0,0,1,,,,,,,1,0,1,,,,
0,control_change,0,0,1,,,,,,,7,127,1,,,,
0,control_change,0,0,3,,,,,,,0,0,3,,,,
0,control_change,0,0,1,,,,,,,32,0,1,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,7,122,2,,,,
0,pitchwheel,0,0,2,,,,,,,,,2,,0,,
0,control_change,0,0,2,,,,,,,1,0,2,,,,
0,control_change,0,0,2,,,,,,,64,0,2,,,,
0,control_change,0,0,1,,,,,,,0,0,1,,,,
0,control_change,0,0,2,,,,,,,91,100,2,,,,
0,control_change,0,0,2,,,,,,,93,28,2,,,,
0,program_change,0,0,2,,,,,,,,,2,0,,,
0,control_change,0,0,2,,,,,,,32,0,2,,,,
0,control_change,0,0,2,,,,,,,0,0,2,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,10,73,2,,,,
480,control_change,480,0,4,,,,,,,64,0,4,,,,
480,control_change,480,0,1,,,,,,,64,0,1,,,,
480,control_change,480,0,2,,,,,,,64,0,2,,,,
480,control_change,480,0,5,,,,,,,64,0,5,,,,
480,control_change,480,0,3,,,,,,,64,0,3,,,,
960,set_tempo,960,1,0,,,,,,526315,,,,,,,
960,note_on,480,0,1,,,,,,,,,1,,,74,47
1320,note_on,0,0,1,,,,,,,,,1,,,75,50
1320,note_off,360,0,1,,,,,,,,,1,,,74,0
1335,set_tempo,375,1,0,,,,,,535714,,,,,,,
1440,note_on,960,0,5,,,,,,,,,5,,,58,51
1440,note_on,960,0,4,,,,,,,,,4,,,62,51
1440,set_tempo,105,1,0,,,,,,526315,,,,,,,
1440,marker,0,1,0,,,,,,,,,,,,,
1440,note_off,120,0,1,,,,,,,,,1,,,75,0
1440,note_on,0,0,1,,,,,,,,,1,,,74,51
1680,note_off,240,0,4,,,,,,,,,4,,,62,0
1680,note_off,240,0,1,,,,,,,,,1,,,74,0
1680,note_off,240,0,5,,,,,,,,,5,,,58,0
1920,note_on,240,0,4,,,,,,,,,4,,,62,47
1920,note_on,240,0,1,,,,,,,,,1,,,72,47
1920,note_on,240,0,5,,,,,,,,,5,,,57,47
2160,note_off,240,0,4,,,,,,,,,4,,,62,0
2160,note_off,240,0,1,,,,,,,,,1,,,72,0
2160,note_off,240,0,5,,,,,,,,,5,,,57,0
2400,note_on,240,0,5,,,,,,,,,5,,,55,45
2400,note_on,240,0,4,,,,,,,,,4,,,62,45
2400,note_on,240,0,1,,,,,,,,,1,,,70,45
2640,note_off,240,0,1,,,,,,,,,1,,,70,0
2640,note_off,240,0,5,,,,,,,,,5,,,55,0
2640,note_off,240,0,4,,,,,,,,,4,,,62,0
2830,set_tempo,1390,1,0,,,,,,535714,,,,,,,
2880,note_on,240,0,4,,,,,,,,,4,,,62,43
2880,set_tempo,50,1,0,,,,,,540540,,,,,,,
2880,marker,0,1,0,,,,,,,,,,,,,
2880,note_on,240,0,1,,,,,,,,,1,,,69,43
2880,note_on,240,0,5,,,,,,,,,5,,,54,43
3120,note_off,240,0,5,,,,,,,,,5,,,54,0
3120,note_off,240,0,4,,,,,,,,,4,,,62,0
