tick,type,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,7,127,0,,,
0,control_change,0,0,1,,,,,,,,10,45,0,,,
0,control_change,0,0,1,,,,,,,,93,17,0,,,
0,control_change,0,0,1,,,,,,,,91,21,0,,,
0,control_change,0,0,1,,,,,,,,32,0,0,,,
0,program_change,0,0,1,,,,,,,,,,0,0,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,0,0,1,,,
0,control_change,0,0,2,,,,,,,,7,127,1,,,
0,control_change,0,0,2,,,,,,,,10,48,1,,,
0,control_change,0,0,2,,,,,,,,93,13,1,,,
0,control_change,0,0,2,,,,,,,,91,14,1,,,
0,control_change,0,0,2,,,,,,,,32,0,1,,,
0,program_change,0,0,2,,,,,,,,,,1,0,,
0,control_change,0,0,1,,,,,,,,0,0,0,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,7,127,2,,,
0,control_change,0,0,3,,,,,,,,10,77,2,,,
0,control_change,0,0,3,,,,,,,,93,18,2,,,
0,control_change,0,0,3,,,,,,,,91,21,2,,,
0,control_change,0,0,3,,,,,,,,32,0,2,,,
0,program_change,0,0,3,,,,,,,,,,2,0,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,control_change,0,0,4,,,,,,,,0,0,3,,,
0,control_change,0,0,4,,,,,,,,7,127,3,,,
0,control_change,0,0,4,,,,,,,,10,84,3,,,
0,control_change,0,0,4,,,,,,,,93,15,3,,,
0,control_change,0,0,4,,,,,,,,91,21,3,,,
0,control_change,0,0,4,,,,,,,,32,0,3,,,
0,program_change,0,0,4,,,,,,,,,,3,0,,
0,control_change,0,0,3,,,,,,,,0,0,2,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,,600000,,,,,,
0,key_signature,0,1,0,,,,,,F,,,,,,,
0,time_signature,0,1,0,,4,4,24,8,,,,,,,,
0,sequencer_specific,0,1,0,"(0, 0, 65)",,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
240,note_on,240,0,3,,,,,,,,,,2,,72,60
240,note_on,240,0,4,,,,,,,,,,3,,65,60
240,note_on,240,0,1,,,,,,,,,,0,,57,60
240,note_on,240,0,2,,,,,,,,,,1,,41,60
300,note_on,60,0,1,,,,,,,,,,0,,57,0
300,note_on,0,0,1,,,,,,,,,,0,,60,60
360,note_on,120,0,3,,,,,,,,,,2,,72,0
360,note_on,0,0,3,,,,,,,,,,2,,72,60
360,note_on,120,0,4,,,,,,,,,,3,,65,0
360,note_on,120,0,2,,,,,,,,,,1,,41,0
360,note_on,0,0,4,,,,,,,,,,3,,64,60
360,note_on,0,0,1,,,,,,,,,,0,,58,60
360,note_on,0,0,1,,,,,,,,,,0,,55,60
360,note_on,60,0,1,,,,,,,,,,0,,60,0
360,note_on,0,0,2,,,,,,,,,,1,,48,60
420,note_on,0,0,1,,,,,,,,,,0,,55,0
420,note_on,0,0,1,,,,,,,,,,0,,60,60
420,note_on,60,0,1,,,,,,,,,,0,,58,0
480,note_on,120,0,2,,,,,,,,,,1,,48,0
480,note_on,0,0,4,,,,,,,,,,3,,65,60
480,note_on,0,0,3,,,,,,,,,,2,,72,60
480,note_on,120,0,3,,,,,,,,,,2,,72,0
480,note_on,0,0,2,,,,,,,,,,1,,53,60
480,note_on,120,0,4,,,,,,,,,,3,,64,0
480,note_on,60,0,1,,,,,,,,,,0,,60,0
480,note_on,0,0,1,,,,,,,,,,0,,57,60
540,note_on,60,0,1,,,,,,,,,,0,,57,0
540,note_on,0,0,1,,,,,,,,,,0,,60,60
600,note_on,0,0,4,,,,,,,,,,3,,65,60
600,note_on,60,0,1,,,,,,,,,,0,,60,0
600,note_on,0,0,1,,,,,,,,,,0,,57,60
600,note_on,120,0,4,,,,,,,,,,3,,65,0
660,note_on,0,0,1,,,,,,,,,,0,,60,60
660,note_on,180,0,3,,,,,,,,,,2,,72,0
660,note_on,0,0,3,,,,,,,,,,2,,77,60
660,note_on,60,0,1,,,,,,,,,,0,,57,0
720,note_on,120,0,4,,,,,,,,,,3,,65,0
720,note_on,240,0,2,,,,,,,,,,1,,53,0
720,note_on,60,0,1,,,,,,,,,,0,,60,0
720,note_on,60,0,3,,,,,,,,,,2,,77,0
720,note_on,0,0,3,,,,,,,,,,2,,69,60
720,note_on,0,0,1,,,,,,,,,,0,,53,60
720,note_on,0,0,4,,,,,,,,,,3,,65,60
720,note_on,0,0,2,,,,,,,,,,1,,41,60
780,note_on,0,0,1,,,,,,,,,,0,,60,60
780,note_on,60,0,1,,,,,,,,,,0,,53,0
810,note_on,90,0,3,,,,,,,,,,2,,69,0
810,note_on,0,0,3,,,,,,,,,,2,,70,60
840,note_on,0,0,1,,,,,,,,,,0,,55,60
840,note_on,120,0,4,,,,,,,,,,3,,65,0
840,note_on,0,0,4,,,,,,,,,,3,,64,60
840,note_on,60,0,1,,,,,,,,,,0,,60,0
840,note_on,30,0,3,,,,,,,,,,2,,70,0
840,note_on,0,0,3,,,,,,,,,,2,,72,60
855,note_on,15,0,3,,,,,,,,,,2,,72,0
855,note_on,0,0,3,,,,,,,,,,2,,70,60
870,note_on,15,0,3,,,,,,,,,,2,,70,0
870,note_on,0,0,3,,,,,,,,,,2,,72,60
885,note_on,0,0,3,,,,,,,,,,2,,70,60
885,note_on,15,0,3,,,,,,,,,,2,,72,0
900,note_on,0,0,3,,,,,,,,,,2,,72,60
900,note_on,15,0,3,,,,,,,,,,2,,70,0
900,note_on,60,0,1,,,,,,,,,,0,,55,0
900,note_on,0,0,1,,,,,,,,,,0,,60,60
915,note_on,0,0,3,,,,,,,,,,2,,70,60
915,note_on,15,0,3,,,,,,,,,,2,,72,0
930,note_on,0,0,3,,,,,,,,,,2,,69,60
930,note_on,15,0,3,,,,,,,,,,2,,70,0
945,note_on,0,0,3,,,,,,,,,,2,,70,60
945,note_on,15,0,3,,,,,,,,,,2,,69,0
960,note_on,60,0,1,,,,,,,,,,0,,60,0
