tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,control_change,0,0,2,,,,,,,,,1,7,110,,
0,control_change,0,0,2,,,,,,,,,1,10,32,,
0,control_change,0,0,2,,,,,,,,,1,93,16,,
0,control_change,0,0,2,,,,,,,,,1,91,11,,
0,control_change,0,0,4,,,,,,,,,3,91,11,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,0,2,,,,
0,control_change,0,0,3,,,,,,,,,2,7,104,,
0,control_change,0,0,3,,,,,,,,,2,10,94,,
0,control_change,0,0,3,,,,,,,,,2,93,12,,
0,control_change,0,0,3,,,,,,,,,2,91,14,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,61,3,,,,
0,control_change,0,0,4,,,,,,,,,3,7,121,,
0,control_change,0,0,4,,,,,,,,,3,10,64,,
0,control_change,0,0,4,,,,,,,,,3,93,18,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,0,91,16,,
0,end_of_track,0,1,0,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,71,0,,,,
0,set_tempo,0,1,0,,,,,,810811,,,,,,,
0,control_change,0,0,1,,,,,,,,,0,10,64,,
0,control_change,0,0,1,,,,,,,,,0,93,11,,
0,key_signature,0,1,0,,,,,G,,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,0,7,120,,
240,note_on,0,0,3,,,,,,,,,2,,,55,54
240,note_on,0,0,2,,,,,,,,,1,,,62,51
240,note_on,0,0,2,,,,,,,,,1,,,67,51
240,note_on,240,0,2,,,,,,,,,1,,,71,51
240,note_on,240,0,3,,,,,,,,,2,,,59,54
360,note_on,0,0,2,,,,,,,,,1,,,67,54
360,note_on,0,0,2,,,,,,,,,1,,,71,54
360,note_on,0,0,2,,,,,,,,,1,,,71,0
360,note_on,0,0,2,,,,,,,,,1,,,67,0
360,note_on,120,0,2,,,,,,,,,1,,,62,0
360,note_on,0,0,2,,,,,,,,,1,,,62,54
360,note_on,120,0,3,,,,,,,,,2,,,55,0
360,note_on,0,0,3,,,,,,,,,2,,,59,0
360,note_on,0,0,3,,,,,,,,,2,,,59,59
360,note_on,0,0,3,,,,,,,,,2,,,55,59
540,note_on,0,0,3,,,,,,,,,2,,,55,58
540,note_on,0,0,2,,,,,,,,,1,,,62,54
540,note_on,0,0,2,,,,,,,,,1,,,67,54
540,note_on,0,0,2,,,,,,,,,1,,,71,54
540,note_on,0,0,2,,,,,,,,,1,,,71,0
540,note_on,0,0,2,,,,,,,,,1,,,67,0
540,note_on,0,0,3,,,,,,,,,2,,,59,58
540,note_on,0,0,3,,,,,,,,,2,,,59,0
540,note_on,180,0,2,,,,,,,,,1,,,62,0
540,note_on,180,0,3,,,,,,,,,2,,,55,0
600,note_on,0,0,2,,,,,,,,,1,,,62,54
600,note_on,60,0,3,,,,,,,,,2,,,55,0
600,note_on,0,0,3,,,,,,,,,2,,,57,57
600,note_on,60,0,2,,,,,,,,,1,,,62,0
600,note_on,0,0,3,,,,,,,,,2,,,50,57
600,note_on,0,0,2,,,,,,,,,1,,,67,0
600,note_on,0,0,2,,,,,,,,,1,,,71,0
