tick,type,data,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,key,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,control,value,note,velocity
0,control_change,,0,0,7,,,,,,,,,,,,,,,3,7,96,,
0,control_change,,0,0,7,,,,,,,,,,,,,,,3,10,75,,
0,control_change,,0,0,7,,,,,,,,,,,,,,,3,11,127,,
0,track_name,,0,1,8,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,8,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,8,,,,,,,,,,,,,,70,4,,,,
0,control_change,,0,0,8,,,,,,,,,,,,,,,4,7,96,,
0,control_change,,0,0,8,,,,,,,,,,,,,,,4,10,65,,
0,control_change,,0,0,11,,,,,,,,,,,,,,,7,10,60,,
0,control_change,,0,0,11,,,,,,,,,,,,,,,7,11,127,,
0,track_name,,0,1,12,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,12,,,,,,,0,,,,,,,,,,,,
0,control_change,,0,0,15,,,,,,,,,,,,,,,13,11,96,,
0,control_change,,0,0,15,,,,,,,,,,,,,,,13,10,75,,
0,control_change,,0,0,15,,,,,,,,,,,,,,,13,7,96,,
0,track_name,,0,1,16,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,16,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,16,,,,,,,,,,,,,,48,14,,,,
0,control_change,,0,0,16,,,,,,,,,,,,,,,14,7,96,,
0,control_change,,0,0,16,,,,,,,,,,,,,,,14,10,90,,
0,control_change,,0,0,16,,,,,,,,,,,,,,,14,11,96,,
0,track_name,,0,1,17,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,17,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,17,,,,,,,,,,,,,,48,15,,,,
0,control_change,,0,0,17,,,,,,,,,,,,,,,15,7,96,,
0,control_change,,0,0,17,,,,,,,,,,,,,,,15,10,100,,
0,control_change,,0,0,17,,,,,,,,,,,,,,,15,11,96,,
0,program_change,,0,0,15,,,,,,,,,,,,,,48,13,,,,
0,midi_port,,0,1,6,,,,,,,0,,,,,,,,,,,,
0,midi_port,,0,1,15,,,,,,,0,,,,,,,,,,,,
0,control_change,,0,0,14,,,,,,,,,,,,,,,12,11,96,,
0,program_change,,0,0,12,,,,,,,,,,,,,,47,8,,,,
0,control_change,,0,0,12,,,,,,,,,,,,,,,8,7,104,,
0,control_change,,0,0,12,,,,,,,,,,,,,,,8,10,25,,
0,control_change,,0,0,12,,,,,,,,,,,,,,,8,11,127,,
0,track_name,,0,1,13,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,13,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,13,,,,,,,,,,,,,,48,11,,,,
0,control_change,,0,0,13,,,,,,,,,,,,,,,11,7,96,,
0,control_change,,0,0,13,,,,,,,,,,,,,,,11,10,48,,
0,control_change,,0,0,13,,,,,,,,,,,,,,,11,11,127,,
0,track_name,,0,1,14,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,14,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,14,,,,,,,,,,,,,,48,12,,,,
0,control_change,,0,0,14,,,,,,,,,,,,,,,12,7,96,,
0,control_change,,0,0,14,,,,,,,,,,,,,,,12,10,24,,
0,track_name,,0,1,15,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,6,,,,,,,,,,,,,,,,,,,
0,end_of_track,,0,1,18,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,2,,,,,,,0,,,,,,,,,,,,
0,end_of_track,,0,1,3,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,4,,,,,,,0,,,,,,,,,,,,
0,end_of_track,,0,1,4,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,5,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,5,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,5,,,,,,,,,,,,,,73,1,,,,
0,control_change,,0,0,5,,,,,,,,,,,,,,,1,7,88,,
0,control_change,,0,0,5,,,,,,,,,,,,,,,1,10,60,,
0,control_change,,0,0,5,,,,,,,,,,,,,,,1,11,112,,
0,midi_port,,0,1,3,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,0,,,,,,,,,,,,,,,,,,,
0,smpte_offset,,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,
0,midi_port,,0,1,0,,,,,,,0,,,,,,,,,,,,
0,key_signature,,0,1,0,,,,,,,,Bb,,,,,,,,,,,
0,set_tempo,,0,1,0,,,,,,,,,1200000,,,,,,,,,,
0,time_signature,,0,1,0,,,,,,,,,,4,4,24,8,,,,,,
0,midi_port,,0,1,1,,,,,,,0,,,,,,,,,,,,
0,end_of_track,,0,1,2,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,2,,,,,,,,,,,,,,,,,,,
0,end_of_track,,0,1,1,,,,,,,,,,,,,,,,,,,
0,instrument_name,,0,1,0,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,3,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,1,,,,,,,,,,,,,,,,,,,
60,note_on,,60,0,8,,,,,,,,,,,,,,,4,,,58,64
119,note_on,,59,0,8,,,,,,,,,,,,,,,4,,,58,0
120,note_on,,1,0,8,,,,,,,,,,,,,,,4,,,57,64
180,note_on,,60,0,8,,,,,,,,,,,,,,,4,,,67,64
239,note_on,,59,0,8,,,,,,,,,,,,,,,4,,,67,0
240,control_change,,0,0,8,,,,,,,,,,,,,,,4,11,96,,
240,note_on,,1,0,8,,,,,,,,,,,,,,,4,,,65,64
240,control_change,,240,0,7,,,,,,,,,,,,,,,3,11,96,,
280,control_change,,40,0,8,,,,,,,,,,,,,,,4,11,99,,
300,note_on,,60,0,7,,,,,,,,,,,,,,,3,,,74,64
300,control_change,,0,0,7,,,,,,,,,,,,,,,3,11,96,,
320,control_change,,40,0,8,,,,,,,,,,,,,,,4,11,101,,
325,control_change,,25,0,7,,,,,,,,,,,,,,,3,11,99,,
350,control_change,,25,0,7,,,,,,,,,,,,,,,3,11,101,,
359,note_on,,9,0,7,,,,,,,,,,,,,,,3,,,74,0
360,control_change,,0,0,16,,,,,,,,,,,,,,,14,11,96,,
360,note_on,,0,0,15,,,,,,,,,,,,,,,13,,,57,64
360,control_change,,360,0,15,,,,,,,,,,,,,,,13,11,96,,
360,note_on,,360,0,14,,,,,,,,,,,,,,,12,,,57,64
360,note_on,,1,0,7,,,,,,,,,,,,,,,3,,,72,64
360,note_on,,360,0,16,,,,,,,,,,,,,,,14,,,41,64
360,control_change,,0,0,14,,,,,,,,,,,,,,,12,11,96,,
360,control_change,,40,0,8,,,,,,,,,,,,,,,4,11,104,,
375,control_change,,15,0,7,,,,,,,,,,,,,,,3,11,104,,
385,control_change,,25,0,16,,,,,,,,,,,,,,,14,11,99,,
390,control_change,,30,0,15,,,,,,,,,,,,,,,13,11,99,,
390,control_change,,30,0,14,,,,,,,,,,,,,,,12,11,99,,
400,control_change,,25,0,7,,,,,,,,,,,,,,,3,11,106,,
400,control_change,,40,0,8,,,,,,,,,,,,,,,4,11,106,,
410,control_change,,25,0,16,,,,,,,,,,,,,,,14,11,101,,
420,note_on,,20,0,7,,,,,,,,,,,,,,,3,,,79,64
420,control_change,,30,0,15,,,,,,,,,,,,,,,13,11,101,,
420,control_change,,30,0,14,,,,,,,,,,,,,,,12,11,101,,
425,control_change,,5,0,7,,,,,,,,,,,,,,,3,11,109,,
435,control_change,,25,0,16,,,,,,,,,,,,,,,14,11,104,,
440,control_change,,40,0,8,,,,,,,,,,,,,,,4,11,109,,
450,control_change,,30,0,15,,,,,,,,,,,,,,,13,11,104,,
450,control_change,,30,0,14,,,,,,,,,,,,,,,12,11,104,,
450,control_change,,25,0,7,,,,,,,,,,,,,,,3,11,112,,
460,control_change,,25,0,16,,,,,,,,,,,,,,,14,11,106,,
475,control_change,,25,0,7,,,,,,,,,,,,,,,3,11,114,,
479,note_on,,4,0,7,,,,,,,,,,,,,,,3,,,79,0
480,control_change,,30,0,15,,,,,,,,,,,,,,,13,11,106,,
480,control_change,,30,0,14,,,,,,,,,,,,,,,12,11,106,,
480,note_on,,1,0,7,,,,,,,,,,,,,,,3,,,77,64
480,control_change,,40,0,8,,,,,,,,,,,,,,,4,11,112,,
485,control_change,,25,0,16,,,,,,,,,,,,,,,14,11,109,,
500,control_change,,20,0,7,,,,,,,,,,,,,,,3,11,117,,
510,control_change,,25,0,16,,,,,,,,,,,,,,,14,11,112,,
510,control_change,,30,0,15,,,,,,,,,,,,,,,13,11,109,,
510,control_change,,30,0,14,,,,,,,,,,,,,,,12,11,109,,
520,control_change,,40,0,8,,,,,,,,,,,,,,,4,11,114,,
525,control_change,,25,0,7,,,,,,,,,,,,,,,3,11,119,,
535,control_change,,25,0,16,,,,,,,,,,,,,,,14,11,114,,
540,control_change,,30,0,14,,,,,,,,,,,,,,,12,11,112,,
540,control_change,,30,0,15,,,,,,,,,,,,,,,13,11,112,,
550,control_change,,25,0,7,,,,,,,,,,,,,,,3,11,122,,
560,control_change,,25,0,16,,,,,,,,,,,,,,,14,11,117,,
560,control_change,,40,0,8,,,,,,,,,,,,,,,4,11,117,,
570,control_change,,30,0,15,,,,,,,,,,,,,,,13,11,114,,
570,control_change,,30,0,14,,,,,,,,,,,,,,,12,11,114,,
575,control_change,,25,0,7,,,,,,,,,,,,,,,3,11,124,,
585,control_change,,25,0,16,,,,,,,,,,,,,,,14,11,119,,
599,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,77,0
599,note_on,,24,0,7,,,,,,,,,,,,,,,3,,,72,0
599,note_on,,39,0,8,,,,,,,,,,,,,,,4,,,57,0
599,note_on,,0,0,8,,,,,,,,,,,,,,,4,,,65,0
600,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,75,64
600,note_on,,1,0,7,,,,,,,,,,,,,,,3,,,69,64
600,control_change,,30,0,14,,,,,,,,,,,,,,,12,11,117,,
600,control_change,,0,0,7,,,,,,,,,,,,,,,3,11,127,,
600,control_change,,30,0,15,,,,,,,,,,,,,,,13,11,117,,
600,note_on,,1,0,8,,,,,,,,,,,,,,,4,,,63,64
600,note_on,,0,0,8,,,,,,,,,,,,,,,4,,,60,64
600,control_change,,0,0,8,,,,,,,,,,,,,,,4,11,119,,
610,control_change,,25,0,16,,,,,,,,,,,,,,,14,11,122,,
630,control_change,,30,0,15,,,,,,,,,,,,,,,13,11,119,,
630,control_change,,30,0,14,,,,,,,,,,,,,,,12,11,119,,
635,control_change,,25,0,16,,,,,,,,,,,,,,,14,11,124,,
640,control_change,,40,0,8,,,,,,,,,,,,,,,4,11,122,,
660,control_change,,30,0,14,,,,,,,,,,,,,,,12,11,122,,
660,control_change,,25,0,16,,,,,,,,,,,,,,,14,11,127,,
660,control_change,,30,0,15,,,,,,,,,,,,,,,13,11,122,,
680,control_change,,40,0,8,,,,,,,,,,,,,,,4,11,124,,
690,control_change,,30,0,15,,,,,,,,,,,,,,,13,11,124,,
690,control_change,,30,0,14,,,,,,,,,,,,,,,12,11,124,,
719,note_on,,59,0,16,,,,,,,,,,,,,,,14,,,41,0
720,control_change,,40,0,8,,,,,,,,,,,,,,,4,11,127,,
720,control_change,,30,0,14,,,,,,,,,,,,,,,12,11,127,,
720,control_change,,120,0,7,,,,,,,,,,,,,,,3,11,127,,
720,control_change,,30,0,15,,,,,,,,,,,,,,,13,11,127,,
720,note_on,,1,0,16,,,,,,,,,,,,,,,14,,,42,64
740,control_change,,20,0,15,,,,,,,,,,,,,,,13,11,124,,
740,control_change,,20,0,14,,,,,,,,,,,,,,,12,11,124,,
740,control_change,,20,0,7,,,,,,,,,,,,,,,3,11,124,,
760,control_change,,20,0,15,,,,,,,,,,,,,,,13,11,122,,
760,control_change,,20,0,14,,,,,,,,,,,,,,,12,11,122,,
760,control_change,,40,0,8,,,,,,,,,,,,,,,4,11,122,,
760,control_change,,20,0,7,,,,,,,,,,,,,,,3,11,122,,
780,control_change,,20,0,15,,,,,,,,,,,,,,,13,11,119,,
780,control_change,,60,0,16,,,,,,,,,,,,,,,14,11,127,,
780,control_change,,20,0,14,,,,,,,,,,,,,,,12,11,119,,
780,control_change,,20,0,7,,,,,,,,,,,,,,,3,11,119,,
795,control_change,,15,0,16,,,,,,,,,,,,,,,14,11,124,,
800,control_change,,40,0,8,,,,,,,,,,,,,,,4,11,117,,
800,control_change,,20,0,15,,,,,,,,,,,,,,,13,11,117,,
800,control_change,,20,0,14,,,,,,,,,,,,,,,12,11,117,,
800,control_change,,20,0,7,,,,,,,,,,,,,,,3,11,117,,
810,control_change,,15,0,16,,,,,,,,,,,,,,,14,11,122,,
820,control_change,,20,0,7,,,,,,,,,,,,,,,3,11,114,,
820,control_change,,20,0,15,,,,,,,,,,,,,,,13,11,114,,
820,control_change,,20,0,14,,,,,,,,,,,,,,,12,11,114,,
825,control_change,,15,0,16,,,,,,,,,,,,,,,14,11,119,,
839,note_on,,14,0,16,,,,,,,,,,,,,,,14,,,42,0
840,control_change,,40,0,8,,,,,,,,,,,,,,,4,11,112,,
840,control_change,,20,0,7,,,,,,,,,,,,,,,3,11,112,,
840,control_change,,0,0,16,,,,,,,,,,,,,,,14,11,117,,
840,control_change,,20,0,14,,,,,,,,,,,,,,,12,11,112,,
840,control_change,,20,0,15,,,,,,,,,,,,,,,13,11,112,,
840,note_on,,1,0,16,,,,,,,,,,,,,,,14,,,41,64
855,control_change,,15,0,16,,,,,,,,,,,,,,,14,11,114,,
860,control_change,,20,0,14,,,,,,,,,,,,,,,12,11,109,,
860,control_change,,20,0,15,,,,,,,,,,,,,,,13,11,109,,
860,control_change,,20,0,7,,,,,,,,,,,,,,,3,11,109,,
870,control_change,,15,0,16,,,,,,,,,,,,,,,14,11,112,,
880,control_change,,20,0,7,,,,,,,,,,,,,,,3,11,106,,
880,control_change,,20,0,14,,,,,,,,,,,,,,,12,11,106,,
880,control_change,,20,0,15,,,,,,,,,,,,,,,13,11,106,,
880,control_change,,40,0,8,,,,,,,,,,,,,,,4,11,106,,
885,control_change,,15,0,16,,,,,,,,,,,,,,,14,11,109,,
899,note_on,,19,0,7,,,,,,,,,,,,,,,3,,,69,0
899,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,75,0
899,note_on,,0,0,8,,,,,,,,,,,,,,,4,,,60,0
899,note_on,,19,0,15,,,,,,,,,,,,,,,13,,,57,0
899,note_on,,19,0,8,,,,,,,,,,,,,,,4,,,63,0
899,note_on,,19,0,14,,,,,,,,,,,,,,,12,,,57,0
900,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,58,64
900,note_on,,1,0,7,,,,,,,,,,,,,,,3,,,70,64
900,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,74,64
900,control_change,,0,0,7,,,,,,,,,,,,,,,3,11,104,,
900,control_change,,15,0,16,,,,,,,,,,,,,,,14,11,106,,
900,control_change,,0,0,15,,,,,,,,,,,,,,,13,11,104,,
900,control_change,,0,0,14,,,,,,,,,,,,,,,12,11,104,,
900,note_on,,1,0,8,,,,,,,,,,,,,,,4,,,58,64
900,note_on,,0,0,8,,,,,,,,,,,,,,,4,,,62,64
900,note_on,,1,0,14,,,,,,,,,,,,,,,12,,,58,64
915,control_change,,15,0,16,,,,,,,,,,,,,,,14,11,104,,
920,control_change,,20,0,8,,,,,,,,,,,,,,,4,11,101,,
920,control_change,,20,0,14,,,,,,,,,,,,,,,12,11,101,,
920,control_change,,20,0,7,,,,,,,,,,,,,,,3,11,101,,
920,control_change,,20,0,15,,,,,,,,,,,,,,,13,11,101,,
930,control_change,,15,0,16,,,,,,,,,,,,,,,14,11,101,,
940,control_change,,20,0,14,,,,,,,,,,,,,,,12,11,99,,
940,control_change,,20,0,7,,,,,,,,,,,,,,,3,11,99,,
940,control_change,,20,0,15,,,,,,,,,,,,,,,13,11,99,,
945,control_change,,15,0,16,,,,,,,,,,,,,,,14,11,99,,
959,note_on,,19,0,14,,,,,,,,,,,,,,,12,,,58,0
959,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,74,0
959,note_on,,19,0,7,,,,,,,,,,,,,,,3,,,70,0
959,note_on,,19,0,15,,,,,,,,,,,,,,,13,,,58,0
959,note_on,,14,0,16,,,,,,,,,,,,,,,14,,,41,0
959,note_on,,0,0,8,,,,,,,,,,,,,,,4,,,62,0
959,note_on,,39,0,8,,,,,,,,,,,,,,,4,,,58,0
960,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,53,48
960,note_on,,960,0,13,,,,,,,,,,,,,,,11,,,74,48
960,control_change,,0,0,16,,,,,,,,,,,,,,,14,11,127,,
960,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,70,64
960,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,74,64
960,note_on,,1,0,16,,,,,,,,,,,,,,,14,,,46,48
960,note_on,,0,0,8,,,,,,,,,,,,,,,4,,,58,64
960,note_on,,1,0,8,,,,,,,,,,,,,,,4,,,62,64
960,control_change,,1,0,14,,,,,,,,,,,,,,,12,11,127,,
960,note_on,,0,0,14,,,,,,,,,,,,,,,12,,,62,48
960,control_change,,0,0,15,,,,,,,,,,,,,,,13,11,127,,
960,control_change,,1,0,7,,,,,,,,,,,,,,,3,11,96,,
1079,note_on,,119,0,15,,,,,,,,,,,,,,,13,,,53,0
1079,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,70,0
1079,note_on,,0,0,8,,,,,,,,,,,,,,,4,,,58,0
1079,note_on,,119,0,8,,,,,,,,,,,,,,,4,,,62,0
1079,note_on,,119,0,7,,,,,,,,,,,,,,,3,,,74,0
1080,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,53,48
1199,note_on,,239,0,13,,,,,,,,,,,,,,,11,,,74,0
1199,note_on,,239,0,16,,,,,,,,,,,,,,,14,,,46,0
1199,note_on,,239,0,14,,,,,,,,,,,,,,,12,,,62,0
1200,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,69,48
1200,note_on,,1,0,14,,,,,,,,,,,,,,,12,,,60,48
1200,note_on,,1,0,16,,,,,,,,,,,,,,,14,,,51,48
1319,note_on,,239,0,15,,,,,,,,,,,,,,,13,,,53,0
1320,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,53,48
1439,note_on,,239,0,14,,,,,,,,,,,,,,,12,,,60,0
1439,note_on,,239,0,13,,,,,,,,,,,,,,,11,,,69,0
1439,note_on,,239,0,16,,,,,,,,,,,,,,,14,,,51,0
1440,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,70,48
1440,note_on,,1,0,14,,,,,,,,,,,,,,,12,,,58,48
1440,note_on,,1,0,16,,,,,,,,,,,,,,,14,,,50,48
1559,note_on,,239,0,15,,,,,,,,,,,,,,,13,,,53,0
1560,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,53,48
1679,note_on,,239,0,14,,,,,,,,,,,,,,,12,,,58,0
1679,note_on,,239,0,13,,,,,,,,,,,,,,,11,,,70,0
1679,note_on,,239,0,16,,,,,,,,,,,,,,,14,,,50,0
1680,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,65,48
1680,note_on,,1,0,16,,,,,,,,,,,,,,,14,,,45,48
1680,note_on,,1,0,14,,,,,,,,,,,,,,,12,,,60,48
1799,note_on,,239,0,15,,,,,,,,,,,,,,,13,,,53,0
1800,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,53,48
1859,note_on,,179,0,13,,,,,,,,,,,,,,,11,,,65,0
1860,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,63,48
1919,note_on,,239,0,16,,,,,,,,,,,,,,,14,,,45,0
1919,note_on,,59,0,13,,,,,,,,,,,,,,,11,,,63,0
1919,note_on,,239,0,14,,,,,,,,,,,,,,,12,,,60,0
1920,note_on,,1,0,16,,,,,,,,,,,,,,,14,,,46,48
1920,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,62,48
1920,note_on,,1,0,14,,,,,,,,,,,,,,,12,,,62,48
2039,note_on,,119,0,14,,,,,,,,,,,,,,,12,,,62,0
2039,note_on,,119,0,13,,,,,,,,,,,,,,,11,,,62,0
2039,note_on,,119,0,16,,,,,,,,,,,,,,,14,,,46,0
2039,note_on,,239,0,15,,,,,,,,,,,,,,,13,,,53,0
2040,note_on,,1,0,16,,,,,,,,,,,,,,,14,,,45,48
2040,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,65,48
2040,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,53,48
2040,note_on,,1,0,14,,,,,,,,,,,,,,,12,,,60,48
2159,note_on,,119,0,14,,,,,,,,,,,,,,,12,,,60,0
2159,note_on,,119,0,13,,,,,,,,,,,,,,,11,,,65,0
2159,note_on,,119,0,16,,,,,,,,,,,,,,,14,,,45,0
2160,note_on,,1,0,14,,,,,,,,,,,,,,,12,,,58,48
2160,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,70,48
2160,note_on,,1,0,16,,,,,,,,,,,,,,,14,,,43,48
2279,note_on,,239,0,15,,,,,,,,,,,,,,,13,,,53,0
2279,note_on,,119,0,14,,,,,,,,,,,,,,,12,,,58,0
2280,control_change,,1,0,14,,,,,,,,,,,,,,,12,11,96,,
2280,note_on,,0,0,14,,,,,,,,,,,,,,,12,,,70,64
2280,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,52,48
2339,note_on,,179,0,13,,,,,,,,,,,,,,,11,,,70,0
2340,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,72,48
2399,note_on,,119,0,15,,,,,,,,,,,,,,,13,,,52,0
2399,note_on,,239,0,16,,,,,,,,,,,,,,,14,,,43,0
2399,note_on,,59,0,13,,,,,,,,,,,,,,,11,,,72,0
2400,control_change,,1321,0,8,,,,,,,,,,,,,,,4,11,96,,
2400,note_on,,1,0,16,,,,,,,,,,,,,,,14,,,41,48
2400,control_change,,1,0,15,,,,,,,,,,,,,,,13,11,96,,
2400,note_on,,0,0,13,,,,,,,,,,,,,,,11,,,74,64
2400,control_change,,1,0,13,,,,,,,,,,,,,,,11,11,96,,
2401,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,53,64
2420,control_change,,20,0,13,,,,,,,,,,,,,,,11,11,99,,
2440,control_change,,20,0,13,,,,,,,,,,,,,,,11,11,101,,
2460,control_change,,20,0,13,,,,,,,,,,,,,,,11,11,104,,
2460,control_change,,180,0,14,,,,,,,,,,,,,,,12,11,96,,
2480,control_change,,20,0,13,,,,,,,,,,,,,,,11,11,106,,
2480,control_change,,20,0,14,,,,,,,,,,,,,,,12,11,99,,
2480,control_change,,79,0,15,,,,,,,,,,,,,,,13,11,99,,
2500,control_change,,20,0,15,,,,,,,,,,,,,,,13,11,101,,
2500,control_change,,20,0,13,,,,,,,,,,,,,,,11,11,109,,
2500,control_change,,20,0,14,,,,,,,,,,,,,,,12,11,101,,
2519,note_on,,19,0,14,,,,,,,,,,,,,,,12,,,70,0
2519,note_on,,119,0,16,,,,,,,,,,,,,,,14,,,41,0
2519,note_on,,19,0,13,,,,,,,,,,,,,,,11,,,74,0
2520,note_on,,1,0,14,,,,,,,,,,,,,,,12,,,62,64
2520,note_on,,0,0,14,,,,,,,,,,,,,,,12,,,58,64
2520,control_change,,0,0,14,,,,,,,,,,,,,,,12,11,104,,
2520,note_on,,1,0,16,,,,,,,,,,,,,,,14,,,53,48
2520,note_on,,0,0,13,,,,,,,,,,,,,,,11,,,77,64
2520,control_change,,1,0,13,,,,,,,,,,,,,,,11,11,112,,
2520,control_change,,0,0,15,,,,,,,,,,,,,,,13,11,104,,
2520,note_on,,0,0,15,,,,,,,,,,,,,,,13,,,58,64
2520,note_on,,20,0,15,,,,,,,,,,,,,,,13,,,53,0
2540,control_change,,20,0,15,,,,,,,,,,,,,,,13,11,106,,
2540,control_change,,20,0,14,,,,,,,,,,,,,,,12,11,106,,
2540,control_change,,20,0,13,,,,,,,,,,,,,,,11,11,114,,
2560,control_change,,20,0,15,,,,,,,,,,,,,,,13,11,109,,
2560,control_change,,20,0,13,,,,,,,,,,,,,,,11,11,117,,
2560,control_change,,20,0,14,,,,,,,,,,,,,,,12,11,109,,
2579,note_on,,19,0,14,,,,,,,,,,,,,,,12,,,62,0
2579,note_on,,0,0,14,,,,,,,,,,,,,,,12,,,58,0
2579,note_on,,19,0,13,,,,,,,,,,,,,,,11,,,77,0
2580,note_on,,1,0,14,,,,,,,,,,,,,,,12,,,60,64
2580,control_change,,0,0,14,,,,,,,,,,,,,,,12,11,112,,
2580,control_change,,1,0,13,,,,,,,,,,,,,,,11,11,119,,
2580,note_on,,0,0,13,,,,,,,,,,,,,,,11,,,75,64
2580,control_change,,20,0,15,,,,,,,,,,,,,,,13,11,112,,
2600,control_change,,20,0,14,,,,,,,,,,,,,,,12,11,114,,
2600,control_change,,20,0,13,,,,,,,,,,,,,,,11,11,122,,
2600,control_change,,20,0,15,,,,,,,,,,,,,,,13,11,114,,
2620,control_change,,20,0,13,,,,,,,,,,,,,,,11,11,124,,
2620,control_change,,20,0,14,,,,,,,,,,,,,,,12,11,117,,
2620,control_change,,20,0,15,,,,,,,,,,,,,,,13,11,117,,
2639,note_on,,19,0,14,,,,,,,,,,,,,,,12,,,60,0
2639,note_on,,119,0,16,,,,,,,,,,,,,,,14,,,53,0
2639,note_on,,19,0,13,,,,,,,,,,,,,,,11,,,75,0
2640,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,72,64
2640,control_change,,0,0,13,,,,,,,,,,,,,,,11,11,127,,
2640,control_change,,20,0,15,,,,,,,,,,,,,,,13,11,119,,
2640,control_change,,0,0,14,,,,,,,,,,,,,,,12,11,119,,
2640,control_change,,2640,0,9,,,,,,,,,,,,,,,5,11,96,,
