tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,0,91,89,,
0,control_change,0,0,1,,,,,,,,,0,93,90,,
0,note_on,0,0,1,,,,,,,,,0,,,65,60
0,note_on,0,0,1,,,,,,,,,0,,,72,60
0,track_name,0,1,2,,,,,,,,,,,,,
0,note_on,0,0,2,,,,,,,,,1,,,60,60
0,note_on,0,0,2,,,,,,,,,1,,,57,60
0,control_change,0,0,2,,,,,,,,,1,93,90,,
0,control_change,0,0,2,,,,,,,,,1,91,89,,
0,control_change,0,0,2,,,,,,,,,1,10,8,,
0,control_change,0,0,2,,,,,,,,,1,10,8,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,control_change,0,0,1,,,,,,,,,0,10,107,,
0,control_change,0,0,1,,,,,,,,,0,10,107,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,key_signature,0,1,0,,F,,,,,,,,,,,
0,time_signature,0,1,0,,,3,8,24,8,,,,,,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,750000,,,,,,,,,,,,
0,set_tempo,0,1,0,750000,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
70,note_on,70,0,1,,,,,,,,,0,,,72,0
72,note_on,2,0,1,,,,,,,,,0,,,74,60
94,note_on,94,0,2,,,,,,,,,1,,,57,0
94,note_on,0,0,2,,,,,,,,,1,,,60,0
94,note_on,0,0,1,,,,,,,,,0,,,74,0
94,note_on,22,0,1,,,,,,,,,0,,,65,0
96,note_on,2,0,2,,,,,,,,,1,,,52,60
96,note_on,0,0,2,,,,,,,,,1,,,60,60
96,note_on,0,0,1,,,,,,,,,0,,,72,60
96,note_on,2,0,1,,,,,,,,,0,,,67,60
190,note_on,94,0,1,,,,,,,,,0,,,72,0
192,note_on,2,0,1,,,,,,,,,0,,,70,60
256,note_on,0,0,2,,,,,,,,,1,,,60,0
256,note_on,160,0,2,,,,,,,,,1,,,52,0
256,note_on,64,0,1,,,,,,,,,0,,,67,0
286,note_on,30,0,1,,,,,,,,,0,,,70,0
288,note_on,0,0,2,,,,,,,,,1,,,57,60
288,note_on,32,0,2,,,,,,,,,1,,,53,60
288,note_on,0,0,1,,,,,,,,,0,,,69,60
288,note_on,2,0,1,,,,,,,,,0,,,60,60
358,note_on,70,0,1,,,,,,,,,0,,,69,0
360,note_on,2,0,1,,,,,,,,,0,,,70,60
382,note_on,0,0,1,,,,,,,,,0,,,70,0
382,note_on,0,0,2,,,,,,,,,1,,,57,0
382,note_on,22,0,1,,,,,,,,,0,,,60,0
382,note_on,94,0,2,,,,,,,,,1,,,53,0
384,note_on,0,0,2,,,,,,,,,1,,,57,60
384,note_on,2,0,2,,,,,,,,,1,,,49,60
384,note_on,2,0,1,,,,,,,,,0,,,64,60
384,note_on,0,0,1,,,,,,,,,0,,,69,60
478,note_on,94,0,1,,,,,,,,,0,,,69,0
480,note_on,2,0,1,,,,,,,,,0,,,67,60
544,note_on,0,0,2,,,,,,,,,1,,,57,0
544,note_on,64,0,1,,,,,,,,,0,,,64,0
544,note_on,160,0,2,,,,,,,,,1,,,49,0
574,note_on,30,0,1,,,,,,,,,0,,,67,0
576,note_on,0,0,2,,,,,,,,,1,,,57,60
576,note_on,2,0,1,,,,,,,,,0,,,62,60
576,note_on,0,0,1,,,,,,,,,0,,,65,60
576,note_on,32,0,2,,,,,,,,,1,,,50,60
646,note_on,70,0,2,,,,,,,,,1,,,50,0
646,note_on,0,0,2,,,,,,,,,1,,,57,0
648,note_on,0,0,1,,,,,,,,,0,,,65,0
648,note_on,2,0,2,,,,,,,,,1,,,48,60
648,note_on,0,0,2,,,,,,,,,1,,,57,60
648,note_on,72,0,1,,,,,,,,,0,,,62,0
648,note_on,0,0,1,,,,,,,,,0,,,62,60
648,note_on,0,0,1,,,,,,,,,0,,,66,60
670,note_on,22,0,2,,,,,,,,,1,,,48,0
670,note_on,0,0,2,,,,,,,,,1,,,57,0
672,note_on,0,0,1,,,,,,,,,0,,,67,60
672,note_on,0,0,1,,,,,,,,,0,,,66,0
672,note_on,24,0,1,,,,,,,,,0,,,62,0
672,note_on,2,0,2,,,,,,,,,1,,,46,60
672,note_on,0,0,1,,,,,,,,,0,,,62,60
672,note_on,0,0,2,,,,,,,,,1,,,58,60
768,note_on,0,0,1,,,,,,,,,0,,,62,60
768,note_on,0,0,2,,,,,,,,,1,,,46,55
768,note_on,0,0,2,,,,,,,,,1,,,58,55
768,note_on,0,0,1,,,,,,,,,0,,,67,0
768,note_on,0,0,2,,,,,,,,,1,,,58,0
768,note_on,96,0,2,,,,,,,,,1,,,46,0
768,note_on,0,0,1,,,,,,,,,0,,,67,60
768,note_on,96,0,1,,,,,,,,,0,,,62,0
838,note_on,70,0,2,,,,,,,,,1,,,46,0
838,note_on,0,0,2,,,,,,,,,1,,,58,0
840,note_on,0,0,1,,,,,,,,,0,,,69,60
840,note_on,0,0,1,,,,,,,,,0,,,66,60
840,note_on,0,0,1,,,,,,,,,0,,,67,0
840,note_on,72,0,1,,,,,,,,,0,,,62,0
840,note_on,0,0,2,,,,,,,,,1,,,57,52
840,note_on,2,0,2,,,,,,,,,1,,,45,52
840,note_on,0,0,1,,,,,,,,,0,,,60,60
862,note_on,0,0,2,,,,,,,,,1,,,57,0
862,note_on,22,0,2,,,,,,,,,1,,,45,0
864,note_on,24,0,1,,,,,,,,,0,,,60,0
864,note_on,0,0,1,,,,,,,,,0,,,66,0
864,note_on,0,0,1,,,,,,,,,0,,,69,0
864,note_on,0,0,1,,,,,,,,,0,,,72,60
864,note_on,2,0,2,,,,,,,,,1,,,43,51
864,note_on,0,0,2,,,,,,,,,1,,,55,51
888,note_on,0,0,1,,,,,,,,,0,,,67,60
888,note_on,24,0,1,,,,,,,,,0,,,72,0
888,note_on,0,0,1,,,,,,,,,0,,,70,60
888,note_on,0,0,1,,,,,,,,,0,,,62,60
934,note_on,0,0,2,,,,,,,,,1,,,55,0
934,note_on,70,0,2,,,,,,,,,1,,,43,0
936,note_on,2,0,2,,,,,,,,,1,,,46,47
936,note_on,0,0,2,,,,,,,,,1,,,58,47
936,note_on,48,0,1,,,,,,,,,0,,,62,0
936,note_on,0,0,1,,,,,,,,,0,,,67,0
936,note_on,0,0,1,,,,,,,,,0,,,67,60
936,note_on,0,0,1,,,,,,,,,0,,,70,0
936,note_on,0,0,1,,,,,,,,,0,,,62,60
958,note_on,22,0,2,,,,,,,,,1,,,46,0
958,note_on,0,0,2,,,,,,,,,1,,,58,0
960,note_on,2,0,2,,,,,,,,,1,,,48,45
960,note_on,24,0,1,,,,,,,,,0,,,62,0
960,note_on,0,0,1,,,,,,,,,0,,,60,60
960,note_on,0,0,1,,,,,,,,,0,,,57,60
960,note_on,0,0,1,,,,,,,,,0,,,67,0
960,note_on,0,0,1,,,,,,,,,0,,,65,60
1054,note_on,94,0,2,,,,,,,,,1,,,48,0
1056,note_on,96,0,1,,,,,,,,,0,,,57,0
1056,note_on,0,0,1,,,,,,,,,0,,,60,0
1056,note_on,0,0,1,,,,,,,,,0,,,55,60
1056,note_on,0,0,1,,,,,,,,,0,,,60,60
1056,note_on,2,0,2,,,,,,,,,1,,,36,45
1056,note_on,0,0,1,,,,,,,,,0,,,64,60
1056,note_on,0,0,1,,,,,,,,,0,,,65,0
1102,note_on,46,0,2,,,,,,,,,1,,,36,0
1102,note_on,0,0,1,,,,,,,,,0,,,60,0
1102,note_on,0,0,1,,,,,,,,,0,,,64,0
1102,note_on,46,0,1,,,,,,,,,0,,,55,0
1152,note_on,0,0,1,,,,,,,,,0,,,72,60
1152,note_on,0,0,2,,,,,,,,,1,,,60,45
1152,note_on,50,0,2,,,,,,,,,1,,,57,45
1152,note_on,50,0,1,,,,,,,,,0,,,65,60
1222,note_on,70,0,1,,,,,,,,,0,,,72,0
1224,note_on,2,0,1,,,,,,,,,0,,,74,60
1246,note_on,94,0,2,,,,,,,,,1,,,57,0
1246,note_on,0,0,2,,,,,,,,,1,,,60,0
1246,note_on,0,0,1,,,,,,,,,0,,,74,0
1246,note_on,22,0,1,,,,,,,,,0,,,65,0
1248,note_on,0,0,1,,,,,,,,,0,,,72,60
1248,note_on,2,0,2,,,,,,,,,1,,,52,45
1248,note_on,2,0,1,,,,,,,,,0,,,67,60
1248,note_on,0,0,2,,,,,,,,,1,,,60,45
1342,note_on,94,0,1,,,,,,,,,0,,,72,0
1344,note_on,2,0,1,,,,,,,,,0,,,70,60
1408,note_on,160,0,2,,,,,,,,,1,,,52,0
1408,note_on,0,0,2,,,,,,,,,1,,,60,0
1408,note_on,64,0,1,,,,,,,,,0,,,67,0
1438,note_on,30,0,1,,,,,,,,,0,,,70,0
1440,note_on,0,0,2,,,,,,,,,1,,,57,45
1440,note_on,32,0,2,,,,,,,,,1,,,53,45
1440,note_on,2,0,1,,,,,,,,,0,,,60,60
1440,note_on,0,0,1,,,,,,,,,0,,,69,60
1510,note_on,70,0,1,,,,,,,,,0,,,69,0
1512,note_on,2,0,1,,,,,,,,,0,,,70,60
1534,note_on,0,0,1,,,,,,,,,0,,,70,0
1534,note_on,22,0,1,,,,,,,,,0,,,60,0
1534,note_on,0,0,2,,,,,,,,,1,,,57,0
1534,note_on,94,0,2,,,,,,,,,1,,,53,0
1536,note_on,0,0,1,,,,,,,,,0,,,69,60
1536,note_on,2,0,1,,,,,,,,,0,,,64,60
1536,note_on,2,0,2,,,,,,,,,1,,,49,45
1536,note_on,0,0,2,,,,,,,,,1,,,57,45
1630,note_on,94,0,1,,,,,,,,,0,,,69,0
1632,note_on,2,0,1,,,,,,,,,0,,,67,60
1678,note_on,46,0,1,,,,,,,,,0,,,67,0
1680,note_on,2,0,1,,,,,,,,,0,,,67,60
1696,note_on,16,0,1,,,,,,,,,0,,,64,0
1696,note_on,0,0,2,,,,,,,,,1,,,57,0
1696,note_on,160,0,2,,,,,,,,,1,,,49,0
1726,note_on,30,0,1,,,,,,,,,0,,,67,0
1728,note_on,32,0,2,,,,,,,,,1,,,50,50
1728,note_on,2,0,1,,,,,,,,,0,,,57,60
1728,note_on,0,0,1,,,,,,,,,0,,,62,60
1728,note_on,0,0,1,,,,,,,,,0,,,65,60
1798,note_on,70,0,1,,,,,,,,,0,,,57,0
