tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,pitch,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,,2,0,,,
0,control_change,0,0,3,,,,,,,7,117,2,,,,
0,pitchwheel,0,0,3,,,,,,,,,2,,0,,
0,control_change,0,0,3,,,,,,,1,0,2,,,,
0,control_change,0,0,3,,,,,,,64,0,2,,,,
0,control_change,0,0,3,,,,,,,93,28,2,,,,
0,control_change,0,0,3,,,,,,,91,91,2,,,,
0,control_change,0,0,3,,,,,,,10,55,2,,,,
0,control_change,0,0,3,,,,,,,32,0,2,,,,
0,control_change,0,0,4,,,,,,,0,0,3,,,,
0,program_change,0,0,1,,,,,,,,,0,0,,,
0,control_change,0,0,1,,,,,,,10,74,0,,,,
0,control_change,0,0,1,,,,,,,91,91,0,,,,
0,control_change,0,0,1,,,,,,,93,28,0,,,,
0,control_change,0,0,1,,,,,,,64,127,0,,,,
0,control_change,0,0,1,,,,,,,1,0,0,,,,
0,control_change,0,0,1,,,,,,,7,127,0,,,,
0,control_change,0,0,1,,,,,,,32,0,0,,,,
0,pitchwheel,0,0,1,,,,,,,,,0,,0,,
0,control_change,0,0,3,,,,,,,0,0,2,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,control_change,0,0,4,,,,,,,7,112,3,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,0,0,1,,,,
0,control_change,0,0,2,,,,,,,32,0,1,,,,
0,program_change,0,0,2,,,,,,,,,1,0,,,
0,control_change,0,0,2,,,,,,,7,117,1,,,,
0,pitchwheel,0,0,2,,,,,,,,,1,,0,,
0,control_change,0,0,2,,,,,,,1,0,1,,,,
0,control_change,0,0,2,,,,,,,64,0,1,,,,
0,control_change,0,0,2,,,,,,,93,28,1,,,,
0,control_change,0,0,2,,,,,,,91,91,1,,,,
0,control_change,0,0,2,,,,,,,10,64,1,,,,
0,control_change,0,0,4,,,,,,,32,0,3,,,,
0,program_change,0,0,4,,,,,,,,,3,0,,,
0,control_change,0,0,4,,,,,,,10,64,3,,,,
0,control_change,0,0,4,,,,,,,91,91,3,,,,
0,control_change,0,0,4,,,,,,,93,28,3,,,,
0,control_change,0,0,4,,,,,,,64,0,3,,,,
0,control_change,0,0,4,,,,,,,1,0,3,,,,
0,pitchwheel,0,0,4,,,,,,,,,3,,0,,
0,control_change,0,0,1,,,,,,,0,0,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,500000,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,,
480,control_change,480,0,4,,,,,,,7,112,3,,,,
1440,marker,0,1,0,,,,,,,,,,,,,
1440,control_change,1440,0,2,,,,,,,7,117,1,,,,
1440,set_tempo,1440,1,0,,,,,,952380,,,,,,,
1440,note_on,0,0,3,,,,,,,,,2,,,48,57
1440,control_change,0,0,3,,,,,,,64,0,2,,,,
1440,control_change,1440,0,3,,,,,,,7,117,2,,,,
1440,control_change,1440,0,1,,,,,,,7,127,0,,,,
1440,control_change,0,0,1,,,,,,,64,0,0,,,,
1440,note_on,0,0,1,,,,,,,,,0,,,72,57
1440,control_change,960,0,4,,,,,,,7,112,3,,,,
1440,control_change,0,0,2,,,,,,,64,0,1,,,,
1440,note_on,0,0,2,,,,,,,,,1,,,64,58
1920,note_off,480,0,2,,,,,,,,,1,,,64,0
1920,note_on,0,0,2,,,,,,,,,1,,,67,61
1920,note_on,0,0,3,,,,,,,,,2,,,52,60
1920,note_off,480,0,3,,,,,,,,,2,,,48,0
1920,note_off,480,0,1,,,,,,,,,0,,,72,0
1920,note_on,0,0,1,,,,,,,,,0,,,72,60
2295,set_tempo,855,1,0,,,,,,967741,,,,,,,
2400,note_off,480,0,3,,,,,,,,,2,,,52,0
2400,note_off,480,0,2,,,,,,,,,1,,,67,0
2400,note_on,0,0,2,,,,,,,,,1,,,69,64
2400,note_on,0,0,3,,,,,,,,,2,,,53,64
2400,note_on,0,0,1,,,,,,,,,0,,,74,65
2400,note_off,480,0,1,,,,,,,,,0,,,72,0
2630,set_tempo,335,1,0,,,,,,1034482,,,,,,,
2880,note_on,0,0,1,,,,,,,,,0,,,71,71
2880,note_off,480,0,3,,,,,,,,,2,,,53,0
2880,marker,250,1,0,,,,,,,,,,,,,
2880,note_off,480,0,2,,,,,,,,,1,,,69,0
2880,note_on,0,0,2,,,,,,,,,1,,,62,67
2880,note_on,0,0,3,,,,,,,,,2,,,55,69
2880,note_off,480,0,1,,,,,,,,,0,,,74,0
3105,set_tempo,225,1,0,,,,,,967741,,,,,,,
3580,set_tempo,475,1,0,,,,,,1034482,,,,,,,
3600,note_off,720,0,3,,,,,,,,,2,,,55,0
3600,note_on,0,0,1,,,,,,,,,0,,,72,60
3600,note_off,720,0,1,,,,,,,,,0,,,71,0
3600,note_on,0,0,2,,,,,,,,,1,,,67,57
3600,note_off,720,0,2,,,,,,,,,1,,,62,0
3600,note_on,0,0,3,,,,,,,,,2,,,57,61
3840,note_on,0,0,2,,,,,,,,,1,,,67,53
3840,note_on,0,0,1,,,,,,,,,0,,,74,57
3840,note_on,0,0,3,,,,,,,,,2,,,59,57
3840,note_off,240,0,3,,,,,,,,,2,,,57,0
3840,note_off,240,0,1,,,,,,,,,0,,,72,0
3840,note_off,240,0,2,,,,,,,,,1,,,67,0
3870,set_tempo,290,1,0,,,,,,1034482,,,,,,,
4260,note_off,420,0,3,,,,,,,,,2,,,59,0
4260,note_off,420,0,1,,,,,,,,,0,,,74,0
4267,note_off,427,0,2,,,,,,,,,1,,,67,0
4320,note_on,60,0,3,,,,,,,,,2,,,60,58
4320,note_on,60,0,1,,,,,,,,,0,,,76,61
4320,note_on,0,0,2,,,,,,,,,1,,,67,58
4320,note_on,53,0,2,,,,,,,,,1,,,72,58
4320,set_tempo,450,1,0,,,,,,1000000,,,,,,,
4320,marker,0,1,0,,,,,,,,,,,,,
4575,set_tempo,255,1,0,,,,,,952380,,,,,,,
4800,note_off,480,0,1,,,,,,,,,0,,,76,0
4800,note_on,0,0,1,,,,,,,,,0,,,76,65
4800,note_on,0,0,2,,,,,,,,,1,,,69,62
4800,note_on,0,0,2,,,,,,,,,1,,,72,62
4800,note_off,0,0,2,,,,,,,,,1,,,72,0
4800,note_off,480,0,2,,,,,,,,,1,,,67,0
4800,note_on,0,0,3,,,,,,,,,2,,,57,61
4800,note_off,480,0,3,,,,,,,,,2,,,60,0
5160,set_tempo,585,1,0,,,,,,967741,,,,,,,
5280,note_on,0,0,2,,,,,,,,,1,,,69,65
5280,note_off,0,0,2,,,,,,,,,1,,,72,0
5280,note_on,0,0,2,,,,,,,,,1,,,74,65
5280,note_off,480,0,2,,,,,,,,,1,,,69,0
5280,note_off,480,0,3,,,,,,,,,2,,,57,0
5280,note_on,0,0,3,,,,,,,,,2,,,53,62
5280,note_off,480,0,1,,,,,,,,,0,,,76,0
5280,note_on,0,0,1,,,,,,,,,0,,,77,66
5640,set_tempo,480,1,0,,,,,,1034482,,,,,,,
5760,note_on,0,0,1,,,,,,,,,0,,,76,71
5760,note_on,0,0,2,,,,,,,,,1,,,72,68
5760,note_on,0,0,2,,,,,,,,,1,,,67,68
5760,note_off,0,0,2,,,,,,,,,1,,,69,0
5760,note_off,480,0,2,,,,,,,,,1,,,74,0
5760,note_off,480,0,1,,,,,,,,,0,,,77,0
5760,marker,120,1,0,,,,,,,,,,,,,
5760,note_on,0,0,3,,,,,,,,,2,,,55,69
5760,note_off,480,0,3,,,,,,,,,2,,,53,0
6000,set_tempo,240,1,0,,,,,,967741,,,,,,,
6240,note_on,0,0,3,,,,,,,,,2,,,56,61
6240,note_on,0,0,3,,,,,,,,,2,,,65,61
6240,note_off,480,0,3,,,,,,,,,2,,,55,0
6240,note_off,0,0,2,,,,,,,,,1,,,67,0
6240,note_on,0,0,2,,,,,,,,,1,,,71,58
6240,note_off,480,0,2,,,,,,,,,1,,,72,0
6480,note_on,0,0,1,,,,,,,,,0,,,74,64
6480,note_off,720,0,1,,,,,,,,,0,,,76,0
6480,set_tempo,480,1,0,,,,,,1000000,,,,,,,
6720,note_off,480,0,2,,,,,,,,,1,,,71,0
6720,note_on,0,0,1,,,,,,,,,0,,,72,61
6720,note_off,240,0,1,,,,,,,,,0,,,74,0
6720,note_on,0,0,2,,,,,,,,,1,,,69,55
6720,note_on,0,0,3,,,,,,,,,2,,,57,57
6720,note_off,480,0,3,,,,,,,,,2,,,56,0
6720,note_on,0,0,3,,,,,,,,,2,,,64,57
6720,note_off,0,0,3,,,,,,,,,2,,,65,0
7080,set_tempo,600,1,0,,,,,,1071428,,,,,,,
7140,note_off,420,0,2,,,,,,,,,1,,,69,0
7147,note_off,427,0,3,,,,,,,,,2,,,64,0
7147,note_off,427,0,1,,,,,,,,,0,,,72,0
7155,note_off,8,0,3,,,,,,,,,2,,,57,0
7200,note_on,45,0,3,,,,,,,,,2,,,53,65
7200,marker,0,1,0,,,,,,,,,,,,,
7200,set_tempo,120,1,0,,,,,,1000000,,,,,,,
7200,note_on,53,0,1,,,,,,,,,0,,,76,67
7200,note_on,0,0,2,,,,,,,,,1,,,69,65
7200,note_on,60,0,2,,,,,,,,,1,,,65,65
7335,set_tempo,135,1,0,,,,,,967741,,,,,,,
7440,note_off,240,0,1,,,,,,,,,0,,,76,0
7440,note_on,0,0,1,,,,,,,,,0,,,74,65
7680,note_on,0,0,2,,,,,,,,,1,,,67,62
7680,note_off,480,0,2,,,,,,,,,1,,,69,0
7680,note_off,240,0,1,,,,,,,,,0,,,74,0
7680,note_on,0,0,1,,,,,,,,,0,,,72,63
7680,note_off,0,0,2,,,,,,,,,1,,,65,0
7680,note_on,0,0,3,,,,,,,,,2,,,55,64
7680,note_off,480,0,3,,,,,,,,,2,,,53,0
7680,note_on,0,0,2,,,,,,,,,1,,,64,62
8160,note_off,480,0,2,,,,,,,,,1,,,64,0
8160,note_off,0,0,2,,,,,,,,,1,,,67,0
8160,note_on,0,0,2,,,,,,,,,1,,,62,59
8160,note_on,0,0,2,,,,,,,,,1,,,67,59
8160,note_on,0,0,1,,,,,,,,,0,,,71,60
8160,note_off,480,0,1,,,,,,,,,0,,,72,0
8160,note_on,0,0,3,,,,,,,,,2,,,43,62
8160,note_off,480,0,3,,,,,,,,,2,,,55,0
8280,set_tempo,945,1,0,,,,,,1000000,,,,,,,
8640,note_on,0,0,2,,,,,,,,,1,,,64,57
8640,note_on,0,0,2,,,,,,,,,1,,,67,57
8640,note_off,0,0,2,,,,,,,,,1,,,62,0
8640,note_off,480,0,2,,,,,,,,,1,,,67,0
8640,note_on,0,0,1,,,,,,,,,0,,,72,56
8640,note_on,0,0,3,,,,,,,,,2,,,48,61
8640,note_off,480,0,3,,,,,,,,,2,,,43,0
8640,note_off,480,0,1,,,,,,,,,0,,,71,0
8950,note_off,310,0,3,,,,,,,,,2,,,48,0
9120,note_on,170,0,3,,,,,,,,,2,,,43,55
9215,note_off,575,0,2,,,,,,,,,1,,,64,0
9215,note_off,0,0,2,,,,,,,,,1,,,67,0
9215,note_off,575,0,1,,,,,,,,,0,,,72,0
9442,note_off,322,0,3,,,,,,,,,2,,,43,0
9600,note_on,158,0,3,,,,,,,,,2,,,36,47
9600,set_tempo,1320,1,0,,,,,,1500000,,,,,,,
9794,note_off,194,0,3,,,,,,,,,2,,,36,0
9930,set_tempo,330,1,0,,,,,,2727272,,,,,,,
10080,control_change,865,0,1,,,,,,,7,117,0,,,,
10080,control_change,0,0,2,,,,,,,64,0,1,,,,
10080,set_tempo,150,1,0,,,,,,952380,,,,,,,
10080,note_on,0,0,2,,,,,,,,,1,,,64,58
10080,note_on,0,0,3,,,,,,,,,2,,,48,57
10080,control_change,865,0,2,,,,,,,7,107,1,,,,
10080,control_change,0,0,1,,,,,,,64,0,0,,,,
10080,control_change,0,0,3,,,,,,,64,0,2,,,,
10080,note_on,0,0,1,,,,,,,,,0,,,72,57
10080,control_change,286,0,3,,,,,,,7,107,2,,,,
10080,control_change,8640,0,4,,,,,,,7,102,3,,,,
10560,note_off,480,0,3,,,,,,,,,2,,,48,0
10560,note_off,480,0,1,,,,,,,,,0,,,72,0
