tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,5,,,,,,,,,4,64,127,,
0,control_change,0,0,5,,,,,,,,,4,7,110,,
0,control_change,0,0,5,,,,,,,,,4,10,80,,
0,control_change,0,0,5,,,,,,,,,4,7,90,,
0,program_change,0,0,5,,,,,,,,0,4,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,end_of_track,0,1,2,,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,end_of_track,0,1,1,,,,,,,,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,note_on,0,0,8,,,,,,,,,7,,,34,127
0,control_change,0,0,8,,,,,,,,,7,7,110,,
0,program_change,0,0,6,,,,,,,,0,5,,,,
0,control_change,0,0,6,,,,,,,,,5,7,90,,
0,control_change,0,0,6,,,,,,,,,5,10,68,,
0,control_change,0,0,6,,,,,,,,,5,7,110,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,program_change,0,0,7,,,,,,,,0,6,,,,
0,control_change,0,0,7,,,,,,,,,6,7,90,,
0,control_change,0,0,7,,,,,,,,,6,10,60,,
0,control_change,0,0,7,,,,,,,,,6,7,110,,
0,control_change,0,0,7,,,,,,,,,6,64,127,,
0,note_on,0,0,7,,,,,,,,,6,,,34,127
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,
0,program_change,0,0,8,,,,,,,,0,7,,,,
0,control_change,0,0,8,,,,,,,,,7,7,90,,
0,control_change,0,0,8,,,,,,,,,7,10,48,,
0,control_change,0,0,8,,,,,,,,,7,64,127,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,,,2,2,24,8,,,,,,,
0,key_signature,0,1,0,,Bb,,,,,,,,,,,
0,set_tempo,0,1,0,416666,,,,,,,,,,,,
0,set_tempo,0,1,0,217391,,,,,,,,,,,,
96,note_on,96,0,8,,,,,,,,,7,,,34,0
96,note_on,0,0,8,,,,,,,,,7,,,62,127
96,note_on,0,0,8,,,,,,,,,7,,,58,127
96,note_on,0,0,7,,,,,,,,,6,,,62,100
96,note_on,0,0,7,,,,,,,,,6,,,58,100
96,note_on,0,0,7,,,,,,,,,6,,,53,100
96,note_on,96,0,7,,,,,,,,,6,,,34,0
96,set_tempo,96,1,0,272727,,,,,,,,,,,,
96,note_on,0,0,8,,,,,,,,,7,,,53,127
384,note_on,0,0,8,,,,,,,,,7,,,53,100
384,note_on,0,0,8,,,,,,,,,7,,,58,0
384,note_on,288,0,8,,,,,,,,,7,,,53,0
384,note_on,384,0,5,,,,,,,,,4,,,74,100
384,note_on,0,0,5,,,,,,,,,4,,,77,100
384,note_on,0,0,7,,,,,,,,,6,,,62,100
384,note_on,0,0,7,,,,,,,,,6,,,58,100
384,note_on,0,0,7,,,,,,,,,6,,,53,100
384,note_on,0,0,8,,,,,,,,,7,,,58,100
384,note_on,0,0,7,,,,,,,,,6,,,58,0
384,note_on,0,0,7,,,,,,,,,6,,,62,0
384,note_on,0,0,5,,,,,,,,,4,,,82,100
384,note_on,0,0,5,,,,,,,,,4,,,86,100
384,note_on,0,0,8,,,,,,,,,7,,,62,0
384,note_on,0,0,8,,,,,,,,,7,,,62,100
384,note_on,288,0,7,,,,,,,,,6,,,53,0
480,note_on,0,0,8,,,,,,,,,7,,,53,127
480,note_on,0,0,8,,,,,,,,,7,,,62,0
480,note_on,96,0,7,,,,,,,,,6,,,53,0
480,note_on,0,0,7,,,,,,,,,6,,,62,100
480,note_on,0,0,8,,,,,,,,,7,,,58,0
480,note_on,96,0,8,,,,,,,,,7,,,53,0
480,note_on,0,0,7,,,,,,,,,6,,,58,0
480,note_on,0,0,7,,,,,,,,,6,,,62,0
480,note_on,0,0,7,,,,,,,,,6,,,53,100
480,note_on,0,0,7,,,,,,,,,6,,,58,100
480,note_on,0,0,8,,,,,,,,,7,,,62,127
480,note_on,0,0,8,,,,,,,,,7,,,58,127
480,note_on,0,0,5,,,,,,,,,4,,,82,127
480,note_on,0,0,5,,,,,,,,,4,,,77,127
480,note_on,0,0,5,,,,,,,,,4,,,74,127
480,note_on,0,0,5,,,,,,,,,4,,,86,0
480,note_on,0,0,5,,,,,,,,,4,,,82,0
480,note_on,0,0,5,,,,,,,,,4,,,77,0
480,note_on,96,0,5,,,,,,,,,4,,,74,0
480,note_on,0,0,5,,,,,,,,,4,,,86,127
672,note_on,192,0,5,,,,,,,,,4,,,74,0
672,note_on,0,0,5,,,,,,,,,4,,,77,0
672,note_on,0,0,5,,,,,,,,,4,,,82,0
672,note_on,0,0,5,,,,,,,,,4,,,86,0
672,note_on,0,0,5,,,,,,,,,4,,,74,127
672,note_on,0,0,5,,,,,,,,,4,,,82,127
672,note_on,0,0,5,,,,,,,,,4,,,87,127
672,control_change,0,0,5,,,,,,,,,4,64,0,,
672,note_on,0,0,5,,,,,,,,,4,,,77,127
672,note_on,0,0,7,,,,,,,,,6,,,62,0
672,note_on,192,0,8,,,,,,,,,7,,,53,0
672,note_on,0,0,8,,,,,,,,,7,,,58,0
672,note_on,0,0,8,,,,,,,,,7,,,62,0
672,note_on,0,0,8,,,,,,,,,7,,,62,100
672,note_on,0,0,8,,,,,,,,,7,,,58,100
672,note_on,192,0,7,,,,,,,,,6,,,53,0
672,note_on,0,0,7,,,,,,,,,6,,,58,0
672,note_on,0,0,8,,,,,,,,,7,,,53,100
672,note_on,0,0,7,,,,,,,,,6,,,53,100
672,note_on,0,0,7,,,,,,,,,6,,,58,100
672,note_on,0,0,7,,,,,,,,,6,,,62,100
768,note_on,0,0,8,,,,,,,,,7,,,62,0
768,note_on,96,0,8,,,,,,,,,7,,,53,0
768,note_on,0,0,8,,,,,,,,,7,,,58,0
768,note_on,0,0,8,,,,,,,,,7,,,62,100
768,note_on,0,0,8,,,,,,,,,7,,,53,100
768,note_on,0,0,8,,,,,,,,,7,,,58,100
768,note_on,0,0,7,,,,,,,,,6,,,58,100
768,note_on,96,0,5,,,,,,,,,4,,,74,0
768,note_on,0,0,7,,,,,,,,,6,,,53,100
768,note_on,0,0,7,,,,,,,,,6,,,62,0
768,note_on,0,0,7,,,,,,,,,6,,,58,0
768,note_on,0,0,7,,,,,,,,,6,,,62,100
768,note_on,0,0,5,,,,,,,,,4,,,86,127
768,note_on,96,0,7,,,,,,,,,6,,,53,0
768,note_on,0,0,5,,,,,,,,,4,,,77,127
768,note_on,0,0,5,,,,,,,,,4,,,74,127
768,note_on,0,0,5,,,,,,,,,4,,,87,0
768,note_on,0,0,5,,,,,,,,,4,,,82,0
768,note_on,0,0,5,,,,,,,,,4,,,77,0
768,note_on,0,0,5,,,,,,,,,4,,,82,127
864,note_on,0,0,7,,,,,,,,,6,,,62,100
864,note_on,0,0,7,,,,,,,,,6,,,53,100
864,note_on,0,0,7,,,,,,,,,6,,,62,0
864,note_on,0,0,7,,,,,,,,,6,,,58,0
864,note_on,96,0,7,,,,,,,,,6,,,53,0
864,note_on,0,0,7,,,,,,,,,6,,,58,100
864,note_on,0,0,8,,,,,,,,,7,,,53,127
864,note_on,0,0,8,,,,,,,,,7,,,58,0
864,note_on,0,0,5,,,,,,,,,4,,,77,127
864,note_on,0,0,5,,,,,,,,,4,,,82,127
864,note_on,0,0,5,,,,,,,,,4,,,86,127
864,control_change,0,0,5,,,,,,,,,4,64,127,,
864,note_on,0,0,5,,,,,,,,,4,,,86,0
864,note_on,0,0,5,,,,,,,,,4,,,82,0
864,note_on,0,0,5,,,,,,,,,4,,,77,0
864,note_on,0,0,5,,,,,,,,,4,,,74,127
864,note_on,96,0,5,,,,,,,,,4,,,74,0
864,note_on,96,0,8,,,,,,,,,7,,,53,0
864,note_on,0,0,8,,,,,,,,,7,,,62,127
