tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,,0,,,71,60
0,control_change,0,0,1,,,,,,,,,0,93,78,,
0,control_change,0,0,1,,,,,,,,,0,91,83,,
0,control_change,0,0,1,,,,,,,,,0,10,110,,
0,control_change,0,0,1,,,,,,,,,0,10,110,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,note_on,0,0,2,,,,,,,,,1,,,55,60
0,note_on,0,0,2,,,,,,,,,1,,,43,60
0,control_change,0,0,2,,,,,,,,,1,93,78,,
0,control_change,0,0,2,,,,,,,,,1,91,83,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,control_change,0,0,2,,,,,,,,,1,10,9,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,666666,,,,,,,,,,,,
0,set_tempo,0,1,0,666666,,,,,,,,,,,,
0,key_signature,0,1,0,,G,,,,,,,,,,,
0,time_signature,0,1,0,,,2,4,24,8,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,control_change,0,0,2,,,,,,,,,1,10,9,,
94,note_on,94,0,2,,,,,,,,,1,,,55,0
96,note_on,2,0,2,,,,,,,,,1,,,50,60
160,note_on,160,0,1,,,,,,,,,0,,,71,0
190,note_on,94,0,2,,,,,,,,,1,,,50,0
192,note_on,2,0,2,,,,,,,,,1,,,57,60
192,note_on,32,0,1,,,,,,,,,0,,,72,60
216,note_on,24,0,1,,,,,,,,,0,,,74,60
238,note_on,22,0,1,,,,,,,,,0,,,74,0
240,note_on,2,0,1,,,,,,,,,0,,,76,60
262,note_on,22,0,1,,,,,,,,,0,,,76,0
264,note_on,2,0,1,,,,,,,,,0,,,74,60
286,note_on,22,0,1,,,,,,,,,0,,,74,0
286,note_on,94,0,2,,,,,,,,,1,,,57,0
288,note_on,2,0,1,,,,,,,,,0,,,76,60
288,note_on,2,0,2,,,,,,,,,1,,,50,60
310,note_on,22,0,1,,,,,,,,,0,,,76,0
312,note_on,2,0,1,,,,,,,,,0,,,74,60
334,note_on,22,0,1,,,,,,,,,0,,,72,0
334,note_on,0,0,1,,,,,,,,,0,,,74,0
336,note_on,2,0,1,,,,,,,,,0,,,71,60
336,note_on,48,0,2,,,,,,,,,1,,,43,0
358,note_on,22,0,1,,,,,,,,,0,,,71,0
360,note_on,2,0,1,,,,,,,,,0,,,72,60
382,note_on,46,0,2,,,,,,,,,1,,,50,0
382,note_on,22,0,1,,,,,,,,,0,,,72,0
384,note_on,0,0,2,,,,,,,,,1,,,59,60
384,note_on,2,0,1,,,,,,,,,0,,,74,60
384,note_on,2,0,2,,,,,,,,,1,,,43,60
478,note_on,94,0,2,,,,,,,,,1,,,59,0
480,note_on,2,0,2,,,,,,,,,1,,,50,60
544,note_on,160,0,1,,,,,,,,,0,,,74,0
574,note_on,94,0,2,,,,,,,,,1,,,50,0
576,note_on,32,0,1,,,,,,,,,0,,,74,60
576,note_on,2,0,2,,,,,,,,,1,,,59,60
598,note_on,22,0,1,,,,,,,,,0,,,74,0
600,note_on,2,0,1,,,,,,,,,0,,,73,60
622,note_on,22,0,1,,,,,,,,,0,,,73,0
624,note_on,2,0,1,,,,,,,,,0,,,76,60
646,note_on,22,0,1,,,,,,,,,0,,,76,0
648,note_on,2,0,1,,,,,,,,,0,,,74,60
670,note_on,94,0,2,,,,,,,,,1,,,59,0
670,note_on,22,0,1,,,,,,,,,0,,,74,0
672,note_on,2,0,2,,,,,,,,,1,,,50,60
672,note_on,2,0,1,,,,,,,,,0,,,72,60
694,note_on,22,0,1,,,,,,,,,0,,,72,0
696,note_on,2,0,1,,,,,,,,,0,,,71,60
718,note_on,22,0,1,,,,,,,,,0,,,71,0
720,note_on,2,0,1,,,,,,,,,0,,,69,60
720,note_on,48,0,2,,,,,,,,,1,,,43,0
742,note_on,22,0,1,,,,,,,,,0,,,69,0
744,note_on,2,0,1,,,,,,,,,0,,,67,60
766,note_on,22,0,1,,,,,,,,,0,,,67,0
766,note_on,46,0,2,,,,,,,,,1,,,50,0
768,note_on,2,0,1,,,,,,,,,0,,,60,60
768,note_on,2,0,2,,,,,,,,,1,,,45,60
768,note_on,0,0,1,,,,,,,,,0,,,66,60
768,note_on,0,0,2,,,,,,,,,1,,,45,60
800,note_on,0,0,1,,,,,,,,,0,,,66,0
800,note_on,32,0,1,,,,,,,,,0,,,60,0
862,note_on,94,0,2,,,,,,,,,1,,,45,0
864,note_on,2,0,2,,,,,,,,,1,,,50,60
928,note_on,64,0,2,,,,,,,,,1,,,45,0
936,note_on,136,0,1,,,,,,,,,0,,,62,60
958,note_on,22,0,1,,,,,,,,,0,,,62,0
958,note_on,30,0,2,,,,,,,,,1,,,50,0
960,note_on,2,0,1,,,,,,,,,0,,,59,60
960,note_on,0,0,1,,,,,,,,,0,,,67,60
960,note_on,2,0,2,,,,,,,,,1,,,43,60
960,note_on,0,0,2,,,,,,,,,1,,,43,60
992,note_on,0,0,1,,,,,,,,,0,,,67,0
992,note_on,32,0,1,,,,,,,,,0,,,59,0
1054,note_on,94,0,2,,,,,,,,,1,,,43,0
1056,note_on,2,0,2,,,,,,,,,1,,,50,60
1120,note_on,64,0,2,,,,,,,,,1,,,43,0
1128,note_on,136,0,1,,,,,,,,,0,,,62,60
1144,note_on,16,0,1,,,,,,,,,0,,,62,0
1150,note_on,30,0,2,,,,,,,,,1,,,50,0
1152,note_on,2,0,2,,,,,,,,,1,,,38,60
1152,note_on,0,0,2,,,,,,,,,1,,,50,60
1152,note_on,0,0,1,,,,,,,,,0,,,71,60
1152,note_on,8,0,1,,,,,,,,,0,,,67,60
1246,note_on,94,0,1,,,,,,,,,0,,,67,0
1248,note_on,2,0,1,,,,,,,,,0,,,62,60
1312,note_on,64,0,1,,,,,,,,,0,,,71,0
1342,note_on,30,0,1,,,,,,,,,0,,,62,0
1344,note_on,0,0,1,,,,,,,,,0,,,69,60
1344,note_on,2,0,1,,,,,,,,,0,,,66,60
1438,note_on,94,0,1,,,,,,,,,0,,,66,0
1438,note_on,0,0,1,,,,,,,,,0,,,69,0
1440,note_on,2,0,1,,,,,,,,,0,,,62,60
1488,note_on,336,0,2,,,,,,,,,1,,,38,0
1488,note_on,0,0,2,,,,,,,,,1,,,50,0
1534,note_on,94,0,1,,,,,,,,,0,,,62,0
1536,note_on,48,0,2,,,,,,,,,1,,,51,60
1536,note_on,0,0,1,,,,,,,,,0,,,71,60
1536,note_on,2,0,1,,,,,,,,,0,,,66,60
1630,note_on,94,0,2,,,,,,,,,1,,,51,0
1630,note_on,94,0,1,,,,,,,,,0,,,66,0
1632,note_on,2,0,2,,,,,,,,,1,,,47,60
1632,note_on,2,0,1,,,,,,,,,0,,,63,60
1696,note_on,64,0,1,,,,,,,,,0,,,71,0
1726,note_on,94,0,2,,,,,,,,,1,,,47,0
1726,note_on,30,0,1,,,,,,,,,0,,,63,0
1728,note_on,2,0,2,,,,,,,,,1,,,52,60
1728,note_on,2,0,1,,,,,,,,,0,,,67,60
1728,note_on,0,0,1,,,,,,,,,0,,,71,60
1750,note_on,22,0,1,,,,,,,,,0,,,71,0
1752,note_on,2,0,1,,,,,,,,,0,,,70,60
1774,note_on,22,0,1,,,,,,,,,0,,,70,0
1776,note_on,2,0,1,,,,,,,,,0,,,72,60
1798,note_on,22,0,1,,,,,,,,,0,,,72,0
1800,note_on,2,0,1,,,,,,,,,0,,,71,60
1822,note_on,0,0,1,,,,,,,,,0,,,71,0
1822,note_on,22,0,1,,,,,,,,,0,,,67,0
1822,note_on,94,0,2,,,,,,,,,1,,,52,0
1824,note_on,2,0,2,,,,,,,,,1,,,55,60
1824,note_on,2,0,1,,,,,,,,,0,,,69,60
1846,note_on,22,0,1,,,,,,,,,0,,,69,0
1848,note_on,2,0,1,,,,,,,,,0,,,67,60
1870,note_on,22,0,1,,,,,,,,,0,,,67,0
1872,note_on,2,0,1,,,,,,,,,0,,,66,60
1894,note_on,22,0,1,,,,,,,,,0,,,66,0
1896,note_on,2,0,1,,,,,,,,,0,,,64,60
1912,note_on,16,0,1,,,,,,,,,0,,,64,0
1918,note_on,94,0,2,,,,,,,,,1,,,55,0
1920,note_on,0,0,1,,,,,,,,,0,,,69,60
1920,note_on,8,0,1,,,,,,,,,0,,,64,60
1920,note_on,2,0,2,,,,,,,,,1,,,49,60
2014,note_on,94,0,1,,,,,,,,,0,,,64,0
2014,note_on,94,0,2,,,,,,,,,1,,,49,0
2016,note_on,2,0,1,,,,,,,,,0,,,61,60
2016,note_on,2,0,2,,,,,,,,,1,,,45,60
2080,note_on,64,0,1,,,,,,,,,0,,,69,0
2110,note_on,94,0,2,,,,,,,,,1,,,45,0
2110,note_on,30,0,1,,,,,,,,,0,,,61,0
2112,note_on,0,0,1,,,,,,,,,0,,,69,60
2112,note_on,2,0,1,,,,,,,,,0,,,66,60
2112,note_on,2,0,2,,,,,,,,,1,,,50,60
2134,note_on,22,0,1,,,,,,,,,0,,,69,0
2136,note_on,2,0,1,,,,,,,,,0,,,68,60
2158,note_on,22,0,1,,,,,,,,,0,,,68,0
2160,note_on,2,0,1,,,,,,,,,0,,,71,60
2182,note_on,22,0,1,,,,,,,,,0,,,71,0
2184,note_on,2,0,1,,,,,,,,,0,,,69,60
2206,note_on,22,0,1,,,,,,,,,0,,,66,0
2206,note_on,0,0,1,,,,,,,,,0,,,69,0
2206,note_on,94,0,2,,,,,,,,,1,,,50,0
2208,note_on,2,0,1,,,,,,,,,0,,,67,60
2208,note_on,2,0,2,,,,,,,,,1,,,54,60
2230,note_on,22,0,1,,,,,,,,,0,,,67,0
2232,note_on,2,0,1,,,,,,,,,0,,,66,60
2240,note_on,32,0,2,,,,,,,,,1,,,54,0
2254,note_on,22,0,1,,,,,,,,,0,,,66,0
2256,note_on,2,0,1,,,,,,,,,0,,,64,60
2278,note_on,22,0,1,,,,,,,,,0,,,64,0
2280,note_on,2,0,1,,,,,,,,,0,,,62,60
2296,note_on,16,0,1,,,,,,,,,0,,,62,0
2304,note_on,8,0,1,,,,,,,,,0,,,62,60
2304,note_on,64,0,2,,,,,,,,,1,,,57,60
2304,note_on,0,0,1,,,,,,,,,0,,,66,60
2400,note_on,96,0,2,,,,,,,,,1,,,45,60
2464,note_on,160,0,1,,,,,,,,,0,,,62,0
2464,note_on,0,0,1,,,,,,,,,0,,,66,0
2464,note_on,64,0,2,,,,,,,,,1,,,57,0
2496,note_on,0,0,1,,,,,,,,,0,,,64,60
2496,note_on,32,0,1,,,,,,,,,0,,,61,60
2496,note_on,32,0,2,,,,,,,,,1,,,55,60
2560,note_on,64,0,2,,,,,,,,,1,,,45,0
2592,note_on,32,0,2,,,,,,,,,1,,,45,60
2638,note_on,142,0,1,,,,,,,,,0,,,64,0
2640,note_on,2,0,1,,,,,,,,,0,,,66,60
2656,note_on,64,0,2,,,,,,,,,1,,,55,0
2656,note_on,16,0,1,,,,,,,,,0,,,61,0
2662,note_on,6,0,1,,,,,,,,,0,,,66,0
2664,note_on,2,0,1,,,,,,,,,0,,,66,60
2686,note_on,30,0,2,,,,,,,,,1,,,45,0
