tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,pitch,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,1,0,5,,,,
0,control_change,0,0,3,,,,,,,64,0,5,,,,
0,control_change,0,0,3,,,,,,,93,28,5,,,,
0,control_change,0,0,3,,,,,,,91,100,5,,,,
0,control_change,0,0,3,,,,,,,10,55,5,,,,
0,program_change,0,0,3,,,,,,,,,5,0,,,
0,control_change,0,0,3,,,,,,,32,0,5,,,,
0,control_change,0,0,3,,,,,,,0,0,5,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,0,0,1,,,,
0,control_change,0,0,2,,,,,,,10,64,4,,,,
0,control_change,0,0,2,,,,,,,91,100,4,,,,
0,control_change,0,0,2,,,,,,,93,28,4,,,,
0,control_change,0,0,2,,,,,,,64,0,4,,,,
0,pitchwheel,0,0,3,,,,,,,,,5,,0,,
0,control_change,0,0,2,,,,,,,1,0,4,,,,
0,control_change,0,0,2,,,,,,,7,120,4,,,,
0,program_change,0,0,2,,,,,,,,,4,0,,,
0,control_change,0,0,2,,,,,,,32,0,4,,,,
0,control_change,0,0,2,,,,,,,0,0,4,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,pitchwheel,0,0,1,,,,,,,,,1,,0,,
0,program_change,0,0,1,,,,,,,,,1,0,,,
0,control_change,0,0,1,,,,,,,10,73,1,,,,
0,control_change,0,0,1,,,,,,,91,100,1,,,,
0,control_change,0,0,1,,,,,,,93,28,1,,,,
0,control_change,0,0,1,,,,,,,64,0,1,,,,
0,control_change,0,0,1,,,,,,,1,0,1,,,,
0,control_change,0,0,1,,,,,,,7,127,1,,,,
0,control_change,0,0,1,,,,,,,32,0,1,,,,
0,pitchwheel,0,0,2,,,,,,,,,4,,0,,
0,control_change,0,0,3,,,,,,,7,125,5,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,time_signature,0,1,0,3,2,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,,
0,set_tempo,0,1,0,,,,,,600000,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
2880,note_on,2880,0,2,,,,,,,,,4,,,44,40
2880,note_on,0,0,2,,,,,,,,,4,,,53,40
2880,marker,0,1,0,,,,,,,,,,,,,
2880,set_tempo,2880,1,0,,,,,,895522,,,,,,,
2880,note_on,0,0,2,,,,,,,,,4,,,48,40
2880,note_on,2880,0,3,,,,,,,,,5,,,41,40
