tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,control,value,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,
0,control_change,,,,,0,0,2,,,1,66,65,,
0,control_change,,,,,0,0,2,,,1,66,65,,
0,control_change,,,,,0,0,2,,,1,7,122,,
0,program_change,,,,,0,0,2,,0,1,,,,
0,program_change,,,,,0,0,3,,0,2,,,,
0,control_change,,,,,0,0,3,,,2,7,123,,
0,control_change,,,,,0,0,3,,,2,66,65,,
0,control_change,,,,,0,0,3,,,2,91,110,,
0,control_change,,,,,0,0,2,,,1,91,110,,
0,control_change,,,,,0,0,2,,,1,91,110,,
0,program_change,,,,,0,0,1,,0,0,,,,
0,control_change,,,,,0,0,1,,,0,7,126,,
0,control_change,,,,,0,0,1,,,0,66,65,,
0,control_change,,,,,0,0,1,,,0,91,110,,
0,set_tempo,,,,,0,1,0,500000,,,,,,
960,note_on,,,,,960,0,3,,,2,,,36,105
960,note_on,,,,,0,0,3,,,2,,,48,105
960,note_on,,,,,0,0,1,,,0,,,55,105
960,note_on,,,,,0,0,1,,,0,,,60,105
960,note_on,,,,,0,0,3,,,2,,,43,105
960,note_on,,,,,0,0,3,,,2,,,39,105
960,note_on,,,,,960,0,1,,,0,,,51,105
960,set_tempo,,,,,960,1,0,2142857,,,,,,
1272,note_off,,,,,312,0,1,,,0,,,51,64
1272,note_off,,,,,0,0,1,,,0,,,60,64
1272,note_off,,,,,0,0,1,,,0,,,55,64
1272,note_off,,,,,0,0,3,,,2,,,48,64
1272,note_off,,,,,0,0,3,,,2,,,39,64
1272,note_off,,,,,0,0,3,,,2,,,43,64
1272,note_off,,,,,312,0,3,,,2,,,36,64
1290,note_on,,,,,18,0,1,,,0,,,55,72
1290,note_on,,,,,0,0,1,,,0,,,60,72
1290,note_on,,,,,18,0,3,,,2,,,51,58
1314,note_off,,,,,24,0,1,,,0,,,60,64
1314,note_off,,,,,0,0,1,,,0,,,55,64
1314,note_off,,,,,24,0,3,,,2,,,51,64
1320,note_on,,,,,0,0,1,,,0,,,59,72
1320,note_on,,,,,6,0,3,,,2,,,50,58
1320,note_on,,,,,0,0,1,,,0,,,62,72
1320,note_on,,,,,6,0,1,,,0,,,55,72
1401,note_off,,,,,0,0,1,,,0,,,62,64
1401,note_off,,,,,0,0,1,,,0,,,55,64
1401,note_off,,,,,81,0,1,,,0,,,59,64
1401,note_off,,,,,81,0,3,,,2,,,50,64
1410,note_on,,,,,9,0,3,,,2,,,48,58
1410,note_on,,,,,9,0,1,,,0,,,60,72
1410,note_on,,,,,0,0,1,,,0,,,63,72
1410,note_on,,,,,0,0,1,,,0,,,55,72
1434,note_off,,,,,24,0,3,,,2,,,48,64
1434,note_off,,,,,0,0,1,,,0,,,60,64
1434,note_off,,,,,24,0,1,,,0,,,55,64
1434,note_off,,,,,0,0,1,,,0,,,63,64
1440,note_on,,,,,6,0,3,,,2,,,54,58
1440,note_on,,,,,6,0,1,,,0,,,57,72
1440,note_on,,,,,0,0,1,,,0,,,60,72
1440,note_on,,,,,0,0,1,,,0,,,63,72
1680,note_off,,,,,240,0,3,,,2,,,54,64
1680,note_off,,,,,240,0,1,,,0,,,63,64
1680,note_off,,,,,0,0,1,,,0,,,60,64
1680,note_off,,,,,0,0,1,,,0,,,57,64
1680,note_on,,,,,0,0,1,,,0,,,59,58
1680,note_on,,,,,0,0,3,,,2,,,55,58
1680,note_on,,,,,0,0,1,,,0,,,62,58
1776,note_off,,,,,0,0,1,,,0,,,59,64
1776,note_off,,,,,96,0,1,,,0,,,62,64
1776,note_off,,,,,96,0,3,,,2,,,55,64
1890,note_on,,,,,114,0,3,,,2,,,44,78
1908,note_off,,,,,18,0,3,,,2,,,44,64
1920,note_on,,,,,12,0,3,,,2,,,56,105
1920,note_on,,,,,144,0,1,,,0,,,59,105
