tick,type,data,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,sequencer_specific,"(0, 0, 65)",0,1,0,,,,,,,,,,,,,
0,control_change,,0,0,5,,,,,,,,,4,10,81,,
0,control_change,,0,0,5,,,,,,,,,4,93,0,,
0,control_change,,0,0,5,,,,,,,,,4,91,0,,
0,note_on,,0,0,5,,,,,,,,,4,,,55,96
0,note_on,,0,0,5,,,,,,,,,4,,,63,127
0,midi_port,,0,1,6,,,,,,,0,,,,,,
0,track_name,,0,1,6,,,,,,,,,,,,,
0,program_change,,0,0,6,,,,,,,,56,5,,,,
0,control_change,,0,0,6,,,,,,,,,5,7,127,,
0,control_change,,0,0,6,,,,,,,,,5,10,74,,
0,control_change,,0,0,6,,,,,,,,,5,93,0,,
0,control_change,,0,0,5,,,,,,,,,4,7,127,,
0,control_change,,0,0,6,,,,,,,,,5,91,0,,
0,note_on,,0,0,6,,,,,,,,,5,,,75,96
0,midi_port,,0,1,7,,,,,,,0,,,,,,
0,track_name,,0,1,7,,,,,,,,,,,,,
0,program_change,,0,0,7,,,,,,,,47,6,,,,
0,control_change,,0,0,7,,,,,,,,,6,7,127,,
0,control_change,,0,0,7,,,,,,,,,6,10,37,,
0,control_change,,0,0,7,,,,,,,,,6,93,0,,
0,control_change,,0,0,7,,,,,,,,,6,91,0,,
0,note_on,,0,0,7,,,,,,,,,6,,,51,96
0,midi_port,,0,1,8,,,,,,,0,,,,,,
0,track_name,,0,1,8,,,,,,,,,,,,,
0,note_on,,0,0,6,,,,,,,,,5,,,63,96
0,program_change,,0,0,5,,,,,,,,60,4,,,,
0,track_name,,0,1,5,,,,,,,,,,,,,
0,midi_port,,0,1,5,,,,,,,0,,,,,,
0,program_change,,0,0,2,,,,,,,,68,1,,,,
0,control_change,,0,0,2,,,,,,,,,1,7,127,,
0,control_change,,0,0,2,,,,,,,,,1,10,52,,
0,control_change,,0,0,2,,,,,,,,,1,93,0,,
0,control_change,,0,0,2,,,,,,,,,1,91,0,,
0,note_on,,0,0,2,,,,,,,,,1,,,79,96
0,note_on,,0,0,2,,,,,,,,,1,,,75,96
0,midi_port,,0,1,3,,,,,,,0,,,,,,
0,track_name,,0,1,3,,,,,,,,,,,,,
0,program_change,,0,0,3,,,,,,,,71,2,,,,
0,control_change,,0,0,3,,,,,,,,,2,7,127,,
0,control_change,,0,0,3,,,,,,,,,2,10,59,,
0,control_change,,0,0,3,,,,,,,,,2,93,0,,
0,control_change,,0,0,3,,,,,,,,,2,91,0,,
0,note_on,,0,0,3,,,,,,,,,2,,,67,96
0,note_on,,0,0,3,,,,,,,,,2,,,75,96
0,midi_port,,0,1,4,,,,,,,0,,,,,,
