tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,note,velocity
0,time_signature,2,4,24,8,0,1,0,,,,,,,
0,midi_port,,,,,0,1,8,,,0,,,,
0,program_change,,,,,0,0,7,,,,47,6,,
0,track_name,,,,,0,1,7,,,,,,,
0,midi_port,,,,,0,1,7,,,0,,,,
0,program_change,,,,,0,0,6,,,,56,5,,
0,track_name,,,,,0,1,6,,,,,,,
0,midi_port,,,,,0,1,6,,,0,,,,
0,program_change,,,,,0,0,5,,,,60,4,,
0,track_name,,,,,0,1,5,,,,,,,
0,midi_port,,,,,0,1,5,,,0,,,,
0,program_change,,,,,0,0,4,,,,70,3,,
0,track_name,,,,,0,1,4,,,,,,,
0,midi_port,,,,,0,1,4,,,0,,,,
0,program_change,,,,,0,0,3,,,,71,2,,
0,track_name,,,,,0,1,3,,,,,,,
0,midi_port,,,,,0,1,3,,,0,,,,
0,program_change,,,,,0,0,2,,,,68,1,,
0,track_name,,,,,0,1,8,,,,,,,
0,program_change,,,,,0,0,8,,,,48,7,,
0,track_name,,,,,0,1,15,,,,,,,
0,midi_port,,,,,0,1,9,,,0,,,,
0,midi_port,,,,,0,1,15,,,0,,,,
0,end_of_track,,,,,0,1,14,,,,,,,
0,track_name,,,,,0,1,14,,,,,,,
0,midi_port,,,,,0,1,14,,,0,,,,
0,end_of_track,,,,,0,1,13,,,,,,,
0,track_name,,,,,0,1,13,,,,,,,
0,midi_port,,,,,0,1,13,,,0,,,,
0,program_change,,,,,0,0,12,,,,45,8,,
0,track_name,,,,,0,1,2,,,,,,,
0,track_name,,,,,0,1,12,,,,,,,
0,program_change,,,,,0,0,11,,,,48,7,,
0,track_name,,,,,0,1,11,,,,,,,
0,midi_port,,,,,0,1,11,,,0,,,,
0,program_change,,,,,0,0,10,,,,48,7,,
0,track_name,,,,,0,1,10,,,,,,,
0,midi_port,,,,,0,1,10,,,0,,,,
0,program_change,,,,,0,0,9,,,,48,7,,
0,track_name,,,,,0,1,9,,,,,,,
0,midi_port,,,,,0,1,12,,,0,,,,
0,midi_port,,,,,0,1,2,,,0,,,,
0,end_of_track,,,,,0,1,15,,,,,,,
0,midi_port,,,,,0,1,1,,,0,,,,
0,program_change,,,,,0,0,1,,,,73,0,,
0,end_of_track,,,,,0,1,0,,,,,,,
0,marker,,,,,0,1,0,,,,,,,
0,set_tempo,,,,,0,1,0,,1538462,,,,,
0,key_signature,,,,,0,1,0,Eb,,,,,,
0,track_name,,,,,0,1,1,,,,,,,
180,note_on,,,,,180,0,8,,,,,7,55,32
219,note_on,,,,,39,0,8,,,,,7,55,0
225,note_on,,,,,6,0,8,,,,,7,55,32
236,note_on,,,,,11,0,8,,,,,7,55,0
240,note_on,,,,,240,0,11,,,,,7,31,32
240,note_on,,,,,4,0,8,,,,,7,55,32
240,note_on,,,,,240,0,10,,,,,7,48,32
240,note_on,,,,,240,0,9,,,,,7,51,32
250,note_on,,,,,10,0,11,,,,,7,33,32
251,note_on,,,,,1,0,11,,,,,7,31,0
260,note_on,,,,,9,0,11,,,,,7,35,32
261,note_on,,,,,1,0,11,,,,,7,33,0
270,note_on,,,,,9,0,11,,,,,7,36,32
271,note_on,,,,,1,0,11,,,,,7,35,0
299,note_on,,,,,28,0,11,,,,,7,36,0
359,note_on,,,,,119,0,10,,,,,7,48,0
359,note_on,,,,,119,0,9,,,,,7,51,0
359,note_on,,,,,119,0,8,,,,,7,55,0
360,note_on,,,,,1,0,8,,,,,7,62,32
370,note_on,,,,,10,0,8,,,,,7,60,32
371,note_on,,,,,1,0,8,,,,,7,62,0
405,note_on,,,,,34,0,8,,,,,7,59,32
411,note_on,,,,,6,0,8,,,,,7,60,0
420,note_on,,,,,9,0,8,,,,,7,60,32
421,note_on,,,,,1,0,8,,,,,7,59,0
465,note_on,,,,,44,0,8,,,,,7,62,32
466,note_on,,,,,1,0,8,,,,,7,60,0
479,note_on,,,,,13,0,8,,,,,7,62,0
480,note_on,,,,,121,0,9,,,,,7,51,32
480,note_on,,,,,0,0,8,,,,,7,63,32
480,note_on,,,,,1,0,8,,,,,7,55,32
480,note_on,,,,,181,0,11,,,,,7,31,32
480,note_on,,,,,121,0,10,,,,,7,48,32
490,note_on,,,,,10,0,11,,,,,7,33,32
491,note_on,,,,,1,0,11,,,,,7,31,0
500,note_on,,,,,9,0,11,,,,,7,35,32
501,note_on,,,,,1,0,11,,,,,7,33,0
510,note_on,,,,,9,0,11,,,,,7,36,32
511,note_on,,,,,1,0,11,,,,,7,35,0
539,note_on,,,,,28,0,11,,,,,7,36,0
599,note_on,,,,,119,0,10,,,,,7,48,0
599,note_on,,,,,119,0,8,,,,,7,55,0
599,note_on,,,,,119,0,9,,,,,7,51,0
600,note_on,,,,,1,0,8,,,,,7,60,32
609,note_on,,,,,9,0,8,,,,,7,63,0
659,note_on,,,,,50,0,8,,,,,7,60,0
720,note_on,,,,,181,0,11,,,,,7,31,32
720,note_on,,,,,121,0,10,,,,,7,48,32
720,note_on,,,,,121,0,9,,,,,7,51,32
720,note_on,,,,,61,0,8,,,,,7,55,32
720,note_on,,,,,0,0,8,,,,,7,67,32
730,note_on,,,,,10,0,11,,,,,7,33,32
731,note_on,,,,,1,0,11,,,,,7,31,0
740,note_on,,,,,9,0,11,,,,,7,35,32
741,note_on,,,,,1,0,11,,,,,7,33,0
750,note_on,,,,,9,0,11,,,,,7,36,32
751,note_on,,,,,1,0,11,,,,,7,35,0
779,note_on,,,,,28,0,11,,,,,7,36,0
810,note_on,,,,,31,0,11,,,,,7,36,32
825,note_on,,,,,15,0,11,,,,,7,38,32
826,note_on,,,,,1,0,11,,,,,7,36,0
829,note_on,,,,,109,0,8,,,,,7,55,0
829,note_on,,,,,109,0,10,,,,,7,48,0
829,note_on,,,,,109,0,9,,,,,7,51,0
839,note_on,,,,,10,0,8,,,,,7,67,0
840,note_on,,,,,14,0,11,,,,,7,39,32
840,note_on,,,,,11,0,9,,,,,7,51,32
840,note_on,,,,,0,0,8,,,,,7,55,32
840,note_on,,,,,11,0,10,,,,,7,48,32
840,note_on,,,,,1,0,8,,,,,7,65,32
841,note_on,,,,,1,0,11,,,,,7,38,0
855,note_on,,,,,15,0,8,,,,,7,63,32
859,note_on,,,,,4,0,8,,,,,7,65,0
869,note_on,,,,,28,0,11,,,,,7,39,0
899,note_on,,,,,40,0,8,,,,,7,63,0
900,note_on,,,,,1,0,8,,,,,7,62,32
915,note_on,,,,,15,0,8,,,,,7,60,32
919,note_on,,,,,4,0,8,,,,,7,62,0
930,note_on,,,,,61,0,11,,,,,7,39,32
945,note_on,,,,,15,0,11,,,,,7,41,32
946,note_on,,,,,1,0,11,,,,,7,39,0
949,note_on,,,,,30,0,8,,,,,7,55,0
949,note_on,,,,,109,0,9,,,,,7,51,0
949,note_on,,,,,109,0,10,,,,,7,48,0
959,note_on,,,,,10,0,8,,,,,7,60,0
960,note_on,,,,,11,0,10,,,,,7,48,32
960,note_on,,,,,1,0,8,,,,,7,55,32
960,note_on,,,,,11,0,9,,,,,7,51,32
960,note_on,,,,,14,0,11,,,,,7,43,32
960,note_on,,,,,0,0,8,,,,,7,63,32
961,note_on,,,,,1,0,11,,,,,7,41,0
1020,note_on,,,,,60,0,8,,,,,7,66,32
1029,note_on,,,,,9,0,8,,,,,7,55,0
1080,note_on,,,,,120,0,9,,,,,7,50,32
1080,note_on,,,,,120,0,10,,,,,7,47,32
1080,note_on,,,,,51,0,8,,,,,7,67,32
1080,note_on,,,,,0,0,8,,,,,7,62,32
1089,note_on,,,,,9,0,9,,,,,7,51,0
1089,note_on,,,,,0,0,8,,,,,7,63,0
1089,note_on,,,,,9,0,8,,,,,7,66,0
1089,note_on,,,,,9,0,10,,,,,7,48,0
1139,note_on,,,,,50,0,8,,,,,7,67,0
1139,note_on,,,,,50,0,10,,,,,7,47,0
1139,note_on,,,,,178,0,11,,,,,7,43,0
1139,note_on,,,,,50,0,9,,,,,7,50,0
1139,note_on,,,,,0,0,8,,,,,7,62,0
1170,note_on,,,,,31,0,11,,,,,7,41,32
1185,note_on,,,,,15,0,11,,,,,7,43,32
1186,note_on,,,,,1,0,11,,,,,7,41,0
