tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,control_change,0,0,2,,,,,,,,,1,7,110,,
0,control_change,0,0,2,,,,,,,,,1,10,32,,
0,control_change,0,0,2,,,,,,,,,1,93,16,,
0,control_change,0,0,2,,,,,,,,,1,91,11,,
0,control_change,0,0,4,,,,,,,,,3,7,100,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,0,2,,,,
0,program_change,0,0,3,,,,,,,,0,2,,,,
0,control_change,0,0,3,,,,,,,,,2,7,104,,
0,control_change,0,0,3,,,,,,,,,2,10,94,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,2,93,12,,
0,control_change,0,0,3,,,,,,,,,2,0,0,,
0,control_change,0,0,3,,,,,,,,,2,32,0,,
0,control_change,0,0,3,,,,,,,,,2,7,100,,
0,note_on,0,0,3,,,,,,,,,2,,,40,86
0,note_on,0,0,3,,,,,,,,,2,,,48,86
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,61,3,,,,
0,control_change,0,0,4,,,,,,,,,3,7,121,,
0,control_change,0,0,4,,,,,,,,,3,10,64,,
0,control_change,0,0,4,,,,,,,,,3,93,18,,
0,control_change,0,0,4,,,,,,,,,3,91,11,,
0,control_change,0,0,3,,,,,,,,,2,91,14,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,428571,,,,,,,
0,control_change,0,0,1,,,,,,,,,0,91,16,,
0,control_change,0,0,1,,,,,,,,,0,93,11,,
0,control_change,0,0,1,,,,,,,,,0,10,64,,
0,end_of_track,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,71,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,0,7,120,,
240,note_on,0,0,2,,,,,,,,,1,,,60,86
240,note_on,240,0,2,,,,,,,,,1,,,72,86
240,note_on,240,0,1,,,,,,,,,0,,,72,77
480,note_on,0,0,2,,,,,,,,,1,,,59,88
480,note_on,0,0,2,,,,,,,,,1,,,71,88
480,note_on,0,0,2,,,,,,,,,1,,,72,0
480,note_on,240,0,2,,,,,,,,,1,,,60,0
480,note_on,0,0,3,,,,,,,,,2,,,55,86
480,note_on,0,0,3,,,,,,,,,2,,,43,86
480,note_on,0,0,3,,,,,,,,,2,,,40,0
480,note_on,480,0,3,,,,,,,,,2,,,48,0
480,note_on,240,0,1,,,,,,,,,0,,,72,0
480,note_on,0,0,1,,,,,,,,,0,,,71,88
720,note_on,0,0,1,,,,,,,,,0,,,67,89
720,note_on,240,0,1,,,,,,,,,0,,,71,0
720,note_on,240,0,2,,,,,,,,,1,,,59,0
720,note_on,0,0,2,,,,,,,,,1,,,71,0
720,note_on,0,0,2,,,,,,,,,1,,,67,89
960,note_on,0,0,2,,,,,,,,,1,,,69,89
960,note_on,0,0,1,,,,,,,,,0,,,69,86
960,note_on,240,0,1,,,,,,,,,0,,,67,0
960,note_on,0,0,2,,,,,,,,,1,,,57,89
960,note_on,240,0,2,,,,,,,,,1,,,67,0
1200,note_on,0,0,3,,,,,,,,,2,,,41,86
1200,note_on,720,0,3,,,,,,,,,2,,,53,86
