tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,2,93,92,,
0,control_change,0,0,2,,,,,,,,2,7,91,,
0,control_change,0,0,2,,,,,,,,2,10,64,,
0,control_change,0,0,2,,,,,,,,2,7,66,,
0,program_change,0,0,2,,,,,,,0,2,,,,
0,track_name,0,1,2,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,0,93,98,,
0,control_change,0,0,1,,,,,,,,0,7,98,,
0,control_change,0,0,1,,,,,,,,0,10,64,,
0,control_change,0,0,1,,,,,,,,0,7,101,,
0,program_change,0,0,1,,,,,,,0,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,D,,,,,,,
0,time_signature,0,1,0,3,8,12,8,,,,,,,,
0,set_tempo,0,1,0,,,,,,705882,,,,,,
5,set_tempo,5,1,0,,,,,,755668,,,,,,
10,control_change,10,0,2,,,,,,,,2,7,95,,
120,note_on,120,0,1,,,,,,,,0,,,62,127
130,control_change,120,0,2,,,,,,,,2,7,96,,
144,note_on,24,0,1,,,,,,,,0,,,62,0
150,note_on,6,0,1,,,,,,,,0,,,64,127
174,note_on,24,0,1,,,,,,,,0,,,64,0
180,note_on,6,0,1,,,,,,,,0,,,66,127
204,note_on,24,0,1,,,,,,,,0,,,66,0
210,note_on,6,0,1,,,,,,,,0,,,64,127
234,note_on,24,0,1,,,,,,,,0,,,64,0
240,note_on,6,0,1,,,,,,,,0,,,67,127
264,note_on,24,0,1,,,,,,,,0,,,67,0
270,note_on,6,0,1,,,,,,,,0,,,66,127
294,note_on,24,0,1,,,,,,,,0,,,66,0
300,note_on,6,0,1,,,,,,,,0,,,64,127
324,note_on,24,0,1,,,,,,,,0,,,64,0
330,note_on,6,0,1,,,,,,,,0,,,62,127
354,note_on,24,0,1,,,,,,,,0,,,62,0
360,control_change,0,0,1,,,,,,,,0,7,97,,
360,note_on,6,0,1,,,,,,,,0,,,69,127
384,note_on,24,0,1,,,,,,,,0,,,69,0
390,note_on,6,0,1,,,,,,,,0,,,67,127
400,control_change,10,0,1,,,,,,,,0,7,98,,
414,note_on,14,0,1,,,,,,,,0,,,67,0
420,note_on,6,0,1,,,,,,,,0,,,66,127
440,control_change,20,0,1,,,,,,,,0,7,99,,
444,note_on,4,0,1,,,,,,,,0,,,66,0
450,note_on,6,0,1,,,,,,,,0,,,64,127
474,note_on,24,0,1,,,,,,,,0,,,64,0
480,control_change,0,0,1,,,,,,,,0,7,100,,
480,note_on,6,0,1,,,,,,,,0,,,66,127
480,note_on,350,0,2,,,,,,,,2,,,50,127
504,note_on,24,0,2,,,,,,,,2,,,50,0
504,note_on,24,0,1,,,,,,,,0,,,66,0
510,note_on,6,0,2,,,,,,,,2,,,52,127
510,note_on,6,0,1,,,,,,,,0,,,62,127
520,control_change,10,0,1,,,,,,,,0,7,101,,
534,note_on,14,0,1,,,,,,,,0,,,62,0
534,note_on,24,0,2,,,,,,,,2,,,52,0
540,note_on,6,0,2,,,,,,,,2,,,54,127
540,note_on,6,0,1,,,,,,,,0,,,69,127
560,control_change,20,0,1,,,,,,,,0,7,102,,
564,note_on,24,0,2,,,,,,,,2,,,54,0
570,note_on,6,0,2,,,,,,,,2,,,52,127
594,note_on,24,0,2,,,,,,,,2,,,52,0
598,note_on,38,0,1,,,,,,,,0,,,71,127
600,note_on,6,0,2,,,,,,,,2,,,55,127
600,control_change,0,0,1,,,,,,,,0,7,103,,
600,note_on,2,0,1,,,,,,,,0,,,69,0
624,note_on,24,0,2,,,,,,,,2,,,55,0
630,note_on,6,0,2,,,,,,,,2,,,54,127
630,control_change,30,0,1,,,,,,,,0,7,104,,
654,note_on,24,0,2,,,,,,,,2,,,54,0
658,note_on,28,0,1,,,,,,,,0,,,71,0
660,note_on,6,0,2,,,,,,,,2,,,52,127
660,note_on,2,0,1,,,,,,,,0,,,73,127
667,note_on,7,0,1,,,,,,,,0,,,73,0
667,note_on,0,0,1,,,,,,,,0,,,71,127
670,control_change,3,0,1,,,,,,,,0,7,105,,
674,note_on,4,0,1,,,,,,,,0,,,71,0
674,note_on,0,0,1,,,,,,,,0,,,73,127
684,note_on,24,0,2,,,,,,,,2,,,52,0
689,note_on,15,0,1,,,,,,,,0,,,73,0
690,note_on,6,0,2,,,,,,,,2,,,50,127
690,note_on,1,0,1,,,,,,,,0,,,74,127
710,control_change,20,0,1,,,,,,,,0,7,106,,
714,note_on,24,0,2,,,,,,,,2,,,50,0
720,note_on,10,0,1,,,,,,,,0,,,74,0
720,note_on,6,0,2,,,,,,,,2,,,57,127
720,note_on,0,0,1,,,,,,,,0,,,73,127
744,note_on,24,0,2,,,,,,,,2,,,57,0
750,note_on,6,0,2,,,,,,,,2,,,55,127
750,control_change,30,0,1,,,,,,,,0,7,107,,
774,note_on,24,0,2,,,,,,,,2,,,55,0
778,note_on,28,0,1,,,,,,,,0,,,71,127
780,note_on,6,0,2,,,,,,,,2,,,54,127
780,note_on,2,0,1,,,,,,,,0,,,73,0
790,control_change,10,0,1,,,,,,,,0,7,108,,
793,note_on,3,0,1,,,,,,,,0,,,71,0
801,note_on,8,0,1,,,,,,,,0,,,69,127
804,note_on,24,0,2,,,,,,,,2,,,54,0
810,note_on,6,0,2,,,,,,,,2,,,52,127
830,control_change,29,0,1,,,,,,,,0,7,109,,
834,note_on,24,0,2,,,,,,,,2,,,52,0
840,note_on,10,0,1,,,,,,,,0,,,73,127
840,note_on,6,0,2,,,,,,,,2,,,54,127
846,note_on,6,0,1,,,,,,,,0,,,69,0
864,note_on,24,0,2,,,,,,,,2,,,54,0
864,note_on,18,0,1,,,,,,,,0,,,73,0
870,control_change,0,0,1,,,,,,,,0,7,110,,
870,note_on,6,0,2,,,,,,,,2,,,50,127
870,note_on,6,0,1,,,,,,,,0,,,74,127
894,note_on,24,0,1,,,,,,,,0,,,74,0
894,note_on,24,0,2,,,,,,,,2,,,50,0
900,control_change,0,0,1,,,,,,,,0,7,111,,
900,note_on,6,0,1,,,,,,,,0,,,76,127
900,control_change,0,0,2,,,,,,,,2,7,112,,
900,note_on,6,0,2,,,,,,,,2,,,57,127
924,note_on,24,0,1,,,,,,,,0,,,76,0
930,note_on,6,0,1,,,,,,,,0,,,73,127
950,control_change,50,0,2,,,,,,,,2,7,111,,
954,note_on,24,0,1,,,,,,,,0,,,73,0
958,note_on,8,0,2,,,,,,,,2,,,45,127
960,note_on,2,0,2,,,,,,,,2,,,57,0
960,note_on,6,0,1,,,,,,,,0,,,78,127
984,note_on,24,0,1,,,,,,,,0,,,78,0
990,note_on,6,0,1,,,,,,,,0,,,74,127
1000,control_change,40,0,2,,,,,,,,2,7,110,,
1014,note_on,24,0,1,,,,,,,,0,,,74,0
1018,note_on,18,0,2,,,,,,,,2,,,45,0
1020,note_on,2,0,2,,,,,,,,2,,,57,127
1020,note_on,6,0,1,,,,,,,,0,,,73,127
1044,note_on,24,0,2,,,,,,,,2,,,57,0
1044,note_on,24,0,1,,,,,,,,0,,,73,0
1050,note_on,6,0,1,,,,,,,,0,,,71,127
1074,note_on,24,0,1,,,,,,,,0,,,71,0
1080,note_on,6,0,1,,,,,,,,0,,,76,127
1080,note_on,36,0,2,,,,,,,,2,,,57,127
1104,note_on,24,0,1,,,,,,,,0,,,76,0
1110,note_on,6,0,1,,,,,,,,0,,,73,127
1134,note_on,24,0,1,,,,,,,,0,,,73,0
1137,note_on,57,0,2,,,,,,,,2,,,45,127
1140,note_on,6,0,1,,,,,,,,0,,,74,127
1140,note_on,3,0,2,,,,,,,,2,,,57,0
1164,note_on,24,0,1,,,,,,,,0,,,74,0
1170,note_on,6,0,1,,,,,,,,0,,,71,127
1194,note_on,24,0,1,,,,,,,,0,,,71,0
1197,note_on,57,0,2,,,,,,,,2,,,45,0
1200,note_on,6,0,1,,,,,,,,0,,,69,127
1200,note_on,3,0,2,,,,,,,,2,,,57,127
1224,note_on,24,0,1,,,,,,,,0,,,69,0
1224,note_on,24,0,2,,,,,,,,2,,,57,0
1230,note_on,6,0,1,,,,,,,,0,,,68,127
1254,note_on,24,0,1,,,,,,,,0,,,68,0
1260,note_on,6,0,1,,,,,,,,0,,,76,127
1260,note_on,36,0,2,,,,,,,,2,,,57,127
1284,note_on,24,0,1,,,,,,,,0,,,76,0
1290,note_on,6,0,1,,,,,,,,0,,,73,127
1300,control_change,10,0,1,,,,,,,,0,10,49,,
1314,note_on,14,0,1,,,,,,,,0,,,73,0
