tick,type,key,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,program,channel,note,velocity
0,key_signature,F,0,1,0,,,,,,,,,
0,time_signature,,0,1,0,4,4,24,8,,,,,
0,set_tempo,,0,1,0,,,,,468519,,,,
0,program_change,,0,0,3,,,,,,0,0,,
0,program_change,,0,0,2,,,,,,0,0,,
0,program_change,,0,0,1,,,,,,0,0,,
192,program_change,,192,0,2,,,,,,0,0,,
192,note_on,,0,0,2,,,,,,,0,62,88
384,note_on,,192,0,2,,,,,,,0,62,0
384,program_change,,0,0,2,,,,,,0,0,,
384,note_on,,0,0,2,,,,,,,0,60,88
480,note_on,,96,0,2,,,,,,,0,60,0
480,note_on,,0,0,2,,,,,,,0,65,88
576,note_on,,96,0,2,,,,,,,0,65,0
576,program_change,,0,0,2,,,,,,0,0,,
576,note_on,,0,0,2,,,,,,,0,59,88
672,note_on,,96,0,2,,,,,,,0,59,0
672,note_on,,0,0,2,,,,,,,0,58,88
768,note_on,,96,0,2,,,,,,,0,58,0
768,program_change,,0,0,2,,,,,,0,0,,
768,note_on,,0,0,2,,,,,,,0,57,88
864,note_on,,96,0,2,,,,,,,0,57,0
864,note_on,,0,0,2,,,,,,,0,62,88
960,note_on,,96,0,2,,,,,,,0,62,0
960,note_on,,0,0,2,,,,,,,0,57,88
984,note_on,,24,0,2,,,,,,,0,57,0
984,note_on,,0,0,2,,,,,,,0,55,88
1008,note_on,,24,0,2,,,,,,,0,55,0
1008,note_on,,0,0,2,,,,,,,0,57,88
1032,note_on,,0,0,2,,,,,,,0,55,88
1032,note_on,,24,0,2,,,,,,,0,57,0
1056,note_on,,0,0,2,,,,,,,0,57,88
1056,note_on,,24,0,2,,,,,,,0,55,0
1080,note_on,,24,0,2,,,,,,,0,57,0
1080,note_on,,0,0,2,,,,,,,0,55,88
1104,note_on,,24,0,2,,,,,,,0,55,0
1104,note_on,,0,0,2,,,,,,,0,53,88
1128,note_on,,24,0,2,,,,,,,0,53,0
1128,note_on,,0,0,2,,,,,,,0,55,88
1152,note_on,,24,0,2,,,,,,,0,55,0
1152,program_change,,0,0,2,,,,,,0,0,,
1152,note_on,,0,0,2,,,,,,,0,53,88
1248,note_on,,96,0,2,,,,,,,0,53,0
1248,note_on,,0,0,2,,,,,,,0,55,88
1344,note_on,,96,0,2,,,,,,,0,55,0
1344,note_on,,0,0,2,,,,,,,0,57,88
1344,program_change,,0,0,2,,,,,,0,0,,
1392,note_on,,0,0,2,,,,,,,0,55,88
1392,note_on,,48,0,2,,,,,,,0,57,0
1440,note_on,,48,0,2,,,,,,,0,55,0
1440,program_change,,0,0,2,,,,,,0,0,,
1440,note_on,,0,0,2,,,,,,,0,57,88
1536,note_on,,96,0,2,,,,,,,0,57,0
1536,note_on,,0,0,2,,,,,,,0,50,88
1632,note_on,,96,0,2,,,,,,,0,50,0
1632,note_on,,0,0,2,,,,,,,0,62,72
1728,note_on,,96,0,2,,,,,,,0,62,0
1728,note_on,,0,0,2,,,,,,,0,60,72
1824,note_on,,0,0,2,,,,,,,0,59,72
1824,note_on,,96,0,2,,,,,,,0,60,0
1920,note_on,,0,0,2,,,,,,,0,60,72
1920,note_on,,96,0,2,,,,,,,0,59,0
2016,note_on,,0,0,2,,,,,,,0,65,72
2016,note_on,,96,0,2,,,,,,,0,60,0
2112,note_on,,96,0,2,,,,,,,0,65,0
2112,note_on,,0,0,2,,,,,,,0,64,72
2112,program_change,,2112,0,3,,,,,,0,0,,
2112,note_on,,0,0,3,,,,,,,0,57,88
2208,note_on,,96,0,2,,,,,,,0,64,0
2208,note_on,,0,0,2,,,,,,,0,63,72
2304,program_change,,0,0,3,,,,,,0,0,,
2304,note_on,,0,0,3,,,,,,,0,55,88
2304,note_on,,192,0,3,,,,,,,0,57,0
2304,note_on,,96,0,2,,,,,,,0,63,0
2304,note_on,,0,0,2,,,,,,,0,64,72
2400,note_on,,96,0,3,,,,,,,0,55,0
2400,note_on,,0,0,3,,,,,,,0,60,88
2496,note_on,,0,0,3,,,,,,,0,54,88
2496,note_on,,192,0,2,,,,,,,0,64,0
2496,program_change,,0,0,2,,,,,,0,0,,
2496,note_on,,96,0,3,,,,,,,0,60,0
2496,program_change,,0,0,3,,,,,,0,0,,
2544,note_on,,48,0,2,,,,,,,0,62,72
2592,note_on,,48,0,2,,,,,,,0,62,0
2592,note_on,,0,0,3,,,,,,,0,53,88
2592,note_on,,0,0,2,,,,,,,0,60,72
2592,note_on,,96,0,3,,,,,,,0,54,0
2640,note_on,,0,0,2,,,,,,,0,59,72
2640,note_on,,48,0,2,,,,,,,0,60,0
2688,note_on,,96,0,3,,,,,,,0,53,0
2688,note_on,,0,0,3,,,,,,,0,52,88
2688,program_change,,0,0,3,,,,,,0,0,,
2688,program_change,,0,0,2,,,,,,0,0,,
2688,note_on,,48,0,2,,,,,,,0,59,0
2688,note_on,,0,0,2,,,,,,,0,60,72
2784,note_on,,0,0,3,,,,,,,0,57,88
2784,note_on,,96,0,3,,,,,,,0,52,0
2880,note_on,,96,0,3,,,,,,,0,57,0
2880,note_on,,0,0,3,,,,,,,0,52,88
2880,program_change,,0,0,2,,,,,,0,0,,
2880,note_on,,192,0,2,,,,,,,0,60,0
2904,note_on,,0,0,3,,,,,,,0,50,88
2904,note_on,,24,0,3,,,,,,,0,52,0
2928,note_on,,0,0,3,,,,,,,0,52,88
2928,note_on,,24,0,3,,,,,,,0,50,0
2928,note_on,,48,0,2,,,,,,,0,59,72
2952,note_on,,24,0,3,,,,,,,0,52,0
2952,note_on,,0,0,3,,,,,,,0,50,88
2976,note_on,,48,0,2,,,,,,,0,59,0
2976,note_on,,0,0,2,,,,,,,0,57,72
2976,note_on,,0,0,3,,,,,,,0,52,88
2976,note_on,,24,0,3,,,,,,,0,50,0
3000,note_on,,0,0,3,,,,,,,0,50,88
3000,note_on,,24,0,3,,,,,,,0,52,0
3024,note_on,,0,0,3,,,,,,,0,48,88
3024,note_on,,48,0,2,,,,,,,0,57,0
3024,note_on,,24,0,3,,,,,,,0,50,0
3024,note_on,,0,0,2,,,,,,,0,56,72
3048,note_on,,24,0,3,,,,,,,0,48,0
3048,note_on,,0,0,3,,,,,,,0,50,88
3072,note_on,,48,0,2,,,,,,,0,56,0
3072,program_change,,0,0,3,,,,,,0,0,,
3072,note_on,,0,0,2,,,,,,,0,57,72
3072,note_on,,0,0,3,,,,,,,0,48,88
3072,note_on,,24,0,3,,,,,,,0,50,0
3120,note_on,,0,0,2,,,,,,,0,60,72
3120,note_on,,48,0,2,,,,,,,0,57,0
3168,note_on,,0,0,2,,,,,,,0,59,72
3168,note_on,,48,0,2,,,,,,,0,60,0
3168,note_on,,96,0,3,,,,,,,0,48,0
3168,note_on,,0,0,3,,,,,,,0,50,88
3216,note_on,,0,0,2,,,,,,,0,62,72
3216,note_on,,48,0,2,,,,,,,0,59,0
3264,note_on,,0,0,2,,,,,,,0,56,72
3264,note_on,,48,0,2,,,,,,,0,62,0
3264,program_change,,0,0,3,,,,,,0,0,,
3264,note_on,,0,0,3,,,,,,,0,52,88
3264,note_on,,96,0,3,,,,,,,0,50,0
