tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,note,velocity
0,set_tempo,800000,0,1,0,,,,,,,,
0,track_name,,0,1,2,,,,,,,,
0,note_on,,0,0,1,,,,,,0,69,92
0,program_change,,0,0,1,,,,,19,0,,
0,track_name,,0,1,1,,,,,,,,
0,track_name,,0,1,3,,,,,,,,
0,time_signature,,0,1,0,4,4,24,8,,,,
96,note_off,,96,0,1,,,,,,0,69,64
96,note_on,,0,0,1,,,,,,0,71,92
192,note_on,,0,0,1,,,,,,0,72,92
192,note_off,,96,0,1,,,,,,0,71,64
288,note_off,,96,0,1,,,,,,0,72,64
288,note_on,,0,0,1,,,,,,0,74,92
384,note_off,,96,0,1,,,,,,0,74,64
384,note_on,,0,0,1,,,,,,0,76,92
480,note_on,,0,0,1,,,,,,0,77,92
480,note_off,,96,0,1,,,,,,0,76,64
576,note_on,,0,0,1,,,,,,0,79,92
576,note_off,,96,0,1,,,,,,0,77,64
672,note_off,,96,0,1,,,,,,0,79,64
672,note_on,,0,0,1,,,,,,0,81,92
768,note_off,,96,0,1,,,,,,0,81,64
768,note_on,,0,0,1,,,,,,0,76,92
864,note_off,,96,0,1,,,,,,0,76,64
864,note_on,,0,0,1,,,,,,0,79,92
960,note_on,,0,0,1,,,,,,0,77,92
960,note_off,,96,0,1,,,,,,0,79,64
1056,note_off,,96,0,1,,,,,,0,77,64
1056,note_on,,0,0,1,,,,,,0,76,92
1152,note_off,,96,0,1,,,,,,0,76,64
1152,note_on,,0,0,1,,,,,,0,77,92
1248,note_on,,0,0,1,,,,,,0,76,92
1248,note_off,,96,0,1,,,,,,0,77,64
1344,note_off,,96,0,1,,,,,,0,76,64
1344,note_on,,0,0,1,,,,,,0,74,92
1440,note_on,,0,0,1,,,,,,0,72,92
1440,note_off,,96,0,1,,,,,,0,74,64
1536,note_on,,0,0,1,,,,,,0,76,92
1536,note_off,,96,0,1,,,,,,0,72,64
1632,note_off,,96,0,1,,,,,,0,76,64
1632,note_on,,0,0,1,,,,,,0,74,92
1728,note_off,,96,0,1,,,,,,0,74,64
1728,note_on,,0,0,1,,,,,,0,72,92
1824,note_off,,96,0,1,,,,,,0,72,64
1824,note_on,,0,0,1,,,,,,0,71,92
1920,note_off,,96,0,1,,,,,,0,71,64
1920,note_on,,0,0,1,,,,,,0,72,92
2016,note_off,,96,0,1,,,,,,0,72,64
2016,note_on,,0,0,1,,,,,,0,71,92
2112,note_on,,0,0,1,,,,,,0,69,92
2112,note_off,,96,0,1,,,,,,0,71,64
2208,note_on,,0,0,1,,,,,,0,68,92
2208,note_off,,96,0,1,,,,,,0,69,64
2304,note_on,,0,0,1,,,,,,0,69,92
2304,note_off,,96,0,1,,,,,,0,68,64
2400,note_on,,0,0,1,,,,,,0,71,92
2400,note_off,,96,0,1,,,,,,0,69,64
2400,note_on,,2400,0,2,,,,,,0,56,92
2496,note_off,,96,0,1,,,,,,0,71,64
2496,note_on,,0,0,2,,,,,,0,57,92
2496,note_off,,96,0,2,,,,,,0,56,64
2496,note_on,,0,0,1,,,,,,0,72,92
2592,note_off,,96,0,1,,,,,,0,72,64
2592,note_off,,96,0,2,,,,,,0,57,64
2592,note_on,,0,0,2,,,,,,0,59,92
2592,note_on,,0,0,1,,,,,,0,74,92
2688,note_on,,0,0,2,,,,,,0,57,92
2688,note_off,,96,0,1,,,,,,0,74,64
2688,note_on,,0,0,1,,,,,,0,72,92
2688,note_off,,96,0,2,,,,,,0,59,64
2784,note_on,,0,0,2,,,,,,0,59,92
2784,note_off,,96,0,2,,,,,,0,57,64
2784,note_on,,0,0,1,,,,,,0,68,92
2784,note_off,,96,0,1,,,,,,0,72,64
2880,note_off,,96,0,1,,,,,,0,68,64
2880,note_on,,0,0,2,,,,,,0,60,92
2880,note_off,,96,0,2,,,,,,0,59,64
2880,note_on,,0,0,1,,,,,,0,69,92
2976,note_off,,96,0,2,,,,,,0,60,64
2976,note_off,,96,0,1,,,,,,0,69,64
2976,note_on,,0,0,2,,,,,,0,62,92
2976,note_on,,0,0,1,,,,,,0,71,92
3072,note_off,,96,0,2,,,,,,0,62,64
3072,note_off,,96,0,1,,,,,,0,71,64
3072,note_on,,0,0,1,,,,,,0,69,92
3072,note_on,,0,0,2,,,,,,0,60,92
3168,note_on,,0,0,1,,,,,,0,71,92
3168,note_off,,96,0,1,,,,,,0,69,64
3168,note_off,,96,0,2,,,,,,0,60,64
3168,note_on,,0,0,2,,,,,,0,56,92
3264,note_on,,0,0,2,,,,,,0,57,92
3264,note_on,,0,0,1,,,,,,0,72,92
3264,note_off,,96,0,1,,,,,,0,71,64
3264,note_off,,96,0,2,,,,,,0,56,64
3360,note_off,,96,0,2,,,,,,0,57,64
3360,note_on,,0,0,2,,,,,,0,59,92
3360,note_on,,0,0,1,,,,,,0,74,92
3360,note_off,,96,0,1,,,,,,0,72,64
3456,note_off,,96,0,2,,,,,,0,59,64
3456,note_on,,0,0,1,,,,,,0,72,92
3456,note_off,,96,0,1,,,,,,0,74,64
3456,note_on,,0,0,2,,,,,,0,57,92
3552,note_off,,96,0,2,,,,,,0,57,64
3552,note_on,,0,0,2,,,,,,0,59,92
3552,note_on,,0,0,1,,,,,,0,68,92
3552,note_off,,96,0,1,,,,,,0,72,64
3648,note_on,,0,0,2,,,,,,0,60,92
3648,note_off,,96,0,2,,,,,,0,59,64
3648,note_on,,0,0,1,,,,,,0,69,92
3648,note_off,,96,0,1,,,,,,0,68,64
3744,note_on,,0,0,2,,,,,,0,62,92
3744,note_on,,0,0,1,,,,,,0,71,92
3744,note_off,,96,0,1,,,,,,0,69,64
3744,note_off,,96,0,2,,,,,,0,60,64
3840,note_off,,96,0,2,,,,,,0,62,64
3840,note_on,,0,0,1,,,,,,0,69,92
3840,note_off,,96,0,1,,,,,,0,71,64
3840,note_on,,0,0,2,,,,,,0,60,92
3936,note_on,,0,0,2,,,,,,0,62,92
3936,note_on,,0,0,1,,,,,,0,71,92
3936,note_off,,96,0,1,,,,,,0,69,64
3936,note_off,,96,0,2,,,,,,0,60,64
4032,note_off,,96,0,2,,,,,,0,62,64
4032,note_on,,0,0,2,,,,,,0,64,92
4032,note_on,,0,0,1,,,,,,0,72,92
4032,note_off,,96,0,1,,,,,,0,71,64
4128,note_on,,0,0,2,,,,,,0,65,92
4128,note_off,,96,0,1,,,,,,0,72,64
4128,note_off,,96,0,2,,,,,,0,64,64
4128,note_on,,0,0,1,,,,,,0,74,92
4224,note_off,,96,0,1,,,,,,0,74,64
4224,note_on,,0,0,1,,,,,,0,72,92
4224,note_off,,96,0,2,,,,,,0,65,64
4224,note_on,,0,0,2,,,,,,0,64,92
4320,note_off,,96,0,1,,,,,,0,72,64
4320,note_on,,0,0,1,,,,,,0,74,92
4320,note_off,,96,0,2,,,,,,0,64,64
4320,note_on,,0,0,2,,,,,,0,59,92
4416,note_off,,96,0,1,,,,,,0,74,64
4416,note_on,,0,0,1,,,,,,0,76,92
4416,note_on,,0,0,2,,,,,,0,60,92
4416,note_off,,96,0,2,,,,,,0,59,64
4512,note_off,,96,0,2,,,,,,0,60,64
4512,note_off,,96,0,1,,,,,,0,76,64
4512,note_on,,0,0,1,,,,,,0,77,92
4512,note_on,,0,0,2,,,,,,0,62,92
4608,note_on,,0,0,1,,,,,,0,76,92
4608,note_off,,96,0,1,,,,,,0,77,64
4608,note_off,,96,0,2,,,,,,0,62,64
4608,note_on,,0,0,2,,,,,,0,60,92
4704,note_on,,0,0,1,,,,,,0,71,92
4704,note_off,,96,0,1,,,,,,0,76,64
4704,note_on,,0,0,2,,,,,,0,62,92
4704,note_off,,96,0,2,,,,,,0,60,64
4800,note_off,,96,0,1,,,,,,0,71,64
4800,note_on,,0,0,2,,,,,,0,64,92
4800,note_off,,96,0,2,,,,,,0,62,64
4800,note_on,,0,0,1,,,,,,0,72,92
4896,note_off,,96,0,1,,,,,,0,72,64
4896,note_on,,0,0,1,,,,,,0,74,92
4896,note_off,,96,0,2,,,,,,0,64,64
4896,note_on,,0,0,2,,,,,,0,65,92
4992,note_off,,96,0,2,,,,,,0,65,64
4992,note_on,,0,0,2,,,,,,0,64,92
4992,note_off,,96,0,1,,,,,,0,74,64
4992,note_on,,0,0,1,,,,,,0,72,92
5088,note_off,,96,0,2,,,,,,0,64,64
5088,note_on,,0,0,2,,,,,,0,59,92
5088,note_off,,96,0,1,,,,,,0,72,64
5088,note_on,,0,0,1,,,,,,0,74,92
5184,note_off,,96,0,2,,,,,,0,59,64
5184,note_on,,0,0,2,,,,,,0,60,92
5184,note_on,,0,0,1,,,,,,0,76,92
5184,note_off,,96,0,1,,,,,,0,74,64
5280,note_off,,96,0,2,,,,,,0,60,64
5280,note_on,,0,0,1,,,,,,0,77,92
5280,note_off,,96,0,1,,,,,,0,76,64
5280,note_on,,0,0,2,,,,,,0,62,92
5376,note_off,,96,0,1,,,,,,0,77,64
5376,note_on,,0,0,1,,,,,,0,76,92
5376,note_off,,96,0,2,,,,,,0,62,64
5376,note_on,,0,0,2,,,,,,0,60,92
5472,note_off,,96,0,1,,,,,,0,76,64
5472,note_on,,0,0,1,,,,,,0,71,92
5472,note_on,,0,0,2,,,,,,0,62,92
5472,note_off,,96,0,2,,,,,,0,60,64
5568,note_on,,0,0,1,,,,,,0,72,92
5568,note_off,,96,0,2,,,,,,0,62,64
5568,note_on,,0,0,2,,,,,,0,64,92
5568,note_off,,96,0,1,,,,,,0,71,64
5664,note_on,,0,0,2,,,,,,0,65,92
5664,note_on,,0,0,1,,,,,,0,74,92
5664,note_off,,96,0,1,,,,,,0,72,64
5664,note_off,,96,0,2,,,,,,0,64,64
5760,note_off,,96,0,2,,,,,,0,65,64
5760,note_on,,0,0,2,,,,,,0,64,92
5760,note_on,,0,0,1,,,,,,0,72,92
5760,note_off,,96,0,1,,,,,,0,74,64
5856,note_off,,96,0,2,,,,,,0,64,64
5856,note_on,,0,0,2,,,,,,0,65,92
5856,note_off,,96,0,1,,,,,,0,72,64
5856,note_on,,0,0,1,,,,,,0,74,92
5952,note_off,,96,0,2,,,,,,0,65,64
5952,note_off,,96,0,1,,,,,,0,74,64
5952,note_on,,0,0,1,,,,,,0,76,92
5952,note_on,,0,0,2,,,,,,0,67,92
6048,note_on,,0,0,1,,,,,,0,77,92
6048,note_on,,0,0,2,,,,,,0,69,92
6048,note_off,,96,0,2,,,,,,0,67,64
6048,note_off,,96,0,1,,,,,,0,76,64
6144,note_off,,96,0,2,,,,,,0,69,64
6144,note_off,,96,0,1,,,,,,0,77,64
6144,note_on,,0,0,1,,,,,,0,76,92
6144,note_on,,0,0,2,,,,,,0,67,92
6240,note_on,,0,0,2,,,,,,0,62,92
6240,note_on,,0,0,1,,,,,,0,77,92
6240,note_off,,96,0,1,,,,,,0,76,64
6240,note_off,,96,0,2,,,,,,0,67,64
6336,note_on,,0,0,1,,,,,,0,79,92
6336,note_off,,96,0,1,,,,,,0,77,64
6336,note_off,,96,0,2,,,,,,0,62,64
6336,note_on,,0,0,2,,,,,,0,64,92
6432,note_off,,96,0,2,,,,,,0,64,64
6432,note_on,,0,0,1,,,,,,0,81,92
6432,note_off,,96,0,1,,,,,,0,79,64
6432,note_on,,0,0,2,,,,,,0,65,92
6528,note_on,,0,0,2,,,,,,0,64,92
6528,note_off,,96,0,2,,,,,,0,65,64
6528,note_on,,0,0,1,,,,,,0,79,92
6528,note_off,,96,0,1,,,,,,0,81,64
6624,note_on,,0,0,1,,,,,,0,74,92
6624,note_off,,96,0,2,,,,,,0,64,64
6624,note_on,,0,0,2,,,,,,0,65,92
6624,note_off,,96,0,1,,,,,,0,79,64
6720,note_on,,0,0,1,,,,,,0,76,92
6720,note_off,,96,0,1,,,,,,0,74,64
6720,note_off,,96,0,2,,,,,,0,65,64
6720,note_on,,0,0,2,,,,,,0,67,92
6816,note_off,,96,0,1,,,,,,0,76,64
6816,note_on,,0,0,1,,,,,,0,77,92
6816,note_off,,96,0,2,,,,,,0,67,64
6816,note_on,,0,0,2,,,,,,0,69,92
6912,note_off,,96,0,2,,,,,,0,69,64
6912,note_on,,0,0,2,,,,,,0,67,92
6912,note_on,,0,0,1,,,,,,0,76,92
6912,note_off,,96,0,1,,,,,,0,77,64
7008,note_on,,0,0,2,,,,,,0,62,92
7008,note_on,,0,0,1,,,,,,0,77,92
7008,note_off,,96,0,1,,,,,,0,76,64
7008,note_off,,96,0,2,,,,,,0,67,64
7104,note_off,,96,0,2,,,,,,0,62,64
7104,note_on,,0,0,2,,,,,,0,64,92
7104,note_on,,0,0,1,,,,,,0,79,92
7104,note_off,,96,0,1,,,,,,0,77,64
7200,note_off,,96,0,2,,,,,,0,64,64
7200,note_on,,0,0,2,,,,,,0,65,92
7200,note_on,,0,0,1,,,,,,0,81,92
7200,note_off,,96,0,1,,,,,,0,79,64
7296,note_on,,0,0,1,,,,,,0,79,92
7296,note_off,,96,0,2,,,,,,0,65,64
7296,note_on,,0,0,2,,,,,,0,64,92
7296,note_off,,96,0,1,,,,,,0,81,64
7392,note_on,,0,0,2,,,,,,0,59,92
7392,note_on,,0,0,1,,,,,,0,74,92
7392,note_off,,96,0,2,,,,,,0,64,64
7392,note_off,,96,0,1,,,,,,0,79,64
