tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,
0,program_change,,,,,0,0,2,,,,6,1,,
0,midi_port,,,,,0,1,4,,,0,,,,
0,midi_port,,,,,0,1,3,,,0,,,,
0,track_name,,,,,0,1,3,,,,,,,
0,program_change,,,,,0,0,3,,,,6,2,,
0,track_name,,,,,0,1,2,,,,,,,
0,program_change,,,,,0,0,1,,,,6,0,,
0,track_name,,,,,0,1,1,,,,,,,
0,midi_port,,,,,0,1,1,,,0,,,,
0,midi_port,,,,,0,1,2,,,0,,,,
0,key_signature,,,,,0,1,0,C,,,,,,
0,set_tempo,,,,,0,1,0,,750000,,,,,
0,track_name,,,,,0,1,4,,,,,,,
0,program_change,,,,,0,0,4,,,,6,3,,
240,note_on,,,,,240,0,3,,,,,2,56,64
480,note_on,,,,,240,0,3,,,,,2,56,0
480,note_on,,,,,0,0,3,,,,,2,55,64
600,note_on,,,,,120,0,3,,,,,2,55,0
600,note_on,,,,,0,0,3,,,,,2,56,64
660,note_on,,,,,60,0,3,,,,,2,56,0
660,note_on,,,,,0,0,3,,,,,2,58,64
720,note_on,,,,,0,0,3,,,,,2,59,64
720,note_on,,,,,60,0,3,,,,,2,58,0
840,note_on,,,,,120,0,3,,,,,2,59,0
840,note_on,,,,,0,0,3,,,,,2,58,64
960,note_on,,,,,0,0,3,,,,,2,56,64
960,note_on,,,,,120,0,3,,,,,2,58,0
1080,note_on,,,,,120,0,3,,,,,2,56,0
1080,note_on,,,,,0,0,3,,,,,2,62,64
1200,note_on,,,,,120,0,3,,,,,2,62,0
1200,note_on,,,,,0,0,3,,,,,2,63,64
1320,note_on,,,,,120,0,3,,,,,2,63,0
1320,note_on,,,,,0,0,3,,,,,2,54,64
1440,note_on,,,,,120,0,3,,,,,2,54,0
1440,note_on,,,,,0,0,3,,,,,2,56,64
1560,note_on,,,,,120,0,3,,,,,2,56,0
1560,note_on,,,,,0,0,3,,,,,2,56,64
1680,note_on,,,,,120,0,3,,,,,2,56,0
1680,note_on,,,,,0,0,3,,,,,2,58,64
1800,note_on,,,,,120,0,3,,,,,2,58,0
1800,note_on,,,,,0,0,3,,,,,2,58,64
1920,note_on,,,,,120,0,3,,,,,2,58,0
1920,note_on,,,,,0,0,3,,,,,2,51,64
2040,note_on,,,,,120,0,3,,,,,2,51,0
2040,note_on,,,,,0,0,3,,,,,2,53,64
2160,note_on,,,,,120,0,3,,,,,2,53,0
2160,note_on,,,,,2160,0,2,,,,,1,63,64
2160,note_on,,,,,0,0,3,,,,,2,54,64
2400,note_on,,,,,240,0,2,,,,,1,63,0
2400,note_on,,,,,0,0,2,,,,,1,60,64
2520,note_on,,,,,120,0,2,,,,,1,60,0
2520,note_on,,,,,0,0,2,,,,,1,61,64
2520,note_on,,,,,0,0,3,,,,,2,53,64
2520,note_on,,,,,360,0,3,,,,,2,54,0
2580,note_on,,,,,0,0,2,,,,,1,63,64
2580,note_on,,,,,60,0,2,,,,,1,61,0
2580,note_on,,,,,0,0,3,,,,,2,54,64
2580,note_on,,,,,60,0,3,,,,,2,53,0
2640,note_on,,,,,0,0,3,,,,,2,56,64
2640,note_on,,,,,60,0,2,,,,,1,63,0
2640,note_on,,,,,60,0,3,,,,,2,54,0
2640,note_on,,,,,0,0,2,,,,,1,64,64
2760,note_on,,,,,0,0,3,,,,,2,55,64
2760,note_on,,,,,120,0,3,,,,,2,56,0
2760,note_on,,,,,0,0,2,,,,,1,63,64
2760,note_on,,,,,120,0,2,,,,,1,64,0
2820,note_on,,,,,0,0,3,,,,,2,56,64
2820,note_on,,,,,60,0,3,,,,,2,55,0
2880,note_on,,,,,0,0,3,,,,,2,58,64
2880,note_on,,,,,0,0,2,,,,,1,61,64
2880,note_on,,,,,60,0,3,,,,,2,56,0
2880,note_on,,,,,120,0,2,,,,,1,63,0
3000,note_on,,,,,0,0,3,,,,,2,56,64
3000,note_on,,,,,0,0,2,,,,,1,67,64
3000,note_on,,,,,120,0,2,,,,,1,61,0
3000,note_on,,,,,120,0,3,,,,,2,58,0
3060,note_on,,,,,0,0,3,,,,,2,58,64
3060,note_on,,,,,60,0,3,,,,,2,56,0
3120,note_on,,,,,0,0,3,,,,,2,59,64
3120,note_on,,,,,60,0,3,,,,,2,58,0
3120,note_on,,,,,120,0,2,,,,,1,67,0
3120,note_on,,,,,0,0,2,,,,,1,68,64
3240,note_on,,,,,0,0,3,,,,,2,56,64
3240,note_on,,,,,120,0,3,,,,,2,59,0
3240,note_on,,,,,120,0,2,,,,,1,68,0
3240,note_on,,,,,0,0,2,,,,,1,59,64
3360,note_on,,,,,0,0,3,,,,,2,58,64
3360,note_on,,,,,120,0,3,,,,,2,56,0
3360,note_on,,,,,0,0,2,,,,,1,61,64
3360,note_on,,,,,120,0,2,,,,,1,59,0
3480,note_on,,,,,120,0,3,,,,,2,58,0
3480,note_on,,,,,0,0,2,,,,,1,61,64
3480,note_on,,,,,120,0,2,,,,,1,61,0
3600,note_on,,,,,0,0,2,,,,,1,63,64
3600,note_on,,,,,120,0,3,,,,,2,55,64
3600,note_on,,,,,120,0,2,,,,,1,61,0
3720,note_on,,,,,0,0,2,,,,,1,63,64
3720,note_on,,,,,120,0,2,,,,,1,63,0
3720,note_on,,,,,120,0,3,,,,,2,55,0
3840,note_on,,,,,0,0,2,,,,,1,56,64
3840,note_on,,,,,120,0,2,,,,,1,63,0
3960,note_on,,,,,240,0,3,,,,,2,54,64
4080,note_on,,,,,0,0,2,,,,,1,61,64
