tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,,1,0,,
0,control_change,0,0,2,,,,,,,32,8,1,,,
0,control_change,0,0,2,,,,,,,10,95,1,,,
0,control_change,0,0,2,,,,,,,7,105,1,,,
0,control_change,0,0,2,,,,,,,0,0,1,,,
0,program_change,0,0,1,,,,,,,,,0,0,,
0,control_change,0,0,1,,,,,,,32,127,0,,,
0,control_change,0,0,1,,,,,,,10,32,0,,,
0,control_change,0,0,1,,,,,,,7,105,0,,,
0,control_change,0,0,1,,,,,,,0,0,0,,,
0,end_of_track,0,1,3,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,Bb,,,,,,,
0,set_tempo,0,1,0,,,,,,600000,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,
3,control_change,3,0,1,,,,,,,0,127,0,,,
3,control_change,3,0,2,,,,,,,0,8,1,,,
4,program_change,1,0,1,,,,,,,,,0,20,,
4,program_change,1,0,2,,,,,,,,,1,6,,
360,note_on,356,0,1,,,,,,,,,0,,79,100
360,note_on,0,0,1,,,,,,,,,0,,70,100
360,note_on,356,0,2,,,,,,,,,1,,43,100
360,set_tempo,360,1,0,,,,,,600000,,,,,,
419,note_on,0,0,1,,,,,,,,,0,,79,0
419,note_on,59,0,1,,,,,,,,,0,,70,0
420,note_on,1,0,1,,,,,,,,,0,,79,100
420,note_on,0,0,1,,,,,,,,,0,,70,100
449,note_on,29,0,1,,,,,,,,,0,,70,0
449,note_on,0,0,1,,,,,,,,,0,,79,0
450,note_on,1,0,1,,,,,,,,,0,,78,100
450,note_on,0,0,1,,,,,,,,,0,,69,100
479,note_on,0,0,1,,,,,,,,,0,,78,0
479,note_on,29,0,1,,,,,,,,,0,,69,0
479,note_on,119,0,2,,,,,,,,,1,,43,0
480,note_on,0,0,1,,,,,,,,,0,,70,100
480,note_on,1,0,1,,,,,,,,,0,,79,100
539,note_on,0,0,1,,,,,,,,,0,,79,0
539,note_on,59,0,1,,,,,,,,,0,,70,0
540,note_on,61,0,2,,,,,,,,,1,,46,100
569,note_on,29,0,2,,,,,,,,,1,,46,0
570,note_on,1,0,2,,,,,,,,,1,,43,100
599,note_on,29,0,2,,,,,,,,,1,,43,0
600,note_on,1,0,2,,,,,,,,,1,,50,100
719,note_on,119,0,2,,,,,,,,,1,,50,0
720,note_on,181,0,1,,,,,,,,,0,,81,100
720,set_tempo,360,1,0,,,,,,600000,,,,,,
720,note_on,0,0,1,,,,,,,,,0,,72,100
779,note_on,59,0,1,,,,,,,,,0,,72,0
779,note_on,0,0,1,,,,,,,,,0,,81,0
780,note_on,0,0,1,,,,,,,,,0,,72,100
780,note_on,1,0,1,,,,,,,,,0,,81,100
809,note_on,0,0,1,,,,,,,,,0,,81,0
809,note_on,29,0,1,,,,,,,,,0,,72,0
810,note_on,0,0,1,,,,,,,,,0,,70,100
810,note_on,1,0,1,,,,,,,,,0,,79,100
839,note_on,0,0,1,,,,,,,,,0,,79,0
839,note_on,29,0,1,,,,,,,,,0,,70,0
840,note_on,0,0,1,,,,,,,,,0,,72,100
840,note_on,1,0,1,,,,,,,,,0,,81,100
899,note_on,0,0,1,,,,,,,,,0,,81,0
899,note_on,59,0,1,,,,,,,,,0,,72,0
900,note_on,181,0,2,,,,,,,,,1,,42,100
929,note_on,29,0,2,,,,,,,,,1,,42,0
930,note_on,1,0,2,,,,,,,,,1,,38,100
959,note_on,29,0,2,,,,,,,,,1,,38,0
960,note_on,1,0,2,,,,,,,,,1,,50,100
960,set_tempo,240,1,0,,,,,,600000,,,,,,
1079,note_on,119,0,2,,,,,,,,,1,,50,0
1080,note_on,181,0,1,,,,,,,,,0,,82,100
1080,note_on,0,0,1,,,,,,,,,0,,74,100
1080,note_on,1,0,2,,,,,,,,,1,,43,100
1139,note_on,59,0,1,,,,,,,,,0,,74,0
1139,note_on,0,0,1,,,,,,,,,0,,82,0
1140,note_on,1,0,1,,,,,,,,,0,,81,100
1140,note_on,0,0,1,,,,,,,,,0,,72,100
1169,note_on,29,0,1,,,,,,,,,0,,72,0
1169,note_on,0,0,1,,,,,,,,,0,,81,0
1170,note_on,1,0,1,,,,,,,,,0,,79,100
1170,note_on,0,0,1,,,,,,,,,0,,70,100
1199,note_on,0,0,1,,,,,,,,,0,,79,0
1199,note_on,119,0,2,,,,,,,,,1,,43,0
1199,note_on,29,0,1,,,,,,,,,0,,70,0
1200,note_on,1,0,1,,,,,,,,,0,,82,100
1200,note_on,0,0,1,,,,,,,,,0,,74,100
1200,note_on,1,0,2,,,,,,,,,1,,55,100
1259,note_on,59,0,1,,,,,,,,,0,,74,0
1259,note_on,0,0,1,,,,,,,,,0,,82,0
1260,note_on,1,0,1,,,,,,,,,0,,81,100
1260,note_on,0,0,1,,,,,,,,,0,,72,100
1289,note_on,29,0,1,,,,,,,,,0,,72,0
1289,note_on,0,0,1,,,,,,,,,0,,81,0
1290,note_on,1,0,1,,,,,,,,,0,,79,100
1290,note_on,0,0,1,,,,,,,,,0,,70,100
1319,note_on,29,0,1,,,,,,,,,0,,70,0
1319,note_on,119,0,2,,,,,,,,,1,,55,0
