tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,7,110,0,,,
0,control_change,0,0,1,,,,,,,10,35,0,,,
0,program_change,0,0,1,,,,,,,,,0,0,,
0,note_on,0,0,1,,,,,,,,,0,,72,100
0,control_change,0,0,2,,,,,,,0,0,1,,,
0,control_change,0,0,2,,,,,,,32,0,1,,,
0,control_change,0,0,2,,,,,,,7,105,1,,,
0,control_change,0,0,2,,,,,,,10,92,1,,,
0,program_change,0,0,2,,,,,,,,,1,0,,
0,control_change,0,0,1,,,,,,,32,0,0,,,
0,note_on,0,0,2,,,,,,,,,1,,53,100
0,control_change,0,0,3,,,,,,,7,110,0,,,
0,control_change,0,0,3,,,,,,,10,35,0,,,
0,control_change,0,0,3,,,,,,,32,0,0,,,
0,program_change,0,0,3,,,,,,,,,0,0,,
0,control_change,0,0,4,,,,,,,0,0,1,,,
0,control_change,0,0,4,,,,,,,7,105,1,,,
0,control_change,0,0,4,,,,,,,10,92,1,,,
0,control_change,0,0,4,,,,,,,32,0,1,,,
0,program_change,0,0,4,,,,,,,,,1,0,,
0,control_change,0,0,3,,,,,,,0,0,0,,,
0,control_change,0,0,1,,,,,,,0,0,0,,,
0,end_of_track,0,1,5,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,571429,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,F,,,,,,,
119,note_on,119,0,1,,,,,,,,,0,,72,0
119,note_on,119,0,2,,,,,,,,,1,,53,0
120,note_on,1,0,1,,,,,,,,,0,,74,100
120,note_on,1,0,2,,,,,,,,,1,,57,100
150,note_on,30,0,1,,,,,,,,,0,,74,0
150,note_on,0,0,1,,,,,,,,,0,,76,100
180,note_on,0,0,1,,,,,,,,,0,,77,100
180,note_on,30,0,1,,,,,,,,,0,,76,0
239,note_on,59,0,1,,,,,,,,,0,,77,0
239,note_on,119,0,2,,,,,,,,,1,,57,0
240,note_on,1,0,2,,,,,,,,,1,,55,100
240,note_on,1,0,1,,,,,,,,,0,,76,100
359,note_on,119,0,1,,,,,,,,,0,,76,0
359,note_on,119,0,2,,,,,,,,,1,,55,0
360,note_on,1,0,2,,,,,,,,,1,,57,100
360,note_on,1,0,1,,,,,,,,,0,,77,100
400,note_on,40,0,1,,,,,,,,,0,,77,0
400,note_on,0,0,1,,,,,,,,,0,,76,100
440,note_on,40,0,1,,,,,,,,,0,,76,0
440,note_on,0,0,1,,,,,,,,,0,,74,100
479,note_on,119,0,2,,,,,,,,,1,,57,0
480,note_on,1,0,2,,,,,,,,,1,,53,100
480,note_on,0,0,1,,,,,,,,,0,,74,100
480,note_on,40,0,1,,,,,,,,,0,,74,0
540,note_on,60,0,2,,,,,,,,,1,,53,0
540,note_on,0,0,2,,,,,,,,,1,,55,100
600,note_on,0,0,2,,,,,,,,,1,,57,100
600,note_on,60,0,2,,,,,,,,,1,,55,0
600,note_on,120,0,1,,,,,,,,,0,,74,0
600,note_on,0,0,1,,,,,,,,,0,,72,100
660,note_on,0,0,2,,,,,,,,,1,,53,100
660,note_on,60,0,2,,,,,,,,,1,,57,0
719,note_on,59,0,2,,,,,,,,,1,,53,0
719,note_on,119,0,1,,,,,,,,,0,,72,0
720,note_on,1,0,2,,,,,,,,,1,,58,100
720,note_on,1,0,1,,,,,,,,,0,,74,100
760,note_on,0,0,1,,,,,,,,,0,,75,100
760,note_on,40,0,1,,,,,,,,,0,,74,0
800,note_on,0,0,1,,,,,,,,,0,,74,100
800,note_on,40,0,1,,,,,,,,,0,,75,0
839,note_on,119,0,2,,,,,,,,,1,,58,0
840,note_on,40,0,1,,,,,,,,,0,,74,0
840,note_on,1,0,2,,,,,,,,,1,,60,100
