tick,type,data,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,control,value,note,velocity
0,sequencer_specific,"(0, 0, 91, 35, 1, 0, 5, 6, 42, 0)",0,1,0,,,,,,,,,,,,,,,,,,,
0,note_on,,0,0,10,,,,,,,,,,,,,,,5,,,66,76
0,control_change,,0,0,10,,,,,,,,,,,,,,,5,7,80,,
0,control_change,,0,0,10,,,,,,,,,,,,,,,5,11,127,,
0,control_change,,0,0,10,,,,,,,,,,,,,,,5,10,69,,
0,program_change,,0,0,10,,,,,,,,,,,,,,68,5,,,,
0,midi_port,,0,1,10,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,10,,,,,,,,,,,,,,,,,,,
0,note_on,,0,0,9,,,,,,,,,,,,,,,4,,,66,76
0,control_change,,0,0,9,,,,,,,,,,,,,,,4,7,80,,
0,control_change,,0,0,9,,,,,,,,,,,,,,,4,11,127,,
0,control_change,,0,0,9,,,,,,,,,,,,,,,4,10,59,,
0,program_change,,0,0,9,,,,,,,,,,,,,,68,4,,,,
0,midi_port,,0,1,9,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,9,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,11,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,8,,,,,,,,,,,,,,,3,7,96,,
0,control_change,,0,0,8,,,,,,,,,,,,,,,3,10,25,,
0,program_change,,0,0,8,,,,,,,,,,,,,,47,3,,,,
0,midi_port,,0,1,8,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,8,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,7,,,,,,,,,,,,,,,2,7,96,,
0,control_change,,0,0,7,,,,,,,,,,,,,,,2,11,127,,
0,control_change,,0,0,7,,,,,,,,,,,,,,,2,10,74,,
0,program_change,,0,0,7,,,,,,,,,,,,,,56,2,,,,
0,midi_port,,0,1,7,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,7,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,6,,,,,,,,,,,,,,,1,7,96,,
0,control_change,,0,0,6,,,,,,,,,,,,,,,1,11,127,,
0,control_change,,0,0,6,,,,,,,,,,,,,,,1,10,64,,
0,program_change,,0,0,6,,,,,,,,,,,,,,56,1,,,,
0,control_change,,0,0,8,,,,,,,,,,,,,,,3,11,127,,
0,midi_port,,0,1,6,,,,,,,0,,,,,,,,,,,,
0,midi_port,,0,1,11,,,,,,,0,,,,,,,,,,,,
0,control_change,,0,0,11,,,,,,,,,,,,,,,10,10,48,,
0,track_name,,0,1,16,,,,,,,,,,,,,,,,,,,
0,program_change,,0,0,15,,,,,,,,,,,,,,6,14,,,,
0,control_change,,0,0,15,,,,,,,,,,,,,,,14,7,72,,
0,control_change,,0,0,15,,,,,,,,,,,,,,,14,11,127,,
0,control_change,,0,0,15,,,,,,,,,,,,,,,14,10,64,,
0,midi_port,,0,1,15,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,15,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,14,,,,,,,,,,,,,,,13,7,96,,
0,control_change,,0,0,14,,,,,,,,,,,,,,,13,11,127,,
0,control_change,,0,0,14,,,,,,,,,,,,,,,13,10,90,,
0,program_change,,0,0,14,,,,,,,,,,,,,,48,13,,,,
0,midi_port,,0,1,14,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,14,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,13,,,,,,,,,,,,,,,12,7,96,,
0,program_change,,0,0,11,,,,,,,,,,,,,,48,10,,,,
0,control_change,,0,0,13,,,,,,,,,,,,,,,12,11,127,,
0,program_change,,0,0,13,,,,,,,,,,,,,,48,12,,,,
0,midi_port,,0,1,13,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,13,,,,,,,,,,,,,,,,,,,
0,note_on,,0,0,12,,,,,,,,,,,,,,,11,,,62,76
0,control_change,,0,0,12,,,,,,,,,,,,,,,11,7,96,,
0,control_change,,0,0,12,,,,,,,,,,,,,,,11,11,127,,
0,control_change,,0,0,12,,,,,,,,,,,,,,,11,10,24,,
0,program_change,,0,0,12,,,,,,,,,,,,,,48,11,,,,
0,midi_port,,0,1,12,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,12,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,16,,,,,,,0,,,,,,,,,,,,
0,note_on,,0,0,11,,,,,,,,,,,,,,,10,,,66,76
0,control_change,,0,0,11,,,,,,,,,,,,,,,10,7,96,,
0,control_change,,0,0,11,,,,,,,,,,,,,,,10,11,127,,
0,control_change,,0,0,13,,,,,,,,,,,,,,,12,10,70,,
0,track_name,,0,1,6,,,,,,,,,,,,,,,,,,,
0,end_of_track,,0,1,16,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,1,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,2,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,2,,,,,,,0,,,,,,,,,,,,
0,end_of_track,,0,1,2,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,3,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,3,,,,,,,0,,,,,,,,,,,,
0,end_of_track,,0,1,3,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,4,,,,,,,0,,,,,,,,,,,,
0,end_of_track,,0,1,4,,,,,,,,,,,,,,,,,,,
0,time_signature,,0,1,0,,,,,,,,,,1,4,24,8,,,,,,
0,track_name,,0,1,5,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,5,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,5,,,,,,,,,,,,,,56,0,,,,
0,control_change,,0,0,5,,,,,,,,,,,,,,,0,10,54,,
0,control_change,,0,0,5,,,,,,,,,,,,,,,0,11,127,,
0,control_change,,0,0,5,,,,,,,,,,,,,,,0,7,96,,
0,key_signature,,0,1,0,,,,,,,,,D,,,,,,,,,,
0,set_tempo,,0,1,0,,,,,,,,357142,,,,,,,,,,,
0,marker,,0,1,0,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,0,,,,,,,0,,,,,,,,,,,,
0,smpte_offset,,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,
0,instrument_name,,0,1,0,,,,,,,,,,,,,,,,,,,
0,end_of_track,,0,1,1,,,,,,,,,,,,,,,,,,,
