tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,note,velocity
0,track_name,0,1,0,,,,,,,,,
0,track_name,0,1,3,,,,,,,,,
0,note_on,0,0,3,,,,,,,0,48,102
0,program_change,0,0,1,,,,,,19,0,,
0,track_name,0,1,1,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,
0,set_tempo,0,1,0,800000,,,,,,,,
0,time_signature,0,1,0,,3,4,24,8,,,,
120,note_on,120,0,1,,,,,,,0,72,92
240,note_on,0,0,1,,,,,,,0,71,92
240,note_off,120,0,1,,,,,,,0,72,64
360,note_off,120,0,1,,,,,,,0,71,64
360,note_on,0,0,1,,,,,,,0,72,92
480,note_on,0,0,1,,,,,,,0,76,92
480,note_off,120,0,1,,,,,,,0,72,64
480,note_off,480,0,3,,,,,,,0,48,64
600,note_on,0,0,1,,,,,,,0,72,92
600,note_off,120,0,1,,,,,,,0,76,64
720,note_off,120,0,1,,,,,,,0,72,64
720,note_on,0,0,1,,,,,,,0,71,92
840,note_off,120,0,1,,,,,,,0,71,64
840,note_on,0,0,1,,,,,,,0,72,92
960,note_on,0,0,1,,,,,,,0,67,92
960,note_off,120,0,1,,,,,,,0,72,64
1080,note_on,0,0,1,,,,,,,0,72,92
1080,note_off,120,0,1,,,,,,,0,67,64
1200,note_off,120,0,1,,,,,,,0,72,64
1200,note_on,0,0,1,,,,,,,0,64,92
1320,note_off,120,0,1,,,,,,,0,64,64
1320,note_on,0,0,1,,,,,,,0,67,92
1440,note_on,0,0,1,,,,,,,0,60,92
1440,note_off,120,0,1,,,,,,,0,67,64
1680,note_off,240,0,1,,,,,,,0,60,64
1680,note_on,1200,0,3,,,,,,,0,60,102
1680,note_on,1680,0,2,,,,,,,0,64,97
1680,note_on,0,0,1,,,,,,,0,79,92
1920,note_off,240,0,1,,,,,,,0,79,64
1920,note_on,0,0,1,,,,,,,0,76,92
1920,note_off,240,0,2,,,,,,,0,64,64
1920,note_on,0,0,2,,,,,,,0,60,97
1920,note_on,0,0,3,,,,,,,0,48,102
1920,note_off,240,0,3,,,,,,,0,60,64
2160,note_off,240,0,2,,,,,,,0,60,64
2160,note_off,240,0,1,,,,,,,0,76,64
2160,note_on,0,0,1,,,,,,,0,79,92
2160,note_on,0,0,3,,,,,,,0,60,102
2160,note_off,240,0,3,,,,,,,0,48,64
2160,note_on,0,0,2,,,,,,,0,64,97
2400,note_off,240,0,1,,,,,,,0,79,64
2400,note_on,0,0,1,,,,,,,0,81,92
2400,note_on,0,0,3,,,,,,,0,48,102
2400,note_off,240,0,3,,,,,,,0,60,64
2400,note_off,240,0,2,,,,,,,0,64,64
2400,note_on,0,0,2,,,,,,,0,65,97
2640,note_on,0,0,3,,,,,,,0,60,102
2640,note_off,240,0,3,,,,,,,0,48,64
2640,note_on,0,0,2,,,,,,,0,64,97
2640,note_off,240,0,1,,,,,,,0,81,64
2640,note_off,240,0,2,,,,,,,0,65,64
2640,note_on,0,0,1,,,,,,,0,79,92
2760,note_off,120,0,2,,,,,,,0,64,64
2760,note_off,120,0,1,,,,,,,0,79,64
2760,note_on,0,0,2,,,,,,,0,62,97
2760,note_on,0,0,1,,,,,,,0,77,92
2880,note_on,0,0,3,,,,,,,0,48,102
2880,note_off,240,0,3,,,,,,,0,60,64
2880,note_on,0,0,2,,,,,,,0,64,97
2880,note_on,0,0,1,,,,,,,0,79,92
2880,note_off,120,0,1,,,,,,,0,77,64
2880,note_off,120,0,2,,,,,,,0,62,64
3000,note_off,120,0,2,,,,,,,0,64,64
3000,note_on,0,0,2,,,,,,,0,60,97
3120,note_off,120,0,2,,,,,,,0,60,64
3120,note_on,0,0,2,,,,,,,0,59,97
3240,note_on,0,0,2,,,,,,,0,60,97
3240,note_off,120,0,2,,,,,,,0,59,64
3360,note_off,480,0,1,,,,,,,0,79,64
3360,note_off,480,0,3,,,,,,,0,48,64
3360,note_off,120,0,2,,,,,,,0,60,64
3360,note_on,0,0,2,,,,,,,0,64,97
3480,note_on,0,0,2,,,,,,,0,60,97
3480,note_off,120,0,2,,,,,,,0,64,64
3600,note_off,120,0,2,,,,,,,0,60,64
3600,note_on,0,0,2,,,,,,,0,59,97
3720,note_on,0,0,2,,,,,,,0,60,97
3720,note_off,120,0,2,,,,,,,0,59,64
3840,note_off,120,0,2,,,,,,,0,60,64
3840,note_on,0,0,2,,,,,,,0,55,97
3960,note_off,120,0,2,,,,,,,0,55,64
3960,note_on,0,0,2,,,,,,,0,60,97
4080,note_off,120,0,2,,,,,,,0,60,64
4080,note_on,0,0,2,,,,,,,0,52,97
4200,note_off,120,0,2,,,,,,,0,52,64
4200,note_on,0,0,2,,,,,,,0,55,97
4320,note_off,120,0,2,,,,,,,0,55,64
4320,note_on,0,0,2,,,,,,,0,48,97
4560,note_on,1200,0,1,,,,,,,0,76,92
4560,note_on,1200,0,3,,,,,,,0,48,102
4560,note_off,240,0,2,,,,,,,0,48,64
4560,note_on,0,0,2,,,,,,,0,67,97
4800,note_on,0,0,3,,,,,,,0,36,102
4800,note_off,240,0,3,,,,,,,0,48,64
4800,note_on,0,0,2,,,,,,,0,64,97
4800,note_off,240,0,1,,,,,,,0,76,64
4800,note_on,0,0,1,,,,,,,0,72,92
4800,note_off,240,0,2,,,,,,,0,67,64
5040,note_off,240,0,1,,,,,,,0,72,64
5040,note_off,240,0,2,,,,,,,0,64,64
5040,note_on,0,0,2,,,,,,,0,67,97
5040,note_on,0,0,3,,,,,,,0,48,102
5040,note_off,240,0,3,,,,,,,0,36,64
5040,note_on,0,0,1,,,,,,,0,76,92
5280,note_off,240,0,3,,,,,,,0,48,64
5280,note_on,0,0,3,,,,,,,0,36,102
5280,note_on,0,0,2,,,,,,,0,69,97
5280,note_off,240,0,2,,,,,,,0,67,64
5280,note_on,0,0,1,,,,,,,0,77,92
5280,note_off,240,0,1,,,,,,,0,76,64
5520,note_on,0,0,3,,,,,,,0,48,102
5520,note_on,0,0,2,,,,,,,0,67,97
5520,note_off,240,0,2,,,,,,,0,69,64
5520,note_off,240,0,3,,,,,,,0,36,64
5520,note_off,240,0,1,,,,,,,0,77,64
5520,note_on,0,0,1,,,,,,,0,76,92
5640,note_off,120,0,2,,,,,,,0,67,64
5640,note_off,120,0,1,,,,,,,0,76,64
