tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,control,value,note,velocity
0,time_signature,4,4,12,8,0,1,0,,,,,,,
0,control_change,,,,,0,0,2,,,7,7,100,,
0,control_change,,,,,0,0,1,,,6,7,100,,
0,program_change,,,,,0,0,1,,40,6,,,,
0,track_name,,,,,0,1,1,,,,,,,
0,track_name,,,,,0,1,3,,,,,,,
0,program_change,,,,,0,0,3,,41,8,,,,
0,control_change,,,,,0,0,3,,,8,7,100,,
0,track_name,,,,,0,1,4,,,,,,,
0,program_change,,,,,0,0,2,,40,7,,,,
0,control_change,,,,,0,0,4,,,10,7,100,,
0,track_name,,,,,0,1,5,,,,,,,
0,program_change,,,,,0,0,4,,42,10,,,,
0,control_change,,,,,0,0,5,,,6,7,100,,
0,set_tempo,,,,,0,1,0,1764706,,,,,,
0,control_change,,,,,0,0,8,,,10,7,100,,
0,program_change,,,,,0,0,8,,42,10,,,,
0,track_name,,,,,0,1,8,,,,,,,
0,control_change,,,,,0,0,7,,,8,7,100,,
0,program_change,,,,,0,0,7,,41,8,,,,
0,track_name,,,,,0,1,7,,,,,,,
0,program_change,,,,,0,0,5,,40,6,,,,
0,control_change,,,,,0,0,6,,,7,7,100,,
0,program_change,,,,,0,0,6,,40,7,,,,
0,track_name,,,,,0,1,6,,,,,,,
0,track_name,,,,,0,1,2,,,,,,,
957,note_on,,,,,957,0,1,,,6,,,78,48
959,note_on,,,,,959,0,3,,,8,,,69,48
960,note_on,,,,,960,0,2,,,7,,,74,38
960,note_on,,,,,960,0,4,,,10,,,50,48
1036,note_off,,,,,76,0,4,,,10,,,50,64
1077,note_on,,,,,41,0,4,,,10,,,62,46
1150,note_off,,,,,73,0,4,,,10,,,62,64
1198,note_on,,,,,48,0,4,,,10,,,61,35
1272,note_off,,,,,74,0,4,,,10,,,61,64
1321,note_on,,,,,49,0,4,,,10,,,49,43
1395,note_off,,,,,74,0,4,,,10,,,49,64
1438,note_on,,,,,43,0,4,,,10,,,47,46
1438,note_off,,,,,479,0,3,,,8,,,69,64
1440,note_on,,,,,2,0,3,,,8,,,71,30
1520,note_off,,,,,82,0,4,,,10,,,47,64
1556,note_on,,,,,36,0,4,,,10,,,59,53
1631,note_off,,,,,75,0,4,,,10,,,59,64
1682,note_on,,,,,51,0,4,,,10,,,57,57
1761,note_off,,,,,79,0,4,,,10,,,57,64
1801,note_on,,,,,40,0,4,,,10,,,45,41
1874,note_off,,,,,73,0,4,,,10,,,45,64
1905,note_off,,,,,465,0,3,,,8,,,71,64
1916,note_on,,,,,42,0,4,,,10,,,43,53
