tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,control,value,note,velocity
0,time_signature,3,4,24,8,0,1,0,,,,,,,
0,track_name,,,,,0,1,6,,,,,,,
0,program_change,,,,,0,0,6,,40,10,,,,
0,control_change,,,,,0,0,6,,,10,7,100,,
0,program_change,,,,,0,0,4,,70,7,,,,
0,control_change,,,,,0,0,12,,,7,7,100,,
0,program_change,,,,,0,0,12,,70,7,,,,
0,track_name,,,,,0,1,12,,,,,,,
0,track_name,,,,,0,1,7,,,,,,,
0,program_change,,,,,0,0,7,,41,11,,,,
0,control_change,,,,,0,0,7,,,11,7,100,,
0,control_change,,,,,0,0,9,,,4,7,100,,
0,program_change,,,,,0,0,9,,68,4,,,,
0,track_name,,,,,0,1,9,,,,,,,
0,track_name,,,,,0,1,10,,,,,,,
0,program_change,,,,,0,0,10,,68,5,,,,
0,control_change,,,,,0,0,10,,,5,7,100,,
0,track_name,,,,,0,1,8,,,,,,,
0,track_name,,,,,0,1,13,,,,,,,
0,program_change,,,,,0,0,13,,40,8,,,,
0,control_change,,,,,0,0,13,,,8,7,100,,
0,track_name,,,,,0,1,14,,,,,,,
0,control_change,,,,,0,0,4,,,7,7,100,,
0,track_name,,,,,0,1,15,,,,,,,
0,program_change,,,,,0,0,15,,41,11,,,,
0,control_change,,,,,0,0,15,,,11,7,100,,
0,control_change,,,,,0,0,3,,,6,7,100,,
0,program_change,,,,,0,0,3,,68,6,,,,
0,track_name,,,,,0,1,3,,,,,,,
0,track_name,,,,,0,1,5,,,,,,,
0,program_change,,,,,0,0,8,,42,12,,,,
0,program_change,,,,,0,0,5,,40,8,,,,
0,control_change,,,,,0,0,2,,,5,7,100,,
0,program_change,,,,,0,0,2,,68,5,,,,
0,track_name,,,,,0,1,2,,,,,,,
0,track_name,,,,,0,1,16,,,,,,,
0,program_change,,,,,0,0,16,,42,12,,,,
0,control_change,,,,,0,0,16,,,12,7,100,,
0,control_change,,,,,0,0,14,,,10,7,100,,
0,program_change,,,,,0,0,14,,40,10,,,,
0,control_change,,,,,0,0,5,,,8,7,100,,
0,control_change,,,,,0,0,8,,,12,7,100,,
0,track_name,,,,,0,1,4,,,,,,,
0,program_change,,,,,0,0,1,,68,4,,,,
0,set_tempo,,,,,0,1,0,535714,,,,,,
0,control_change,,,,,0,0,11,,,6,7,100,,
0,control_change,,,,,0,0,1,,,4,7,100,,
0,program_change,,,,,0,0,11,,68,6,,,,
0,track_name,,,,,0,1,11,,,,,,,
0,track_name,,,,,0,1,1,,,,,,,
0,marker,,,,,0,1,0,,,,,,,
705,note_on,,,,,705,0,6,,,10,,,74,66
709,note_on,,,,,709,0,1,,,4,,,78,66
710,note_on,,,,,710,0,5,,,8,,,78,76
712,note_on,,,,,712,0,7,,,11,,,69,72
715,note_on,,,,,715,0,4,,,7,,,62,74
715,note_on,,,,,715,0,2,,,5,,,74,63
718,note_on,,,,,718,0,8,,,12,,,62,78
728,note_on,,,,,728,0,3,,,6,,,69,66
806,note_off,,,,,97,0,1,,,4,,,78,64
811,note_off,,,,,101,0,5,,,8,,,78,64
819,note_on,,,,,8,0,5,,,8,,,79,76
819,note_on,,,,,13,0,1,,,4,,,79,72
826,note_on,,,,,111,0,4,,,7,,,61,57
829,note_on,,,,,111,0,8,,,12,,,61,63
834,note_off,,,,,106,0,3,,,6,,,69,64
834,note_off,,,,,8,0,4,,,7,,,62,64
840,note_off,,,,,128,0,7,,,11,,,69,64
843,note_off,,,,,14,0,8,,,12,,,62,64
877,note_off,,,,,172,0,6,,,10,,,74,64
912,note_off,,,,,197,0,2,,,5,,,74,64
930,note_off,,,,,111,0,1,,,4,,,79,64
934,note_off,,,,,115,0,5,,,8,,,79,64
937,note_on,,,,,7,0,1,,,4,,,81,64
946,note_on,,,,,12,0,5,,,8,,,81,66
948,note_on,,,,,36,0,2,,,5,,,74,72
948,note_on,,,,,105,0,8,,,12,,,59,64
948,note_on,,,,,114,0,4,,,7,,,59,61
950,note_on,,,,,110,0,7,,,11,,,62,64
952,note_on,,,,,118,0,3,,,6,,,62,70
956,note_on,,,,,79,0,6,,,10,,,74,70
956,note_off,,,,,8,0,8,,,12,,,61,64
961,note_off,,,,,13,0,4,,,7,,,61,64
1035,note_on,,,,,98,0,1,,,4,,,79,52
1036,note_off,,,,,1,0,1,,,4,,,81,64
1038,note_on,,,,,92,0,5,,,8,,,79,57
1040,note_off,,,,,2,0,5,,,8,,,81,64
1055,note_on,,,,,99,0,8,,,12,,,57,60
