tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,,1,17,,
0,control_change,0,0,2,,,,,,,32,127,1,,,
0,control_change,0,0,2,,,,,,,7,105,1,,,
0,control_change,0,0,2,,,,,,,0,0,1,,,
0,program_change,0,0,1,,,,,,,,,0,6,,
0,control_change,0,0,1,,,,,,,32,0,0,,,
0,control_change,0,0,1,,,,,,,10,32,0,,,
0,control_change,0,0,1,,,,,,,7,110,0,,,
0,control_change,0,0,1,,,,,,,0,0,0,,,
0,control_change,0,0,2,,,,,,,10,95,1,,,
0,end_of_track,0,1,3,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,
0,key_signature,0,1,0,,,,,Bb,,,,,,,
0,set_tempo,0,1,0,,,,,,571429,,,,,,
1,control_change,1,0,2,,,,,,,0,127,1,,,
1,control_change,1,0,1,,,,,,,0,0,0,,,
2,program_change,1,0,2,,,,,,,,,1,17,,
2,program_change,1,0,1,,,,,,,,,0,6,,
120,control_change,118,0,1,,,,,,,1,30,0,,,
360,note_on,358,0,2,,,,,,,,,1,,46,85
360,note_on,240,0,1,,,,,,,,,0,,70,100
419,note_on,59,0,2,,,,,,,,,1,,46,0
420,note_on,1,0,2,,,,,,,,,1,,48,85
479,note_on,119,0,1,,,,,,,,,0,,70,0
479,note_on,59,0,2,,,,,,,,,1,,48,0
480,note_on,1,0,2,,,,,,,,,1,,50,85
480,note_on,1,0,1,,,,,,,,,0,,70,100
539,note_on,59,0,2,,,,,,,,,1,,50,0
540,note_on,1,0,2,,,,,,,,,1,,48,85
599,note_on,119,0,1,,,,,,,,,0,,70,0
599,note_on,59,0,2,,,,,,,,,1,,48,0
600,note_on,1,0,1,,,,,,,,,0,,65,100
600,note_on,1,0,2,,,,,,,,,1,,50,85
659,note_on,59,0,2,,,,,,,,,1,,50,0
660,note_on,1,0,2,,,,,,,,,1,,46,85
689,note_on,89,0,1,,,,,,,,,0,,65,0
690,note_on,1,0,1,,,,,,,,,0,,67,100
719,note_on,59,0,2,,,,,,,,,1,,46,0
719,note_on,29,0,1,,,,,,,,,0,,67,0
720,note_on,1,0,2,,,,,,,,,1,,48,85
720,note_on,1,0,1,,,,,,,,,0,,65,100
779,note_on,59,0,2,,,,,,,,,1,,48,0
780,note_on,1,0,2,,,,,,,,,1,,46,85
839,note_on,59,0,2,,,,,,,,,1,,46,0
839,note_on,119,0,1,,,,,,,,,0,,65,0
840,note_on,1,0,2,,,,,,,,,1,,48,85
840,note_on,1,0,1,,,,,,,,,0,,63,100
899,note_on,59,0,2,,,,,,,,,1,,48,0
900,note_on,1,0,2,,,,,,,,,1,,41,85
959,note_on,59,0,2,,,,,,,,,1,,41,0
959,note_on,119,0,1,,,,,,,,,0,,63,0
960,note_on,1,0,1,,,,,,,,,0,,62,100
960,note_on,1,0,2,,,,,,,,,1,,46,85
1079,note_on,119,0,2,,,,,,,,,1,,46,0
1079,note_on,119,0,1,,,,,,,,,0,,62,0
1080,note_on,1,0,1,,,,,,,,,0,,60,100
1080,note_on,1,0,2,,,,,,,,,1,,39,85
1139,note_on,59,0,2,,,,,,,,,1,,39,0
1140,note_on,1,0,2,,,,,,,,,1,,55,85
