tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,note,velocity,channel
0,time_signature,3,4,24,8,0,1,0,,,,,
0,track_name,,,,,0,1,3,,,,,
0,track_name,,,,,0,1,5,,,,,
0,track_name,,,,,0,1,6,,,,,
0,track_name,,,,,0,1,2,,,,,
0,track_name,,,,,0,1,7,,,,,
0,track_name,,,,,0,1,8,,,,,
0,track_name,,,,,0,1,4,,,,,
0,key_signature,,,,,0,1,0,D,,,,
0,set_tempo,,,,,0,1,0,,517241,,,
0,track_name,,,,,0,1,1,,,,,
2048,note_on,,,,,2048,0,2,,,69,96,1
2048,note_on,,,,,2048,0,5,,,62,96,4
2048,note_on,,,,,2048,0,4,,,62,96,3
2048,note_on,,,,,2048,0,3,,,66,96,2
2048,note_on,,,,,2048,0,1,,,74,96,0
2560,note_on,,,,,0,0,4,,,61,96,3
2560,note_off,,,,,512,0,4,,,62,0,3
2560,note_off,,,,,512,0,5,,,62,0,4
2560,note_on,,,,,0,0,5,,,61,96,4
3072,note_off,,,,,1024,0,1,,,74,0,0
3072,note_on,,,,,0,0,5,,,59,96,4
3072,note_off,,,,,512,0,5,,,61,0,4
3072,note_off,,,,,1024,0,2,,,69,0,1
3072,note_on,,,,,0,0,2,,,71,96,1
3072,note_on,,,,,0,0,4,,,59,96,3
3072,note_off,,,,,512,0,4,,,61,0,3
3072,note_off,,,,,1024,0,3,,,66,0,2
3072,note_on,,,,,0,0,1,,,74,96,0
3072,note_on,,,,,0,0,3,,,66,96,2
4096,note_on,,,,,0,0,2,,,69,96,1
4096,note_off,,,,,1024,0,2,,,71,0,1
4096,note_off,,,,,1024,0,4,,,59,0,3
4096,note_off,,,,,1024,0,5,,,59,0,4
4096,note_on,,,,,0,0,4,,,54,96,3
4096,note_on,,,,,0,0,5,,,54,96,4
5120,note_off,,,,,1024,0,2,,,69,0,1
5120,note_on,,,,,0,0,2,,,69,96,1
5120,note_off,,,,,2048,0,3,,,66,0,2
5120,note_on,,,,,0,0,3,,,66,96,2
5120,note_off,,,,,2048,0,1,,,74,0,0
5120,note_on,,,,,0,0,1,,,73,96,0
5632,note_on,,,,,0,0,3,,,64,96,2
5632,note_off,,,,,512,0,3,,,66,0,2
6144,note_off,,,,,2048,0,5,,,54,0,4
6144,note_off,,,,,1024,0,1,,,73,0,0
6144,note_on,,,,,0,0,1,,,71,96,0
6144,note_off,,,,,512,0,3,,,64,0,2
6144,note_off,,,,,1024,0,2,,,69,0,1
6144,note_on,,,,,0,0,2,,,69,96,1
6144,note_off,,,,,2048,0,4,,,54,0,3
6144,note_on,,,,,0,0,4,,,55,96,3
6144,note_on,,,,,0,0,5,,,55,96,4
6144,note_on,,,,,0,0,3,,,62,96,2
6656,note_off,,,,,512,0,4,,,55,0,3
6656,note_on,,,,,0,0,4,,,54,96,3
6656,note_off,,,,,512,0,5,,,55,0,4
6656,note_on,,,,,0,0,5,,,54,96,4
7168,note_off,,,,,512,0,5,,,54,0,4
7168,note_on,,,,,0,0,5,,,52,96,4
7168,note_off,,,,,1024,0,2,,,69,0,1
7168,note_on,,,,,0,0,3,,,64,96,2
7168,note_on,,,,,0,0,2,,,67,96,1
7168,note_off,,,,,512,0,4,,,54,0,3
7168,note_on,,,,,0,0,4,,,52,96,3
7168,note_off,,,,,1024,0,3,,,62,0,2
7680,note_off,,,,,512,0,3,,,64,0,2
7680,note_on,,,,,0,0,3,,,62,96,2
8192,note_off,,,,,2048,0,1,,,71,0,0
8192,note_on,,,,,0,0,1,,,69,96,0
8192,note_on,,,,,0,0,2,,,69,96,1
8192,note_on,,,,,0,0,5,,,54,96,4
8192,note_off,,,,,1024,0,5,,,52,0,4
8192,note_on,,,,,8192,0,7,,,81,96,6
8192,note_on,,,,,0,0,4,,,54,96,3
8192,note_on,,,,,8192,0,8,,,78,96,7
8192,note_off,,,,,1024,0,4,,,52,0,3
8192,note_off,,,,,1024,0,2,,,67,0,1
8192,note_off,,,,,512,0,3,,,62,0,2
8192,note_on,,,,,0,0,3,,,61,96,2
8192,note_on,,,,,0,0,8,,,66,96,7
8192,note_on,,,,,8192,0,6,,,45,96,5
8704,note_off,,,,,512,0,2,,,69,0,1
8704,note_on,,,,,0,0,2,,,67,96,1
8704,note_on,,,,,0,0,8,,,69,96,7
8704,note_off,,,,,512,0,8,,,66,0,7
9216,note_off,,,,,1024,0,7,,,81,0,6
9216,note_on,,,,,0,0,7,,,74,96,6
9216,note_on,,,,,0,0,8,,,74,96,7
