tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
0,text,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,6,,,,,,,,4,91,45,,,
0,program_change,0,0,6,,,,,,,,4,,,60,,
0,note_on,0,0,6,,,,,,,,4,,,,59,92
0,note_on,0,0,6,,,,,,,,4,,,,64,92
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,channel_prefix,0,1,7,,,,,,,,4,,,,,
0,control_change,0,0,7,,,,,,,,4,7,101,,,
0,control_change,0,0,7,,,,,,,,4,10,35,,,
0,control_change,0,0,7,,,,,,,,4,91,45,,,
0,program_change,0,0,7,,,,,,,,4,,,60,,
0,note_on,0,0,7,,,,,,,,4,,,,52,92
0,note_on,0,0,7,,,,,,,,4,,,,56,92
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,channel_prefix,0,1,8,,,,,,,,5,,,,,
0,control_change,0,0,8,,,,,,,,5,7,99,,,
0,control_change,0,0,8,,,,,,,,5,10,64,,,
0,control_change,0,0,8,,,,,,,,5,91,52,,,
0,program_change,0,0,8,,,,,,,,5,,,56,,
0,note_on,0,0,8,,,,,,,,5,,,,59,92
0,note_on,0,0,8,,,,,,,,5,,,,64,92
0,midi_port,0,1,9,,,,,,,0,,,,,,
0,channel_prefix,0,1,9,,,,,,,,6,,,,,
0,control_change,0,0,9,,,,,,,,6,7,99,,,
0,control_change,0,0,9,,,,,,,,6,10,85,,,
0,control_change,0,0,9,,,,,,,,6,91,53,,,
0,program_change,0,0,9,,,,,,,,6,,,57,,
0,note_on,0,0,9,,,,,,,,6,,,,56,92
0,note_on,0,0,9,,,,,,,,6,,,,59,92
0,midi_port,0,1,10,,,,,,,0,,,,,,
0,control_change,0,0,6,,,,,,,,4,10,35,,,
0,channel_prefix,0,1,10,,,,,,,,6,,,,,
0,control_change,0,0,6,,,,,,,,4,7,101,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
