tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,note,velocity
0,set_tempo,1621620,0,1,0,,,,,,,,
0,note_on,,0,0,2,,,,,,0,70,92
0,note_on,,0,0,2,,,,,,0,67,92
0,note_on,,0,0,1,,,,,,0,79,92
0,program_change,,0,0,1,,,,,19,0,,
0,track_name,,0,1,1,,,,,,,,
0,track_name,,0,1,2,,,,,,,,
0,note_on,,0,0,2,,,,,,0,62,92
0,note_on,,0,0,3,,,,,,0,43,102
0,time_signature,,0,1,0,4,4,24,8,,,,
0,track_name,,0,1,3,,,,,,,,
24,note_off,,24,0,1,,,,,,0,79,64
24,note_on,,0,0,1,,,,,,0,77,92
48,note_off,,24,0,1,,,,,,0,77,64
48,note_on,,0,0,1,,,,,,0,79,92
240,note_off,,192,0,1,,,,,,0,79,64
240,note_on,,0,0,1,,,,,,0,82,92
288,note_off,,48,0,1,,,,,,0,82,64
288,note_on,,0,0,1,,,,,,0,81,92
336,note_off,,48,0,1,,,,,,0,81,64
336,note_on,,0,0,1,,,,,,0,79,92
384,note_off,,384,0,2,,,,,,0,70,64
384,note_off,,0,0,2,,,,,,0,62,64
384,note_off,,48,0,1,,,,,,0,79,64
384,note_on,,0,0,1,,,,,,0,78,92
384,note_off,,0,0,2,,,,,,0,67,64
384,note_off,,384,0,3,,,,,,0,43,64
432,note_on,,0,0,1,,,,,,0,79,92
432,note_off,,48,0,1,,,,,,0,78,64
480,note_off,,48,0,1,,,,,,0,79,64
480,note_on,,0,0,1,,,,,,0,78,92
528,note_off,,48,0,1,,,,,,0,78,64
528,note_on,,0,0,1,,,,,,0,79,92
576,note_off,,48,0,1,,,,,,0,79,64
576,note_on,,0,0,1,,,,,,0,81,92
600,note_on,,0,0,1,,,,,,0,79,92
600,note_off,,24,0,1,,,,,,0,81,64
624,note_off,,24,0,1,,,,,,0,79,64
624,note_on,,0,0,1,,,,,,0,81,92
648,note_off,,24,0,1,,,,,,0,81,64
648,note_on,,0,0,1,,,,,,0,79,92
672,note_on,,0,0,1,,,,,,0,81,92
672,note_off,,24,0,1,,,,,,0,79,64
696,note_off,,24,0,1,,,,,,0,81,64
696,note_on,,0,0,1,,,,,,0,78,92
720,note_on,,0,0,1,,,,,,0,79,92
720,note_off,,24,0,1,,,,,,0,78,64
744,note_off,,24,0,1,,,,,,0,79,64
744,note_on,,0,0,1,,,,,,0,81,92
768,note_on,,0,0,2,,,,,,0,69,92
768,note_on,,0,0,2,,,,,,0,66,92
768,note_on,,384,0,2,,,,,,0,60,92
768,note_off,,24,0,1,,,,,,0,81,64
768,note_on,,0,0,1,,,,,,0,75,92
768,note_on,,384,0,3,,,,,,0,43,102
1008,note_on,,0,0,1,,,,,,0,77,92
1008,note_off,,240,0,1,,,,,,0,75,64
1056,note_off,,48,0,1,,,,,,0,77,64
1056,note_on,,0,0,1,,,,,,0,75,92
1104,note_off,,48,0,1,,,,,,0,75,64
1104,note_on,,0,0,1,,,,,,0,74,92
1152,note_off,,48,0,1,,,,,,0,74,64
1152,note_on,,0,0,1,,,,,,0,72,92
1152,note_off,,0,0,2,,,,,,0,60,64
1152,note_off,,0,0,2,,,,,,0,66,64
1152,note_off,,384,0,2,,,,,,0,69,64
1152,note_off,,384,0,3,,,,,,0,43,64
1200,note_off,,48,0,1,,,,,,0,72,64
1200,note_on,,0,0,1,,,,,,0,74,92
1248,note_on,,0,0,1,,,,,,0,72,92
1248,note_off,,48,0,1,,,,,,0,74,64
1296,note_on,,0,0,1,,,,,,0,74,92
1296,note_off,,48,0,1,,,,,,0,72,64
1344,note_off,,48,0,1,,,,,,0,74,64
1344,note_on,,0,0,1,,,,,,0,75,92
1368,note_off,,24,0,1,,,,,,0,75,64
1368,note_on,,0,0,1,,,,,,0,74,92
1392,note_on,,0,0,1,,,,,,0,75,92
1392,note_off,,24,0,1,,,,,,0,74,64
1416,note_on,,0,0,1,,,,,,0,74,92
1416,note_off,,24,0,1,,,,,,0,75,64
1440,note_off,,24,0,1,,,,,,0,74,64
1440,note_on,,0,0,1,,,,,,0,75,92
1464,note_off,,24,0,1,,,,,,0,75,64
1464,note_on,,0,0,1,,,,,,0,72,92
1488,note_on,,0,0,1,,,,,,0,74,92
1488,note_off,,24,0,1,,,,,,0,72,64
1512,note_on,,0,0,1,,,,,,0,75,92
1512,note_off,,24,0,1,,,,,,0,74,64
1536,note_on,,384,0,3,,,,,,0,43,102
1536,note_on,,384,0,2,,,,,,0,62,92
1536,note_on,,0,0,2,,,,,,0,65,92
1536,note_on,,0,0,2,,,,,,0,68,92
1536,note_on,,0,0,1,,,,,,0,71,92
1536,note_off,,24,0,1,,,,,,0,75,64
1728,note_off,,192,0,1,,,,,,0,71,64
1728,note_on,,0,0,1,,,,,,0,67,92
1776,note_off,,48,0,1,,,,,,0,67,64
1776,note_on,,0,0,1,,,,,,0,71,92
1824,note_off,,48,0,1,,,,,,0,71,64
1824,note_on,,0,0,1,,,,,,0,69,92
1872,note_off,,48,0,1,,,,,,0,69,64
1872,note_on,,0,0,1,,,,,,0,67,92
1920,note_off,,48,0,1,,,,,,0,67,64
1920,note_on,,0,0,1,,,,,,0,74,92
1920,note_off,,0,0,2,,,,,,0,62,64
1920,note_off,,0,0,2,,,,,,0,65,64
1920,note_off,,384,0,2,,,,,,0,68,64
1920,note_off,,384,0,3,,,,,,0,43,64
1968,note_on,,0,0,1,,,,,,0,72,92
1968,note_off,,48,0,1,,,,,,0,74,64
2016,note_off,,48,0,1,,,,,,0,72,64
2016,note_on,,0,0,1,,,,,,0,71,92
2064,note_off,,48,0,1,,,,,,0,71,64
2064,note_on,,0,0,1,,,,,,0,77,92
2112,note_off,,48,0,1,,,,,,0,77,64
2112,note_on,,0,0,1,,,,,,0,75,92
2160,note_off,,48,0,1,,,,,,0,75,64
2160,note_on,,0,0,1,,,,,,0,74,92
2208,note_off,,48,0,1,,,,,,0,74,64
2208,note_on,,0,0,1,,,,,,0,80,92
2256,note_off,,48,0,1,,,,,,0,80,64
2256,note_on,,0,0,1,,,,,,0,79,92
2304,note_on,,0,0,2,,,,,,0,72,92
2304,note_on,,384,0,3,,,,,,0,43,102
2304,note_off,,48,0,1,,,,,,0,79,64
2304,note_on,,0,0,1,,,,,,0,77,92
2304,note_on,,384,0,2,,,,,,0,60,92
2304,note_on,,0,0,2,,,,,,0,67,92
2496,note_off,,192,0,1,,,,,,0,77,64
2496,note_on,,0,0,1,,,,,,0,75,92
2544,note_off,,48,0,1,,,,,,0,75,64
2544,note_on,,0,0,1,,,,,,0,74,92
2592,note_off,,48,0,1,,,,,,0,74,64
2592,note_on,,0,0,1,,,,,,0,72,92
2640,note_off,,48,0,1,,,,,,0,72,64
2640,note_on,,0,0,1,,,,,,0,71,92
2688,note_off,,0,0,2,,,,,,0,60,64
2688,note_off,,0,0,2,,,,,,0,67,64
2688,note_off,,384,0,2,,,,,,0,72,64
2688,note_on,,0,0,1,,,,,,0,72,92
2688,note_off,,48,0,1,,,,,,0,71,64
2688,note_off,,384,0,3,,,,,,0,43,64
2736,note_on,,0,0,1,,,,,,0,67,92
2736,note_off,,48,0,1,,,,,,0,72,64
2784,note_on,,0,0,1,,,,,,0,72,92
2784,note_off,,48,0,1,,,,,,0,67,64
2832,note_on,,0,0,1,,,,,,0,74,92
2832,note_off,,48,0,1,,,,,,0,72,64
2880,note_off,,48,0,1,,,,,,0,74,64
2880,note_on,,0,0,1,,,,,,0,75,92
2928,note_on,,0,0,1,,,,,,0,72,92
2928,note_off,,48,0,1,,,,,,0,75,64
2976,note_off,,48,0,1,,,,,,0,72,64
2976,note_on,,0,0,1,,,,,,0,74,92
3024,note_on,,0,0,1,,,,,,0,75,92
3024,note_off,,48,0,1,,,,,,0,74,64
