tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,text,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,48,1,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,48,2,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,program_change,0,0,5,,,,,,,,52,3,,,,
0,track_name,0,1,10,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,program_change,0,0,6,,,,,,,,52,4,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,program_change,0,0,7,,,,,,,,52,5,,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,
0,program_change,0,0,8,,,,,,,,52,6,,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,
0,track_name,0,1,9,,,,,,,,,,,,,
0,program_change,0,0,9,,,,,,,,52,7,,,,
0,program_change,0,0,10,,,,,,,,19,8,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,
0,key_signature,0,1,0,,,,,D,,,,,,,,
0,program_change,0,0,1,,,,,,,,19,8,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,48,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,625000,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,time_signature,0,1,0,2,4,24,8,,,,,,,,,
240,control_change,240,0,4,,,,,,,,,2,7,90,,
240,note_on,240,0,8,,,,,,,,,6,,,64,89
240,set_tempo,0,1,0,,,,,,333333,,,,,,,
240,control_change,240,0,3,,,,,,,,,1,7,90,,
240,control_change,240,0,2,,,,,,,,,0,7,90,,
240,time_signature,240,1,0,4,2,48,8,,,,,,,,,
360,note_on,360,0,10,,,,,,,,,8,,,57,64
360,note_on,120,0,4,,,,,,,,,2,,,57,64
431,note_on,71,0,4,,,,,,,,,2,,,57,0
431,note_on,71,0,10,,,,,,,,,8,,,57,0
480,note_on,49,0,4,,,,,,,,,2,,,56,64
480,note_on,49,0,10,,,,,,,,,8,,,56,64
551,note_on,71,0,4,,,,,,,,,2,,,56,0
551,note_on,71,0,10,,,,,,,,,8,,,56,0
600,note_on,49,0,4,,,,,,,,,2,,,54,64
600,note_on,49,0,10,,,,,,,,,8,,,54,64
671,note_on,71,0,4,,,,,,,,,2,,,54,0
671,note_on,71,0,10,,,,,,,,,8,,,54,0
720,note_on,49,0,4,,,,,,,,,2,,,52,64
720,note_on,49,0,10,,,,,,,,,8,,,52,64
791,note_on,71,0,4,,,,,,,,,2,,,52,0
791,note_on,71,0,10,,,,,,,,,8,,,52,0
840,note_on,49,0,4,,,,,,,,,2,,,50,64
840,note_on,49,0,10,,,,,,,,,8,,,50,64
911,note_on,71,0,10,,,,,,,,,8,,,50,0
911,note_on,71,0,4,,,,,,,,,2,,,50,0
960,note_on,49,0,4,,,,,,,,,2,,,49,64
960,note_on,49,0,10,,,,,,,,,8,,,49,64
1031,note_on,71,0,10,,,,,,,,,8,,,49,0
1031,note_on,71,0,4,,,,,,,,,2,,,49,0
1080,note_on,49,0,10,,,,,,,,,8,,,47,64
1080,note_on,49,0,4,,,,,,,,,2,,,47,64
1151,note_on,71,0,10,,,,,,,,,8,,,47,0
1151,note_on,71,0,4,,,,,,,,,2,,,47,0
1200,note_on,0,0,8,,,,,,,,,6,,,61,89
1200,note_on,960,0,8,,,,,,,,,6,,,64,0
1200,note_on,49,0,4,,,,,,,,,2,,,45,64
1200,note_on,49,0,10,,,,,,,,,8,,,45,64
1271,note_on,71,0,10,,,,,,,,,8,,,45,0
1271,note_on,71,0,4,,,,,,,,,2,,,45,0
1320,note_on,49,0,4,,,,,,,,,2,,,47,64
1320,note_on,49,0,10,,,,,,,,,8,,,47,64
1391,note_on,71,0,10,,,,,,,,,8,,,47,0
1391,note_on,71,0,4,,,,,,,,,2,,,47,0
1440,note_on,49,0,4,,,,,,,,,2,,,45,64
1440,note_on,49,0,10,,,,,,,,,8,,,45,64
1511,note_on,71,0,4,,,,,,,,,2,,,45,0
1511,note_on,71,0,10,,,,,,,,,8,,,45,0
1560,note_on,49,0,4,,,,,,,,,2,,,43,64
1560,note_on,49,0,10,,,,,,,,,8,,,43,64
1631,note_on,71,0,4,,,,,,,,,2,,,43,0
1631,note_on,71,0,10,,,,,,,,,8,,,43,0
1680,note_on,49,0,4,,,,,,,,,2,,,42,64
1680,note_on,49,0,10,,,,,,,,,8,,,42,64
1680,note_on,480,0,8,,,,,,,,,6,,,61,0
1680,note_on,0,0,8,,,,,,,,,6,,,62,89
1751,note_on,71,0,4,,,,,,,,,2,,,42,0
1751,note_on,71,0,10,,,,,,,,,8,,,42,0
1800,note_on,49,0,10,,,,,,,,,8,,,40,64
1800,note_on,49,0,4,,,,,,,,,2,,,40,64
1871,note_on,71,0,10,,,,,,,,,8,,,40,0
1871,note_on,71,0,4,,,,,,,,,2,,,40,0
1920,note_on,49,0,10,,,,,,,,,8,,,42,64
1920,note_on,49,0,4,,,,,,,,,2,,,42,64
1991,note_on,71,0,4,,,,,,,,,2,,,42,0
1991,note_on,71,0,10,,,,,,,,,8,,,42,0
2040,note_on,49,0,4,,,,,,,,,2,,,44,64
2040,note_on,49,0,10,,,,,,,,,8,,,44,64
2111,note_on,71,0,4,,,,,,,,,2,,,44,0
2111,note_on,71,0,10,,,,,,,,,8,,,44,0
2160,note_on,49,0,4,,,,,,,,,2,,,45,64
2160,note_on,480,0,8,,,,,,,,,6,,,62,0
2160,note_on,0,0,8,,,,,,,,,6,,,61,89
2160,note_on,49,0,10,,,,,,,,,8,,,45,64
2231,note_on,71,0,10,,,,,,,,,8,,,45,0
2231,note_on,71,0,4,,,,,,,,,2,,,45,0
2280,note_on,49,0,10,,,,,,,,,8,,,47,64
2280,note_on,49,0,4,,,,,,,,,2,,,47,64
2351,note_on,71,0,10,,,,,,,,,8,,,47,0
