tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,control,value,note,velocity
0,time_signature,4,4,12,8,0,1,0,,,,,,,
0,track_name,,,,,0,1,9,,,,,,,
0,program_change,,,,,0,0,9,,40,1,,,,
0,control_change,,,,,0,0,9,,,1,7,100,,
0,track_name,,,,,0,1,10,,,,,,,
0,program_change,,,,,0,0,10,,41,2,,,,
0,control_change,,,,,0,0,10,,,2,7,100,,
0,track_name,,,,,0,1,11,,,,,,,
0,control_change,,,,,0,0,8,,,0,7,100,,
0,program_change,,,,,0,0,11,,42,3,,,,
0,track_name,,,,,0,1,12,,,,,,,
0,program_change,,,,,0,0,12,,68,4,,,,
0,control_change,,,,,0,0,12,,,4,7,100,,
0,track_name,,,,,0,1,13,,,,,,,
0,program_change,,,,,0,0,13,,68,5,,,,
0,control_change,,,,,0,0,13,,,5,7,100,,
0,track_name,,,,,0,1,14,,,,,,,
0,control_change,,,,,0,0,11,,,3,7,100,,
0,program_change,,,,,0,0,14,,70,6,,,,
0,program_change,,,,,0,0,8,,40,0,,,,
0,control_change,,,,,0,0,7,,,6,7,100,,
0,control_change,,,,,0,0,2,,,1,7,100,,
0,track_name,,,,,0,1,3,,,,,,,
0,program_change,,,,,0,0,3,,41,2,,,,
0,control_change,,,,,0,0,3,,,2,7,100,,
0,track_name,,,,,0,1,4,,,,,,,
0,program_change,,,,,0,0,4,,42,3,,,,
0,control_change,,,,,0,0,4,,,3,7,100,,
0,track_name,,,,,0,1,8,,,,,,,
0,track_name,,,,,0,1,5,,,,,,,
0,control_change,,,,,0,0,5,,,4,7,100,,
0,track_name,,,,,0,1,6,,,,,,,
0,program_change,,,,,0,0,6,,68,5,,,,
0,control_change,,,,,0,0,6,,,5,7,100,,
0,program_change,,,,,0,0,2,,40,1,,,,
0,track_name,,,,,0,1,7,,,,,,,
0,program_change,,,,,0,0,7,,70,6,,,,
0,program_change,,,,,0,0,5,,68,4,,,,
0,control_change,,,,,0,0,14,,,6,7,100,,
0,track_name,,,,,0,1,2,,,,,,,
0,marker,,,,,0,1,0,,,,,,,
0,set_tempo,,,,,0,1,0,857143,,,,,,
0,track_name,,,,,0,1,1,,,,,,,
0,program_change,,,,,0,0,1,,40,0,,,,
0,control_change,,,,,0,0,1,,,0,7,100,,
951,note_on,,,,,951,0,2,,,1,,,72,82
952,note_on,,,,,952,0,6,,,5,,,76,78
953,note_on,,,,,953,0,7,,,6,,,36,89
956,note_on,,,,,956,0,3,,,2,,,67,87
960,note_on,,,,,960,0,1,,,0,,,76,85
961,note_on,,,,,961,0,4,,,3,,,36,102
966,note_on,,,,,966,0,5,,,4,,,76,100
1225,note_off,,,,,274,0,2,,,1,,,72,64
1231,note_off,,,,,278,0,7,,,6,,,36,64
1243,note_on,,,,,18,0,2,,,1,,,71,70
1251,note_off,,,,,290,0,4,,,3,,,36,64
1254,note_on,,,,,23,0,7,,,6,,,55,80
1259,note_on,,,,,8,0,4,,,3,,,55,80
1286,note_off,,,,,43,0,2,,,1,,,71,64
1288,note_off,,,,,34,0,7,,,6,,,55,64
1290,note_off,,,,,31,0,4,,,3,,,55,64
1300,note_on,,,,,14,0,2,,,1,,,72,78
1308,note_on,,,,,18,0,4,,,3,,,57,72
1310,note_on,,,,,22,0,7,,,6,,,57,80
1338,note_off,,,,,38,0,2,,,1,,,72,64
1345,note_off,,,,,37,0,4,,,3,,,57,64
1349,note_off,,,,,39,0,7,,,6,,,57,64
1356,note_on,,,,,18,0,2,,,1,,,74,82
1362,note_on,,,,,17,0,4,,,3,,,59,89
1365,note_on,,,,,16,0,7,,,6,,,59,89
1394,note_off,,,,,32,0,4,,,3,,,59,64
1398,note_off,,,,,33,0,7,,,6,,,59,64
1401,note_off,,,,,45,0,2,,,1,,,74,64
1419,note_on,,,,,18,0,2,,,1,,,76,63
1427,note_on,,,,,33,0,4,,,3,,,60,100
1430,note_on,,,,,32,0,7,,,6,,,60,78
1468,note_off,,,,,508,0,1,,,0,,,76,64
1470,note_off,,,,,518,0,6,,,5,,,76,64
1478,note_off,,,,,512,0,5,,,4,,,76,64
1487,note_on,,,,,17,0,6,,,5,,,74,70
1493,note_on,,,,,15,0,5,,,4,,,74,60
1493,note_on,,,,,25,0,1,,,0,,,74,70
1505,note_off,,,,,86,0,2,,,1,,,76,64
1541,note_off,,,,,585,0,3,,,2,,,67,64
1544,note_off,,,,,57,0,6,,,5,,,74,64
1546,note_on,,,,,2,0,6,,,5,,,76,76
1549,note_on,,,,,0,0,1,,,0,,,76,82
1549,note_off,,,,,56,0,1,,,0,,,74,64
1552,note_on,,,,,59,0,5,,,4,,,76,80
1553,note_off,,,,,1,0,5,,,4,,,74,64
1600,note_off,,,,,54,0,6,,,5,,,76,64
1601,note_on,,,,,60,0,3,,,2,,,67,82
1603,note_off,,,,,54,0,1,,,0,,,76,64
1605,note_off,,,,,52,0,5,,,4,,,76,64
1607,note_on,,,,,7,0,6,,,5,,,77,66
1608,note_on,,,,,5,0,1,,,0,,,77,78
1609,note_on,,,,,104,0,2,,,1,,,74,82
1610,note_on,,,,,5,0,5,,,4,,,77,70
1644,note_off,,,,,35,0,2,,,1,,,74,64
1647,note_off,,,,,46,0,3,,,2,,,67,64
1651,note_off,,,,,44,0,6,,,5,,,77,64
1657,note_off,,,,,49,0,1,,,0,,,77,64
1666,note_off,,,,,56,0,5,,,4,,,77,64
1667,note_on,,,,,16,0,6,,,5,,,79,78
1670,note_on,,,,,26,0,2,,,1,,,76,85
1672,note_on,,,,,15,0,1,,,0,,,79,80
1673,note_on,,,,,26,0,3,,,2,,,60,68
1674,note_on,,,,,8,0,5,,,4,,,79,87
1714,note_off,,,,,47,0,6,,,5,,,79,64
1720,note_off,,,,,48,0,1,,,0,,,79,64
1720,note_off,,,,,46,0,5,,,4,,,79,64
1727,note_on,,,,,13,0,6,,,5,,,77,72
1730,note_on,,,,,10,0,5,,,4,,,77,80
1734,note_on,,,,,14,0,1,,,0,,,77,82
1743,note_off,,,,,73,0,2,,,1,,,76,64
1752,note_off,,,,,79,0,3,,,2,,,60,64
1780,note_off,,,,,53,0,6,,,5,,,77,64
1783,note_off,,,,,49,0,1,,,0,,,77,64
1786,note_off,,,,,56,0,5,,,4,,,77,64
1788,note_on,,,,,8,0,6,,,5,,,79,68
1791,note_on,,,,,8,0,1,,,0,,,79,74
1794,note_on,,,,,8,0,5,,,4,,,79,82
1834,note_off,,,,,43,0,1,,,0,,,79,64
1835,note_off,,,,,47,0,6,,,5,,,79,64
1840,note_off,,,,,46,0,5,,,4,,,79,64
1847,note_on,,,,,12,0,6,,,5,,,81,76
1849,note_on,,,,,15,0,1,,,0,,,81,82
1849,note_on,,,,,97,0,3,,,2,,,64,78
1852,note_on,,,,,12,0,5,,,4,,,81,87
1856,note_on,,,,,113,0,2,,,1,,,72,80
1884,note_off,,,,,28,0,2,,,1,,,72,64
1885,note_off,,,,,36,0,3,,,2,,,64,64
1892,note_off,,,,,43,0,1,,,0,,,81,64
1899,note_off,,,,,52,0,6,,,5,,,81,64
1903,note_off,,,,,51,0,5,,,4,,,81,64
1915,note_on,,,,,31,0,2,,,1,,,69,68
1915,note_on,,,,,23,0,1,,,0,,,74,70
1917,note_on,,,,,32,0,3,,,2,,,65,64
1917,note_on,,,,,18,0,6,,,5,,,74,60
1921,note_on,,,,,18,0,5,,,4,,,74,82
2037,note_off,,,,,607,0,7,,,6,,,60,64
