tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity
0,track_name,0,1,0,,,,,,,,,,
0,note_on,0,0,2,,,,,,,,1,58,64
0,note_on,0,0,2,,,,,,,,1,61,64
0,program_change,0,0,2,,,,,,,0,1,,
0,track_name,0,1,2,,,,,,,,,,
0,program_change,0,0,1,,,,,,,0,0,,
0,track_name,0,1,1,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,
0,set_tempo,0,1,0,,,,,,1111111,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,
120,note_on,0,0,1,,,,,,,,0,70,64
120,note_on,0,0,2,,,,,,,,1,58,64
120,note_on,120,0,2,,,,,,,,1,58,0
120,note_on,120,0,1,,,,,,,,0,65,64
180,note_on,60,0,1,,,,,,,,0,70,0
180,note_on,0,0,1,,,,,,,,0,72,64
240,note_on,0,0,1,,,,,,,,0,70,64
240,note_on,0,0,1,,,,,,,,0,73,64
240,note_on,0,0,1,,,,,,,,0,65,0
240,note_on,120,0,2,,,,,,,,1,58,0
240,note_on,0,0,2,,,,,,,,1,61,0
240,note_on,0,0,2,,,,,,,,1,58,64
240,note_on,60,0,1,,,,,,,,0,72,0
360,note_on,0,0,2,,,,,,,,1,61,64
360,note_on,0,0,1,,,,,,,,0,73,64
360,note_on,120,0,2,,,,,,,,1,58,0
360,note_on,0,0,1,,,,,,,,0,65,64
360,note_on,0,0,1,,,,,,,,0,73,0
360,note_on,120,0,1,,,,,,,,0,70,0
360,note_on,0,0,2,,,,,,,,1,58,64
360,note_on,0,0,1,,,,,,,,0,70,64
480,note_on,0,0,1,,,,,,,,0,70,64
480,note_on,0,0,1,,,,,,,,0,65,0
480,note_on,0,0,2,,,,,,,,1,58,64
480,note_on,0,0,2,,,,,,,,1,63,64
480,note_on,0,0,2,,,,,,,,1,61,0
480,note_on,0,0,1,,,,,,,,0,73,64
480,note_on,0,0,1,,,,,,,,0,66,64
480,note_on,0,0,1,,,,,,,,0,70,0
480,note_on,120,0,1,,,,,,,,0,73,0
480,note_on,120,0,2,,,,,,,,1,58,0
600,note_on,120,0,1,,,,,,,,0,70,0
