tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,pitch,note,velocity
2066,note_on,,0,0,1,,,,,,1,,61,127
2066,note_on,,0,0,1,,,,,,4,,64,127
2459,note_off,,0,0,1,,,,,,1,,73,127
2459,note_off,,0,0,1,,,,,,4,,64,127
2459,note_off,,393,0,1,,,,,,10,,57,127
2459,note_off,,0,0,1,,,,,,1,,61,127
2459,note_off,,0,0,1,,,,,,10,,69,127
2459,note_off,,0,0,1,,,,,,7,,55,127
2460,note_on,,0,0,1,,,,,,6,,54,127
2460,note_on,,0,0,1,,,,,,10,,57,127
2460,note_on,,1,0,1,,,,,,10,,69,127
2460,note_on,,0,0,1,,,,,,6,,66,127
2460,note_on,,0,0,1,,,,,,2,,62,127
2460,note_on,,0,0,1,,,,,,2,,74,127
2853,note_off,,393,0,1,,,,,,6,,54,127
2853,note_off,,0,0,1,,,,,,2,,74,127
2854,note_on,,1,0,1,,,,,,4,,76,127
2854,note_on,,0,0,1,,,,,,4,,52,127
3247,note_off,,0,0,1,,,,,,10,,57,127
3247,note_off,,0,0,1,,,,,,6,,66,127
3247,note_off,,393,0,1,,,,,,4,,52,127
3247,note_off,,0,0,1,,,,,,4,,76,127
3247,note_off,,0,0,1,,,,,,2,,62,127
3248,note_on,,1,0,1,,,,,,6,,78,127
3248,note_on,,0,0,1,,,,,,2,,50,127
3248,note_on,,0,0,1,,,,,,10,,57,127
3640,note_off,,392,0,1,,,,,,10,,69,127
3641,note_off,,1,0,1,,,,,,10,,57,127
3641,note_off,,0,0,1,,,,,,2,,50,127
3641,note_off,,0,0,1,,,,,,6,,78,127
3642,note_on,,0,0,1,,,,,,10,,57,127
3642,note_on,,0,0,1,,,,,,4,,64,127
3642,note_on,,1,0,1,,,,,,1,,73,127
3642,note_on,,0,0,1,,,,,,10,,69,127
4035,note_off,,393,0,1,,,,,,10,,69,127
4035,note_off,,0,0,1,,,,,,1,,73,127
4036,note_on,,1,0,1,,,,,,10,,69,127
4429,note_off,,393,0,1,,,,,,10,,69,127
4429,note_off,,0,0,1,,,,,,10,,57,127
4429,note_off,,0,0,1,,,,,,4,,64,127
4430,note_on,,0,0,1,,,,,,6,,54,127
4430,note_on,,0,0,1,,,,,,10,,57,127
4430,note_on,,0,0,1,,,,,,6,,66,127
4430,note_on,,0,0,1,,,,,,2,,74,127
4430,note_on,,1,0,1,,,,,,2,,62,127
4430,note_on,,0,0,1,,,,,,10,,69,127
4823,note_off,,393,0,1,,,,,,6,,54,127
4823,note_off,,0,0,1,,,,,,10,,57,127
4823,note_off,,0,0,1,,,,,,6,,66,127
4823,note_off,,0,0,1,,,,,,10,,69,127
4823,note_off,,0,0,1,,,,,,2,,74,127
4823,note_off,,0,0,1,,,,,,2,,62,127
4824,note_on,,0,0,1,,,,,,7,,55,127
4824,note_on,,0,0,1,,,,,,12,,59,127
4824,note_on,,0,0,1,,,,,,12,,71,127
4824,note_on,,0,0,1,,,,,,2,,62,127
4824,note_on,,1,0,1,,,,,,7,,67,127
5217,note_off,,0,0,1,,,,,,7,,67,127
5217,note_off,,393,0,1,,,,,,7,,55,127
5217,note_off,,0,0,1,,,,,,12,,71,127
5218,note_on,,1,0,1,,,,,,10,,69,127
5218,note_on,,0,0,1,,,,,,6,,54,127
5611,note_off,,393,0,1,,,,,,6,,54,127
5611,note_off,,0,0,1,,,,,,10,,69,127
5612,note_on,,1,0,1,,,,,,7,,67,127
5612,note_on,,0,0,1,,,,,,4,,52,127
6004,note_off,,0,0,1,,,,,,2,,62,127
6004,note_off,,392,0,1,,,,,,12,,59,127
6005,note_off,,1,0,1,,,,,,4,,52,127
6005,note_off,,0,0,1,,,,,,7,,67,127
6006,note_on,,1,0,1,,,,,,10,,69,127
6006,note_on,,0,0,1,,,,,,2,,62,127
6006,note_on,,0,0,1,,,,,,6,,54,127
6006,note_on,,0,0,1,,,,,,10,,57,127
6399,note_off,,393,0,1,,,,,,6,,54,127
6399,note_off,,0,0,1,,,,,,10,,69,127
6400,note_on,,1,0,1,,,,,,7,,67,127
6400,note_on,,0,0,1,,,,,,4,,52,127
6793,note_off,,0,0,1,,,,,,7,,67,127
6793,note_off,,393,0,1,,,,,,4,,52,127
6794,note_on,,1,0,1,,,,,,6,,66,127
6794,note_on,,0,0,1,,,,,,2,,50,127
7186,note_off,,392,0,1,,,,,,10,,57,127
7186,note_off,,0,0,1,,,,,,2,,62,127
7187,note_off,,1,0,1,,,,,,2,,50,127
7187,note_off,,0,0,1,,,,,,6,,66,127
7188,note_on,,1,0,1,,,,,,2,,62,127
7188,note_on,,0,0,1,,,,,,12,,71,127
7188,note_on,,0,0,1,,,,,,7,,55,127
7188,note_on,,0,0,1,,,,,,4,,52,127
7188,note_on,,0,0,1,,,,,,7,,43,127
7384,note_off,,196,0,1,,,,,,12,,71,127
7385,note_on,,1,0,1,,,,,,4,,64,127
7578,note_off,,193,0,1,,,,,,2,,62,127
7581,note_off,,3,0,1,,,,,,4,,64,127
7581,note_off,,0,0,1,,,,,,7,,43,127
7581,note_off,,0,0,1,,,,,,7,,55,127
7582,note_on,,1,0,1,,,,,,1,,61,127
7582,note_on,,0,0,1,,,,,,6,,66,127
7582,note_on,,0,0,1,,,,,,10,,45,127
7713,note_off,,131,0,1,,,,,,6,,66,127
7713,note_on,,0,0,1,,,,,,4,,64,127
7779,note_on,,0,0,1,,,,,,6,,66,127
7779,note_off,,66,0,1,,,,,,4,,64,127
7845,note_off,,66,0,1,,,,,,6,,66,127
7845,note_on,,0,0,1,,,,,,4,,64,127
7911,note_on,,0,0,1,,,,,,6,,66,127
7911,note_off,,66,0,1,,,,,,4,,64,127
7976,note_off,,65,0,1,,,,,,4,,52,127
7977,note_on,,0,0,1,,,,,,7,,55,127
7977,note_off,,1,0,1,,,,,,6,,66,127
7977,note_on,,0,0,1,,,,,,4,,64,127
8172,note_off,,195,0,1,,,,,,4,,64,127
8173,note_off,,1,0,1,,,,,,1,,61,127
8174,note_on,,1,0,1,,,,,,2,,62,127
8370,note_off,,196,0,1,,,,,,2,,62,127
8370,note_off,,0,0,1,,,,,,7,,55,127
8370,note_off,,0,0,1,,,,,,10,,45,127
8371,note_on,,0,0,1,,,,,,6,,54,127
8371,note_on,,0,0,1,,,,,,2,,50,127
8371,note_on,,1,0,1,,,,,,10,,57,127
8371,note_on,,0,0,1,,,,,,2,,62,127
8765,note_on,,394,0,1,,,,,,10,,69,127
9158,note_off,,393,0,1,,,,,,10,,69,127
9158,note_off,,0,0,1,,,,,,6,,54,127
9158,note_off,,0,0,1,,,,,,2,,50,127
9158,note_off,,0,0,1,,,,,,2,,62,127
9158,note_off,,0,0,1,,,,,,10,,57,127
9159,note_on,,1,0,1,,,,,,6,,78,127
9355,note_off,,196,0,1,,,,,,6,,78,127
9356,note_on,,1,0,1,,,,,,4,,76,127
9552,note_off,,196,0,1,,,,,,4,,76,127
9553,note_on,,1,0,1,,,,,,4,,76,127
9946,note_off,,393,0,1,,,,,,4,,76,127
9947,note_on,,1,0,1,,,,,,10,,69,127
9947,note_on,,0,0,1,,,,,,10,,57,127
10340,note_off,,393,0,1,,,,,,10,,57,127
10341,note_on,,1,0,1,,,,,,6,,66,127
10537,note_off,,196,0,1,,,,,,6,,66,127
10538,note_on,,1,0,1,,,,,,4,,64,127
10734,note_off,,196,0,1,,,,,,4,,64,127
10735,note_on,,1,0,1,,,,,,4,,64,127
11127,note_off,,392,0,1,,,,,,10,,69,127
11129,note_on,,2,0,1,,,,,,10,,57,127
11522,note_off,,393,0,1,,,,,,10,,57,127
11522,note_off,,0,0,1,,,,,,4,,64,127
11523,note_on,,1,0,1,,,,,,1,,73,127
11523,note_on,,0,0,1,,,,,,10,,69,127
11523,note_on,,0,0,1,,,,,,7,,67,127
11916,note_off,,393,0,1,,,,,,7,,67,127
11916,note_off,,0,0,1,,,,,,10,,69,127
11916,note_off,,0,0,1,,,,,,1,,73,127
11917,note_on,,0,0,1,,,,,,6,,66,127
11917,note_on,,0,0,1,,,,,,12,,71,127
11917,note_on,,1,0,1,,,,,,2,,74,127
11917,note_on,,0,0,1,,,,,,10,,69,127
12310,note_off,,393,0,1,,,,,,6,,66,127
12310,note_off,,0,0,1,,,,,,12,,71,127
12310,note_off,,0,0,1,,,,,,10,,69,127
12310,note_off,,0,0,1,,,,,,2,,74,127
12311,note_on,,1,0,1,,,,,,4,,76,127
12311,note_on,,0,0,1,,,,,,7,,67,127
12311,note_on,,0,0,1,,,,,,1,,73,127
12311,note_on,,0,0,1,,,,,,4,,64,127
12704,note_off,,0,0,1,,,,,,4,,76,127
12704,note_off,,0,0,1,,,,,,1,,73,127
12704,note_off,,393,0,1,,,,,,4,,64,127
12704,note_off,,0,0,1,,,,,,7,,67,127
12705,note_on,,1,0,1,,,,,,6,,78,127
12705,note_on,,0,0,1,,,,,,2,,74,127
12705,note_on,,0,0,1,,,,,,10,,69,127
12705,note_on,,0,0,1,,,,,,2,,62,127
13098,note_off,,393,0,1,,,,,,2,,62,127
13098,note_off,,0,0,1,,,,,,10,,69,127
13098,note_off,,0,0,1,,,,,,2,,74,127
13098,note_off,,0,0,1,,,,,,6,,78,127
13099,note_on,,0,0,1,,,,,,10,,57,127
13099,note_on,,0,0,1,,,,,,4,,64,127
13099,note_on,,1,0,1,,,,,,1,,73,127
13099,note_on,,0,0,1,,,,,,10,,69,127
13492,note_off,,393,0,1,,,,,,10,,69,127
13492,note_off,,0,0,1,,,,,,1,,73,127
13493,note_on,,1,0,1,,,,,,1,,61,127
13493,note_on,,0,0,1,,,,,,10,,69,127
13886,note_off,,393,0,1,,,,,,10,,69,127
13886,note_off,,0,0,1,,,,,,1,,61,127
13886,note_off,,0,0,1,,,,,,4,,64,127
13886,note_off,,0,0,1,,,,,,10,,57,127
13887,note_on,,0,0,1,,,,,,6,,54,127
13887,note_on,,0,0,1,,,,,,10,,57,127
13887,note_on,,0,0,1,,,,,,10,,69,127
13887,note_on,,0,0,1,,,,,,2,,74,127
13887,note_on,,1,0,1,,,,,,2,,62,127
13887,note_on,,0,0,1,,,,,,6,,66,127
14280,note_off,,393,0,1,,,,,,6,,54,127
14280,note_off,,0,0,1,,,,,,10,,57,127
14280,note_off,,0,0,1,,,,,,10,,69,127
14280,note_off,,0,0,1,,,,,,6,,66,127
14280,note_off,,0,0,1,,,,,,2,,74,127
14280,note_off,,0,0,1,,,,,,2,,62,127
14281,note_on,,1,0,1,,,,,,7,,67,127
14281,note_on,,0,0,1,,,,,,2,,62,127
14281,note_on,,0,0,1,,,,,,12,,71,127
14281,note_on,,0,0,1,,,,,,7,,55,127
14674,note_off,,0,0,1,,,,,,7,,67,127
14674,note_off,,393,0,1,,,,,,7,,55,127
14674,note_off,,0,0,1,,,,,,12,,71,127
14675,note_on,,0,0,1,,,,,,6,,66,127
14675,note_on,,1,0,1,,,,,,10,,69,127
14675,note_on,,0,0,1,,,,,,10,,57,127
15068,note_off,,0,0,1,,,,,,2,,62,127
15068,note_off,,393,0,1,,,,,,10,,57,127
15068,note_off,,0,0,1,,,,,,6,,66,127
15068,note_off,,0,0,1,,,,,,10,,69,127
15069,note_on,,1,0,1,,,,,,7,,67,127
15069,note_on,,0,0,1,,,,,,4,,64,127
15069,note_on,,0,0,1,,,,,,12,,59,127
15462,note_off,,393,0,1,,,,,,12,,59,127
15462,note_off,,0,0,1,,,,,,4,,64,127
15462,note_off,,0,0,1,,,,,,7,,67,127
15463,note_on,,0,0,1,,,,,,6,,54,127
15463,note_on,,0,0,1,,,,,,6,,66,127
15463,note_on,,1,0,1,,,,,,10,,69,127
15463,note_on,,0,0,1,,,,,,2,,62,127
15856,note_off,,393,0,1,,,,,,6,,54,127
15856,note_off,,0,0,1,,,,,,6,,66,127
15856,note_off,,0,0,1,,,,,,10,,69,127
15857,note_on,,1,0,1,,,,,,7,,67,127
15857,note_on,,0,0,1,,,,,,4,,64,127
15857,note_on,,0,0,1,,,,,,7,,55,127
16250,note_off,,0,0,1,,,,,,7,,67,127
16250,note_off,,0,0,1,,,,,,2,,62,127
16250,note_off,,393,0,1,,,,,,7,,55,127
16250,note_off,,0,0,1,,,,,,4,,64,127
16251,note_on,,0,0,1,,,,,,2,,62,127
16251,note_on,,1,0,1,,,,,,6,,66,127
16251,note_on,,0,0,1,,,,,,10,,57,127
16644,note_off,,393,0,1,,,,,,10,,57,127
16644,note_off,,0,0,1,,,,,,2,,62,127
16644,note_off,,0,0,1,,,,,,6,,66,127
16645,note_on,,1,0,1,,,,,,2,,62,127
16645,note_on,,0,0,1,,,,,,12,,71,127
16645,note_on,,0,0,1,,,,,,7,,55,127
16841,note_off,,196,0,1,,,,,,12,,71,127
16842,note_on,,1,0,1,,,,,,4,,64,127
17038,note_off,,196,0,1,,,,,,4,,64,127
17038,note_off,,0,0,1,,,,,,7,,55,127
17039,note_on,,1,0,1,,,,,,4,,64,127
17039,note_on,,0,0,1,,,,,,10,,57,127
17235,note_off,,196,0,1,,,,,,4,,64,127
17236,note_on,,1,0,1,,,,,,6,,66,127
17432,note_off,,196,0,1,,,,,,6,,66,127
17432,note_off,,0,0,1,,,,,,2,,62,127
17433,note_on,,1,0,1,,,,,,1,,61,127
17433,note_on,,0,0,1,,,,,,7,,67,127
17629,note_off,,196,0,1,,,,,,7,,67,127
17630,note_on,,1,0,1,,,,,,10,,69,127
17823,note_off,,193,0,1,,,,,,1,,61,127
17826,note_off,,0,0,1,,,,,,10,,57,127
17826,note_off,,3,0,1,,,,,,10,,69,127
17827,note_on,,0,0,1,,,,,,6,,66,127
17827,note_on,,1,0,1,,,,,,2,,62,127
18220,note_off,,393,0,1,,,,,,6,,66,127
18220,note_off,,0,0,1,,,,,,2,,62,127
18221,note_on,,1,0,1,,,,,,2,,62,127
18221,note_on,,0,0,1,,,,,,12,,59,127
18417,note_off,,196,0,1,,,,,,2,,62,127
18418,note_on,,1,0,1,,,,,,4,,64,127
18614,note_off,,196,0,1,,,,,,4,,64,127
18615,note_on,,1,0,1,,,,,,6,,66,127
18615,note_on,,0,0,1,,,,,,2,,62,127
18811,note_off,,196,0,1,,,,,,6,,66,127
18812,note_on,,1,0,1,,,,,,7,,67,127
19005,note_off,,193,0,1,,,,,,2,,62,127
19008,note_off,,3,0,1,,,,,,7,,67,127
19008,note_off,,0,0,1,,,,,,12,,59,127
19009,note_on,,1,0,1,,,,,,10,,69,127
19009,note_on,,0,0,1,,,,,,4,,64,127
19009,note_on,,0,0,1,,,,,,6,,66,127
19009,note_on,,0,0,1,,,,,,1,,61,127
19402,note_off,,0,0,1,,,,,,4,,64,127
19402,note_off,,0,0,1,,,,,,10,,69,127
19402,note_off,,393,0,1,,,,,,1,,61,127
19402,note_off,,0,0,1,,,,,,6,,66,127
19403,note_on,,1,0,1,,,,,,2,,62,127
19403,note_on,,0,0,1,,,,,,8,,68,127
19403,note_on,,0,0,1,,,,,,12,,71,127
19403,note_on,,0,0,1,,,,,,12,,59,127
19796,note_off,,393,0,1,,,,,,12,,59,127
19796,note_off,,0,0,1,,,,,,12,,71,127
19796,note_off,,0,0,1,,,,,,8,,68,127
19796,note_off,,0,0,1,,,,,,2,,62,127
19797,note_on,,0,0,1,,,,,,10,,57,127
19797,note_on,,0,0,1,,,,,,4,,64,127
19797,note_on,,0,0,1,,,,,,1,,61,127
19797,note_on,,1,0,1,,,,,,10,,69,127
19797,note_on,,0,0,1,,,,,,1,,73,127
20190,note_off,,393,0,1,,,,,,10,,57,127
20190,note_off,,0,0,1,,,,,,4,,64,127
20190,note_off,,0,0,1,,,,,,1,,73,127
20190,note_off,,0,0,1,,,,,,1,,61,127
20190,note_off,,0,0,1,,,,,,10,,69,127
20191,note_on,,1,0,1,,,,,,2,,74,127
20191,note_on,,0,0,1,,,,,,4,,64,127
20191,note_on,,0,0,1,,,,,,12,,71,127
20191,note_on,,0,0,1,,,,,,12,,59,127
20191,note_on,,0,0,1,,,,,,8,,56,127
20584,note_off,,0,0,1,,,,,,2,,74,127
20584,note_off,,393,0,1,,,,,,8,,56,127
20585,note_on,,1,0,1,,,,,,4,,76,127
20585,note_on,,0,0,1,,,,,,4,,52,127
20781,note_off,,196,0,1,,,,,,4,,76,127
20782,note_on,,1,0,1,,,,,,2,,74,127
20978,note_off,,0,0,1,,,,,,4,,64,127
20978,note_off,,0,0,1,,,,,,12,,71,127
20978,note_off,,196,0,1,,,,,,2,,74,127
20978,note_off,,0,0,1,,,,,,4,,52,127
20978,note_off,,0,0,1,,,,,,12,,59,127
20979,note_on,,1,0,1,,,,,,1,,73,127
20979,note_on,,0,0,1,,,,,,4,,64,127
20979,note_on,,0,0,1,,,,,,10,,69,127
20979,note_on,,0,0,1,,,,,,10,,57,127
21175,note_off,,196,0,1,,,,,,1,,73,127
21176,note_on,,1,0,1,,,,,,2,,74,127
21369,note_off,,193,0,1,,,,,,10,,69,127
21369,note_off,,0,0,1,,,,,,4,,64,127
21372,note_off,,3,0,1,,,,,,2,,74,127
21372,note_off,,0,0,1,,,,,,10,,57,127
21373,note_on,,1,0,1,,,,,,12,,71,127
21373,note_on,,0,0,1,,,,,,6,,66,127
21373,note_on,,0,0,1,,,,,,2,,62,127
21373,note_on,,0,0,1,,,,,,2,,50,127
21569,note_off,,0,0,1,,,,,,12,,71,127
21569,note_off,,196,0,1,,,,,,2,,62,127
21570,note_on,,0,0,1,,,,,,1,,61,127
21570,note_on,,1,0,1,,,,,,10,,69,127
21763,note_off,,193,0,1,,,,,,2,,50,127
21763,note_off,,0,0,1,,,,,,6,,66,127
21766,note_off,,3,0,1,,,,,,1,,61,127
21766,note_off,,0,0,1,,,,,,10,,69,127
21767,note_on,,1,0,1,,,,,,10,,69,127
21767,note_on,,0,0,1,,,,,,4,,64,127
21767,note_on,,0,0,1,,,,,,4,,52,127
21767,note_on,,0,0,1,,,,,,12,,59,127
21898,note_off,,131,0,1,,,,,,10,,69,127
21898,note_on,,0,0,1,,,,,,8,,68,127
21964,note_on,,0,0,1,,,,,,10,,69,127
21964,note_off,,66,0,1,,,,,,8,,68,127
22030,note_on,,0,0,1,,,,,,8,,68,127
22030,note_off,,66,0,1,,,,,,10,,69,127
22096,note_off,,66,0,1,,,,,,8,,68,127
22096,note_on,,0,0,1,,,,,,10,,69,127
22161,note_off,,65,0,1,,,,,,12,,59,127
22162,note_off,,1,0,1,,,,,,10,,69,127
22162,note_on,,0,0,1,,,,,,8,,68,127
22162,note_on,,0,0,1,,,,,,2,,62,127
22357,note_off,,195,0,1,,,,,,8,,68,127
22359,note_on,,2,0,1,,,,,,10,,69,127
22555,note_off,,0,0,1,,,,,,4,,64,127
22555,note_off,,0,0,1,,,,,,4,,52,127
22555,note_off,,0,0,1,,,,,,2,,62,127
22555,note_off,,196,0,1,,,,,,10,,69,127
22556,note_on,,1,0,1,,,,,,4,,64,127
22556,note_on,,0,0,1,,,,,,10,,69,127
22556,note_on,,0,0,1,,,,,,1,,61,127
22556,note_on,,0,0,1,,,,,,10,,57,127
22949,note_off,,393,0,1,,,,,,4,,64,127
22966,note_on,,17,0,1,,,,,,4,,76,127
22966,note_on,,0,0,1,,,,,,1,,73,127
23343,note_off,,377,0,1,,,,,,10,,57,127
23343,note_off,,0,0,1,,,,,,1,,61,127
23343,note_off,,0,0,1,,,,,,10,,69,127
23359,note_off,,0,0,1,,,,,,4,,76,127
23359,note_off,,16,0,1,,,,,,1,,73,127
23360,note_on,,1,0,1,,,,,,2,,74,127
23360,note_on,,0,0,1,,,,,,6,,78,127
23753,note_off,,393,0,1,,,,,,6,,78,127
23753,note_off,,0,0,1,,,,,,2,,74,127
23754,note_on,,1,0,1,,,,,,7,,79,127
23754,note_on,,0,0,1,,,,,,4,,76,127
24148,note_on,,394,0,1,,,,,,7,,67,127
24148,note_on,,0,0,1,,,,,,4,,64,127
24541,note_off,,393,0,1,,,,,,4,,64,127
24541,note_off,,0,0,1,,,,,,7,,67,127
24542,note_on,,0,0,1,,,,,,10,,69,127
24542,note_on,,1,0,1,,,,,,6,,66,127
24934,note_off,,392,0,1,,,,,,4,,76,127
24934,note_off,,0,0,1,,,,,,7,,79,127
24935,note_off,,1,0,1,,,,,,10,,69,127
24935,note_off,,0,0,1,,,,,,6,,66,127
24936,note_on,,1,0,1,,,,,,7,,67,127
24936,note_on,,0,0,1,,,,,,12,,71,127
25329,note_off,,393,0,1,,,,,,12,,71,127
25329,note_off,,0,0,1,,,,,,7,,67,127
25330,note_on,,1,0,1,,,,,,6,,66,127
25330,note_on,,0,0,1,,,,,,10,,69,127
25330,note_on,,0,0,1,,,,,,12,,71,127
25330,note_on,,0,0,1,,,,,,2,,74,127
25723,note_off,,0,0,1,,,,,,6,,66,127
25723,note_off,,393,0,1,,,,,,2,,74,127
25723,note_off,,0,0,1,,,,,,12,,71,127
25723,note_off,,0,0,1,,,,,,10,,69,127
25724,note_on,,1,0,1,,,,,,4,,64,127
25724,note_on,,0,0,1,,,,,,7,,67,127
25724,note_on,,0,0,1,,,,,,1,,73,127
25724,note_on,,0,0,1,,,,,,4,,76,127
26117,note_off,,393,0,1,,,,,,4,,76,127
26117,note_off,,0,0,1,,,,,,1,,73,127
26117,note_off,,0,0,1,,,,,,7,,67,127
26117,note_off,,0,0,1,,,,,,4,,64,127
26118,note_on,,0,0,1,,,,,,6,,78,127
26118,note_on,,0,0,1,,,,,,2,,74,127
26118,note_on,,1,0,1,,,,,,10,,69,127
26118,note_on,,0,0,1,,,,,,2,,62,127
26511,note_off,,0,0,1,,,,,,2,,62,127
26511,note_off,,393,0,1,,,,,,6,,78,127
26512,note_on,,0,0,1,,,,,,7,,79,127
26512,note_on,,1,0,1,,,,,,4,,64,127
26905,note_off,,0,0,1,,,,,,4,,64,127
26905,note_off,,393,0,1,,,,,,7,,79,127
26906,note_on,,0,0,1,,,,,,10,,81,127
26906,note_on,,1,0,1,,,,,,6,,66,127
27298,note_off,,392,0,1,,,,,,2,,74,127
27298,note_off,,0,0,1,,,,,,10,,69,127
27299,note_off,,1,0,1,,,,,,10,,81,127
27299,note_off,,0,0,1,,,,,,6,,66,127
27300,note_on,,1,0,1,,,,,,7,,67,127
27300,note_on,,0,0,1,,,,,,12,,83,127
27300,note_on,,0,0,1,,,,,,7,,79,127
27496,note_off,,0,0,1,,,,,,12,,83,127
27496,note_off,,196,0,1,,,,,,7,,79,127
27497,note_on,,1,0,1,,,,,,6,,78,127
27497,note_on,,0,0,1,,,,,,10,,81,127
27693,note_off,,196,0,1,,,,,,10,,81,127
27693,note_off,,0,0,1,,,,,,6,,78,127
27693,note_off,,0,0,1,,,,,,7,,67,127
27694,note_on,,1,0,1,,,,,,1,,61,127
27694,note_on,,0,0,1,,,,,,4,,76,127
27792,note_on,,98,0,1,,,,,,6,,78,127
27858,note_off,,66,0,1,,,,,,6,,78,127
27891,note_on,,33,0,1,,,,,,7,,79,127
28087,note_off,,196,0,1,,,,,,1,,61,127
28088,note_on,,1,0,1,,,,,,2,,62,127
28281,note_off,,193,0,1,,,,,,7,,79,127
28284,note_off,,3,0,1,,,,,,4,,76,127
28285,note_on,,1,0,1,,,,,,2,,74,127
28285,note_on,,0,0,1,,,,,,6,,78,127
28481,note_off,,196,0,1,,,,,,6,,78,127
28481,note_off,,0,0,1,,,,,,2,,74,127
28481,note_off,,0,0,1,,,,,,2,,62,127
28482,note_on,,1,0,1,,,,,,7,,55,127
28482,note_on,,0,0,1,,,,,,4,,76,127
28482,note_on,,0,0,1,,,,,,2,,74,127
28875,note_off,,393,0,1,,,,,,7,,55,127
28876,note_on,,1,0,1,,,,,,4,,52,127
29072,note_off,,196,0,1,,,,,,4,,76,127
29073,note_on,,1,0,1,,,,,,6,,78,127
29269,note_off,,196,0,1,,,,,,6,,78,127
29269,note_off,,0,0,1,,,,,,4,,52,127
29269,note_off,,0,0,1,,,,,,2,,74,127
29270,note_on,,1,0,1,,,,,,10,,57,127
29270,note_on,,0,0,1,,,,,,1,,73,127
29270,note_on,,0,0,1,,,,,,7,,79,127
29466,note_off,,196,0,1,,,,,,7,,79,127
29467,note_on,,1,0,1,,,,,,10,,81,127
29660,note_off,,193,0,1,,,,,,1,,73,127
29663,note_off,,3,0,1,,,,,,10,,81,127
29663,note_off,,0,0,1,,,,,,10,,57,127
29664,note_on,,0,0,1,,,,,,2,,74,127
29664,note_on,,1,0,1,,,,,,2,,62,127
29664,note_on,,0,0,1,,,,,,6,,78,127
29860,note_off,,196,0,1,,,,,,6,,78,127
29860,note_off,,0,0,1,,,,,,2,,62,127
29861,note_on,,1,0,1,,,,,,7,,55,127
29861,note_on,,0,0,1,,,,,,7,,79,127
30057,note_off,,196,0,1,,,,,,7,,79,127
30057,note_off,,0,0,1,,,,,,7,,55,127
30058,note_on,,1,0,1,,,,,,10,,57,127
30058,note_on,,0,0,1,,,,,,6,,78,127
30189,note_on,,0,0,1,,,,,,4,,76,127
