tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,,,,,,,0,1,,,,
0,control_change,0,0,2,,,,,,,,,,,,,,,1,7,127,,
0,control_change,0,0,2,,,,,,,,,,,,,,,1,10,64,,
0,midi_port,0,1,3,,,,,,,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,,,,,,,0,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,,,,,,,0,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,,,,,,,0,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,8,,,,,,,,,,,,,0,,,,,,
0,midi_port,0,1,2,,,,,,,,,,,,,0,,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,8,,,,,,,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,,,,,,,0,0,,,,
0,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,110
0,control_change,0,0,1,,,,,,,,,,,,,,,0,10,64,,
0,smpte_offset,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,7,127,,
0,time_signature,0,1,0,,,,,,,2,4,24,8,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,,,,,,,0,,,,,,
0,set_tempo,0,1,0,,,,,,,,,,,,545455,,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,F,,,,,,,,
160,note_on,160,0,1,,,,,,,,,,,,,,,0,,,65,0
192,note_on,32,0,1,,,,,,,,,,,,,,,0,,,69,110
352,note_on,160,0,1,,,,,,,,,,,,,,,0,,,69,0
384,note_on,32,0,1,,,,,,,,,,,,,,,0,,,72,110
640,note_on,256,0,1,,,,,,,,,,,,,,,0,,,72,0
672,note_on,32,0,1,,,,,,,,,,,,,,,0,,,70,110
718,note_on,46,0,1,,,,,,,,,,,,,,,0,,,70,0
720,note_on,2,0,1,,,,,,,,,,,,,,,0,,,69,110
766,note_on,46,0,1,,,,,,,,,,,,,,,0,,,69,0
768,note_on,2,0,1,,,,,,,,,,,,,,,0,,,70,110
800,note_on,32,0,1,,,,,,,,,,,,,,,0,,,70,0
864,note_on,64,0,1,,,,,,,,,,,,,,,0,,,72,110
896,note_on,32,0,1,,,,,,,,,,,,,,,0,,,72,0
960,note_on,64,0,1,,,,,,,,,,,,,,,0,,,74,110
992,note_on,32,0,1,,,,,,,,,,,,,,,0,,,74,0
1056,note_on,64,0,1,,,,,,,,,,,,,,,0,,,76,110
1088,note_on,32,0,1,,,,,,,,,,,,,,,0,,,76,0
1152,note_on,64,0,1,,,,,,,,,,,,,,,0,,,77,110
1184,note_on,32,0,1,,,,,,,,,,,,,,,0,,,77,0
1248,note_on,64,0,1,,,,,,,,,,,,,,,0,,,72,110
1344,note_on,96,0,1,,,,,,,,,,,,,,,0,,,72,0
1344,note_on,0,0,1,,,,,,,,,,,,,,,0,,,77,110
1440,note_on,96,0,1,,,,,,,,,,,,,,,0,,,77,0
1440,note_on,0,0,1,,,,,,,,,,,,,,,0,,,81,110
1536,note_on,1536,0,2,,,,,,,,,,,,,,,1,,,48,110
1536,note_on,96,0,1,,,,,,,,,,,,,,,0,,,81,0
1536,note_on,0,0,1,,,,,,,,,,,,,,,0,,,79,110
1582,note_on,46,0,1,,,,,,,,,,,,,,,0,,,79,0
