tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,note,velocity,channel
0,time_signature,3,4,24,8,0,1,0,,,,,
0,note_on,,,,,0,0,4,,,48,110,3
0,track_name,,,,,0,1,4,,,,,
0,note_on,,,,,0,0,1,,,72,110,0
0,note_on,,,,,0,0,3,,,64,110,2
0,track_name,,,,,0,1,3,,,,,
0,track_name,,,,,0,1,2,,,,,
0,track_name,,,,,0,1,1,,,,,
0,key_signature,,,,,0,1,0,C,,,,
0,note_on,,,,,0,0,2,,,67,110,1
0,set_tempo,,,,,0,1,0,,576923,,,
1024,note_off,,,,,1024,0,1,,,72,0,0
1024,note_on,,,,,0,0,1,,,72,110,0
1024,note_on,,,,,0,0,4,,,60,110,3
1024,note_off,,,,,1024,0,4,,,48,0,3
1024,note_off,,,,,1024,0,2,,,67,0,1
1024,note_off,,,,,1024,0,3,,,64,0,2
1024,note_on,,,,,0,0,2,,,67,110,1
1024,note_on,,,,,0,0,3,,,64,110,2
2048,note_off,,,,,1024,0,3,,,64,0,2
2048,note_on,,,,,0,0,2,,,67,110,1
2048,note_on,,,,,0,0,4,,,59,110,3
2048,note_on,,,,,0,0,1,,,79,110,0
2048,note_off,,,,,1024,0,1,,,72,0,0
2048,note_off,,,,,1024,0,2,,,67,0,1
2048,note_on,,,,,0,0,3,,,62,110,2
2048,note_off,,,,,1024,0,4,,,60,0,3
3072,key_signature,,,,,0,1,0,C,,,,
3072,note_on,,,,,0,0,1,,,76,110,0
3072,note_off,,,,,1024,0,1,,,79,0,0
3072,note_on,,,,,0,0,3,,,60,110,2
3072,note_off,,,,,1024,0,3,,,62,0,2
3072,note_off,,,,,1024,0,4,,,59,0,3
3072,note_on,,,,,0,0,4,,,60,110,3
3072,note_on,,,,,0,0,2,,,67,110,1
3072,note_off,,,,,1024,0,2,,,67,0,1
3072,time_signature,3,4,24,8,3072,1,0,,,,,
4608,note_on,,,,,0,0,1,,,74,110,0
4608,note_off,,,,,1536,0,1,,,76,0,0
4608,note_on,,,,,0,0,2,,,67,110,1
4608,note_off,,,,,1536,0,2,,,67,0,1
4608,note_on,,,,,0,0,4,,,59,110,3
4608,note_off,,,,,1536,0,4,,,60,0,3
4608,note_off,,,,,1536,0,3,,,60,0,2
4608,note_on,,,,,0,0,3,,,55,110,2
5120,note_off,,,,,512,0,2,,,67,0,1
5120,note_on,,,,,0,0,1,,,72,110,0
5120,note_on,,,,,0,0,4,,,57,110,3
5120,note_off,,,,,512,0,3,,,55,0,2
5120,note_on,,,,,0,0,3,,,60,110,2
5120,note_off,,,,,512,0,1,,,74,0,0
5120,note_on,,,,,0,0,2,,,66,110,1
5120,note_off,,,,,512,0,4,,,59,0,3
6144,note_off,,,,,1024,0,2,,,66,0,1
6144,time_signature,3,4,24,8,3072,1,0,,,,,
6144,key_signature,,,,,0,1,0,C,,,,
6144,note_on,,,,,0,0,2,,,62,110,1
6144,note_off,,,,,1024,0,3,,,60,0,2
6144,note_on,,,,,0,0,3,,,67,110,2
6144,note_on,,,,,0,0,4,,,55,110,3
6144,note_off,,,,,1024,0,4,,,57,0,3
6144,note_on,,,,,0,0,1,,,71,110,0
6144,note_off,,,,,1024,0,1,,,72,0,0
7168,note_on,,,,,0,0,3,,,55,110,2
7168,note_on,,,,,0,0,4,,,43,110,3
7168,note_off,,,,,1024,0,4,,,55,0,3
7168,note_off,,,,,1024,0,2,,,62,0,1
