tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,,,,,,,19,0,,,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,7,100,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,10,44,,
0,note_on,0,0,1,,,,,,,,,,,,,,,0,,,91,100
0,midi_port,0,1,6,,,,,,,,,,,,,0,,,,,,
0,midi_port,0,1,2,,,,,,,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,,,,,,,19,1,,,,
0,control_change,0,0,2,,,,,,,,,,,,,,,1,7,100,,
0,control_change,0,0,2,,,,,,,,,,,,,,,1,10,54,,
0,midi_port,0,1,3,,,,,,,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,,,,,,,19,2,,,,
0,control_change,0,0,3,,,,,,,,,,,,,,,2,7,100,,
0,control_change,0,0,3,,,,,,,,,,,,,,,2,10,64,,
0,midi_port,0,1,4,,,,,,,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,,,,,,,19,3,,,,
0,control_change,0,0,4,,,,,,,,,,,,,,,3,7,100,,
0,control_change,0,0,4,,,,,,,,,,,,,,,3,10,74,,
0,midi_port,0,1,5,,,,,,,,,,,,,0,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,,,,,,,
0,program_change,0,0,5,,,,,,,,,,,,,,19,4,,,,
0,control_change,0,0,5,,,,,,,,,,,,,,,4,7,100,,
0,control_change,0,0,5,,,,,,,,,,,,,,,4,10,84,,
0,track_name,0,1,1,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,,,,,,,0,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,,
0,smpte_offset,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,
0,time_signature,0,1,0,,,,,,,12,8,12,8,,,,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,C,,,,,,,,
0,set_tempo,0,1,0,,,,,,,,,,,,454545,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,,
57,note_on,57,0,1,,,,,,,,,,,,,,,0,,,91,0
60,note_on,3,0,1,,,,,,,,,,,,,,,0,,,86,100
117,note_on,57,0,1,,,,,,,,,,,,,,,0,,,86,0
120,note_on,3,0,1,,,,,,,,,,,,,,,0,,,83,100
175,note_on,55,0,1,,,,,,,,,,,,,,,0,,,83,0
180,note_on,5,0,1,,,,,,,,,,,,,,,0,,,86,100
240,note_on,60,0,1,,,,,,,,,,,,,,,0,,,91,100
241,note_on,1,0,1,,,,,,,,,,,,,,,0,,,86,0
316,note_on,75,0,1,,,,,,,,,,,,,,,0,,,91,0
360,set_tempo,360,1,0,,,,,,,,,,,,441176,,,,,,,
360,note_on,44,0,1,,,,,,,,,,,,,,,0,,,91,100
415,note_on,55,0,1,,,,,,,,,,,,,,,0,,,91,0
420,note_on,5,0,1,,,,,,,,,,,,,,,0,,,88,100
478,note_on,58,0,1,,,,,,,,,,,,,,,0,,,88,0
480,note_on,2,0,1,,,,,,,,,,,,,,,0,,,84,100
538,note_on,58,0,1,,,,,,,,,,,,,,,0,,,84,0
540,note_on,2,0,1,,,,,,,,,,,,,,,0,,,88,100
600,set_tempo,240,1,0,,,,,,,,,,,,483871,,,,,,,
600,note_on,60,0,1,,,,,,,,,,,,,,,0,,,91,100
603,note_on,3,0,1,,,,,,,,,,,,,,,0,,,88,0
678,note_on,75,0,1,,,,,,,,,,,,,,,0,,,91,0
720,note_on,42,0,1,,,,,,,,,,,,,,,0,,,91,100
720,set_tempo,120,1,0,,,,,,,,,,,,454545,,,,,,,
780,note_on,60,0,1,,,,,,,,,,,,,,,0,,,91,0
780,note_on,0,0,1,,,,,,,,,,,,,,,0,,,86,100
840,note_on,60,0,1,,,,,,,,,,,,,,,0,,,83,100
843,note_on,3,0,1,,,,,,,,,,,,,,,0,,,86,0
897,note_on,54,0,1,,,,,,,,,,,,,,,0,,,83,0
900,note_on,3,0,1,,,,,,,,,,,,,,,0,,,86,100
956,note_on,56,0,1,,,,,,,,,,,,,,,0,,,86,0
960,note_on,4,0,1,,,,,,,,,,,,,,,0,,,91,100
1035,note_on,75,0,1,,,,,,,,,,,,,,,0,,,91,0
1080,set_tempo,360,1,0,,,,,,,,,,,,441176,,,,,,,
1080,note_on,45,0,1,,,,,,,,,,,,,,,0,,,91,100
1136,note_on,56,0,1,,,,,,,,,,,,,,,0,,,91,0
1140,note_on,4,0,1,,,,,,,,,,,,,,,0,,,84,100
1195,note_on,55,0,1,,,,,,,,,,,,,,,0,,,84,0
1200,note_on,5,0,1,,,,,,,,,,,,,,,0,,,81,100
1260,note_on,60,0,1,,,,,,,,,,,,,,,0,,,81,0
1260,note_on,0,0,1,,,,,,,,,,,,,,,0,,,84,100
1318,note_on,58,0,1,,,,,,,,,,,,,,,0,,,84,0
1320,note_on,2,0,1,,,,,,,,,,,,,,,0,,,91,100
1320,set_tempo,240,1,0,,,,,,,,,,,,483871,,,,,,,
1399,note_on,79,0,1,,,,,,,,,,,,,,,0,,,91,0
1440,set_tempo,120,1,0,,,,,,,,,,,,454545,,,,,,,
1440,note_on,1440,0,2,,,,,,,,,,,,,,,1,,,91,100
1500,note_on,0,0,2,,,,,,,,,,,,,,,1,,,90,100
1500,note_on,60,0,2,,,,,,,,,,,,,,,1,,,91,0
1559,note_on,59,0,2,,,,,,,,,,,,,,,1,,,90,0
1560,note_on,1,0,2,,,,,,,,,,,,,,,1,,,91,100
1620,note_on,60,0,2,,,,,,,,,,,,,,,1,,,86,100
1621,note_on,1,0,2,,,,,,,,,,,,,,,1,,,91,0
1680,note_on,59,0,2,,,,,,,,,,,,,,,1,,,83,100
1683,note_on,3,0,2,,,,,,,,,,,,,,,1,,,86,0
1735,note_on,52,0,2,,,,,,,,,,,,,,,1,,,83,0
1740,note_on,5,0,2,,,,,,,,,,,,,,,1,,,86,100
1794,note_on,54,0,2,,,,,,,,,,,,,,,1,,,86,0
1800,note_on,6,0,2,,,,,,,,,,,,,,,1,,,91,100
