tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity
0,track_name,0,1,0,,,,,,,,,,
0,program_change,0,0,3,,,,,,,0,2,,
0,track_name,0,1,3,,,,,,,,,,
0,note_on,0,0,2,,,,,,,,1,45,64
0,program_change,0,0,2,,,,,,,0,1,,
0,track_name,0,1,2,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,1,69,64
0,program_change,0,0,1,,,,,,,0,1,,
0,track_name,0,1,1,,,,,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,
0,time_signature,0,1,0,9,8,12,8,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,
0,set_tempo,0,1,0,,,,,,674157,,,,
60,note_on,60,0,1,,,,,,,,1,69,0
60,note_on,0,0,1,,,,,,,,1,71,64
120,note_on,60,0,1,,,,,,,,1,71,0
120,note_on,0,0,1,,,,,,,,1,72,64
240,note_on,120,0,1,,,,,,,,1,72,0
240,note_on,0,0,1,,,,,,,,1,76,64
360,note_on,0,0,2,,,,,,,,1,57,64
360,note_on,360,0,2,,,,,,,,1,45,0
360,note_on,120,0,1,,,,,,,,1,76,0
360,note_on,0,0,1,,,,,,,,1,72,64
420,note_on,0,0,2,,,,,,,,1,56,64
420,note_on,60,0,2,,,,,,,,1,57,0
480,note_on,120,0,1,,,,,,,,1,72,0
480,note_on,0,0,1,,,,,,,,1,69,64
480,note_on,60,0,2,,,,,,,,1,56,0
480,note_on,0,0,2,,,,,,,,1,57,64
540,note_on,60,0,2,,,,,,,,1,57,0
540,note_on,0,0,2,,,,,,,,1,56,64
600,note_on,0,0,1,,,,,,,,1,64,64
600,note_on,0,0,2,,,,,,,,1,57,64
600,note_on,60,0,2,,,,,,,,1,56,0
600,note_on,120,0,1,,,,,,,,1,69,0
660,note_on,0,0,2,,,,,,,,1,56,64
660,note_on,60,0,2,,,,,,,,1,57,0
720,note_on,60,0,2,,,,,,,,1,56,0
720,note_on,0,0,2,,,,,,,,1,57,64
720,note_on,120,0,1,,,,,,,,1,64,0
720,note_on,0,0,1,,,,,,,,1,69,64
840,note_on,0,0,1,,,,,,,,1,72,64
840,note_on,0,0,2,,,,,,,,1,52,64
840,note_on,120,0,2,,,,,,,,1,57,0
840,note_on,120,0,1,,,,,,,,1,69,0
960,note_on,120,0,2,,,,,,,,1,52,0
960,note_on,0,0,2,,,,,,,,1,48,64
960,note_on,0,0,1,,,,,,,,1,76,64
960,note_on,120,0,1,,,,,,,,1,72,0
1080,note_on,120,0,2,,,,,,,,1,48,0
1080,note_on,0,0,2,,,,,,,,1,45,64
1080,note_on,0,0,1,,,,,,,,1,71,64
1080,note_on,120,0,1,,,,,,,,1,76,0
1140,note_on,60,0,1,,,,,,,,1,71,0
1140,note_on,0,0,1,,,,,,,,1,72,64
1200,note_on,60,0,1,,,,,,,,1,72,0
1200,note_on,0,0,1,,,,,,,,1,74,64
1320,note_on,0,0,1,,,,,,,,1,77,64
1320,note_on,120,0,1,,,,,,,,1,74,0
1440,note_on,0,0,2,,,,,,,,1,57,64
1440,note_on,120,0,1,,,,,,,,1,77,0
1440,note_on,0,0,1,,,,,,,,1,74,64
1440,note_on,360,0,2,,,,,,,,1,45,0
