tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity
0,track_name,0,1,0,,,,,,,,,,
0,program_change,0,0,2,,,,,,,0,1,,
0,track_name,0,1,2,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,0,66,64
0,program_change,0,0,1,,,,,,,0,0,,
0,track_name,0,1,1,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,
0,time_signature,0,1,0,12,16,6,8,,,,,,
0,set_tempo,0,1,0,,,,,,681818,,,,
0,key_signature,0,1,0,,,,,C,,,,,
60,note_on,60,0,1,,,,,,,,0,66,0
60,note_on,0,0,1,,,,,,,,0,70,64
120,note_on,60,0,1,,,,,,,,0,70,0
120,note_on,0,0,1,,,,,,,,0,73,64
180,note_on,60,0,1,,,,,,,,0,73,0
180,note_on,0,0,1,,,,,,,,0,70,64
240,note_on,60,0,1,,,,,,,,0,70,0
240,note_on,0,0,1,,,,,,,,0,66,64
300,note_on,60,0,1,,,,,,,,0,66,0
300,note_on,0,0,1,,,,,,,,0,73,64
350,note_on,50,0,1,,,,,,,,0,73,0
360,note_on,360,0,2,,,,,,,,1,54,64
360,note_on,10,0,1,,,,,,,,0,75,73
382,note_on,0,0,1,,,,,,,,0,73,50
382,note_on,22,0,1,,,,,,,,0,75,0
404,note_on,0,0,1,,,,,,,,0,75,54
404,note_on,22,0,1,,,,,,,,0,73,0
420,note_on,0,0,2,,,,,,,,1,58,64
420,note_on,60,0,2,,,,,,,,1,54,0
426,note_on,22,0,1,,,,,,,,0,75,0
426,note_on,0,0,1,,,,,,,,0,73,59
448,note_on,0,0,1,,,,,,,,0,75,63
448,note_on,22,0,1,,,,,,,,0,73,0
470,note_on,0,0,1,,,,,,,,0,73,64
470,note_on,22,0,1,,,,,,,,0,75,0
480,note_on,0,0,2,,,,,,,,1,61,64
480,note_on,60,0,2,,,,,,,,1,58,0
540,note_on,0,0,2,,,,,,,,1,58,64
540,note_on,60,0,2,,,,,,,,1,61,0
600,note_on,0,0,2,,,,,,,,1,54,64
600,note_on,60,0,2,,,,,,,,1,58,0
660,note_on,0,0,2,,,,,,,,1,63,64
660,note_on,60,0,2,,,,,,,,1,54,0
710,note_on,50,0,2,,,,,,,,1,63,0
720,note_on,10,0,2,,,,,,,,1,63,64
780,note_on,0,0,1,,,,,,,,0,70,64
780,note_on,310,0,1,,,,,,,,0,73,0
840,note_on,0,0,1,,,,,,,,0,71,64
840,note_on,60,0,1,,,,,,,,0,70,0
900,note_on,180,0,2,,,,,,,,1,63,0
900,note_on,0,0,2,,,,,,,,1,61,64
960,note_on,120,0,1,,,,,,,,0,71,0
960,note_on,0,0,1,,,,,,,,0,73,64
1020,note_on,60,0,1,,,,,,,,0,73,0
1020,note_on,0,0,1,,,,,,,,0,70,64
1080,note_on,0,0,2,,,,,,,,1,59,64
1080,note_on,180,0,2,,,,,,,,1,61,0
1140,note_on,0,0,1,,,,,,,,0,75,64
1140,note_on,120,0,1,,,,,,,,0,70,0
1200,note_on,60,0,1,,,,,,,,0,75,0
1200,note_on,0,0,1,,,,,,,,0,68,64
1260,note_on,180,0,2,,,,,,,,1,59,0
1260,note_on,0,0,2,,,,,,,,1,58,64
1320,note_on,0,0,1,,,,,,,,0,70,64
1320,note_on,120,0,1,,,,,,,,0,68,0
1380,note_on,0,0,1,,,,,,,,0,66,64
1380,note_on,60,0,1,,,,,,,,0,70,0
1440,note_on,0,0,2,,,,,,,,1,56,64
1440,note_on,180,0,2,,,,,,,,1,58,0
1500,note_on,120,0,1,,,,,,,,0,66,0
1500,note_on,0,0,1,,,,,,,,0,71,64
1560,note_on,0,0,1,,,,,,,,0,65,64
1560,note_on,60,0,1,,,,,,,,0,71,0
1620,note_on,180,0,2,,,,,,,,1,56,0
1620,note_on,0,0,2,,,,,,,,1,54,64
1680,note_on,0,0,1,,,,,,,,0,71,64
