tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity
0,time_signature,1,2,48,8,0,1,0,,,,,
0,track_name,,,,,0,1,3,,,,,
0,note_on,,,,,0,0,2,,,1,69,110
0,program_change,,,,,0,0,2,,0,1,,
0,track_name,,,,,0,1,2,,,,,
0,note_on,,,,,0,0,1,,,0,78,110
0,program_change,,,,,0,0,1,,0,0,,
0,track_name,,,,,0,1,1,,,,,
0,end_of_track,,,,,0,1,3,,,,,
0,set_tempo,,,,,0,1,0,375000,,,,
96,note_off,,,,,96,0,2,,,1,69,64
120,note_on,,,,,24,0,2,,,1,62,110
180,note_off,,,,,180,0,1,,,0,78,64
216,note_off,,,,,96,0,2,,,1,62,64
240,note_on,,,,,24,0,2,,,1,66,110
240,note_on,,,,,60,0,1,,,0,78,110
336,note_off,,,,,96,0,2,,,1,66,64
360,note_on,,,,,24,0,2,,,1,69,110
420,note_off,,,,,180,0,1,,,0,78,64
456,note_off,,,,,96,0,2,,,1,69,64
480,note_on,,,,,24,0,2,,,1,74,110
480,note_on,,,,,60,0,1,,,0,79,110
480,time_signature,4,4,48,8,480,1,0,,,,,
504,note_off,,,,,24,0,1,,,0,79,64
510,note_on,,,,,6,0,1,,,0,78,110
534,note_off,,,,,24,0,1,,,0,78,64
540,note_on,,,,,6,0,1,,,0,79,110
564,note_off,,,,,24,0,1,,,0,79,64
570,note_on,,,,,6,0,1,,,0,78,110
576,note_off,,,,,96,0,2,,,1,74,64
600,note_on,,,,,24,0,2,,,1,62,110
696,note_off,,,,,96,0,2,,,1,62,64
720,note_on,,,,,24,0,2,,,1,72,110
816,note_off,,,,,96,0,2,,,1,72,64
825,note_off,,,,,255,0,1,,,0,78,64
840,note_on,,,,,15,0,1,,,0,76,110
840,note_on,,,,,24,0,2,,,1,62,110
888,note_off,,,,,48,0,1,,,0,76,64
900,note_on,,,,,12,0,1,,,0,78,110
936,note_off,,,,,96,0,2,,,1,62,64
948,note_off,,,,,48,0,1,,,0,78,64
960,note_on,,,,,24,0,2,,,1,71,110
960,note_on,,,,,12,0,1,,,0,79,110
1056,note_off,,,,,96,0,2,,,1,71,64
1080,note_on,,,,,24,0,2,,,1,62,110
1140,note_off,,,,,180,0,1,,,0,79,64
1176,note_off,,,,,96,0,2,,,1,62,64
1200,note_on,,,,,24,0,2,,,1,69,110
1200,note_on,,,,,60,0,1,,,0,78,110
1296,note_off,,,,,96,0,2,,,1,69,64
