tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity,pitch
5760,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
6240,note_on,480,0,1,,,,,,,,,,,,,,,0,,,65,0,
6240,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,100,
6720,note_on,480,0,1,,,,,,,,,,,,,,,0,,,64,0,
6720,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
7200,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,100,
7200,note_on,480,0,1,,,,,,,,,,,,,,,0,,,65,0,
7440,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
7440,note_on,240,0,1,,,,,,,,,,,,,,,0,,,67,0,
7680,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,100,
7680,note_on,240,0,1,,,,,,,,,,,,,,,0,,,65,0,
8160,note_on,480,0,1,,,,,,,,,,,,,,,0,,,64,0,
8160,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
8400,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,100,
8400,note_on,240,0,1,,,,,,,,,,,,,,,0,,,65,0,
8640,note_on,8640,0,2,,,,,,,,,,,,,,,1,,,72,100,
8640,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,100,
8640,note_on,240,0,1,,,,,,,,,,,,,,,0,,,67,0,
9600,note_on,0,0,2,,,,,,,,,,,,,,,1,,,76,100,
9600,note_on,0,0,1,,,,,,,,,,,,,,,0,,,68,100,
9600,note_on,960,0,1,,,,,,,,,,,,,,,0,,,69,0,
9600,note_on,960,0,2,,,,,,,,,,,,,,,1,,,72,0,
10080,note_on,480,0,2,,,,,,,,,,,,,,,1,,,76,0,
10080,note_on,0,0,2,,,,,,,,,,,,,,,1,,,74,100,
10320,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
10320,note_on,240,0,2,,,,,,,,,,,,,,,1,,,74,0,
10560,note_on,960,0,1,,,,,,,,,,,,,,,0,,,68,0,
10560,note_on,240,0,2,,,,,,,,,,,,,,,1,,,72,0,
10560,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
10560,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,100,
11040,note_on,480,0,2,,,,,,,,,,,,,,,1,,,71,0,
11040,note_on,0,0,2,,,,,,,,,,,,,,,1,,,73,100,
11520,note_on,480,0,2,,,,,,,,,,,,,,,1,,,73,0,
11520,note_on,0,0,2,,,,,,,,,,,,,,,1,,,74,100,
11520,note_on,960,0,1,,,,,,,,,,,,,,,0,,,67,0,
11520,note_on,0,0,1,,,,,,,,,,,,,,,0,,,66,100,
12480,note_on,0,0,2,,,,,,,,,,,,,,,1,,,69,100,
12480,note_on,960,0,2,,,,,,,,,,,,,,,1,,,74,0,
12480,note_on,960,0,1,,,,,,,,,,,,,,,0,,,66,0,
12480,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
12960,note_on,480,0,2,,,,,,,,,,,,,,,1,,,69,0,
12960,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
13440,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,100,
13440,note_on,480,0,2,,,,,,,,,,,,,,,1,,,71,0,
13440,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
13440,note_on,960,0,1,,,,,,,,,,,,,,,0,,,65,0,
13920,note_on,480,0,1,,,,,,,,,,,,,,,0,,,64,0,
13920,note_on,0,0,1,,,,,,,,,,,,,,,0,,,62,100,
13920,note_on,480,0,2,,,,,,,,,,,,,,,1,,,72,0,
13920,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
14400,note_on,480,0,1,,,,,,,,,,,,,,,0,,,62,0,
14400,note_on,480,0,2,,,,,,,,,,,,,,,1,,,71,0,
14400,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
14400,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,100,
14880,note_on,480,0,2,,,,,,,,,,,,,,,1,,,72,0,
14880,note_on,480,0,1,,,,,,,,,,,,,,,0,,,64,0,
14880,note_on,0,0,1,,,,,,,,,,,,,,,0,,,66,100,
14880,note_on,0,0,2,,,,,,,,,,,,,,,1,,,74,100,
15120,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
15120,note_on,240,0,2,,,,,,,,,,,,,,,1,,,74,0,
15360,note_on,480,0,1,,,,,,,,,,,,,,,0,,,66,0,
15360,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,100,
15360,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
15360,note_on,240,0,2,,,,,,,,,,,,,,,1,,,72,0,
15840,note_on,480,0,1,,,,,,,,,,,,,,,0,,,67,0,
15840,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
15840,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
15840,note_on,480,0,2,,,,,,,,,,,,,,,1,,,71,0,
16080,note_on,0,0,2,,,,,,,,,,,,,,,1,,,74,100,
16080,note_on,240,0,2,,,,,,,,,,,,,,,1,,,72,0,
16320,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,100,
16320,note_on,480,0,1,,,,,,,,,,,,,,,0,,,65,0,
16320,note_on,0,0,2,,,,,,,,,,,,,,,1,,,76,100,
16320,note_on,240,0,2,,,,,,,,,,,,,,,1,,,74,0,
16800,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,100,
16800,note_on,480,0,1,,,,,,,,,,,,,,,0,,,67,0,
17280,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
17280,note_on,480,0,1,,,,,,,,,,,,,,,0,,,64,0,
17760,note_on,480,0,1,,,,,,,,,,,,,,,0,,,65,0,
17760,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,100,
18240,note_on,0,0,2,,,,,,,,,,,,,,,1,,,74,100,
18240,note_on,480,0,1,,,,,,,,,,,,,,,0,,,64,0,
18240,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
18240,note_on,1920,0,2,,,,,,,,,,,,,,,1,,,76,0,
18720,note_on,480,0,1,,,,,,,,,,,,,,,0,,,65,0,
18720,note_on,0,0,1,,,,,,,,,,,,,,,0,,,62,100,
19200,note_on,480,0,1,,,,,,,,,,,,,,,0,,,62,0,
19200,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,100,
19680,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
19680,note_on,1440,0,2,,,,,,,,,,,,,,,1,,,74,0,
20160,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,100,
20160,note_on,960,0,1,,,,,,,,,,,,,,,0,,,64,0,
20160,note_on,480,0,2,,,,,,,,,,,,,,,1,,,71,0,
20160,note_on,20160,0,3,,,,,,,,,,,,,,,2,,,79,100,
20160,note_on,0,0,2,,,,,,,,,,,,,,,1,,,76,100,
20640,note_on,480,0,2,,,,,,,,,,,,,,,1,,,76,0,
20640,note_on,0,0,2,,,,,,,,,,,,,,,1,,,74,100,
21120,note_on,480,0,2,,,,,,,,,,,,,,,1,,,74,0,
21120,note_on,960,0,3,,,,,,,,,,,,,,,2,,,79,0,
21120,note_on,0,0,3,,,,,,,,,,,,,,,2,,,81,100,
21120,note_on,21120,0,4,,,,,,,,,,,,,,,3,,,57,100,
21120,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,100,
21120,note_on,960,0,1,,,,,,,,,,,,,,,0,,,64,0,
21120,note_on,0,0,2,,,,,,,,,,,,,,,1,,,73,100,
21600,note_on,0,0,3,,,,,,,,,,,,,,,2,,,79,100,
21600,note_on,480,0,3,,,,,,,,,,,,,,,2,,,81,0,
21840,note_on,240,0,3,,,,,,,,,,,,,,,2,,,79,0,
21840,note_on,0,0,3,,,,,,,,,,,,,,,2,,,77,100,
22080,note_on,0,0,4,,,,,,,,,,,,,,,3,,,57,100,
22080,note_on,960,0,4,,,,,,,,,,,,,,,3,,,57,0,
22080,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
22080,note_on,960,0,2,,,,,,,,,,,,,,,1,,,73,0,
22080,note_on,960,0,1,,,,,,,,,,,,,,,0,,,64,0,
22080,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,100,
22080,note_on,240,0,3,,,,,,,,,,,,,,,2,,,77,0,
22080,note_on,0,0,3,,,,,,,,,,,,,,,2,,,76,100,
22560,note_on,0,0,3,,,,,,,,,,,,,,,2,,,78,100,
22560,note_on,480,0,3,,,,,,,,,,,,,,,2,,,76,0,
23040,note_on,0,0,4,,,,,,,,,,,,,,,3,,,55,100,
23040,note_on,0,0,3,,,,,,,,,,,,,,,2,,,79,100,
23040,note_on,480,0,3,,,,,,,,,,,,,,,2,,,78,0,
23040,note_on,0,0,1,,,,,,,,,,,,,,,0,,,62,100,
23040,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
23040,note_on,960,0,2,,,,,,,,,,,,,,,1,,,72,0,
23040,note_on,960,0,4,,,,,,,,,,,,,,,3,,,57,0,
23040,note_on,960,0,1,,,,,,,,,,,,,,,0,,,69,0,
24000,note_on,960,0,3,,,,,,,,,,,,,,,2,,,79,0,
24000,note_on,0,0,3,,,,,,,,,,,,,,,2,,,74,100,
24000,note_on,960,0,4,,,,,,,,,,,,,,,3,,,55,0,
24000,note_on,0,0,4,,,,,,,,,,,,,,,3,,,55,100,
24000,note_on,960,0,2,,,,,,,,,,,,,,,1,,,71,0,
24000,note_on,0,0,2,,,,,,,,,,,,,,,1,,,70,100,
24000,note_on,960,0,1,,,,,,,,,,,,,,,0,,,62,0,
24480,note_on,480,0,3,,,,,,,,,,,,,,,2,,,74,0,
24480,note_on,0,0,3,,,,,,,,,,,,,,,2,,,76,100,
24960,note_on,960,0,2,,,,,,,,,,,,,,,1,,,70,0,
24960,note_on,0,0,2,,,,,,,,,,,,,,,1,,,69,100,
24960,note_on,960,0,1,,,,,,,,,,,,,,,0,,,62,100,
24960,note_on,960,0,4,,,,,,,,,,,,,,,3,,,55,0,
24960,note_on,480,0,3,,,,,,,,,,,,,,,2,,,76,0,
24960,note_on,0,0,3,,,,,,,,,,,,,,,2,,,77,100,
25440,note_on,0,0,3,,,,,,,,,,,,,,,2,,,76,100,
25440,note_on,0,0,2,,,,,,,,,,,,,,,1,,,67,100,
25440,note_on,480,0,2,,,,,,,,,,,,,,,1,,,69,0,
25440,note_on,480,0,3,,,,,,,,,,,,,,,2,,,77,0,
25920,note_on,480,0,3,,,,,,,,,,,,,,,2,,,76,0,
25920,note_on,0,0,2,,,,,,,,,,,,,,,1,,,69,100,
25920,note_on,480,0,2,,,,,,,,,,,,,,,1,,,67,0,
25920,note_on,0,0,3,,,,,,,,,,,,,,,2,,,77,100,
26400,note_on,480,0,3,,,,,,,,,,,,,,,2,,,77,0,
26400,note_on,480,0,2,,,,,,,,,,,,,,,1,,,69,0,
26400,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
26400,note_on,0,0,3,,,,,,,,,,,,,,,2,,,79,100,
26640,note_on,0,0,3,,,,,,,,,,,,,,,2,,,77,100,
26640,note_on,240,0,3,,,,,,,,,,,,,,,2,,,79,0,
26880,note_on,480,0,2,,,,,,,,,,,,,,,1,,,71,0,
26880,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,100,
26880,note_on,1920,0,4,,,,,,,,,,,,,,,3,,,57,100,
26880,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
26880,note_on,0,0,3,,,,,,,,,,,,,,,2,,,76,100,
26880,note_on,240,0,3,,,,,,,,,,,,,,,2,,,77,0,
26880,note_on,1920,0,1,,,,,,,,,,,,,,,0,,,62,0,
27360,note_on,0,0,3,,,,,,,,,,,,,,,2,,,74,100,
27360,note_on,480,0,3,,,,,,,,,,,,,,,2,,,76,0,
27840,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,100,
27840,note_on,960,0,1,,,,,,,,,,,,,,,0,,,64,0,
27840,note_on,960,0,4,,,,,,,,,,,,,,,3,,,57,0,
27840,note_on,0,0,3,,,,,,,,,,,,,,,2,,,76,100,
27840,note_on,480,0,3,,,,,,,,,,,,,,,2,,,74,0,
27840,note_on,960,0,2,,,,,,,,,,,,,,,1,,,72,0,
27840,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
28320,note_on,480,0,3,,,,,,,,,,,,,,,2,,,76,0,
28320,note_on,0,0,3,,,,,,,,,,,,,,,2,,,77,100,
28800,note_on,0,0,3,,,,,,,,,,,,,,,2,,,79,100,
28800,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
28800,note_on,480,0,3,,,,,,,,,,,,,,,2,,,77,0,
28800,note_on,960,0,2,,,,,,,,,,,,,,,1,,,72,0,
28800,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,100,
28800,note_on,960,0,1,,,,,,,,,,,,,,,0,,,69,0,
29280,note_on,480,0,3,,,,,,,,,,,,,,,2,,,79,0,
29280,note_on,0,0,3,,,,,,,,,,,,,,,2,,,77,100,
29760,note_on,960,0,1,,,,,,,,,,,,,,,0,,,64,0,
29760,note_on,480,0,3,,,,,,,,,,,,,,,2,,,77,0,
29760,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,100,
29760,note_on,0,0,3,,,,,,,,,,,,,,,2,,,79,100,
29760,note_on,0,0,2,,,,,,,,,,,,,,,1,,,73,100,
29760,note_on,1920,0,4,,,,,,,,,,,,,,,3,,,57,100,
29760,note_on,960,0,2,,,,,,,,,,,,,,,1,,,71,0,
30240,note_on,0,0,3,,,,,,,,,,,,,,,2,,,81,100,
30240,note_on,480,0,3,,,,,,,,,,,,,,,2,,,79,0,
30480,note_on,0,0,3,,,,,,,,,,,,,,,2,,,79,100,
30480,note_on,240,0,3,,,,,,,,,,,,,,,2,,,81,0,
30720,note_on,0,0,1,,,,,,,,,,,,,,,0,,,62,100,
30720,note_on,0,0,3,,,,,,,,,,,,,,,2,,,77,100,
30720,note_on,240,0,3,,,,,,,,,,,,,,,2,,,79,0,
30720,note_on,960,0,1,,,,,,,,,,,,,,,0,,,64,0,
30720,note_on,0,0,2,,,,,,,,,,,,,,,1,,,74,100,
30720,note_on,960,0,2,,,,,,,,,,,,,,,1,,,73,0,
30720,note_on,960,0,4,,,,,,,,,,,,,,,3,,,57,0,
31200,note_on,480,0,3,,,,,,,,,,,,,,,2,,,77,0,
31200,note_on,0,0,3,,,,,,,,,,,,,,,2,,,79,100,
31680,note_on,960,0,1,,,,,,,,,,,,,,,0,,,62,0,
31680,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
31680,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
31680,note_on,960,0,2,,,,,,,,,,,,,,,1,,,74,0,
31680,note_on,480,0,3,,,,,,,,,,,,,,,2,,,79,0,
31680,note_on,0,0,3,,,,,,,,,,,,,,,2,,,81,100,
32160,note_on,0,0,2,,,,,,,,,,,,,,,1,,,74,100,
32160,note_on,480,0,2,,,,,,,,,,,,,,,1,,,72,0,
32640,note_on,960,0,1,,,,,,,,,,,,,,,0,,,65,0,
32640,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,100,
32640,note_on,480,0,2,,,,,,,,,,,,,,,1,,,74,0,
32640,note_on,0,0,2,,,,,,,,,,,,,,,1,,,76,100,
32640,note_on,0,0,3,,,,,,,,,,,,,,,2,,,80,100,
32640,note_on,960,0,3,,,,,,,,,,,,,,,2,,,81,0,
33120,note_on,480,0,2,,,,,,,,,,,,,,,1,,,76,0,
33120,note_on,0,0,2,,,,,,,,,,,,,,,1,,,74,100,
33360,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
33360,note_on,240,0,2,,,,,,,,,,,,,,,1,,,74,0,
33600,note_on,960,0,1,,,,,,,,,,,,,,,0,,,64,0,
33600,note_on,0,0,3,,,,,,,,,,,,,,,2,,,79,100,
33600,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
33600,note_on,960,0,3,,,,,,,,,,,,,,,2,,,80,0,
33600,note_on,240,0,2,,,,,,,,,,,,,,,1,,,72,0,
34080,note_on,480,0,2,,,,,,,,,,,,,,,1,,,71,0,
34080,note_on,0,0,2,,,,,,,,,,,,,,,1,,,73,100,
34560,note_on,960,0,1,,,,,,,,,,,,,,,0,,,62,100,
34560,note_on,0,0,3,,,,,,,,,,,,,,,2,,,78,100,
34560,note_on,960,0,3,,,,,,,,,,,,,,,2,,,79,0,
34560,note_on,480,0,2,,,,,,,,,,,,,,,1,,,73,0,
34560,note_on,0,0,2,,,,,,,,,,,,,,,1,,,74,100,
35520,note_on,960,0,1,,,,,,,,,,,,,,,0,,,62,0,
35520,note_on,0,0,3,,,,,,,,,,,,,,,2,,,77,100,
35520,note_on,0,0,2,,,,,,,,,,,,,,,1,,,69,100,
35520,note_on,960,0,3,,,,,,,,,,,,,,,2,,,78,0,
35520,note_on,960,0,2,,,,,,,,,,,,,,,1,,,74,0,
36000,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
36000,note_on,480,0,2,,,,,,,,,,,,,,,1,,,69,0,
36480,note_on,960,0,1,,,,,,,,,,,,,,,0,,,69,100,
36480,note_on,960,0,3,,,,,,,,,,,,,,,2,,,77,0,
36480,note_on,0,0,3,,,,,,,,,,,,,,,2,,,76,100,
36480,note_on,480,0,2,,,,,,,,,,,,,,,1,,,71,0,
36480,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
36960,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
36960,note_on,480,0,2,,,,,,,,,,,,,,,1,,,72,0,
37440,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
37440,note_on,0,0,3,,,,,,,,,,,,,,,2,,,78,100,
37440,note_on,960,0,3,,,,,,,,,,,,,,,2,,,76,0,
37440,note_on,480,0,2,,,,,,,,,,,,,,,1,,,71,0,
37440,note_on,960,0,1,,,,,,,,,,,,,,,0,,,69,0,
37440,note_on,0,0,1,,,,,,,,,,,,,,,0,,,62,100,
37920,note_on,0,0,2,,,,,,,,,,,,,,,1,,,74,100,
37920,note_on,480,0,2,,,,,,,,,,,,,,,1,,,72,0,
38160,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
38160,note_on,240,0,2,,,,,,,,,,,,,,,1,,,74,0,
38400,note_on,960,0,1,,,,,,,,,,,,,,,0,,,62,0,
38400,note_on,960,0,3,,,,,,,,,,,,,,,2,,,78,0,
38400,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,100,
38400,note_on,240,0,2,,,,,,,,,,,,,,,1,,,72,0,
38400,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
38880,note_on,480,0,3,,,,,,,,,,,,,,,2,,,79,100,
39120,note_on,0,0,3,,,,,,,,,,,,,,,2,,,77,100,
39120,note_on,240,0,3,,,,,,,,,,,,,,,2,,,79,0,
39360,note_on,0,0,3,,,,,,,,,,,,,,,2,,,76,100,
39360,note_on,240,0,3,,,,,,,,,,,,,,,2,,,77,0,
39360,note_on,960,0,2,,,,,,,,,,,,,,,1,,,71,0,
39360,note_on,960,0,1,,,,,,,,,,,,,,,0,,,67,0,
39840,note_on,480,0,3,,,,,,,,,,,,,,,2,,,76,0,
39840,note_on,0,0,3,,,,,,,,,,,,,,,2,,,74,100,
40320,note_on,0,0,3,,,,,,,,,,,,,,,2,,,73,100,
40320,note_on,960,0,1,,,,,,,,,,,,,,,0,,,67,100,
40320,note_on,480,0,3,,,,,,,,,,,,,,,2,,,74,0,
40800,note_on,480,0,3,,,,,,,,,,,,,,,2,,,73,0,
40800,note_on,480,0,1,,,,,,,,,,,,,,,0,,,67,0,
40800,note_on,0,0,3,,,,,,,,,,,,,,,2,,,81,100,
41040,note_on,240,0,3,,,,,,,,,,,,,,,2,,,81,0,
41040,note_on,0,0,3,,,,,,,,,,,,,,,2,,,79,100,
41280,note_on,240,0,3,,,,,,,,,,,,,,,2,,,79,0,
41280,note_on,0,0,3,,,,,,,,,,,,,,,2,,,81,100,
41760,note_on,480,0,3,,,,,,,,,,,,,,,2,,,81,0,
41760,note_on,0,0,3,,,,,,,,,,,,,,,2,,,73,100,
41760,note_on,960,0,1,,,,,,,,,,,,,,,0,,,67,100,
42240,note_on,480,0,1,,,,,,,,,,,,,,,0,,,67,0,
42240,note_on,480,0,3,,,,,,,,,,,,,,,2,,,73,0,
42240,note_on,0,0,3,,,,,,,,,,,,,,,2,,,74,100,
42240,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
42720,note_on,480,0,1,,,,,,,,,,,,,,,0,,,65,0,
42720,note_on,0,0,3,,,,,,,,,,,,,,,2,,,77,100,
42720,note_on,480,0,3,,,,,,,,,,,,,,,2,,,74,0,
42960,note_on,240,0,3,,,,,,,,,,,,,,,2,,,77,0,
42960,note_on,0,0,3,,,,,,,,,,,,,,,2,,,76,100,
43200,note_on,0,0,3,,,,,,,,,,,,,,,2,,,74,100,
43200,note_on,240,0,3,,,,,,,,,,,,,,,2,,,76,0,
43680,note_on,480,0,3,,,,,,,,,,,,,,,2,,,74,0,
43680,note_on,0,0,3,,,,,,,,,,,,,,,2,,,72,100,
44160,note_on,1440,0,1,,,,,,,,,,,,,,,0,,,65,100,
44160,note_on,480,0,3,,,,,,,,,,,,,,,2,,,72,0,
44160,note_on,0,0,3,,,,,,,,,,,,,,,2,,,71,100,
44640,note_on,480,0,1,,,,,,,,,,,,,,,0,,,65,0,
44640,note_on,0,0,3,,,,,,,,,,,,,,,2,,,79,100,
44640,note_on,480,0,3,,,,,,,,,,,,,,,2,,,71,0,
44880,note_on,0,0,3,,,,,,,,,,,,,,,2,,,77,100,
44880,note_on,240,0,3,,,,,,,,,,,,,,,2,,,79,0,
45120,note_on,0,0,3,,,,,,,,,,,,,,,2,,,79,100,
45120,note_on,240,0,3,,,,,,,,,,,,,,,2,,,77,0,
45600,note_on,0,0,3,,,,,,,,,,,,,,,2,,,71,100,
45600,note_on,960,0,1,,,,,,,,,,,,,,,0,,,65,100,
45600,note_on,480,0,3,,,,,,,,,,,,,,,2,,,79,0,
