tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity
0,track_name,0,1,0,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,0,50,64
0,note_on,0,0,1,,,,,,,,0,38,64
0,program_change,0,0,1,,,,,,,0,0,,
0,track_name,0,1,1,,,,,,,,,,
0,end_of_track,0,1,2,,,,,,,,,,
0,marker,0,1,0,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,422535,,,,
0,key_signature,0,1,0,,,,,D,,,,,
0,time_signature,0,1,0,12,8,12,8,,,,,,
120,note_on,120,0,1,,,,,,,,0,62,64
180,note_on,0,0,1,,,,,,,,0,64,64
180,note_on,60,0,1,,,,,,,,0,62,0
240,note_on,0,0,1,,,,,,,,0,50,0
240,note_on,0,0,1,,,,,,,,0,66,64
240,note_on,0,0,1,,,,,,,,0,38,0
240,note_on,60,0,1,,,,,,,,0,64,0
300,note_on,0,0,1,,,,,,,,0,67,64
300,note_on,60,0,1,,,,,,,,0,66,0
360,note_on,60,0,1,,,,,,,,0,67,0
360,note_on,0,0,1,,,,,,,,0,69,64
480,note_on,120,0,1,,,,,,,,0,69,0
480,note_on,0,0,1,,,,,,,,0,66,64
600,note_on,120,0,1,,,,,,,,0,66,0
600,note_on,0,0,1,,,,,,,,0,69,64
720,note_on,120,0,1,,,,,,,,0,69,0
720,note_on,0,0,1,,,,,,,,0,74,64
840,note_on,120,0,1,,,,,,,,0,74,0
840,note_on,0,0,1,,,,,,,,0,69,64
960,note_on,0,0,1,,,,,,,,0,74,64
960,note_on,120,0,1,,,,,,,,0,69,0
1080,note_on,120,0,1,,,,,,,,0,74,0
1080,note_on,0,0,1,,,,,,,,0,78,64
1200,note_on,0,0,1,,,,,,,,0,74,64
1200,note_on,120,0,1,,,,,,,,0,78,0
1320,note_on,120,0,1,,,,,,,,0,74,0
1320,note_on,0,0,1,,,,,,,,0,78,64
1440,note_on,120,0,1,,,,,,,,0,78,0
1440,note_on,0,0,1,,,,,,,,0,81,64
1800,note_on,360,0,1,,,,,,,,0,81,0
1800,note_on,0,0,1,,,,,,,,0,78,64
1800,note_on,0,0,1,,,,,,,,0,62,64
1800,note_on,0,0,1,,,,,,,,0,81,64
2160,note_on,360,0,1,,,,,,,,0,62,0
2160,note_on,0,0,1,,,,,,,,0,81,0
2160,note_on,0,0,1,,,,,,,,0,78,0
2160,note_on,0,0,1,,,,,,,,0,78,64
2160,note_on,0,0,1,,,,,,,,0,81,64
2160,note_on,0,0,1,,,,,,,,0,69,64
2340,note_on,0,0,1,,,,,,,,0,79,64
2340,note_on,180,0,1,,,,,,,,0,81,0
2340,note_on,0,0,1,,,,,,,,0,78,0
2340,note_on,0,0,1,,,,,,,,0,76,64
2520,note_on,0,0,1,,,,,,,,0,79,64
2520,note_on,0,0,1,,,,,,,,0,76,64
2520,note_on,0,0,1,,,,,,,,0,69,0
2520,note_on,0,0,1,,,,,,,,0,76,0
2520,note_on,180,0,1,,,,,,,,0,79,0
2520,note_on,0,0,1,,,,,,,,0,57,64
2700,note_on,180,0,1,,,,,,,,0,79,0
2700,note_on,0,0,1,,,,,,,,0,76,0
2700,note_on,0,0,1,,,,,,,,0,78,64
2700,note_on,0,0,1,,,,,,,,0,74,64
2880,note_on,180,0,1,,,,,,,,0,74,0
2880,note_on,0,0,1,,,,,,,,0,78,0
2880,note_on,0,0,1,,,,,,,,0,57,0
2880,note_on,0,0,1,,,,,,,,0,62,64
2880,note_on,0,0,1,,,,,,,,0,74,64
2880,note_on,0,0,1,,,,,,,,0,78,64
3000,note_on,0,0,1,,,,,,,,0,74,0
3000,note_on,0,0,1,,,,,,,,0,50,64
3000,note_on,120,0,1,,,,,,,,0,78,0
3060,note_on,60,0,1,,,,,,,,0,50,0
3060,note_on,0,0,1,,,,,,,,0,52,64
3120,note_on,60,0,1,,,,,,,,0,52,0
3120,note_on,0,0,1,,,,,,,,0,54,64
3120,note_on,0,0,1,,,,,,,,0,62,0
3180,note_on,60,0,1,,,,,,,,0,54,0
3180,note_on,0,0,1,,,,,,,,0,55,64
3240,note_on,0,0,1,,,,,,,,0,57,64
3240,note_on,60,0,1,,,,,,,,0,55,0
3360,note_on,120,0,1,,,,,,,,0,57,0
3360,note_on,0,0,1,,,,,,,,0,54,64
3480,note_on,120,0,1,,,,,,,,0,54,0
3480,note_on,0,0,1,,,,,,,,0,57,64
3600,note_on,120,0,1,,,,,,,,0,57,0
3600,note_on,0,0,1,,,,,,,,0,62,64
3720,note_on,120,0,1,,,,,,,,0,62,0
3720,note_on,0,0,1,,,,,,,,0,57,64
3840,note_on,120,0,1,,,,,,,,0,57,0
3840,note_on,0,0,1,,,,,,,,0,62,64
3960,note_on,120,0,1,,,,,,,,0,62,0
3960,note_on,0,0,1,,,,,,,,0,66,64
4080,note_on,120,0,1,,,,,,,,0,66,0
4080,note_on,0,0,1,,,,,,,,0,62,64
4200,note_on,0,0,1,,,,,,,,0,66,64
4200,note_on,120,0,1,,,,,,,,0,62,0
4320,note_on,0,0,1,,,,,,,,0,69,64
4320,note_on,120,0,1,,,,,,,,0,66,0
4680,note_on,360,0,1,,,,,,,,0,69,0
4680,note_on,0,0,1,,,,,,,,0,69,64
4680,note_on,0,0,1,,,,,,,,0,50,64
4680,note_on,0,0,1,,,,,,,,0,78,64
5040,note_on,360,0,1,,,,,,,,0,50,0
5040,note_on,0,0,1,,,,,,,,0,69,0
5040,note_on,0,0,1,,,,,,,,0,69,64
5040,note_on,0,0,1,,,,,,,,0,78,64
5040,note_on,0,0,1,,,,,,,,0,57,64
5040,note_on,0,0,1,,,,,,,,0,78,0
5220,note_on,180,0,1,,,,,,,,0,78,0
5220,note_on,0,0,1,,,,,,,,0,69,0
5220,note_on,0,0,1,,,,,,,,0,67,64
5220,note_on,0,0,1,,,,,,,,0,76,64
5400,note_on,0,0,1,,,,,,,,0,76,64
5400,note_on,0,0,1,,,,,,,,0,67,64
5400,note_on,180,0,1,,,,,,,,0,76,0
5400,note_on,0,0,1,,,,,,,,0,67,0
5400,note_on,0,0,1,,,,,,,,0,57,0
5400,note_on,0,0,1,,,,,,,,0,45,64
5580,note_on,180,0,1,,,,,,,,0,76,0
5580,note_on,0,0,1,,,,,,,,0,67,0
5580,note_on,0,0,1,,,,,,,,0,74,64
5580,note_on,0,0,1,,,,,,,,0,66,64
5760,note_on,0,0,1,,,,,,,,0,45,0
5760,note_on,0,0,1,,,,,,,,0,66,64
5760,note_on,0,0,1,,,,,,,,0,74,64
5760,note_on,0,0,1,,,,,,,,0,50,64
5760,note_on,180,0,1,,,,,,,,0,66,0
5760,note_on,0,0,1,,,,,,,,0,74,0
5880,note_on,0,0,1,,,,,,,,0,66,0
5880,note_on,0,0,1,,,,,,,,0,66,64
5880,note_on,120,0,1,,,,,,,,0,74,0
5940,note_on,60,0,1,,,,,,,,0,66,0
5940,note_on,0,0,1,,,,,,,,0,64,64
6000,note_on,60,0,1,,,,,,,,0,64,0
6000,note_on,0,0,1,,,,,,,,0,50,0
6000,note_on,0,0,1,,,,,,,,0,62,64
6000,note_on,0,0,1,,,,,,,,0,38,64
6060,note_on,0,0,1,,,,,,,,0,61,64
6060,note_on,60,0,1,,,,,,,,0,62,0
6120,note_on,0,0,1,,,,,,,,0,59,64
6120,note_on,0,0,1,,,,,,,,0,50,64
6120,note_on,0,0,1,,,,,,,,0,38,0
6120,note_on,60,0,1,,,,,,,,0,61,0
6240,note_on,120,0,1,,,,,,,,0,59,0
6240,note_on,0,0,1,,,,,,,,0,62,64
6360,note_on,0,0,1,,,,,,,,0,50,64
6360,note_on,120,0,1,,,,,,,,0,62,0
6360,note_on,0,0,1,,,,,,,,0,50,0
6360,note_on,0,0,1,,,,,,,,0,59,64
6480,note_on,0,0,1,,,,,,,,0,56,64
6480,note_on,0,0,1,,,,,,,,0,50,64
6480,note_on,120,0,1,,,,,,,,0,50,0
6480,note_on,0,0,1,,,,,,,,0,59,0
6600,note_on,0,0,1,,,,,,,,0,64,64
6600,note_on,120,0,1,,,,,,,,0,56,0
6660,note_on,60,0,1,,,,,,,,0,64,0
6660,note_on,0,0,1,,,,,,,,0,66,64
6720,note_on,60,0,1,,,,,,,,0,66,0
6720,note_on,0,0,1,,,,,,,,0,68,64
6780,note_on,0,0,1,,,,,,,,0,69,64
6780,note_on,60,0,1,,,,,,,,0,68,0
6840,note_on,0,0,1,,,,,,,,0,71,64
6840,note_on,0,0,1,,,,,,,,0,50,0
6840,note_on,60,0,1,,,,,,,,0,69,0
6960,note_on,0,0,1,,,,,,,,0,52,64
6960,note_on,0,0,1,,,,,,,,0,68,64
6960,note_on,120,0,1,,,,,,,,0,71,0
7020,note_on,0,0,1,,,,,,,,0,50,64
7020,note_on,60,0,1,,,,,,,,0,52,0
7080,note_on,60,0,1,,,,,,,,0,50,0
7080,note_on,0,0,1,,,,,,,,0,68,0
7080,note_on,0,0,1,,,,,,,,0,49,64
7080,note_on,0,0,1,,,,,,,,0,71,64
7140,note_on,60,0,1,,,,,,,,0,49,0
7140,note_on,0,0,1,,,,,,,,0,47,64
7200,note_on,0,0,1,,,,,,,,0,49,64
7200,note_on,0,0,1,,,,,,,,0,76,64
7200,note_on,0,0,1,,,,,,,,0,71,0
7200,note_on,60,0,1,,,,,,,,0,47,0
7320,note_on,120,0,1,,,,,,,,0,76,0
7320,note_on,0,0,1,,,,,,,,0,64,64
7380,note_on,60,0,1,,,,,,,,0,64,0
