tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
39120,note_on,,120,0,2,,,,,,,1,,,,54,64
39120,note_off,,120,0,1,,,,,,,0,,,,70,64
39240,note_off,,120,0,3,,,,,,,2,,,,48,64
39240,note_on,,0,0,3,,,,,,,2,,,,50,64
39240,note_on,,0,0,1,,,,,,,0,,,,70,64
39240,note_off,,120,0,1,,,,,,,0,,,,69,64
39240,note_off,,120,0,2,,,,,,,1,,,,54,64
39360,note_on,,0,0,1,,,,,,,0,,,,67,64
39360,note_off,,120,0,1,,,,,,,0,,,,70,64
39360,note_on,,0,0,3,,,,,,,2,,,,46,64
39360,note_off,,120,0,3,,,,,,,2,,,,50,64
39360,note_on,,120,0,2,,,,,,,1,,,,62,64
39480,note_on,,0,0,3,,,,,,,2,,,,50,64
39480,note_off,,120,0,3,,,,,,,2,,,,46,64
39480,note_off,,120,0,2,,,,,,,1,,,,62,64
39480,note_on,,0,0,1,,,,,,,0,,,,70,64
39480,note_off,,120,0,1,,,,,,,0,,,,67,64
39600,note_on,,0,0,1,,,,,,,0,,,,69,64
39600,note_on,,0,0,3,,,,,,,2,,,,48,64
39600,note_on,,120,0,2,,,,,,,1,,,,54,64
39600,note_off,,120,0,3,,,,,,,2,,,,50,64
39600,note_off,,120,0,1,,,,,,,0,,,,70,64
39720,note_off,,120,0,3,,,,,,,2,,,,48,64
39720,note_on,,0,0,3,,,,,,,2,,,,50,64
39720,note_off,,120,0,1,,,,,,,0,,,,69,64
39720,note_on,,0,0,1,,,,,,,0,,,,70,64
39720,note_off,,120,0,2,,,,,,,1,,,,54,64
39840,note_off,,120,0,1,,,,,,,0,,,,70,64
39840,note_on,,0,0,1,,,,,,,0,,,,67,64
39840,note_on,,120,0,2,,,,,,,1,,,,62,64
39840,note_off,,120,0,3,,,,,,,2,,,,50,64
39840,note_on,,0,0,3,,,,,,,2,,,,46,64
39960,note_off,,120,0,2,,,,,,,1,,,,62,64
39960,note_off,,120,0,3,,,,,,,2,,,,46,64
39960,note_on,,0,0,3,,,,,,,2,,,,50,64
39960,note_off,,120,0,1,,,,,,,0,,,,67,64
39960,note_on,,0,0,1,,,,,,,0,,,,70,64
40080,note_on,,0,0,1,,,,,,,0,,,,69,64
40080,note_off,,120,0,1,,,,,,,0,,,,70,64
40080,note_on,,120,0,2,,,,,,,1,,,,54,64
40080,note_off,,120,0,3,,,,,,,2,,,,50,64
40080,note_on,,0,0,3,,,,,,,2,,,,48,64
40200,note_off,,120,0,1,,,,,,,0,,,,69,64
40200,note_on,,0,0,1,,,,,,,0,,,,70,64
40200,note_off,,120,0,3,,,,,,,2,,,,48,64
40200,note_off,,120,0,2,,,,,,,1,,,,54,64
40200,note_on,,0,0,3,,,,,,,2,,,,50,64
40320,note_on,,120,0,2,,,,,,,1,,,,58,64
40320,note_off,,120,0,1,,,,,,,0,,,,70,64
40320,note_off,,120,0,3,,,,,,,2,,,,50,64
40320,note_on,,0,0,3,,,,,,,2,,,,43,64
40320,note_on,,0,0,1,,,,,,,0,,,,64,64
40360,control_change,,40,0,1,,,,,,,0,7,76,,,
40400,control_change,,80,0,3,,,,,,,2,7,80,,,
40440,note_off,,120,0,2,,,,,,,1,,,,58,64
40440,control_change,,0,0,1,,,,,,,0,7,77,,,
40440,note_off,,80,0,1,,,,,,,0,,,,64,64
40440,note_off,,40,0,3,,,,,,,2,,,,43,64
40440,note_on,,0,0,3,,,,,,,2,,,,46,64
40520,control_change,,80,0,1,,,,,,,0,7,78,,,
40520,control_change,,80,0,3,,,,,,,2,7,81,,,
40560,note_on,,120,0,2,,,,,,,1,,,,52,64
40560,note_off,,40,0,3,,,,,,,2,,,,46,64
40560,note_on,,40,0,1,,,,,,,0,,,,60,64
40560,note_on,,0,0,3,,,,,,,2,,,,45,64
40600,control_change,,40,0,1,,,,,,,0,7,79,,,
40600,control_change,,40,0,3,,,,,,,2,7,82,,,
40680,note_off,,120,0,2,,,,,,,1,,,,52,64
40680,note_off,,80,0,3,,,,,,,2,,,,45,64
40680,control_change,,0,0,3,,,,,,,2,7,83,,,
40680,note_on,,0,0,3,,,,,,,2,,,,46,64
40680,note_off,,80,0,1,,,,,,,0,,,,60,64
40680,control_change,,0,0,1,,,,,,,0,7,80,,,
40760,control_change,,80,0,1,,,,,,,0,7,81,,,
40760,control_change,,80,0,3,,,,,,,2,7,84,,,
40800,note_on,,120,0,2,,,,,,,1,,,,64,64
40800,note_on,,40,0,1,,,,,,,0,,,,67,64
40800,note_on,,0,0,3,,,,,,,2,,,,43,64
40800,note_off,,40,0,3,,,,,,,2,,,,46,64
40840,control_change,,40,0,1,,,,,,,0,7,82,,,
40880,control_change,,80,0,3,,,,,,,2,7,85,,,
40920,note_off,,80,0,1,,,,,,,0,,,,67,64
40920,control_change,,0,0,1,,,,,,,0,7,83,,,
40920,note_on,,0,0,3,,,,,,,2,,,,46,64
40920,note_off,,120,0,2,,,,,,,1,,,,64,64
40920,note_off,,40,0,3,,,,,,,2,,,,43,64
40960,control_change,,40,0,1,,,,,,,0,7,84,,,
40960,control_change,,40,0,3,,,,,,,2,7,86,,,
41040,note_on,,80,0,1,,,,,,,0,,,,64,64
41040,control_change,,0,0,1,,,,,,,0,7,85,,,
41040,note_on,,120,0,2,,,,,,,1,,,,60,64
41040,control_change,,0,0,3,,,,,,,2,7,87,,,
41040,note_off,,80,0,3,,,,,,,2,,,,46,64
41040,note_on,,0,0,3,,,,,,,2,,,,45,64
41120,control_change,,80,0,3,,,,,,,2,7,88,,,
41120,control_change,,80,0,1,,,,,,,0,7,86,,,
41160,note_off,,120,0,2,,,,,,,1,,,,60,64
41160,note_off,,40,0,3,,,,,,,2,,,,45,64
41160,note_on,,0,0,3,,,,,,,2,,,,46,64
41160,note_off,,40,0,1,,,,,,,0,,,,64,64
41200,control_change,,40,0,1,,,,,,,0,7,87,,,
41240,control_change,,80,0,3,,,,,,,2,7,89,,,
41280,control_change,,0,0,1,,,,,,,0,7,88,,,
41280,note_on,,80,0,1,,,,,,,0,,,,70,64
41280,note_on,,120,0,2,,,,,,,1,,,,67,64
41280,note_on,,0,0,3,,,,,,,2,,,,43,64
41280,note_off,,40,0,3,,,,,,,2,,,,46,64
41320,control_change,,40,0,3,,,,,,,2,7,90,,,
41360,control_change,,80,0,1,,,,,,,0,7,89,,,
41400,note_off,,120,0,2,,,,,,,1,,,,67,64
41400,note_on,,0,0,3,,,,,,,2,,,,46,64
41400,note_off,,80,0,3,,,,,,,2,,,,43,64
41400,note_off,,40,0,1,,,,,,,0,,,,70,64
41400,control_change,,0,0,3,,,,,,,2,7,91,,,
41440,control_change,,40,0,1,,,,,,,0,7,90,,,
41480,control_change,,80,0,3,,,,,,,2,7,92,,,
41520,note_on,,120,0,2,,,,,,,1,,,,64,64
41520,note_on,,80,0,1,,,,,,,0,,,,67,64
41520,note_off,,40,0,3,,,,,,,2,,,,46,64
41520,note_on,,0,0,3,,,,,,,2,,,,45,64
41520,control_change,,0,0,1,,,,,,,0,7,91,,,
41560,control_change,,40,0,1,,,,,,,0,7,92,,,
41600,control_change,,80,0,3,,,,,,,2,7,93,,,
41640,note_off,,80,0,1,,,,,,,0,,,,67,64
41640,control_change,,0,0,1,,,,,,,0,7,93,,,
41640,note_off,,120,0,2,,,,,,,1,,,,64,64
41640,note_off,,40,0,3,,,,,,,2,,,,45,64
41640,note_on,,0,0,3,,,,,,,2,,,,46,64
41680,control_change,,40,0,3,,,,,,,2,7,94,,,
41720,control_change,,80,0,1,,,,,,,0,7,94,,,
41760,note_on,,120,0,2,,,,,,,1,,,,67,64
41760,note_on,,0,0,3,,,,,,,2,,,,40,64
41760,control_change,,0,0,3,,,,,,,2,7,95,,,
41760,note_on,,40,0,1,,,,,,,0,,,,72,64
41760,note_off,,80,0,3,,,,,,,2,,,,46,64
41800,control_change,,40,0,1,,,,,,,0,7,95,,,
41840,control_change,,80,0,3,,,,,,,2,7,96,,,
41880,control_change,,0,0,1,,,,,,,0,7,96,,,
41880,note_on,,0,0,1,,,,,,,0,,,,74,64
41880,note_off,,80,0,1,,,,,,,0,,,,72,64
41880,note_off,,120,0,2,,,,,,,1,,,,67,64
41880,note_off,,40,0,3,,,,,,,2,,,,40,64
41920,control_change,,40,0,3,,,,,,,2,7,97,,,
41960,control_change,,80,0,1,,,,,,,0,7,97,,,
42000,note_on,,120,0,2,,,,,,,1,,,,60,64
42000,note_off,,40,0,1,,,,,,,0,,,,74,64
42000,note_on,,0,0,1,,,,,,,0,,,,72,64
42000,note_on,,80,0,3,,,,,,,2,,,,48,64
42040,control_change,,40,0,3,,,,,,,2,7,98,,,
42040,control_change,,40,0,1,,,,,,,0,7,98,,,
42080,control_change,,40,0,1,,,,,,,0,7,99,,,
42120,note_off,,120,0,2,,,,,,,1,,,,60,64
42120,note_off,,80,0,3,,,,,,,2,,,,48,64
42120,control_change,,0,0,3,,,,,,,2,7,99,,,
42120,note_off,,40,0,1,,,,,,,0,,,,72,64
42120,note_on,,0,0,1,,,,,,,0,,,,70,64
42160,control_change,,40,0,1,,,,,,,0,7,100,,,
42200,control_change,,80,0,3,,,,,,,2,7,100,,,
42240,note_on,,120,0,2,,,,,,,1,,,,60,64
42240,note_off,,80,0,1,,,,,,,0,,,,70,64
42240,control_change,,0,0,1,,,,,,,0,7,101,,,
42240,note_on,,0,0,1,,,,,,,0,,,,69,64
42240,note_on,,40,0,3,,,,,,,2,,,,53,64
42280,control_change,,40,0,3,,,,,,,2,7,101,,,
42320,control_change,,80,0,1,,,,,,,0,7,102,,,
42360,note_on,,0,0,2,,,,,,,1,,,,62,64
42360,note_off,,40,0,1,,,,,,,0,,,,69,64
42360,note_on,,0,0,1,,,,,,,0,,,,70,64
42360,note_off,,80,0,3,,,,,,,2,,,,53,64
42360,note_off,,120,0,2,,,,,,,1,,,,60,64
42400,control_change,,40,0,3,,,,,,,2,7,102,,,
42400,control_change,,40,0,1,,,,,,,0,7,103,,,
42480,control_change,,0,0,1,,,,,,,0,7,104,,,
42480,note_on,,0,0,2,,,,,,,1,,,,60,64
42480,note_on,,80,0,3,,,,,,,2,,,,48,64
42480,note_off,,80,0,1,,,,,,,0,,,,70,64
42480,control_change,,0,0,3,,,,,,,2,7,103,,,
42480,note_on,,0,0,1,,,,,,,0,,,,69,64
42480,note_off,,120,0,2,,,,,,,1,,,,62,64
42560,control_change,,80,0,3,,,,,,,2,7,104,,,
42560,control_change,,80,0,1,,,,,,,0,7,105,,,
42600,note_off,,40,0,1,,,,,,,0,,,,69,64
42600,note_on,,0,0,1,,,,,,,0,,,,67,64
42600,note_off,,40,0,3,,,,,,,2,,,,48,64
42600,note_off,,120,0,2,,,,,,,1,,,,60,64
42600,note_on,,0,0,2,,,,,,,1,,,,58,64
42640,control_change,,40,0,1,,,,,,,0,7,106,,,
42640,control_change,,40,0,3,,,,,,,2,7,105,,,
42680,control_change,,40,0,1,,,,,,,0,7,107,,,
42720,note_on,,0,0,1,,,,,,,0,,,,65,64
42720,note_off,,40,0,1,,,,,,,0,,,,67,64
42720,note_off,,120,0,2,,,,,,,1,,,,58,64
42720,note_on,,0,0,2,,,,,,,1,,,,57,64
42720,note_on,,80,0,3,,,,,,,2,,,,57,64
42760,control_change,,40,0,1,,,,,,,0,7,108,,,
42760,control_change,,40,0,3,,,,,,,2,7,106,,,
42840,note_off,,80,0,1,,,,,,,0,,,,65,64
42840,note_off,,80,0,3,,,,,,,2,,,,57,64
42840,control_change,,0,0,3,,,,,,,2,7,107,,,
42840,note_on,,0,0,2,,,,,,,1,,,,58,64
42840,note_off,,120,0,2,,,,,,,1,,,,57,64
42840,control_change,,0,0,1,,,,,,,0,7,109,,,
42840,note_on,,0,0,1,,,,,,,0,,,,67,64
42920,control_change,,80,0,1,,,,,,,0,7,110,,,
42920,control_change,,80,0,3,,,,,,,2,7,108,,,
42960,note_on,,0,0,2,,,,,,,1,,,,57,64
42960,note_off,,120,0,2,,,,,,,1,,,,58,64
42960,note_off,,40,0,1,,,,,,,0,,,,67,64
42960,note_on,,40,0,3,,,,,,,2,,,,53,64
42960,note_on,,0,0,1,,,,,,,0,,,,65,64
43000,control_change,,40,0,3,,,,,,,2,7,109,,,
43000,control_change,,40,0,1,,,,,,,0,7,111,,,
43080,control_change,,0,0,3,,,,,,,2,7,110,,,
43080,note_off,,80,0,1,,,,,,,0,,,,65,64
43080,note_on,,0,0,1,,,,,,,0,,,,63,64
43080,control_change,,0,0,1,,,,,,,0,7,112,,,
43080,note_on,,0,0,2,,,,,,,1,,,,55,64
43080,note_off,,120,0,2,,,,,,,1,,,,57,64
43080,note_off,,80,0,3,,,,,,,2,,,,53,64
43160,control_change,,80,0,1,,,,,,,0,7,113,,,
43200,note_off,,120,0,2,,,,,,,1,,,,55,64
43200,note_on,,0,0,2,,,,,,,1,,,,53,64
43200,note_on,,120,0,3,,,,,,,2,,,,58,64
43200,note_off,,40,0,1,,,,,,,0,,,,63,64
43200,note_on,,0,0,1,,,,,,,0,,,,62,64
43200,control_change,,0,0,1,,,,,,,0,7,114,,,
43320,note_off,,120,0,2,,,,,,,1,,,,53,64
43320,note_off,,120,0,3,,,,,,,2,,,,58,64
43320,note_on,,0,0,3,,,,,,,2,,,,60,64
43440,note_on,,0,0,3,,,,,,,2,,,,58,64
43440,note_on,,0,0,1,,,,,,,0,,,,67,64
43440,note_off,,120,0,3,,,,,,,2,,,,60,64
43440,note_on,,120,0,2,,,,,,,1,,,,62,64
43440,note_off,,240,0,1,,,,,,,0,,,,62,64
43560,note_off,,120,0,3,,,,,,,2,,,,58,64
43560,note_off,,120,0,1,,,,,,,0,,,,67,64
43560,note_on,,0,0,1,,,,,,,0,,,,65,64
43560,note_on,,0,0,3,,,,,,,2,,,,57,64
43560,note_off,,120,0,2,,,,,,,1,,,,62,64
43560,note_on,,0,0,2,,,,,,,1,,,,60,64
43680,note_off,,120,0,1,,,,,,,0,,,,65,64
43680,note_off,,120,0,3,,,,,,,2,,,,57,64
43680,note_on,,0,0,3,,,,,,,2,,,,55,64
43680,note_on,,0,0,1,,,,,,,0,,,,64,64
43680,note_off,,120,0,2,,,,,,,1,,,,60,64
43680,note_on,,0,0,2,,,,,,,1,,,,58,64
43800,note_on,,0,0,1,,,,,,,0,,,,65,64
43800,note_on,,0,0,3,,,,,,,2,,,,57,64
43800,note_off,,120,0,3,,,,,,,2,,,,55,64
43800,note_off,,120,0,1,,,,,,,0,,,,64,64
43800,note_off,,120,0,2,,,,,,,1,,,,58,64
43800,note_on,,0,0,2,,,,,,,1,,,,60,64
43920,note_on,,0,0,3,,,,,,,2,,,,55,64
43920,note_off,,120,0,1,,,,,,,0,,,,65,64
43920,note_on,,0,0,1,,,,,,,0,,,,64,64
43920,note_off,,120,0,2,,,,,,,1,,,,60,64
43920,note_on,,0,0,2,,,,,,,1,,,,58,64
43920,note_off,,120,0,3,,,,,,,2,,,,57,64
44040,note_off,,120,0,2,,,,,,,1,,,,58,64
44040,note_off,,120,0,3,,,,,,,2,,,,55,64
44040,note_on,,0,0,1,,,,,,,0,,,,62,64
44040,note_off,,120,0,1,,,,,,,0,,,,64,64
44040,note_on,,0,0,3,,,,,,,2,,,,53,64
44040,note_on,,0,0,2,,,,,,,1,,,,57,64
44160,note_off,,120,0,2,,,,,,,1,,,,57,64
44160,note_on,,0,0,2,,,,,,,1,,,,55,64
44160,note_on,,0,0,1,,,,,,,0,,,,60,64
44160,note_off,,120,0,1,,,,,,,0,,,,62,64
44160,note_on,,0,0,3,,,,,,,2,,,,52,64
44160,note_off,,120,0,3,,,,,,,2,,,,53,64
44280,note_off,,120,0,2,,,,,,,1,,,,55,64
44280,note_on,,0,0,2,,,,,,,1,,,,57,64
44280,note_on,,0,0,3,,,,,,,2,,,,53,64
44280,note_off,,120,0,3,,,,,,,2,,,,52,64
44280,note_on,,0,0,1,,,,,,,0,,,,62,64
44280,note_off,,120,0,1,,,,,,,0,,,,60,64
44400,note_on,,0,0,1,,,,,,,0,,,,60,64
44400,note_on,,0,0,3,,,,,,,2,,,,52,64
44400,note_off,,120,0,3,,,,,,,2,,,,53,64
44400,note_off,,120,0,1,,,,,,,0,,,,62,64
44400,note_on,,0,0,2,,,,,,,1,,,,55,64
44400,note_off,,120,0,2,,,,,,,1,,,,57,64
44520,note_off,,120,0,3,,,,,,,2,,,,52,64
44520,note_on,,0,0,2,,,,,,,1,,,,53,64
44520,note_off,,120,0,2,,,,,,,1,,,,55,64
44520,note_on,,0,0,3,,,,,,,2,,,,50,64
44520,note_on,,0,0,1,,,,,,,0,,,,58,64
44520,note_off,,120,0,1,,,,,,,0,,,,60,64
44560,control_change,,40,0,3,,,,,,,2,7,109,,,
44640,note_off,,80,0,3,,,,,,,2,,,,50,64
44640,note_off,,120,0,1,,,,,,,0,,,,58,64
44640,note_on,,0,0,3,,,,,,,2,,,,48,64
44640,control_change,,0,0,3,,,,,,,2,7,108,,,
44640,note_on,,0,0,2,,,,,,,1,,,,65,64
44640,note_on,,0,0,1,,,,,,,0,,,,57,64
44640,note_off,,120,0,2,,,,,,,1,,,,53,64
44680,control_change,,40,0,3,,,,,,,2,7,107,,,
44760,note_off,,120,0,1,,,,,,,0,,,,57,64
44760,note_on,,0,0,2,,,,,,,1,,,,64,64
44760,note_on,,0,0,1,,,,,,,0,,,,58,64
44760,control_change,,80,0,3,,,,,,,2,7,106,,,
44760,note_off,,120,0,2,,,,,,,1,,,,65,64
44800,control_change,,40,0,3,,,,,,,2,7,105,,,
44880,note_on,,0,0,3,,,,,,,2,,,,53,64
44880,control_change,,0,0,3,,,,,,,2,7,104,,,
44880,note_off,,80,0,3,,,,,,,2,,,,48,64
44880,note_on,,0,0,2,,,,,,,1,,,,62,64
44880,note_off,,120,0,2,,,,,,,1,,,,64,64
44880,note_off,,120,0,1,,,,,,,0,,,,58,64
44880,note_on,,0,0,1,,,,,,,0,,,,57,64
44920,control_change,,40,0,3,,,,,,,2,7,103,,,
45000,note_on,,0,0,2,,,,,,,1,,,,60,64
45000,note_off,,120,0,2,,,,,,,1,,,,62,64
45000,note_off,,120,0,1,,,,,,,0,,,,57,64
45000,note_on,,0,0,1,,,,,,,0,,,,55,64
45000,control_change,,0,0,3,,,,,,,2,7,102,,,
45000,note_on,,0,0,3,,,,,,,2,,,,52,64
45000,note_off,,80,0,3,,,,,,,2,,,,53,64
45040,control_change,,40,0,3,,,,,,,2,7,101,,,
45120,note_off,,120,0,2,,,,,,,1,,,,60,64
45120,note_on,,0,0,1,,,,,,,0,,,,53,64
45120,note_off,,120,0,1,,,,,,,0,,,,55,64
45120,note_off,,80,0,3,,,,,,,2,,,,52,64
45120,note_on,,0,0,3,,,,,,,2,,,,50,64
45120,control_change,,0,0,3,,,,,,,2,7,100,,,
45120,note_on,,0,0,2,,,,,,,1,,,,58,64
45120,set_tempo,597015,45120,1,0,,,,,,,,,,,,
45124,set_tempo,600000,4,1,0,,,,,,,,,,,,
45160,control_change,,40,0,3,,,,,,,2,7,99,,,
45192,set_tempo,597015,68,1,0,,,,,,,,,,,,
45240,note_off,,80,0,3,,,,,,,2,,,,50,64
45240,note_on,,0,0,3,,,,,,,2,,,,52,64
45240,control_change,,0,0,3,,,,,,,2,7,98,,,
45240,note_on,,0,0,2,,,,,,,1,,,,60,64
45240,note_off,,120,0,2,,,,,,,1,,,,58,64
45240,note_off,,120,0,1,,,,,,,0,,,,53,64
45280,control_change,,40,0,3,,,,,,,2,7,97,,,
45320,control_change,,40,0,3,,,,,,,2,7,96,,,
45360,note_on,,0,0,2,,,,,,,1,,,,58,64
45360,note_off,,120,0,2,,,,,,,1,,,,60,64
45360,note_off,,40,0,3,,,,,,,2,,,,52,64
45360,note_on,,0,0,3,,,,,,,2,,,,50,64
45360,note_on,,120,0,1,,,,,,,0,,,,65,64
45360,set_tempo,600000,168,1,0,,,,,,,,,,,,
45400,control_change,,40,0,3,,,,,,,2,7,95,,,
45404,set_tempo,603015,44,1,0,,,,,,,,,,,,
45440,control_change,,40,0,3,,,,,,,2,7,94,,,
45464,set_tempo,600000,60,1,0,,,,,,,,,,,,
45480,note_on,,0,0,3,,,,,,,2,,,,48,64
45480,note_off,,40,0,3,,,,,,,2,,,,50,64
45480,note_on,,0,0,1,,,,,,,0,,,,64,64
45480,note_off,,120,0,1,,,,,,,0,,,,65,64
45480,note_on,,0,0,2,,,,,,,1,,,,60,64
45480,note_off,,120,0,2,,,,,,,1,,,,58,64
45520,control_change,,40,0,1,,,,,,,0,7,110,,,
45520,control_change,,40,0,3,,,,,,,2,7,93,,,
45544,set_tempo,603015,80,1,0,,,,,,,,,,,,
45560,control_change,,40,0,3,,,,,,,2,7,92,,,
45560,control_change,,40,0,1,,,,,,,0,7,109,,,
45564,set_tempo,606061,20,1,0,,,,,,,,,,,,
45600,note_off,,120,0,2,,,,,,,1,,,,60,64
45600,note_on,,0,0,2,,,,,,,1,,,,62,64
45600,note_on,,0,0,3,,,,,,,2,,,,46,64
45600,note_off,,40,0,3,,,,,,,2,,,,48,64
45600,note_off,,40,0,1,,,,,,,0,,,,64,64
45600,note_on,,0,0,1,,,,,,,0,,,,65,64
45600,control_change,,0,0,1,,,,,,,0,7,107,,,
45640,control_change,,40,0,1,,,,,,,0,7,105,,,
45640,control_change,,40,0,3,,,,,,,2,7,91,,,
