tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,0,10,64,,
0,track_name,0,1,2,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,6,1,,,,
0,control_change,0,0,2,,,,,,,,1,7,127,,
0,control_change,0,0,2,,,,,,,,1,10,64,,
0,track_name,0,1,3,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,6,2,,,,
0,control_change,0,0,3,,,,,,,,2,7,127,,
0,control_change,0,0,3,,,,,,,,2,10,64,,
0,track_name,0,1,4,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,6,3,,,,
0,control_change,0,0,4,,,,,,,,3,7,127,,
0,control_change,0,0,4,,,,,,,,3,10,64,,
0,note_on,0,0,4,,,,,,,,3,,,51,127
0,program_change,0,0,1,,,,,,,6,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,
0,time_signature,0,1,0,1,1,96,8,,,,,,,,
0,set_tempo,0,1,0,,,,,,312500,,,,,,
0,marker,0,1,0,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,Eb,,,,,,,
48,note_on,48,0,4,,,,,,,,3,,,55,127
96,note_on,48,0,4,,,,,,,,3,,,58,127
144,note_on,144,0,1,,,,,,,,0,,,63,127
192,note_on,48,0,1,,,,,,,,0,,,67,127
240,note_on,48,0,1,,,,,,,,0,,,70,127
288,note_on,48,0,1,,,,,,,,0,,,75,127
720,note_on,432,0,1,,,,,,,,0,,,75,0
720,note_on,0,0,1,,,,,,,,0,,,63,0
720,note_on,0,0,1,,,,,,,,0,,,70,0
720,note_on,624,0,4,,,,,,,,3,,,58,0
720,note_on,0,0,4,,,,,,,,3,,,55,0
720,note_on,0,0,4,,,,,,,,3,,,51,0
720,note_on,0,0,4,,,,,,,,3,,,51,127
720,note_on,0,0,1,,,,,,,,0,,,67,0
768,note_on,48,0,4,,,,,,,,3,,,55,127
816,note_on,48,0,4,,,,,,,,3,,,58,127
864,note_on,48,0,4,,,,,,,,3,,,61,127
912,note_on,192,0,1,,,,,,,,0,,,67,127
960,note_on,48,0,1,,,,,,,,0,,,70,127
1008,note_on,48,0,1,,,,,,,,0,,,75,127
1440,note_on,0,0,4,,,,,,,,3,,,58,0
1440,note_on,0,0,1,,,,,,,,0,,,67,0
1440,note_on,0,0,4,,,,,,,,3,,,55,0
1440,note_on,432,0,1,,,,,,,,0,,,75,0
1440,note_on,576,0,4,,,,,,,,3,,,61,0
1440,note_on,0,0,4,,,,,,,,3,,,51,0
1440,note_on,0,0,1,,,,,,,,0,,,70,0
1440,note_on,0,0,4,,,,,,,,3,,,51,127
1488,note_on,48,0,4,,,,,,,,3,,,56,127
1536,note_on,48,0,4,,,,,,,,3,,,60,127
1584,note_on,144,0,1,,,,,,,,0,,,65,127
1632,note_on,48,0,1,,,,,,,,0,,,68,127
1680,note_on,48,0,1,,,,,,,,0,,,72,127
1728,note_on,48,0,1,,,,,,,,0,,,75,127
2160,note_on,0,0,1,,,,,,,,0,,,72,0
2160,note_on,0,0,1,,,,,,,,0,,,68,0
2160,note_on,0,0,1,,,,,,,,0,,,65,0
2160,note_on,432,0,1,,,,,,,,0,,,75,0
2160,note_on,0,0,4,,,,,,,,3,,,51,0
2160,note_on,0,0,4,,,,,,,,3,,,51,127
2160,note_on,0,0,4,,,,,,,,3,,,56,0
2160,note_on,624,0,4,,,,,,,,3,,,60,0
2208,note_on,48,0,4,,,,,,,,3,,,58,127
2256,note_on,96,0,1,,,,,,,,0,,,65,127
2304,note_on,48,0,1,,,,,,,,0,,,68,127
2352,note_on,48,0,1,,,,,,,,0,,,70,127
2400,note_on,48,0,1,,,,,,,,0,,,73,127
2832,note_on,0,0,1,,,,,,,,0,,,70,0
2832,note_on,0,0,4,,,,,,,,3,,,51,127
2832,note_on,0,0,4,,,,,,,,3,,,51,0
2832,note_on,624,0,4,,,,,,,,3,,,58,0
2832,note_on,432,0,1,,,,,,,,0,,,73,0
2832,note_on,0,0,1,,,,,,,,0,,,65,0
2832,note_on,0,0,1,,,,,,,,0,,,68,0
2880,note_on,48,0,4,,,,,,,,3,,,58,127
2928,note_on,96,0,1,,,,,,,,0,,,63,127
2976,note_on,48,0,1,,,,,,,,0,,,67,127
