tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,0,0,,,,
0,program_change,0,0,1,,,,,,,0,0,,,,
0,control_change,0,0,1,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,0,10,71,,
0,control_change,0,0,1,,,,,,,,0,91,63,,
0,control_change,0,0,1,,,,,,,,0,93,0,,
0,marker,0,1,0,,,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,0,,,72,63
0,program_change,0,0,2,,,,,,,0,1,,,,
0,program_change,0,0,2,,,,,,,0,1,,,,
0,control_change,0,0,2,,,,,,,,1,7,127,,
0,control_change,0,0,2,,,,,,,,1,10,55,,
0,control_change,0,0,2,,,,,,,,1,91,63,,
0,control_change,0,0,2,,,,,,,,1,93,0,,
0,note_on,0,0,2,,,,,,,,1,,,48,63
0,track_name,0,1,2,,,,,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,Eb,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,476190,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
96,note_on,0,0,1,,,,,,,,0,,,74,63
96,note_on,96,0,1,,,,,,,,0,,,72,0
192,note_on,96,0,1,,,,,,,,0,,,74,0
192,note_on,0,0,2,,,,,,,,1,,,60,63
192,note_on,192,0,2,,,,,,,,1,,,48,0
192,note_on,0,0,1,,,,,,,,0,,,75,63
288,note_on,0,0,1,,,,,,,,0,,,67,63
288,note_on,96,0,1,,,,,,,,0,,,75,0
384,note_on,96,0,1,,,,,,,,0,,,67,0
384,note_on,0,0,1,,,,,,,,0,,,74,63
384,note_on,0,0,2,,,,,,,,1,,,55,63
384,note_on,192,0,2,,,,,,,,1,,,60,0
480,note_on,96,0,1,,,,,,,,0,,,74,0
480,note_on,0,0,1,,,,,,,,0,,,65,63
576,note_on,192,0,2,,,,,,,,1,,,55,0
576,note_on,0,0,2,,,,,,,,1,,,56,63
576,note_on,96,0,1,,,,,,,,0,,,65,0
576,note_on,0,0,1,,,,,,,,0,,,65,63
624,note_on,48,0,1,,,,,,,,0,,,65,0
624,note_on,0,0,1,,,,,,,,0,,,63,63
672,note_on,48,0,1,,,,,,,,0,,,63,0
672,note_on,0,0,1,,,,,,,,0,,,62,63
768,note_on,0,0,2,,,,,,,,1,,,44,63
768,note_on,96,0,1,,,,,,,,0,,,62,0
768,note_on,0,0,1,,,,,,,,0,,,60,63
768,note_on,192,0,2,,,,,,,,1,,,56,0
864,note_on,0,0,1,,,,,,,,0,,,63,63
864,note_on,96,0,1,,,,,,,,0,,,60,0
928,note_on,160,0,2,,,,,,,,1,,,44,0
960,note_on,0,0,1,,,,,,,,0,,,67,63
960,note_on,96,0,1,,,,,,,,0,,,63,0
1056,note_on,0,0,1,,,,,,,,0,,,72,63
1056,note_on,96,0,1,,,,,,,,0,,,67,0
1150,note_on,94,0,1,,,,,,,,0,,,72,0
1152,note_on,224,0,2,,,,,,,,1,,,56,63
1152,note_on,2,0,1,,,,,,,,0,,,65,63
1248,note_on,0,0,1,,,,,,,,0,,,75,66
1248,note_on,96,0,1,,,,,,,,0,,,65,0
1344,note_on,192,0,2,,,,,,,,1,,,56,0
1344,note_on,0,0,2,,,,,,,,1,,,53,63
1344,note_on,96,0,1,,,,,,,,0,,,75,0
1344,note_on,0,0,1,,,,,,,,0,,,74,69
1440,note_on,0,0,1,,,,,,,,0,,,77,72
1440,note_on,96,0,1,,,,,,,,0,,,74,0
1536,note_on,96,0,1,,,,,,,,0,,,77,0
1536,note_on,192,0,2,,,,,,,,1,,,53,0
1536,note_on,0,0,1,,,,,,,,0,,,80,76
1536,note_on,0,0,2,,,,,,,,1,,,50,63
1632,note_on,0,0,1,,,,,,,,0,,,72,80
1632,note_on,96,0,1,,,,,,,,0,,,80,0
1728,note_on,0,0,2,,,,,,,,1,,,55,63
1728,note_on,96,0,1,,,,,,,,0,,,72,0
1728,note_on,0,0,1,,,,,,,,0,,,72,84
1728,note_on,192,0,2,,,,,,,,1,,,50,0
1776,note_on,0,0,1,,,,,,,,0,,,71,83
1776,note_on,48,0,1,,,,,,,,0,,,72,0
1824,note_on,0,0,1,,,,,,,,0,,,69,82
1824,note_on,48,0,1,,,,,,,,0,,,71,0
1920,note_on,96,0,1,,,,,,,,0,,,69,0
1920,note_on,0,0,2,,,,,,,,1,,,43,63
1920,note_on,192,0,2,,,,,,,,1,,,55,0
1920,note_on,0,0,1,,,,,,,,0,,,67,79
2016,note_on,96,0,1,,,,,,,,0,,,67,0
2016,note_on,0,0,1,,,,,,,,0,,,71,75
2080,note_on,160,0,2,,,,,,,,1,,,43,0
2112,note_on,96,0,1,,,,,,,,0,,,71,0
2112,note_on,0,0,1,,,,,,,,0,,,74,71
2208,note_on,0,0,1,,,,,,,,0,,,77,67
2208,note_on,96,0,1,,,,,,,,0,,,74,0
2302,note_on,94,0,1,,,,,,,,0,,,77,0
2304,note_on,224,0,2,,,,,,,,1,,,48,63
2304,note_on,2,0,1,,,,,,,,0,,,75,63
2400,note_on,0,0,1,,,,,,,,0,,,72,64
2400,note_on,96,0,1,,,,,,,,0,,,75,0
2496,note_on,0,0,2,,,,,,,,1,,,60,66
2496,note_on,192,0,2,,,,,,,,1,,,48,0
2496,note_on,96,0,1,,,,,,,,0,,,72,0
2496,note_on,0,0,1,,,,,,,,0,,,67,65
2592,note_on,96,0,1,,,,,,,,0,,,67,0
2592,note_on,0,0,1,,,,,,,,0,,,72,66
2688,note_on,192,0,2,,,,,,,,1,,,60,0
2688,note_on,96,0,1,,,,,,,,0,,,72,0
2688,note_on,0,0,1,,,,,,,,0,,,76,68
2688,note_on,0,0,2,,,,,,,,1,,,58,69
2784,note_on,96,0,1,,,,,,,,0,,,76,0
2784,note_on,0,0,1,,,,,,,,0,,,72,70
2880,note_on,0,0,2,,,,,,,,1,,,56,72
2880,note_on,192,0,2,,,,,,,,1,,,58,0
2880,note_on,96,0,1,,,,,,,,0,,,72,0
2880,note_on,0,0,1,,,,,,,,0,,,77,72
2976,note_on,96,0,1,,,,,,,,0,,,77,0
2976,note_on,0,0,1,,,,,,,,0,,,72,74
3072,note_on,96,0,1,,,,,,,,0,,,72,0
3072,note_on,0,0,1,,,,,,,,0,,,79,76
3072,note_on,192,0,2,,,,,,,,1,,,56,0
3072,note_on,0,0,2,,,,,,,,1,,,55,76
3168,note_on,0,0,1,,,,,,,,0,,,72,78
3168,note_on,96,0,1,,,,,,,,0,,,79,0
3264,note_on,0,0,2,,,,,,,,1,,,53,80
3264,note_on,192,0,2,,,,,,,,1,,,55,0
3264,note_on,96,0,1,,,,,,,,0,,,72,0
3264,note_on,0,0,1,,,,,,,,0,,,80,80
3360,note_on,0,0,1,,,,,,,,0,,,72,82
3360,note_on,96,0,1,,,,,,,,0,,,80,0
3424,note_on,160,0,2,,,,,,,,1,,,53,0
3454,note_on,94,0,1,,,,,,,,0,,,72,0
3456,note_on,2,0,1,,,,,,,,0,,,74,63
3456,note_on,32,0,2,,,,,,,,1,,,46,63
3552,note_on,96,0,1,,,,,,,,0,,,74,0
3552,note_on,0,0,1,,,,,,,,0,,,70,64
3648,note_on,0,0,2,,,,,,,,1,,,58,66
3648,note_on,96,0,1,,,,,,,,0,,,70,0
3648,note_on,0,0,1,,,,,,,,0,,,65,65
3648,note_on,192,0,2,,,,,,,,1,,,46,0
3744,note_on,0,0,1,,,,,,,,0,,,70,66
3744,note_on,96,0,1,,,,,,,,0,,,65,0
3840,note_on,192,0,2,,,,,,,,1,,,58,0
3840,note_on,0,0,1,,,,,,,,0,,,74,68
3840,note_on,96,0,1,,,,,,,,0,,,70,0
3840,note_on,0,0,2,,,,,,,,1,,,56,69
3936,note_on,0,0,1,,,,,,,,0,,,70,70
3936,note_on,96,0,1,,,,,,,,0,,,74,0
4032,note_on,96,0,1,,,,,,,,0,,,70,0
4032,note_on,0,0,2,,,,,,,,1,,,55,72
4032,note_on,192,0,2,,,,,,,,1,,,56,0
4032,note_on,0,0,1,,,,,,,,0,,,75,72
4128,note_on,96,0,1,,,,,,,,0,,,75,0
4128,note_on,0,0,1,,,,,,,,0,,,70,74
4224,note_on,96,0,1,,,,,,,,0,,,70,0
4224,note_on,0,0,1,,,,,,,,0,,,77,76
4224,note_on,0,0,2,,,,,,,,1,,,53,76
4224,note_on,192,0,2,,,,,,,,1,,,55,0
4320,note_on,96,0,1,,,,,,,,0,,,77,0
4320,note_on,0,0,1,,,,,,,,0,,,70,78
4416,note_on,192,0,2,,,,,,,,1,,,53,0
4416,note_on,0,0,2,,,,,,,,1,,,51,80
4416,note_on,0,0,1,,,,,,,,0,,,79,80
4416,note_on,96,0,1,,,,,,,,0,,,70,0
4512,note_on,0,0,1,,,,,,,,0,,,70,82
4512,note_on,96,0,1,,,,,,,,0,,,79,0
4576,note_on,160,0,2,,,,,,,,1,,,51,0
4606,note_on,94,0,1,,,,,,,,0,,,70,0
4608,note_on,2,0,1,,,,,,,,0,,,72,63
4608,note_on,32,0,2,,,,,,,,1,,,56,63
4704,note_on,96,0,1,,,,,,,,0,,,72,0
4704,note_on,0,0,1,,,,,,,,0,,,68,63
4800,note_on,0,0,1,,,,,,,,0,,,67,63
4800,note_on,192,0,2,,,,,,,,1,,,56,0
4800,note_on,0,0,2,,,,,,,,1,,,60,63
4800,note_on,96,0,1,,,,,,,,0,,,68,0
4896,note_on,96,0,1,,,,,,,,0,,,67,0
4896,note_on,0,0,1,,,,,,,,0,,,68,63
4960,note_on,160,0,2,,,,,,,,1,,,60,0
4992,note_on,96,0,1,,,,,,,,0,,,68,0
4992,note_on,0,0,1,,,,,,,,0,,,72,63
4992,note_on,32,0,2,,,,,,,,1,,,53,63
5088,note_on,0,0,1,,,,,,,,0,,,75,63
5088,note_on,96,0,1,,,,,,,,0,,,72,0
5152,note_on,160,0,2,,,,,,,,1,,,53,0
5182,note_on,94,0,1,,,,,,,,0,,,75,0
5184,note_on,32,0,2,,,,,,,,1,,,55,63
5184,note_on,2,0,1,,,,,,,,0,,,70,63
5280,note_on,96,0,1,,,,,,,,0,,,70,0
5280,note_on,0,0,1,,,,,,,,0,,,67,63
5376,note_on,0,0,1,,,,,,,,0,,,65,63
5376,note_on,192,0,2,,,,,,,,1,,,55,0
5376,note_on,0,0,2,,,,,,,,1,,,58,63
5376,note_on,96,0,1,,,,,,,,0,,,67,0
5472,note_on,96,0,1,,,,,,,,0,,,65,0
5472,note_on,0,0,1,,,,,,,,0,,,67,63
5536,note_on,160,0,2,,,,,,,,1,,,58,0
5568,note_on,96,0,1,,,,,,,,0,,,67,0
5568,note_on,0,0,1,,,,,,,,0,,,70,63
5568,note_on,32,0,2,,,,,,,,1,,,51,63
5664,note_on,0,0,1,,,,,,,,0,,,75,63
5664,note_on,96,0,1,,,,,,,,0,,,70,0
5728,note_on,160,0,2,,,,,,,,1,,,51,0
5758,note_on,94,0,1,,,,,,,,0,,,75,0
5760,note_on,2,0,1,,,,,,,,0,,,68,63
5760,note_on,32,0,2,,,,,,,,1,,,53,63
5856,note_on,0,0,1,,,,,,,,0,,,67,63
5856,note_on,96,0,1,,,,,,,,0,,,68,0
5952,note_on,0,0,1,,,,,,,,0,,,65,63
5952,note_on,192,0,2,,,,,,,,1,,,53,0
5952,note_on,0,0,2,,,,,,,,1,,,56,63
5952,note_on,96,0,1,,,,,,,,0,,,67,0
6048,note_on,96,0,1,,,,,,,,0,,,65,0
6048,note_on,0,0,1,,,,,,,,0,,,67,63
6144,note_on,0,0,1,,,,,,,,0,,,68,63
6144,note_on,0,0,2,,,,,,,,1,,,53,63
6144,note_on,192,0,2,,,,,,,,1,,,56,0
6144,note_on,96,0,1,,,,,,,,0,,,67,0
6240,note_on,0,0,1,,,,,,,,0,,,63,63
6240,note_on,96,0,1,,,,,,,,0,,,68,0
6336,note_on,192,0,2,,,,,,,,1,,,53,0
6336,note_on,0,0,1,,,,,,,,0,,,62,63
6336,note_on,96,0,1,,,,,,,,0,,,63,0
6336,note_on,0,0,2,,,,,,,,1,,,58,63
6432,note_on,0,0,1,,,,,,,,0,,,63,63
6432,note_on,96,0,1,,,,,,,,0,,,62,0
6528,note_on,0,0,1,,,,,,,,0,,,65,63
6528,note_on,0,0,2,,,,,,,,1,,,46,63
6528,note_on,96,0,1,,,,,,,,0,,,63,0
6528,note_on,192,0,2,,,,,,,,1,,,58,0
6624,note_on,96,0,1,,,,,,,,0,,,65,0
6624,note_on,0,0,1,,,,,,,,0,,,62,63
6720,note_on,96,0,1,,,,,,,,0,,,62,0
6720,note_on,0,0,2,,,,,,,,1,,,50,63
6720,note_on,192,0,2,,,,,,,,1,,,46,0
6720,note_on,0,0,1,,,,,,,,0,,,58,63
6816,note_on,96,0,1,,,,,,,,0,,,58,0
6816,note_on,0,0,1,,,,,,,,0,,,56,63
6910,note_on,94,0,1,,,,,,,,0,,,56,0
6912,note_on,0,0,2,,,,,,,,1,,,51,63
6912,note_on,192,0,2,,,,,,,,1,,,50,0
6912,note_on,2,0,1,,,,,,,,0,,,55,63
7008,note_on,96,0,1,,,,,,,,0,,,55,0
7008,note_on,0,0,1,,,,,,,,0,,,58,63
7104,note_on,0,0,2,,,,,,,,1,,,39,63
7104,note_on,192,0,2,,,,,,,,1,,,51,0
7104,note_on,0,0,1,,,,,,,,0,,,63,63
7104,note_on,96,0,1,,,,,,,,0,,,58,0
7200,note_on,0,0,1,,,,,,,,0,,,58,63
7200,note_on,96,0,1,,,,,,,,0,,,63,0
7264,note_on,160,0,2,,,,,,,,1,,,39,0
7296,note_on,0,0,1,,,,,,,,0,,,55,63
7296,note_on,96,0,1,,,,,,,,0,,,58,0
7296,note_on,32,0,2,,,,,,,,1,,,49,63
7392,note_on,96,0,1,,,,,,,,0,,,55,0
7392,note_on,0,0,1,,,,,,,,0,,,58,63
7486,note_on,94,0,1,,,,,,,,0,,,58,0
