tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity
0,time_signature,3,2,48,8,0,1,0,,,,,
0,note_on,,,,,0,0,2,,,1,62,127
0,note_on,,,,,0,0,2,,,1,50,127
0,program_change,,,,,0,0,2,,0,1,,
0,track_name,,,,,0,1,2,,,,,
0,track_name,,,,,0,1,3,,,,,
0,note_on,,,,,0,0,1,,,0,77,127
0,end_of_track,,,,,0,1,3,,,,,
0,note_on,,,,,0,0,1,,,0,69,127
0,track_name,,,,,0,1,1,,,,,
0,set_tempo,,,,,0,1,0,375000,,,,
0,program_change,,,,,0,0,1,,0,0,,
120,note_on,,,,,120,0,1,,,0,73,127
240,note_on,,,,,0,0,1,,,0,74,127
240,note_off,,,,,120,0,1,,,0,73,64
288,note_off,,,,,48,0,1,,,0,69,64
360,note_on,,,,,72,0,1,,,0,69,127
384,note_off,,,,,24,0,1,,,0,77,64
384,note_off,,,,,384,0,2,,,1,62,64
384,note_off,,,,,0,0,2,,,1,50,64
456,note_off,,,,,72,0,1,,,0,69,64
480,note_off,,,,,24,0,1,,,0,74,64
480,note_on,,,,,96,0,2,,,1,62,127
480,note_on,,,,,0,0,1,,,0,76,127
480,note_on,,,,,0,0,1,,,0,70,127
600,note_on,,,,,120,0,2,,,1,65,127
696,note_off,,,,,96,0,2,,,1,65,64
720,note_on,,,,,0,0,2,,,1,67,127
720,note_on,,,,,24,0,2,,,1,67,127
816,note_off,,,,,96,0,2,,,1,67,64
840,note_on,,,,,24,0,2,,,1,62,127
912,note_off,,,,,72,0,2,,,1,67,64
936,note_off,,,,,24,0,2,,,1,62,64
960,note_on,,,,,0,0,2,,,1,64,127
960,note_on,,,,,24,0,2,,,1,67,127
1056,note_off,,,,,576,0,1,,,0,76,64
1080,note_on,,,,,24,0,1,,,0,79,127
1176,note_off,,,,,96,0,1,,,0,79,64
1200,note_on,,,,,24,0,1,,,0,77,127
1248,note_off,,,,,288,0,2,,,1,62,64
1296,note_off,,,,,96,0,1,,,0,77,64
