tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,note,velocity,channel
0,time_signature,4,4,24,8,0,1,0,,,,
0,track_name,,,,,0,1,3,,,,
0,track_name,,,,,0,1,4,,,,
0,note_on,,,,,0,0,4,,43,64,0
0,track_name,,,,,0,1,1,,,,
0,track_name,,,,,0,1,2,,,,
0,set_tempo,,,,,0,1,0,714286,,,
60,note_on,,,,,60,0,1,,79,64,0
108,note_off,,,,,48,0,1,,79,64,0
120,note_on,,,,,12,0,1,,78,64,0
168,note_off,,,,,48,0,1,,78,64,0
180,note_on,,,,,12,0,1,,76,64,0
228,note_off,,,,,48,0,1,,76,64,0
240,note_on,,,,,12,0,1,,74,64,0
288,note_off,,,,,48,0,1,,74,64,0
300,note_on,,,,,12,0,1,,72,64,0
348,note_off,,,,,48,0,1,,72,64,0
360,note_on,,,,,12,0,1,,71,64,0
408,note_off,,,,,48,0,1,,71,64,0
420,note_on,,,,,12,0,1,,69,64,0
468,note_off,,,,,48,0,1,,69,64,0
480,note_on,,,,,12,0,1,,71,64,0
528,note_off,,,,,48,0,1,,71,64,0
540,note_on,,,,,12,0,1,,74,64,0
588,note_off,,,,,48,0,1,,74,64,0
600,note_on,,,,,12,0,1,,72,64,0
648,note_off,,,,,48,0,1,,72,64,0
660,note_on,,,,,12,0,1,,71,64,0
708,note_off,,,,,48,0,1,,71,64,0
720,note_on,,,,,12,0,1,,69,64,0
768,note_off,,,,,48,0,1,,69,64,0
780,note_on,,,,,12,0,1,,72,64,0
828,note_off,,,,,48,0,1,,72,64,0
840,note_on,,,,,12,0,1,,71,64,0
888,note_off,,,,,48,0,1,,71,64,0
900,note_on,,,,,12,0,1,,69,64,0
948,note_off,,,,,48,0,1,,69,64,0
960,note_on,,,,,12,0,1,,71,64,0
987,note_off,,,,,27,0,1,,71,64,0
1020,note_on,,,,,33,0,1,,67,64,0
1068,note_off,,,,,48,0,1,,67,64,0
1080,note_on,,,,,12,0,1,,66,64,0
1128,note_off,,,,,48,0,1,,66,64,0
1140,note_on,,,,,12,0,1,,64,64,0
1188,note_off,,,,,48,0,1,,64,64,0
1200,note_on,,,,,12,0,1,,62,64,0
1248,note_off,,,,,48,0,1,,62,64,0
1260,note_on,,,,,12,0,1,,60,64,0
1308,note_off,,,,,48,0,1,,60,64,0
1320,note_on,,,,,12,0,1,,59,64,0
1368,note_off,,,,,48,0,1,,59,64,0
1380,note_on,,,,,12,0,1,,57,64,0
1428,note_off,,,,,48,0,1,,57,64,0
1440,note_on,,,,,12,0,1,,59,64,0
1488,note_off,,,,,48,0,1,,59,64,0
1500,note_on,,,,,12,0,1,,62,64,0
1548,note_off,,,,,48,0,1,,62,64,0
1560,note_on,,,,,12,0,1,,60,64,0
1608,note_off,,,,,48,0,1,,60,64,0
1620,note_on,,,,,12,0,1,,59,64,0
1668,note_off,,,,,48,0,1,,59,64,0
1680,note_on,,,,,12,0,1,,57,64,0
1728,note_off,,,,,48,0,1,,57,64,0
1740,note_on,,,,,12,0,1,,60,64,0
1788,note_off,,,,,48,0,1,,60,64,0
1800,note_on,,,,,12,0,1,,59,64,0
1848,note_off,,,,,48,0,1,,59,64,0
1860,note_on,,,,,12,0,1,,57,64,0
1908,note_off,,,,,48,0,1,,57,64,0
1920,note_on,,,,,12,0,1,,59,64,0
1968,note_off,,,,,48,0,1,,59,64,0
1980,note_on,,,,,1980,0,3,,55,64,0
2028,note_off,,,,,48,0,3,,55,64,0
2040,note_on,,,,,12,0,3,,54,64,0
2088,note_off,,,,,48,0,3,,54,64,0
2100,note_on,,,,,12,0,3,,52,64,0
2148,note_off,,,,,48,0,3,,52,64,0
2160,note_on,,,,,12,0,3,,50,64,0
2208,note_off,,,,,48,0,3,,50,64,0
2220,note_on,,,,,12,0,3,,48,64,0
2268,note_off,,,,,48,0,3,,48,64,0
2280,note_on,,,,,12,0,3,,47,64,0
2328,note_off,,,,,48,0,3,,47,64,0
2340,note_on,,,,,12,0,3,,45,64,0
2388,note_off,,,,,48,0,3,,45,64,0
2400,note_on,,,,,12,0,3,,47,64,0
2448,note_off,,,,,48,0,3,,47,64,0
2460,note_on,,,,,12,0,3,,50,64,0
