tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,note,velocity
0,set_tempo,1304340,0,1,0,,,,,,,,
0,time_signature,,0,1,0,4,4,24,8,,,,
0,track_name,,0,1,3,,,,,,,,
0,track_name,,0,1,2,,,,,,,,
0,note_on,,0,0,2,,,,,,0,57,92
0,note_on,,0,0,3,,,,,,0,45,102
0,track_name,,0,1,1,,,,,,,,
0,program_change,,0,0,1,,,,,19,0,,
0,note_on,,0,0,1,,,,,,0,64,92
0,note_on,,0,0,1,,,,,,0,69,92
0,note_on,,0,0,1,,,,,,0,72,92
384,note_off,,384,0,2,,,,,,0,57,64
384,note_off,,0,0,1,,,,,,0,64,64
384,note_off,,384,0,3,,,,,,0,45,64
384,note_off,,384,0,1,,,,,,0,72,64
384,note_off,,0,0,1,,,,,,0,69,64
480,note_on,,96,0,2,,,,,,0,52,92
576,note_off,,96,0,2,,,,,,0,52,64
576,note_on,,0,0,2,,,,,,0,54,92
672,note_on,,0,0,2,,,,,,0,56,92
672,note_off,,96,0,2,,,,,,0,54,64
768,note_off,,96,0,2,,,,,,0,56,64
768,note_on,,0,0,2,,,,,,0,57,92
864,note_off,,96,0,2,,,,,,0,57,64
864,note_on,,480,0,1,,,,,,0,60,92
960,note_off,,96,0,1,,,,,,0,60,64
960,note_on,,0,0,1,,,,,,0,62,92
1056,note_on,,0,0,1,,,,,,0,64,92
1056,note_off,,96,0,1,,,,,,0,62,64
1152,note_off,,96,0,1,,,,,,0,64,64
1152,note_on,,0,0,1,,,,,,0,65,92
1248,note_off,,96,0,1,,,,,,0,65,64
1248,note_on,,0,0,1,,,,,,0,62,92
1344,note_on,,0,0,1,,,,,,0,60,92
1344,note_off,,96,0,1,,,,,,0,62,64
1440,note_on,,0,0,1,,,,,,0,59,92
1440,note_off,,96,0,1,,,,,,0,60,64
1536,note_on,,0,0,1,,,,,,0,60,92
1536,note_off,,96,0,1,,,,,,0,59,64
1584,note_on,,720,0,2,,,,,,0,57,92
1632,note_on,,0,0,2,,,,,,0,56,92
1632,note_off,,48,0,2,,,,,,0,57,64
1680,note_off,,48,0,2,,,,,,0,56,64
1680,note_on,,0,0,2,,,,,,0,57,92
1728,note_off,,192,0,1,,,,,,0,60,64
1728,note_on,,0,0,1,,,,,,0,62,92
1728,note_off,,48,0,2,,,,,,0,57,64
1776,note_on,,48,0,2,,,,,,0,59,92
1824,note_on,,0,0,2,,,,,,0,57,92
1824,note_off,,48,0,2,,,,,,0,59,64
1872,note_on,,0,0,2,,,,,,0,59,92
1872,note_off,,48,0,2,,,,,,0,57,64
1920,note_on,,0,0,1,,,,,,0,64,92
1920,note_off,,48,0,2,,,,,,0,59,64
1920,note_off,,192,0,1,,,,,,0,62,64
1968,note_on,,48,0,2,,,,,,0,60,92
2016,note_off,,48,0,2,,,,,,0,60,64
2016,note_on,,0,0,2,,,,,,0,59,92
2064,note_off,,48,0,2,,,,,,0,59,64
2064,note_on,,0,0,2,,,,,,0,60,92
2112,note_off,,48,0,2,,,,,,0,60,64
2112,note_on,,0,0,1,,,,,,0,62,92
