tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,control,value,note,velocity
0,time_signature,12,8,36,8,0,1,0,,,,,,,,
0,program_change,,,,,0,0,5,,,42,4,,,,
0,program_change,,,,,0,0,2,,,41,1,,,,
0,control_change,,,,,0,0,2,,,,1,121,127,,
0,control_change,,,,,0,0,2,,,,1,91,127,,
0,control_change,,,,,0,0,2,,,,1,1,10,,
0,control_change,,,,,0,0,2,,,,1,10,80,,
0,track_name,,,,,0,1,2,,,,,,,,
0,control_change,,,,,0,0,5,,,,4,121,127,,
0,track_name,,,,,0,1,7,,,,,,,,
0,control_change,,,,,0,0,7,,,,6,7,100,,
0,control_change,,,,,0,0,7,,,,6,91,127,,
0,control_change,,,,,0,0,7,,,,6,121,127,,
0,track_name,,,,,0,1,1,,,,,,,,
0,control_change,,,,,0,0,1,,,,0,10,40,,
0,control_change,,,,,0,0,1,,,,0,1,10,,
0,control_change,,,,,0,0,1,,,,0,91,127,,
0,control_change,,,,,0,0,7,,,,6,10,60,,
0,control_change,,,,,0,0,1,,,,0,121,127,,
0,control_change,,,,,0,0,5,,,,4,91,127,,
0,control_change,,,,,0,0,5,,,,4,10,50,,
0,track_name,,,,,0,1,8,,,,,,,,
0,program_change,,,,,0,0,6,,,42,5,,,,
0,control_change,,,,,0,0,6,,,,5,121,127,,
0,control_change,,,,,0,0,6,,,,5,91,127,,
0,control_change,,,,,0,0,6,,,,5,7,100,,
0,control_change,,,,,0,0,6,,,,5,1,10,,
0,control_change,,,,,0,0,6,,,,5,10,70,,
0,control_change,,,,,0,0,5,,,,4,1,10,,
0,track_name,,,,,0,1,6,,,,,,,,
0,control_change,,,,,0,0,4,,,,3,10,110,,
0,control_change,,,,,0,0,4,,,,3,1,10,,
0,control_change,,,,,0,0,4,,,,3,7,100,,
0,control_change,,,,,0,0,4,,,,3,91,127,,
0,control_change,,,,,0,0,4,,,,3,121,127,,
0,program_change,,,,,0,0,4,,,41,3,,,,
0,track_name,,,,,0,1,5,,,,,,,,
0,track_name,,,,,0,1,4,,,,,,,,
0,program_change,,,,,0,0,1,,,41,0,,,,
0,program_change,,,,,0,0,7,,,6,6,,,,
0,set_tempo,,,,,0,1,0,,461538,,,,,,
0,program_change,,,,,0,0,3,,,41,2,,,,
0,control_change,,,,,0,0,3,,,,2,7,100,,
0,key_signature,,,,,0,1,0,Bb,,,,,,,
0,control_change,,,,,0,0,3,,,,2,121,127,,
0,set_tempo,,,,,0,1,0,,428571,,,,,,
0,control_change,,,,,0,0,3,,,,2,91,127,,
0,track_name,,,,,0,1,3,,,,,,,,
0,track_name,,,,,0,1,0,,,,,,,,
0,control_change,,,,,0,0,3,,,,2,10,20,,
0,control_change,,,,,0,0,3,,,,2,1,10,,
5632,note_on,,,,,5632,0,2,,,,1,,,65,64
5632,note_on,,,,,5632,0,1,,,,0,,,65,64
6016,note_on,,,,,384,0,2,,,,1,,,65,0
6016,note_on,,,,,384,0,1,,,,0,,,65,0
6144,note_on,,,,,6144,0,3,,,,2,,,65,64
6144,note_on,,,,,6144,0,6,,,,5,,,46,64
6144,note_on,,,,,128,0,2,,,,1,,,70,64
6144,note_on,,,,,6144,0,5,,,,4,,,58,64
6144,note_on,,,,,6144,0,7,,,,6,,,58,64
6144,note_on,,,,,128,0,1,,,,0,,,70,64
6144,note_on,,,,,6144,0,4,,,,3,,,62,64
6656,note_on,,,,,0,0,2,,,,1,,,69,64
6656,note_on,,,,,0,0,1,,,,0,,,69,64
6656,note_on,,,,,512,0,1,,,,0,,,70,0
6656,note_on,,,,,512,0,2,,,,1,,,70,0
7040,note_on,,,,,384,0,1,,,,0,,,69,0
7040,note_on,,,,,384,0,2,,,,1,,,69,0
7168,note_on,,,,,1024,0,3,,,,2,,,65,0
7168,note_on,,,,,1024,0,7,,,,6,,,58,0
7168,note_on,,,,,1024,0,4,,,,3,,,62,0
7168,note_on,,,,,128,0,2,,,,1,,,70,64
7168,note_on,,,,,1024,0,6,,,,5,,,46,0
7168,note_on,,,,,1024,0,5,,,,4,,,58,0
7168,note_on,,,,,128,0,1,,,,0,,,70,64
7552,note_on,,,,,384,0,2,,,,1,,,70,0
7552,note_on,,,,,384,0,1,,,,0,,,70,0
7680,note_on,,,,,512,0,7,,,,6,,,57,64
7680,note_on,,,,,512,0,3,,,,2,,,65,64
7680,note_on,,,,,512,0,5,,,,4,,,57,64
7680,note_on,,,,,512,0,6,,,,5,,,45,64
7680,note_on,,,,,128,0,2,,,,1,,,62,64
7680,note_on,,,,,512,0,4,,,,3,,,58,64
7680,note_on,,,,,128,0,1,,,,0,,,62,64
8192,note_on,,,,,512,0,2,,,,1,,,62,0
8192,note_on,,,,,0,0,2,,,,1,,,65,64
8192,note_on,,,,,0,0,1,,,,0,,,65,64
8192,note_on,,,,,512,0,1,,,,0,,,62,0
8576,note_on,,,,,384,0,1,,,,0,,,65,0
8576,note_on,,,,,384,0,2,,,,1,,,65,0
8704,note_on,,,,,128,0,1,,,,0,,,70,64
8704,note_on,,,,,1024,0,3,,,,2,,,65,0
8704,note_on,,,,,1024,0,6,,,,5,,,45,0
8704,note_on,,,,,128,0,2,,,,1,,,70,64
8704,note_on,,,,,1024,0,5,,,,4,,,57,0
8704,note_on,,,,,1024,0,7,,,,6,,,57,0
8704,note_on,,,,,1024,0,4,,,,3,,,58,0
9088,note_on,,,,,384,0,1,,,,0,,,70,0
9088,note_on,,,,,384,0,2,,,,1,,,70,0
9216,note_on,,,,,512,0,6,,,,5,,,43,64
9216,note_on,,,,,512,0,5,,,,4,,,55,64
9216,note_on,,,,,512,0,7,,,,6,,,55,64
9216,note_on,,,,,128,0,1,,,,0,,,70,64
9216,note_on,,,,,512,0,3,,,,2,,,67,64
9216,note_on,,,,,512,0,4,,,,3,,,62,64
9216,note_on,,,,,128,0,2,,,,1,,,70,64
9728,note_on,,,,,0,0,1,,,,0,,,69,64
9728,note_on,,,,,512,0,1,,,,0,,,70,0
9728,note_on,,,,,512,0,2,,,,1,,,70,0
9728,note_on,,,,,0,0,2,,,,1,,,69,64
10112,note_on,,,,,384,0,1,,,,0,,,69,0
10112,note_on,,,,,384,0,2,,,,1,,,69,0
10240,note_on,,,,,1024,0,4,,,,3,,,62,0
10240,note_on,,,,,1024,0,3,,,,2,,,67,0
10240,note_on,,,,,1024,0,5,,,,4,,,55,0
10240,note_on,,,,,1024,0,6,,,,5,,,43,0
10240,note_on,,,,,128,0,2,,,,1,,,70,64
10240,note_on,,,,,1024,0,7,,,,6,,,55,0
10240,note_on,,,,,128,0,1,,,,0,,,70,64
10624,note_on,,,,,384,0,1,,,,0,,,70,0
10624,note_on,,,,,384,0,2,,,,1,,,70,0
10752,note_on,,,,,512,0,3,,,,2,,,70,64
10752,note_on,,,,,128,0,1,,,,0,,,62,64
10752,note_on,,,,,512,0,4,,,,3,,,65,64
10752,note_on,,,,,512,0,7,,,,6,,,53,64
10752,note_on,,,,,128,0,2,,,,1,,,62,64
10752,note_on,,,,,512,0,6,,,,5,,,41,64
10752,note_on,,,,,512,0,5,,,,4,,,53,64
11264,note_on,,,,,512,0,1,,,,0,,,62,0
11264,note_on,,,,,512,0,2,,,,1,,,62,0
11264,note_on,,,,,0,0,1,,,,0,,,65,64
11264,note_on,,,,,0,0,2,,,,1,,,65,64
11648,note_on,,,,,384,0,2,,,,1,,,65,0
11648,note_on,,,,,384,0,1,,,,0,,,65,0
11776,note_on,,,,,128,0,2,,,,1,,,70,64
11776,note_on,,,,,1024,0,5,,,,4,,,53,0
11776,note_on,,,,,128,0,1,,,,0,,,70,64
11776,note_on,,,,,1024,0,6,,,,5,,,41,0
11776,note_on,,,,,1024,0,3,,,,2,,,70,0
11776,note_on,,,,,1024,0,4,,,,3,,,65,0
11776,note_on,,,,,1024,0,7,,,,6,,,53,0
12160,note_on,,,,,384,0,2,,,,1,,,70,0
12160,note_on,,,,,384,0,1,,,,0,,,70,0
12288,note_on,,,,,512,0,6,,,,5,,,39,64
12288,note_on,,,,,128,0,1,,,,0,,,72,64
12288,note_on,,,,,128,0,2,,,,1,,,72,64
12288,note_on,,,,,512,0,4,,,,3,,,67,64
12288,note_on,,,,,512,0,5,,,,4,,,51,64
12288,note_on,,,,,512,0,7,,,,6,,,51,64
12288,note_on,,,,,512,0,3,,,,2,,,70,64
12800,note_on,,,,,512,0,1,,,,0,,,72,0
12800,note_on,,,,,0,0,1,,,,0,,,70,64
12800,note_on,,,,,0,0,2,,,,1,,,70,64
12800,note_on,,,,,512,0,2,,,,1,,,72,0
13184,note_on,,,,,384,0,1,,,,0,,,70,0
13184,note_on,,,,,384,0,2,,,,1,,,70,0
13312,note_on,,,,,128,0,1,,,,0,,,72,64
13312,note_on,,,,,1024,0,3,,,,2,,,70,0
13312,note_on,,,,,1024,0,4,,,,3,,,67,0
13312,note_on,,,,,1024,0,7,,,,6,,,51,0
13312,note_on,,,,,1024,0,5,,,,4,,,51,0
13312,note_on,,,,,1024,0,6,,,,5,,,39,0
13312,note_on,,,,,128,0,2,,,,1,,,72,64
13696,note_on,,,,,384,0,2,,,,1,,,72,0
13696,note_on,,,,,384,0,1,,,,0,,,72,0
13824,note_on,,,,,512,0,5,,,,4,,,53,64
13824,note_on,,,,,512,0,6,,,,5,,,41,64
13824,note_on,,,,,128,0,2,,,,1,,,65,64
13824,note_on,,,,,128,0,1,,,,0,,,65,64
13824,note_on,,,,,512,0,7,,,,6,,,53,64
13824,note_on,,,,,512,0,3,,,,2,,,69,64
13824,note_on,,,,,512,0,4,,,,3,,,65,64
14336,note_on,,,,,512,0,1,,,,0,,,65,0
14336,note_on,,,,,512,0,2,,,,1,,,65,0
14336,note_on,,,,,0,0,2,,,,1,,,69,64
14336,note_on,,,,,0,0,1,,,,0,,,69,64
14720,note_on,,,,,384,0,1,,,,0,,,69,0
14720,note_on,,,,,384,0,2,,,,1,,,69,0
14848,note_on,,,,,1024,0,3,,,,2,,,69,0
14848,note_on,,,,,1024,0,7,,,,6,,,53,0
14848,note_on,,,,,1024,0,6,,,,5,,,41,0
14848,note_on,,,,,128,0,2,,,,1,,,72,64
14848,note_on,,,,,128,0,1,,,,0,,,72,64
14848,note_on,,,,,1024,0,5,,,,4,,,53,0
14848,note_on,,,,,1024,0,4,,,,3,,,65,0
15232,note_on,,,,,384,0,2,,,,1,,,72,0
15232,note_on,,,,,384,0,1,,,,0,,,72,0
15360,note_on,,,,,512,0,6,,,,5,,,34,64
15360,note_on,,,,,512,0,3,,,,2,,,70,64
15360,note_on,,,,,128,0,1,,,,0,,,74,64
15360,note_on,,,,,512,0,4,,,,3,,,65,64
15360,note_on,,,,,512,0,7,,,,6,,,46,64
