tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,control,value,note,velocity
0,time_signature,1,4,24,8,0,1,0,,,,,,,,
0,program_change,,,,,0,0,3,,,47,1,,,,
0,track_name,,,,,0,1,3,,,,,,,,
0,track_name,,,,,0,1,11,,,,,,,,
0,program_change,,,,,0,0,11,,,52,11,,,,
0,control_change,,,,,0,0,11,,,,11,121,127,,
0,control_change,,,,,0,0,11,,,,11,1,10,,
0,control_change,,,,,0,0,11,,,,11,10,40,,
0,program_change,,,,,0,0,5,,,70,4,,,,
0,track_name,,,,,0,1,12,,,,,,,,
0,program_change,,,,,0,0,12,,,52,12,,,,
0,control_change,,,,,0,0,12,,,,12,121,127,,
0,control_change,,,,,0,0,12,,,,12,1,10,,
0,control_change,,,,,0,0,12,,,,12,10,60,,
0,track_name,,,,,0,1,13,,,,,,,,
0,control_change,,,,,0,0,3,,,,1,121,127,,
0,program_change,,,,,0,0,13,,,52,13,,,,
0,control_change,,,,,0,0,13,,,,13,1,10,,
0,control_change,,,,,0,0,13,,,,13,10,80,,
0,track_name,,,,,0,1,14,,,,,,,,
0,program_change,,,,,0,0,14,,,52,14,,,,
0,control_change,,,,,0,0,14,,,,14,121,127,,
0,control_change,,,,,0,0,14,,,,14,1,10,,
0,control_change,,,,,0,0,14,,,,14,10,100,,
0,track_name,,,,,0,1,15,,,,,,,,
0,program_change,,,,,0,0,15,,,20,15,,,,
0,control_change,,,,,0,0,15,,,,15,121,127,,
0,control_change,,,,,0,0,15,,,,15,10,90,,
0,control_change,,,,,0,0,2,,,,0,10,60,,
0,control_change,,,,,0,0,2,,,,0,1,5,,
0,control_change,,,,,0,0,2,,,,0,121,127,,
0,control_change,,,,,0,0,13,,,,13,121,127,,
0,control_change,,,,,0,0,3,,,,1,10,20,,
0,control_change,,,,,0,0,10,,,,10,10,20,,
0,control_change,,,,,0,0,10,,,,10,1,10,,
0,control_change,,,,,0,0,5,,,,4,121,127,,
0,control_change,,,,,0,0,5,,,,4,1,5,,
0,control_change,,,,,0,0,5,,,,4,10,90,,
0,track_name,,,,,0,1,6,,,,,,,,
0,program_change,,,,,0,0,6,,,48,5,,,,
0,control_change,,,,,0,0,6,,,,5,121,127,,
0,control_change,,,,,0,0,6,,,,5,1,5,,
0,control_change,,,,,0,0,6,,,,5,10,30,,
0,track_name,,,,,0,1,7,,,,,,,,
0,program_change,,,,,0,0,7,,,48,6,,,,
0,control_change,,,,,0,0,7,,,,6,121,127,,
0,control_change,,,,,0,0,7,,,,6,1,5,,
0,control_change,,,,,0,0,7,,,,6,10,90,,
0,track_name,,,,,0,1,8,,,,,,,,
0,program_change,,,,,0,0,8,,,48,7,,,,
0,control_change,,,,,0,0,8,,,,7,121,127,,
0,control_change,,,,,0,0,8,,,,7,1,5,,
0,control_change,,,,,0,0,10,,,,10,121,127,,
0,program_change,,,,,0,0,10,,,52,10,,,,
0,track_name,,,,,0,1,10,,,,,,,,
0,track_name,,,,,0,1,4,,,,,,,,
0,program_change,,,,,0,0,4,,,73,2,,,,
0,control_change,,,,,0,0,4,,,,2,121,127,,
0,program_change,,,,,0,0,2,,,56,0,,,,
0,control_change,,,,,0,0,4,,,,2,1,5,,
0,control_change,,,,,0,0,9,,,,8,10,70,,
0,control_change,,,,,0,0,9,,,,8,1,5,,
0,control_change,,,,,0,0,9,,,,8,121,127,,
0,program_change,,,,,0,0,9,,,48,8,,,,
0,track_name,,,,,0,1,9,,,,,,,,
0,control_change,,,,,0,0,8,,,,7,10,50,,
0,control_change,,,,,0,0,4,,,,2,10,40,,
0,track_name,,,,,0,1,2,,,,,,,,
0,track_name,,,,,0,1,5,,,,,,,,
0,program_change,,,,,0,0,16,,,68,3,,,,
0,key_signature,,,,,0,1,0,A,,,,,,,
0,set_tempo,,,,,0,1,0,,625000,,,,,,
0,control_change,,,,,0,0,16,,,,3,121,127,,
0,control_change,,,,,0,0,16,,,,3,1,5,,
0,control_change,,,,,0,0,16,,,,3,10,70,,
0,track_name,,,,,0,1,16,,,,,,,,
1024,time_signature,2,2,48,8,1024,1,0,,,,,,,,
1024,note_on,,,,,1024,0,5,,,,4,,,54,64
1024,note_on,,,,,1024,0,9,,,,8,,,54,64
1024,set_tempo,,,,,0,1,0,,306122,,,,,,
1024,note_on,,,,,1024,0,15,,,,15,,,54,64
1638,note_on,,,,,614,0,9,,,,8,,,54,0
1638,note_on,,,,,614,0,15,,,,15,,,54,0
1638,note_on,,,,,614,0,5,,,,4,,,54,0
2048,note_on,,,,,410,0,9,,,,8,,,56,64
2048,note_on,,,,,410,0,5,,,,4,,,56,64
2048,note_on,,,,,410,0,15,,,,15,,,56,64
2662,note_on,,,,,614,0,5,,,,4,,,56,0
2662,note_on,,,,,614,0,9,,,,8,,,56,0
2662,note_on,,,,,614,0,15,,,,15,,,56,0
3072,note_on,,,,,410,0,15,,,,15,,,57,64
3072,note_on,,,,,410,0,5,,,,4,,,57,64
3072,note_on,,,,,3072,0,10,,,,10,,,73,89
3072,note_on,,,,,410,0,9,,,,8,,,57,64
3686,note_on,,,,,614,0,15,,,,15,,,57,0
3686,note_on,,,,,614,0,9,,,,8,,,57,0
3686,note_on,,,,,614,0,5,,,,4,,,57,0
4096,note_on,,,,,410,0,9,,,,8,,,54,64
4096,note_on,,,,,410,0,5,,,,4,,,54,64
4096,note_on,,,,,410,0,15,,,,15,,,54,64
4710,note_on,,,,,614,0,9,,,,8,,,54,0
4710,note_on,,,,,614,0,5,,,,4,,,54,0
4710,note_on,,,,,614,0,15,,,,15,,,54,0
5120,note_on,,,,,2048,0,10,,,,10,,,73,0
5120,note_on,,,,,0,0,10,,,,10,,,74,89
5120,note_on,,,,,410,0,9,,,,8,,,59,64
5120,note_on,,,,,410,0,15,,,,15,,,59,64
5120,note_on,,,,,410,0,5,,,,4,,,59,64
5734,note_on,,,,,614,0,9,,,,8,,,59,0
5734,note_on,,,,,614,0,5,,,,4,,,59,0
5734,note_on,,,,,614,0,15,,,,15,,,59,0
6144,note_on,,,,,410,0,15,,,,15,,,54,64
6144,note_on,,,,,410,0,5,,,,4,,,54,64
6144,note_on,,,,,410,0,9,,,,8,,,54,64
6758,note_on,,,,,614,0,15,,,,15,,,54,0
6758,note_on,,,,,614,0,9,,,,8,,,54,0
6758,note_on,,,,,614,0,5,,,,4,,,54,0
7168,note_on,,,,,410,0,15,,,,15,,,50,64
7168,note_on,,,,,7168,0,11,,,,11,,,66,89
7168,note_on,,,,,410,0,5,,,,4,,,50,64
7168,note_on,,,,,410,0,9,,,,8,,,50,64
7782,note_on,,,,,614,0,15,,,,15,,,50,0
7782,note_on,,,,,614,0,5,,,,4,,,50,0
7782,note_on,,,,,614,0,9,,,,8,,,50,0
8192,note_on,,,,,3072,0,10,,,,10,,,74,0
