tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,pitch,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,,,,,,,0,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,,,,,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-320,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-160,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-480,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-322,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-155,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-482,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-80,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-400,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-240,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-316,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-402,,
0,end_of_track,0,1,2,,,,,,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,,,,,,,0,0,,,
0,track_name,0,1,1,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,,,,,,,0,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,0,,
0,smpte_offset,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,,,,,,,666667,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,C,,,,,,,
0,time_signature,0,1,0,,,,,,,8,8,12,8,,,,,,,,
96,note_on,96,0,1,,,,,,,,,,,,,,,0,,79,127
287,note_on,191,0,1,,,,,,,,,,,,,,,0,,79,0
288,note_on,1,0,1,,,,,,,,,,,,,,,0,,78,127
383,note_on,95,0,1,,,,,,,,,,,,,,,0,,78,0
384,note_on,1,0,1,,,,,,,,,,,,,,,0,,76,127
479,note_on,95,0,1,,,,,,,,,,,,,,,0,,76,0
480,note_on,1,0,1,,,,,,,,,,,,,,,0,,74,127
575,note_on,95,0,1,,,,,,,,,,,,,,,0,,74,0
576,note_on,1,0,1,,,,,,,,,,,,,,,0,,72,127
671,note_on,95,0,1,,,,,,,,,,,,,,,0,,72,0
672,note_on,1,0,1,,,,,,,,,,,,,,,0,,71,127
767,note_on,95,0,1,,,,,,,,,,,,,,,0,,71,0
768,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
832,note_on,64,0,1,,,,,,,,,,,,,,,0,,69,0
864,note_on,32,0,1,,,,,,,,,,,,,,,0,,79,127
1055,note_on,191,0,1,,,,,,,,,,,,,,,0,,79,0
1056,note_on,1,0,1,,,,,,,,,,,,,,,0,,78,127
1151,note_on,95,0,1,,,,,,,,,,,,,,,0,,78,0
1152,note_on,1,0,1,,,,,,,,,,,,,,,0,,76,127
1247,note_on,95,0,1,,,,,,,,,,,,,,,0,,76,0
1248,note_on,1,0,1,,,,,,,,,,,,,,,0,,74,127
1343,note_on,95,0,1,,,,,,,,,,,,,,,0,,74,0
1344,note_on,1,0,1,,,,,,,,,,,,,,,0,,72,127
1439,note_on,95,0,1,,,,,,,,,,,,,,,0,,72,0
1440,note_on,1,0,1,,,,,,,,,,,,,,,0,,71,127
1535,note_on,95,0,1,,,,,,,,,,,,,,,0,,71,0
1536,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
1631,note_on,95,0,1,,,,,,,,,,,,,,,0,,69,0
1632,note_on,1,0,1,,,,,,,,,,,,,,,0,,67,127
1728,note_on,96,0,1,,,,,,,,,,,,,,,0,,74,127
