tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,control,value,channel,program,note,velocity
0,time_signature,4,4,96,8,0,1,0,,,,,,,
0,program_change,,,,,0,0,9,,,,8,40,,
0,time_signature,4,4,96,8,0,1,9,,,,,,,
0,set_tempo,,,,,0,1,9,681818,,,,,,
0,set_tempo,,,,,0,1,2,681818,,,,,,
0,time_signature,4,4,96,8,0,1,2,,,,,,,
0,program_change,,,,,0,0,2,,,,1,60,,
0,control_change,,,,,0,0,2,,0,0,1,,,
0,track_name,,,,,0,1,2,,,,,,,
0,track_name,,,,,0,1,10,,,,,,,
0,control_change,,,,,0,0,10,,0,0,10,,,
0,program_change,,,,,0,0,10,,,,10,41,,
0,time_signature,4,4,96,8,0,1,10,,,,,,,
0,control_change,,,,,0,0,9,,0,0,8,,,
0,set_tempo,,,,,0,1,10,681818,,,,,,
0,control_change,,,,,0,0,11,,0,0,11,,,
0,program_change,,,,,0,0,11,,,,11,42,,
0,time_signature,4,4,96,8,0,1,11,,,,,,,
0,set_tempo,,,,,0,1,11,681818,,,,,,
0,track_name,,,,,0,1,12,,,,,,,
0,control_change,,,,,0,0,12,,0,0,12,,,
0,program_change,,,,,0,0,12,,,,12,43,,
0,time_signature,4,4,96,8,0,1,12,,,,,,,
0,set_tempo,,,,,0,1,12,681818,,,,,,
0,track_name,,,,,0,1,13,,,,,,,
0,control_change,,,,,0,0,13,,0,0,13,,,
0,program_change,,,,,0,0,13,,,,13,6,,
0,track_name,,,,,0,1,11,,,,,,,
0,track_name,,,,,0,1,9,,,,,,,
0,control_change,,,,,0,0,4,,0,0,3,,,
0,set_tempo,,,,,0,1,8,681818,,,,,,
0,program_change,,,,,0,0,4,,,,3,68,,
0,time_signature,4,4,96,8,0,1,4,,,,,,,
0,set_tempo,,,,,0,1,4,681818,,,,,,
0,set_tempo,,,,,0,1,3,681818,,,,,,
0,time_signature,4,4,96,8,0,1,3,,,,,,,
0,program_change,,,,,0,0,3,,,,2,68,,
0,control_change,,,,,0,0,3,,0,0,2,,,
0,track_name,,,,,0,1,3,,,,,,,
0,track_name,,,,,0,1,5,,,,,,,
0,control_change,,,,,0,0,5,,0,0,4,,,
0,program_change,,,,,0,0,5,,,,4,68,,
0,time_signature,4,4,96,8,0,1,5,,,,,,,
0,set_tempo,,,,,0,1,5,681818,,,,,,
0,track_name,,,,,0,1,6,,,,,,,
0,control_change,,,,,0,0,6,,0,0,5,,,
0,program_change,,,,,0,0,6,,,,5,70,,
0,time_signature,4,4,96,8,0,1,6,,,,,,,
0,set_tempo,,,,,0,1,6,681818,,,,,,
0,track_name,,,,,0,1,7,,,,,,,
0,control_change,,,,,0,0,7,,0,0,6,,,
0,program_change,,,,,0,0,7,,,,6,40,,
0,time_signature,4,4,96,8,0,1,7,,,,,,,
0,set_tempo,,,,,0,1,7,681818,,,,,,
0,track_name,,,,,0,1,8,,,,,,,
0,control_change,,,,,0,0,8,,0,0,7,,,
0,program_change,,,,,0,0,8,,,,7,40,,
0,time_signature,4,4,96,8,0,1,8,,,,,,,
0,time_signature,4,4,96,8,0,1,13,,,,,,,
0,set_tempo,,,,,0,1,13,681818,,,,,,
0,track_name,,,,,0,1,4,,,,,,,
0,control_change,,,,,0,0,1,,0,0,0,,,
0,set_tempo,,,,,0,1,0,681818,,,,,,
0,end_of_track,,,,,0,1,0,,,,,,,
0,track_name,,,,,0,1,1,,,,,,,
0,program_change,,,,,0,0,1,,,,0,60,,
0,time_signature,4,4,96,8,0,1,1,,,,,,,
0,set_tempo,,,,,0,1,1,681818,,,,,,
96,note_on,,,,,96,0,11,,,,11,,53,49
96,note_on,,,,,96,0,13,,,,13,,41,49
96,note_on,,,,,0,0,13,,,,13,,53,49
96,note_on,,,,,96,0,6,,,,5,,53,62
96,note_on,,,,,96,0,12,,,,12,,41,101
144,note_on,,,,,144,0,8,,,,7,,65,75
144,note_on,,,,,144,0,7,,,,6,,65,75
144,note_on,,,,,144,0,10,,,,10,,57,75
144,note_on,,,,,144,0,2,,,,1,,53,127
144,note_on,,,,,144,0,3,,,,2,,77,62
144,note_on,,,,,144,0,4,,,,3,,72,62
144,note_on,,,,,144,0,5,,,,4,,69,62
144,note_on,,,,,144,0,9,,,,8,,60,75
165,note_off,,,,,21,0,5,,,,4,,69,0
165,note_off,,,,,21,0,4,,,,3,,72,0
165,note_off,,,,,21,0,3,,,,2,,77,0
168,note_on,,,,,3,0,5,,,,4,,67,62
168,note_on,,,,,3,0,4,,,,3,,70,62
168,note_on,,,,,3,0,3,,,,2,,76,62
180,note_off,,,,,84,0,6,,,,5,,53,0
180,note_off,,,,,84,0,11,,,,11,,53,0
180,note_off,,,,,84,0,12,,,,12,,41,0
180,note_off,,,,,0,0,13,,,,13,,53,0
180,note_off,,,,,84,0,13,,,,13,,41,0
186,note_off,,,,,42,0,2,,,,1,,53,0
186,note_off,,,,,42,0,9,,,,8,,60,0
186,note_off,,,,,42,0,10,,,,10,,57,0
186,note_off,,,,,42,0,7,,,,6,,65,0
186,note_off,,,,,42,0,8,,,,7,,65,0
189,note_off,,,,,21,0,4,,,,3,,70,0
189,note_off,,,,,21,0,5,,,,4,,67,0
189,note_off,,,,,21,0,3,,,,2,,76,0
192,note_on,,,,,3,0,5,,,,4,,69,62
192,note_on,,,,,6,0,10,,,,10,,60,75
192,note_on,,,,,6,0,7,,,,6,,69,75
192,note_on,,,,,6,0,8,,,,7,,69,75
192,note_on,,,,,3,0,3,,,,2,,77,62
192,note_on,,,,,6,0,9,,,,8,,65,75
192,note_on,,,,,3,0,4,,,,3,,72,62
192,note_on,,,,,6,0,2,,,,1,,57,127
213,note_off,,,,,21,0,3,,,,2,,77,0
213,note_off,,,,,21,0,4,,,,3,,72,0
213,note_off,,,,,21,0,5,,,,4,,69,0
216,note_on,,,,,3,0,5,,,,4,,67,62
216,note_on,,,,,3,0,3,,,,2,,76,62
216,note_on,,,,,3,0,4,,,,3,,70,62
234,note_off,,,,,42,0,2,,,,1,,57,0
234,note_off,,,,,42,0,7,,,,6,,69,0
234,note_off,,,,,42,0,8,,,,7,,69,0
234,note_off,,,,,42,0,9,,,,8,,65,0
234,note_off,,,,,42,0,10,,,,10,,60,0
237,note_off,,,,,21,0,5,,,,4,,67,0
237,note_off,,,,,21,0,4,,,,3,,70,0
237,note_off,,,,,21,0,3,,,,2,,76,0
240,note_on,,,,,3,0,5,,,,4,,69,62
240,note_on,,,,,60,0,12,,,,12,,36,101
240,note_on,,,,,6,0,7,,,,6,,72,75
240,note_on,,,,,6,0,2,,,,1,,60,127
240,note_on,,,,,6,0,8,,,,7,,72,75
240,note_on,,,,,6,0,9,,,,8,,67,75
240,note_on,,,,,60,0,13,,,,13,,64,49
240,note_on,,,,,0,0,13,,,,13,,67,49
240,note_on,,,,,60,0,6,,,,5,,48,62
240,note_on,,,,,0,0,13,,,,13,,48,49
240,note_on,,,,,60,0,11,,,,11,,48,49
240,note_on,,,,,3,0,3,,,,2,,77,62
240,note_on,,,,,6,0,10,,,,10,,64,75
240,note_on,,,,,3,0,4,,,,3,,72,62
261,note_off,,,,,21,0,3,,,,2,,77,0
261,note_off,,,,,21,0,4,,,,3,,72,0
261,note_off,,,,,21,0,5,,,,4,,69,0
264,note_on,,,,,3,0,3,,,,2,,76,62
264,note_on,,,,,3,0,4,,,,3,,70,62
264,note_on,,,,,3,0,5,,,,4,,67,62
282,note_off,,,,,42,0,11,,,,11,,48,0
282,note_off,,,,,42,0,8,,,,7,,72,0
282,note_off,,,,,42,0,12,,,,12,,36,0
282,note_off,,,,,42,0,6,,,,5,,48,0
282,note_off,,,,,42,0,13,,,,13,,64,0
282,note_off,,,,,0,0,13,,,,13,,48,0
282,note_off,,,,,42,0,7,,,,6,,72,0
282,note_off,,,,,42,0,10,,,,10,,64,0
282,note_off,,,,,0,0,13,,,,13,,67,0
282,note_off,,,,,42,0,9,,,,8,,67,0
282,note_off,,,,,42,0,2,,,,1,,60,0
285,note_off,,,,,21,0,5,,,,4,,67,0
285,note_off,,,,,21,0,4,,,,3,,70,0
285,note_off,,,,,21,0,3,,,,2,,76,0
288,note_on,,,,,6,0,6,,,,5,,50,62
288,note_on,,,,,6,0,8,,,,7,,77,75
288,note_on,,,,,6,0,11,,,,11,,50,49
288,note_on,,,,,0,0,13,,,,13,,50,49
288,note_on,,,,,3,0,3,,,,2,,77,62
288,note_on,,,,,6,0,9,,,,8,,65,75
288,note_on,,,,,6,0,12,,,,12,,38,101
288,note_on,,,,,6,0,10,,,,10,,57,75
288,note_on,,,,,6,0,7,,,,6,,77,75
288,note_on,,,,,3,0,5,,,,4,,65,62
288,note_on,,,,,0,0,13,,,,13,,69,49
288,note_on,,,,,6,0,13,,,,13,,65,49
288,note_on,,,,,6,0,2,,,,1,,65,127
288,note_on,,,,,3,0,4,,,,3,,69,62
309,note_off,,,,,21,0,5,,,,4,,65,0
309,note_off,,,,,21,0,4,,,,3,,69,0
312,note_on,,,,,3,0,5,,,,4,,64,62
312,note_on,,,,,3,0,4,,,,3,,67,62
330,note_off,,,,,42,0,13,,,,13,,65,0
330,note_off,,,,,42,0,11,,,,11,,50,0
330,note_off,,,,,42,0,12,,,,12,,38,0
330,note_off,,,,,0,0,13,,,,13,,69,0
330,note_off,,,,,0,0,13,,,,13,,50,0
330,note_off,,,,,42,0,8,,,,7,,77,0
330,note_off,,,,,42,0,10,,,,10,,57,0
330,note_off,,,,,42,0,9,,,,8,,65,0
330,note_off,,,,,42,0,6,,,,5,,50,0
330,note_off,,,,,42,0,3,,,,2,,77,0
330,note_off,,,,,42,0,7,,,,6,,77,0
330,note_off,,,,,42,0,2,,,,1,,65,0
333,note_off,,,,,21,0,4,,,,3,,67,0
333,note_off,,,,,21,0,5,,,,4,,64,0
336,note_on,,,,,6,0,8,,,,7,,72,75
336,note_on,,,,,6,0,9,,,,8,,69,75
336,note_on,,,,,3,0,4,,,,3,,69,62
336,note_on,,,,,6,0,7,,,,6,,72,75
336,note_on,,,,,6,0,11,,,,11,,45,49
336,note_on,,,,,6,0,3,,,,2,,72,62
336,note_on,,,,,6,0,6,,,,5,,45,62
336,note_on,,,,,6,0,10,,,,10,,65,75
336,note_on,,,,,6,0,13,,,,13,,60,49
336,note_on,,,,,0,0,13,,,,13,,65,49
336,note_on,,,,,0,0,13,,,,13,,45,49
336,note_on,,,,,6,0,2,,,,1,,60,127
336,note_on,,,,,3,0,5,,,,4,,65,62
336,note_on,,,,,6,0,12,,,,12,,33,101
357,note_off,,,,,21,0,9,,,,8,,69,0
357,note_off,,,,,21,0,10,,,,10,,65,0
357,note_off,,,,,21,0,4,,,,3,,69,0
357,note_off,,,,,21,0,5,,,,4,,65,0
360,note_on,,,,,3,0,4,,,,3,,67,62
360,note_on,,,,,3,0,10,,,,10,,64,75
360,note_on,,,,,3,0,9,,,,8,,67,75
360,note_on,,,,,3,0,5,,,,4,,64,62
378,note_off,,,,,0,0,13,,,,13,,45,0
378,note_off,,,,,0,0,13,,,,13,,65,0
378,note_off,,,,,42,0,6,,,,5,,45,0
378,note_off,,,,,42,0,13,,,,13,,60,0
378,note_off,,,,,42,0,2,,,,1,,60,0
378,note_off,,,,,42,0,12,,,,12,,33,0
378,note_off,,,,,42,0,3,,,,2,,72,0
378,note_off,,,,,42,0,8,,,,7,,72,0
378,note_off,,,,,42,0,11,,,,11,,45,0
378,note_off,,,,,42,0,7,,,,6,,72,0
381,note_off,,,,,21,0,5,,,,4,,64,0
381,note_off,,,,,21,0,4,,,,3,,67,0
381,note_off,,,,,21,0,9,,,,8,,67,0
381,note_off,,,,,21,0,10,,,,10,,64,0
384,note_on,,,,,0,0,13,,,,13,,67,49
384,note_on,,,,,0,0,13,,,,13,,46,49
384,note_on,,,,,3,0,9,,,,8,,69,75
384,note_on,,,,,6,0,7,,,,6,,74,75
384,note_on,,,,,3,0,4,,,,3,,69,62
384,note_on,,,,,6,0,12,,,,12,,34,101
384,note_on,,,,,6,0,6,,,,5,,46,62
384,note_on,,,,,6,0,11,,,,11,,46,49
384,note_on,,,,,6,0,2,,,,1,,57,127
384,note_on,,,,,3,0,5,,,,4,,62,62
384,note_on,,,,,6,0,8,,,,7,,74,75
384,note_on,,,,,6,0,3,,,,2,,74,62
384,note_on,,,,,3,0,10,,,,10,,62,75
384,note_on,,,,,6,0,13,,,,13,,62,49
405,note_off,,,,,21,0,9,,,,8,,69,0
405,note_off,,,,,21,0,2,,,,1,,57,0
405,note_off,,,,,21,0,4,,,,3,,69,0
408,note_on,,,,,3,0,9,,,,8,,67,75
408,note_on,,,,,3,0,4,,,,3,,67,62
408,note_on,,,,,3,0,2,,,,1,,53,127
426,note_off,,,,,42,0,13,,,,13,,62,0
426,note_off,,,,,0,0,13,,,,13,,67,0
426,note_off,,,,,0,0,13,,,,13,,46,0
426,note_off,,,,,42,0,10,,,,10,,62,0
426,note_off,,,,,42,0,11,,,,11,,46,0
426,note_off,,,,,42,0,5,,,,4,,62,0
426,note_off,,,,,42,0,3,,,,2,,74,0
426,note_off,,,,,42,0,12,,,,12,,34,0
426,note_off,,,,,42,0,6,,,,5,,46,0
426,note_off,,,,,42,0,7,,,,6,,74,0
426,note_off,,,,,42,0,8,,,,7,,74,0
429,note_off,,,,,21,0,2,,,,1,,53,0
429,note_off,,,,,21,0,9,,,,8,,67,0
429,note_off,,,,,21,0,4,,,,3,,67,0
432,note_on,,,,,6,0,7,,,,6,,72,75
432,note_on,,,,,6,0,3,,,,2,,72,62
432,note_on,,,,,6,0,11,,,,11,,48,49
432,note_on,,,,,6,0,5,,,,4,,64,62
432,note_on,,,,,3,0,4,,,,3,,69,62
432,note_on,,,,,6,0,12,,,,12,,36,101
432,note_on,,,,,0,0,13,,,,13,,48,49
432,note_on,,,,,6,0,10,,,,10,,64,75
432,note_on,,,,,0,0,13,,,,13,,67,49
432,note_on,,,,,3,0,9,,,,8,,69,75
432,note_on,,,,,3,0,2,,,,1,,60,127
432,note_on,,,,,6,0,8,,,,7,,72,75
432,note_on,,,,,6,0,13,,,,13,,64,49
432,note_on,,,,,6,0,6,,,,5,,48,62
453,note_off,,,,,21,0,9,,,,8,,69,0
453,note_off,,,,,21,0,4,,,,3,,69,0
453,note_off,,,,,21,0,7,,,,6,,72,0
453,note_off,,,,,21,0,8,,,,7,,72,0
453,note_off,,,,,21,0,3,,,,2,,72,0
456,note_on,,,,,3,0,3,,,,2,,70,62
456,note_on,,,,,3,0,9,,,,8,,67,75
456,note_on,,,,,3,0,7,,,,6,,70,75
456,note_on,,,,,3,0,8,,,,7,,70,75
456,note_on,,,,,3,0,4,,,,3,,67,62
474,note_off,,,,,0,0,13,,,,13,,48,0
474,note_off,,,,,42,0,12,,,,12,,36,0
474,note_off,,,,,0,0,13,,,,13,,67,0
474,note_off,,,,,42,0,13,,,,13,,64,0
474,note_off,,,,,42,0,6,,,,5,,48,0
474,note_off,,,,,42,0,10,,,,10,,64,0
474,note_off,,,,,42,0,2,,,,1,,60,0
474,note_off,,,,,42,0,11,,,,11,,48,0
474,note_off,,,,,42,0,5,,,,4,,64,0
477,note_off,,,,,21,0,3,,,,2,,70,0
477,note_off,,,,,21,0,4,,,,3,,67,0
477,note_off,,,,,21,0,7,,,,6,,70,0
477,note_off,,,,,21,0,9,,,,8,,67,0
477,note_off,,,,,21,0,8,,,,7,,70,0
480,note_on,,,,,6,0,2,,,,1,,60,127
480,note_on,,,,,0,0,13,,,,13,,69,49
480,note_on,,,,,6,0,10,,,,10,,60,75
480,note_on,,,,,6,0,13,,,,13,,60,49
480,note_on,,,,,3,0,4,,,,3,,65,62
480,note_on,,,,,6,0,12,,,,12,,29,101
480,note_on,,,,,0,0,13,,,,13,,41,49
480,note_on,,,,,3,0,9,,,,8,,65,75
480,note_on,,,,,6,0,5,,,,4,,60,62
480,note_on,,,,,3,0,7,,,,6,,69,75
480,note_on,,,,,3,0,3,,,,2,,69,62
480,note_on,,,,,6,0,6,,,,5,,41,62
480,note_on,,,,,3,0,8,,,,7,,69,75
480,note_on,,,,,6,0,11,,,,11,,41,49
501,note_off,,,,,21,0,7,,,,6,,69,0
501,note_off,,,,,21,0,8,,,,7,,69,0
501,note_off,,,,,21,0,3,,,,2,,69,0
504,note_on,,,,,3,0,8,,,,7,,67,75
504,note_on,,,,,3,0,7,,,,6,,67,75
