tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,,,
0,midi_port,,,,,0,1,6,,,0,,,,,,
0,track_name,,,,,0,1,13,,,,,,,,,
0,control_change,,,,,0,0,5,,,,,4,10,127,,
0,control_change,,,,,0,0,5,,,,,4,7,90,,
0,program_change,,,,,0,0,5,,,,48,4,,,,
0,track_name,,,,,0,1,5,,,,,,,,,
0,midi_port,,,,,0,1,5,,,0,,,,,,
0,control_change,,,,,0,0,4,,,,,3,10,0,,
0,control_change,,,,,0,0,4,,,,,3,7,90,,
0,program_change,,,,,0,0,4,,,,48,3,,,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,midi_port,,,,,0,1,4,,,0,,,,,,
0,control_change,,,,,0,0,3,,,,,2,10,105,,
0,control_change,,,,,0,0,3,,,,,2,7,100,,
0,program_change,,,,,0,0,3,,,,73,2,,,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,midi_port,,,,,0,1,3,,,0,,,,,,
0,control_change,,,,,0,0,2,,,,,1,10,25,,
0,control_change,,,,,0,0,2,,,,,1,7,100,,
0,program_change,,,,,0,0,2,,,,73,1,,,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,midi_port,,,,,0,1,2,,,0,,,,,,
0,control_change,,,,,0,0,1,,,,,0,10,85,,
0,control_change,,,,,0,0,1,,,,,0,7,100,,
0,program_change,,,,,0,0,1,,,,40,0,,,,
0,track_name,,,,,0,1,6,,,,,,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,program_change,,,,,0,0,6,,,,48,5,,,,
0,control_change,,,,,0,0,6,,,,,5,10,30,,
0,midi_port,,,,,0,1,13,,,0,,,,,,
0,end_of_track,,,,,0,1,12,,,,,,,,,
0,track_name,,,,,0,1,12,,,,,,,,,
0,midi_port,,,,,0,1,12,,,0,,,,,,
0,end_of_track,,,,,0,1,11,,,,,,,,,
0,track_name,,,,,0,1,11,,,,,,,,,
0,midi_port,,,,,0,1,11,,,0,,,,,,
0,end_of_track,,,,,0,1,10,,,,,,,,,
0,track_name,,,,,0,1,10,,,,,,,,,
0,midi_port,,,,,0,1,10,,,0,,,,,,
0,control_change,,,,,0,0,9,,,,,8,10,75,,
0,control_change,,,,,0,0,9,,,,,8,7,90,,
0,program_change,,,,,0,0,9,,,,6,8,,,,
0,track_name,,,,,0,1,9,,,,,,,,,
0,midi_port,,,,,0,1,9,,,0,,,,,,
0,control_change,,,,,0,0,8,,,,,7,10,110,,
0,control_change,,,,,0,0,8,,,,,7,7,90,,
0,program_change,,,,,0,0,8,,,,48,7,,,,
0,track_name,,,,,0,1,8,,,,,,,,,
0,midi_port,,,,,0,1,8,,,0,,,,,,
0,control_change,,,,,0,0,7,,,,,6,10,90,,
0,control_change,,,,,0,0,7,,,,,6,7,90,,
0,program_change,,,,,0,0,7,,,,48,6,,,,
0,track_name,,,,,0,1,7,,,,,,,,,
0,midi_port,,,,,0,1,7,,,0,,,,,,
0,control_change,,,,,0,0,6,,,,,5,7,90,,
0,midi_port,,,,,0,1,1,,,0,,,,,,
0,end_of_track,,,,,0,1,13,,,,,,,,,
0,key_signature,,,,,0,1,0,G,,,,,,,,
0,set_tempo,,,,,0,1,0,,348837,,,,,,,
480,note_on,,,,,480,0,6,,,,,5,,,62,89
600,note_on,,,,,600,0,7,,,,,6,,,55,70
600,note_on,,,,,600,0,9,,,,,8,,,67,100
659,note_on,,,,,59,0,7,,,,,6,,,55,0
659,note_on,,,,,59,0,9,,,,,8,,,67,0
660,note_on,,,,,1,0,7,,,,,6,,,57,74
660,note_on,,,,,1,0,9,,,,,8,,,69,100
719,note_on,,,,,59,0,7,,,,,6,,,57,0
719,note_on,,,,,59,0,9,,,,,8,,,69,0
719,note_on,,,,,239,0,6,,,,,5,,,62,0
720,note_on,,,,,1,0,9,,,,,8,,,71,100
720,note_on,,,,,1,0,6,,,,,5,,,67,100
720,note_on,,,,,1,0,7,,,,,6,,,59,72
779,note_on,,,,,59,0,9,,,,,8,,,71,0
779,note_on,,,,,59,0,7,,,,,6,,,59,0
780,note_on,,,,,1,0,9,,,,,8,,,69,100
780,note_on,,,,,1,0,7,,,,,6,,,57,72
839,note_on,,,,,59,0,7,,,,,6,,,57,0
839,note_on,,,,,59,0,9,,,,,8,,,69,0
840,note_on,,,,,1,0,9,,,,,8,,,71,100
840,note_on,,,,,1,0,7,,,,,6,,,59,61
899,note_on,,,,,59,0,7,,,,,6,,,59,0
899,note_on,,,,,59,0,9,,,,,8,,,71,0
900,note_on,,,,,1,0,7,,,,,6,,,55,72
900,note_on,,,,,1,0,9,,,,,8,,,67,100
959,note_on,,,,,59,0,9,,,,,8,,,67,0
959,note_on,,,,,59,0,7,,,,,6,,,55,0
960,note_on,,,,,1,0,9,,,,,8,,,69,100
960,note_on,,,,,1,0,7,,,,,6,,,57,62
1019,note_on,,,,,59,0,7,,,,,6,,,57,0
