tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity
0,track_name,0,1,0,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,0,63,64
0,note_on,0,0,1,,,,,,,,0,51,76
0,program_change,0,0,1,,,,,,,0,0,,
0,track_name,0,1,1,,,,,,,,,,
0,end_of_track,0,1,2,,,,,,,,,,
0,marker,0,1,0,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,
0,end_of_track,0,1,0,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,681818,,,,
0,key_signature,0,1,0,,,,,F#,,,,,
30,note_on,0,0,1,,,,,,,,0,50,76
30,note_on,30,0,1,,,,,,,,0,51,0
60,note_on,0,0,1,,,,,,,,0,63,0
60,note_on,0,0,1,,,,,,,,0,51,64
60,note_on,0,0,1,,,,,,,,0,66,64
60,note_on,30,0,1,,,,,,,,0,50,0
120,note_on,60,0,1,,,,,,,,0,66,0
120,note_on,0,0,1,,,,,,,,0,65,64
180,note_on,60,0,1,,,,,,,,0,65,0
180,note_on,0,0,1,,,,,,,,0,68,64
240,note_on,60,0,1,,,,,,,,0,68,0
240,note_on,0,0,1,,,,,,,,0,51,0
240,note_on,0,0,1,,,,,,,,0,66,64
240,note_on,0,0,1,,,,,,,,0,39,64
300,note_on,60,0,1,,,,,,,,0,66,0
300,note_on,0,0,1,,,,,,,,0,70,64
360,note_on,0,0,1,,,,,,,,0,68,64
360,note_on,60,0,1,,,,,,,,0,70,0
420,note_on,60,0,1,,,,,,,,0,68,0
420,note_on,0,0,1,,,,,,,,0,71,64
480,note_on,60,0,1,,,,,,,,0,71,0
480,note_on,0,0,1,,,,,,,,0,39,0
480,note_on,0,0,1,,,,,,,,0,70,64
540,note_on,60,0,1,,,,,,,,0,70,0
540,note_on,0,0,1,,,,,,,,0,75,64
600,note_on,60,0,1,,,,,,,,0,75,0
600,note_on,0,0,1,,,,,,,,0,74,64
660,note_on,60,0,1,,,,,,,,0,74,0
660,note_on,0,0,1,,,,,,,,0,72,64
720,note_on,60,0,1,,,,,,,,0,72,0
720,note_on,0,0,1,,,,,,,,0,70,64
780,note_on,60,0,1,,,,,,,,0,70,0
780,note_on,0,0,1,,,,,,,,0,68,64
840,note_on,60,0,1,,,,,,,,0,68,0
840,note_on,0,0,1,,,,,,,,0,66,64
900,note_on,60,0,1,,,,,,,,0,66,0
900,note_on,0,0,1,,,,,,,,0,65,64
960,note_on,60,0,1,,,,,,,,0,65,0
960,note_on,0,0,1,,,,,,,,0,66,64
