tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,note,velocity,channel
0,time_signature,4,4,24,8,0,1,0,,,,,
0,track_name,,,,,0,1,3,,,,,
0,note_on,,,,,0,0,3,,,58,96,2
0,track_name,,,,,0,1,4,,,,,
0,note_on,,,,,0,0,2,,,67,96,1
0,note_on,,,,,0,0,4,,,55,96,3
0,track_name,,,,,0,1,2,,,,,
0,key_signature,,,,,0,1,0,Gm,,,,
0,set_tempo,,,,,0,1,0,,638297,,,
0,note_on,,,,,0,0,1,,,74,96,0
0,track_name,,,,,0,1,1,,,,,
2048,note_off,,,,,2048,0,2,,,67,0,1
2048,note_on,,,,,0,0,2,,,65,96,1
2048,note_off,,,,,2048,0,3,,,58,0,2
2048,note_on,,,,,0,0,3,,,60,96,2
2048,note_off,,,,,2048,0,4,,,55,0,3
2048,note_on,,,,,0,0,4,,,57,96,3
2048,note_off,,,,,2048,0,1,,,74,0,0
2048,note_on,,,,,0,0,1,,,77,96,0
4096,note_off,,,,,2048,0,1,,,77,0,0
4096,note_off,,,,,2048,0,2,,,65,0,1
4096,note_on,,,,,0,0,2,,,65,96,1
4096,note_off,,,,,2048,0,4,,,57,0,3
4096,note_on,,,,,0,0,4,,,58,96,3
4096,note_on,,,,,0,0,1,,,74,96,0
4096,note_on,,,,,0,0,3,,,62,96,2
4096,note_off,,,,,2048,0,3,,,60,0,2
5120,note_on,,,,,0,0,1,,,74,96,0
5120,note_off,,,,,1024,0,4,,,58,0,3
5120,note_on,,,,,0,0,4,,,57,96,3
5120,note_on,,,,,0,0,3,,,60,96,2
5120,note_off,,,,,1024,0,3,,,62,0,2
5120,note_off,,,,,1024,0,1,,,74,0,0
5120,note_on,,,,,0,0,2,,,66,96,1
5120,note_off,,,,,1024,0,2,,,65,0,1
6144,note_off,,,,,1024,0,3,,,60,0,2
6144,note_on,,,,,0,0,1,,,74,96,0
6144,note_off,,,,,1024,0,2,,,66,0,1
6144,note_on,,,,,0,0,2,,,67,96,1
6144,note_on,,,,,0,0,4,,,55,96,3
6144,note_on,,,,,0,0,3,,,58,96,2
6144,note_off,,,,,1024,0,1,,,74,0,0
6144,note_off,,,,,1024,0,4,,,57,0,3
7168,note_on,,,,,0,0,2,,,69,96,1
7168,note_off,,,,,1024,0,3,,,58,0,2
7168,note_on,,,,,0,0,3,,,57,96,2
7168,note_off,,,,,1024,0,4,,,55,0,3
7168,note_off,,,,,1024,0,2,,,67,0,1
7168,note_off,,,,,1024,0,1,,,74,0,0
7168,note_on,,,,,0,0,1,,,74,96,0
7168,note_on,,,,,0,0,4,,,54,96,3
8192,note_on,,,,,0,0,2,,,67,96,1
8192,note_off,,,,,1024,0,2,,,69,0,1
8192,note_on,,,,,0,0,4,,,55,96,3
8192,note_off,,,,,1024,0,4,,,54,0,3
8192,note_on,,,,,0,0,3,,,58,96,2
8192,note_off,,,,,1024,0,1,,,74,0,0
8192,note_on,,,,,0,0,1,,,75,96,0
8192,note_off,,,,,1024,0,3,,,57,0,2
9216,note_off,,,,,1024,0,2,,,67,0,1
9216,note_on,,,,,0,0,3,,,60,96,2
9216,note_off,,,,,1024,0,4,,,55,0,3
9216,note_on,,,,,0,0,4,,,57,96,3
9216,note_off,,,,,1024,0,3,,,58,0,2
9216,note_on,,,,,0,0,2,,,65,96,1
10240,note_off,,,,,2048,0,1,,,75,0,0
10240,note_off,,,,,1024,0,4,,,57,0,3
10240,note_on,,,,,0,0,4,,,58,96,3
10240,note_on,,,,,0,0,1,,,74,96,0
11264,note_on,,,,,0,0,2,,,67,96,1
11264,note_off,,,,,2048,0,3,,,60,0,2
11264,note_off,,,,,1024,0,4,,,58,0,3
11264,note_on,,,,,0,0,4,,,55,96,3
11264,note_off,,,,,2048,0,2,,,65,0,1
11264,note_on,,,,,0,0,3,,,58,96,2
12288,note_off,,,,,1024,0,2,,,67,0,1
12288,note_on,,,,,0,0,2,,,67,96,1
12288,note_on,,,,,0,0,3,,,58,96,2
12288,note_on,,,,,0,0,4,,,51,96,3
12288,note_off,,,,,1024,0,4,,,55,0,3
12288,note_off,,,,,1024,0,3,,,58,0,2
12288,note_off,,,,,2048,0,1,,,74,0,0
