tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,,,
0,track_name,,,,,0,1,9,,,,,,,,,
0,midi_port,,,,,0,1,10,,,0,,,,,,
0,track_name,,,,,0,1,10,,,,,,,,,
0,control_change,,,,,0,0,5,,,,,4,10,90,,
0,control_change,,,,,0,0,5,,,,,4,7,80,,
0,midi_port,,,,,0,1,11,,,0,,,,,,
0,track_name,,,,,0,1,11,,,,,,,,,
0,midi_port,,,,,0,1,12,,,0,,,,,,
0,midi_port,,,,,0,1,9,,,0,,,,,,
0,program_change,,,,,0,0,5,,,,19,4,,,,
0,midi_port,,,,,0,1,5,,,0,,,,,,
0,midi_port,,,,,0,1,3,,,0,,,,,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,program_change,,,,,0,0,3,,,,19,2,,,,
0,control_change,,,,,0,0,3,,,,,2,7,80,,
0,control_change,,,,,0,0,3,,,,,2,10,40,,
0,control_change,,,,,0,0,4,,,,,3,10,30,,
0,control_change,,,,,0,0,4,,,,,3,7,80,,
0,track_name,,,,,0,1,5,,,,,,,,,
0,midi_port,,,,,0,1,1,,,0,,,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,program_change,,,,,0,0,1,,,,19,0,,,,
0,midi_port,,,,,0,1,8,,,0,,,,,,
0,control_change,,,,,0,0,7,,,,,6,10,60,,
0,control_change,,,,,0,0,7,,,,,6,7,70,,
0,program_change,,,,,0,0,7,,,,90,6,,,,
0,track_name,,,,,0,1,7,,,,,,,,,
0,midi_port,,,,,0,1,7,,,0,,,,,,
0,midi_port,,,,,0,1,2,,,0,,,,,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,program_change,,,,,0,0,2,,,,19,1,,,,
0,control_change,,,,,0,0,2,,,,,1,7,80,,
0,control_change,,,,,0,0,2,,,,,1,10,70,,
0,midi_port,,,,,0,1,4,,,0,,,,,,
0,control_change,,,,,0,0,6,,,,,5,10,60,,
0,control_change,,,,,0,0,6,,,,,5,7,90,,
0,program_change,,,,,0,0,6,,,,19,5,,,,
0,midi_port,,,,,0,1,6,,,0,,,,,,
0,track_name,,,,,0,1,8,,,,,,,,,
0,control_change,,,,,0,0,1,,,,,0,10,60,,
0,control_change,,,,,0,0,1,,,,,0,7,80,,
0,program_change,,,,,0,0,4,,,,19,3,,,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,program_change,,,,,0,0,8,,,,19,7,,,,
0,key_signature,,,,,0,1,0,D,,,,,,,,
0,set_tempo,,,,,0,1,0,,705882,,,,,,,
30,control_change,,,,,0,0,3,,,,,2,11,110,,
30,control_change,,,,,0,0,1,,,,,0,0,0,,
30,control_change,,,,,0,0,3,,,,,2,93,50,,
30,control_change,,,,,0,0,3,,,,,2,91,40,,
30,control_change,,,,,0,0,3,,,,,2,64,0,,
30,program_change,,,,,30,0,3,,,,19,2,,,,
30,control_change,,,,,0,0,7,,,,,6,0,0,,
30,program_change,,,,,30,0,7,,,,95,6,,,,
30,control_change,,,,,0,0,3,,,,,2,0,0,,
30,program_change,,,,,30,0,2,,,,19,1,,,,
30,control_change,,,,,0,0,2,,,,,1,0,8,,
30,control_change,,,,,0,0,2,,,,,1,11,120,,
30,control_change,,,,,0,0,2,,,,,1,64,0,,
30,control_change,,,,,0,0,2,,,,,1,91,80,,
30,control_change,,,,,0,0,2,,,,,1,93,40,,
30,program_change,,,,,30,0,1,,,,19,0,,,,
30,control_change,,,,,0,0,5,,,,,4,0,0,,
30,control_change,,,,,0,0,5,,,,,4,93,10,,
30,control_change,,,,,0,0,5,,,,,4,91,40,,
30,control_change,,,,,0,0,1,,,,,0,11,120,,
30,control_change,,,,,0,0,1,,,,,0,64,0,,
30,control_change,,,,,0,0,1,,,,,0,91,80,,
30,control_change,,,,,0,0,1,,,,,0,93,80,,
30,control_change,,,,,0,0,7,,,,,6,93,40,,
30,control_change,,,,,0,0,7,,,,,6,91,40,,
30,control_change,,,,,0,0,7,,,,,6,64,0,,
30,control_change,,,,,0,0,7,,,,,6,11,110,,
30,program_change,,,,,30,0,4,,,,19,3,,,,
30,control_change,,,,,0,0,4,,,,,3,0,0,,
30,control_change,,,,,0,0,4,,,,,3,11,110,,
30,control_change,,,,,0,0,4,,,,,3,64,0,,
30,control_change,,,,,0,0,4,,,,,3,91,20,,
30,control_change,,,,,0,0,4,,,,,3,93,40,,
30,control_change,,,,,0,0,6,,,,,5,93,30,,
30,control_change,,,,,0,0,6,,,,,5,91,20,,
30,control_change,,,,,0,0,6,,,,,5,64,0,,
30,control_change,,,,,0,0,6,,,,,5,11,110,,
30,program_change,,,,,0,0,6,,,,19,5,,,,
30,program_change,,,,,30,0,5,,,,19,4,,,,
30,control_change,,,,,0,0,6,,,,,5,0,0,,
30,program_change,,,,,30,0,6,,,,19,5,,,,
30,control_change,,,,,0,0,5,,,,,4,64,0,,
30,control_change,,,,,0,0,5,,,,,4,11,110,,
150,note_on,,,,,120,0,6,,,,,5,,,50,82
176,note_on,,,,,26,0,6,,,,,5,,,50,0
180,note_on,,,,,4,0,6,,,,,5,,,52,77
206,note_on,,,,,26,0,6,,,,,5,,,52,0
210,note_on,,,,,4,0,6,,,,,5,,,54,78
236,note_on,,,,,26,0,6,,,,,5,,,54,0
240,note_on,,,,,4,0,6,,,,,5,,,55,78
266,note_on,,,,,26,0,6,,,,,5,,,55,0
270,note_on,,,,,4,0,6,,,,,5,,,57,80
296,note_on,,,,,26,0,6,,,,,5,,,57,0
300,note_on,,,,,4,0,6,,,,,5,,,59,84
326,note_on,,,,,26,0,6,,,,,5,,,59,0
330,note_on,,,,,4,0,6,,,,,5,,,61,85
356,note_on,,,,,26,0,6,,,,,5,,,61,0
360,note_on,,,,,4,0,6,,,,,5,,,62,86
390,note_on,,,,,360,0,2,,,,,1,,,69,79
416,note_on,,,,,26,0,2,,,,,1,,,69,0
420,note_on,,,,,390,0,1,,,,,0,,,78,77
420,note_on,,,,,4,0,2,,,,,1,,,74,73
450,note_on,,,,,420,0,3,,,,,2,,,66,64
472,note_on,,,,,52,0,2,,,,,1,,,74,0
472,note_on,,,,,52,0,1,,,,,0,,,78,0
476,note_on,,,,,26,0,3,,,,,2,,,66,0
480,note_on,,,,,8,0,2,,,,,1,,,74,71
480,note_on,,,,,8,0,1,,,,,0,,,78,73
480,note_on,,,,,120,0,6,,,,,5,,,62,0
480,note_on,,,,,4,0,3,,,,,2,,,69,64
510,note_on,,,,,480,0,4,,,,,3,,,62,64
532,note_on,,,,,52,0,2,,,,,1,,,74,0
532,note_on,,,,,52,0,3,,,,,2,,,69,0
532,note_on,,,,,52,0,1,,,,,0,,,78,0
536,note_on,,,,,26,0,4,,,,,3,,,62,0
540,note_on,,,,,8,0,1,,,,,0,,,78,67
540,note_on,,,,,4,0,4,,,,,3,,,66,62
540,note_on,,,,,8,0,2,,,,,1,,,74,69
540,note_on,,,,,8,0,3,,,,,2,,,69,65
570,note_on,,,,,540,0,5,,,,,4,,,57,63
592,note_on,,,,,52,0,3,,,,,2,,,69,0
592,note_on,,,,,52,0,1,,,,,0,,,78,0
592,note_on,,,,,52,0,2,,,,,1,,,74,0
592,note_on,,,,,52,0,4,,,,,3,,,66,0
596,note_on,,,,,26,0,5,,,,,4,,,57,0
600,note_on,,,,,8,0,3,,,,,2,,,69,68
600,note_on,,,,,8,0,4,,,,,3,,,66,69
600,note_on,,,,,8,0,2,,,,,1,,,74,74
600,note_on,,,,,4,0,5,,,,,4,,,62,70
600,note_on,,,,,8,0,1,,,,,0,,,78,75
630,note_on,,,,,150,0,6,,,,,5,,,50,78
656,note_on,,,,,26,0,6,,,,,5,,,50,0
660,note_on,,,,,4,0,6,,,,,5,,,52,69
686,note_on,,,,,26,0,6,,,,,5,,,52,0
690,note_on,,,,,4,0,6,,,,,5,,,54,71
716,note_on,,,,,26,0,6,,,,,5,,,54,0
720,note_on,,,,,120,0,1,,,,,0,,,78,0
720,note_on,,,,,4,0,6,,,,,5,,,55,72
720,note_on,,,,,120,0,2,,,,,1,,,74,0
720,note_on,,,,,120,0,3,,,,,2,,,69,0
720,note_on,,,,,120,0,4,,,,,3,,,66,0
720,note_on,,,,,120,0,5,,,,,4,,,62,0
746,note_on,,,,,26,0,6,,,,,5,,,55,0
750,note_on,,,,,4,0,6,,,,,5,,,57,72
776,note_on,,,,,26,0,6,,,,,5,,,57,0
780,note_on,,,,,4,0,6,,,,,5,,,59,76
806,note_on,,,,,26,0,6,,,,,5,,,59,0
810,note_on,,,,,4,0,6,,,,,5,,,61,79
836,note_on,,,,,26,0,6,,,,,5,,,61,0
840,note_on,,,,,4,0,6,,,,,5,,,62,85
870,note_on,,,,,150,0,2,,,,,1,,,62,86
896,note_on,,,,,26,0,2,,,,,1,,,62,0
900,note_on,,,,,4,0,2,,,,,1,,,64,78
926,note_on,,,,,26,0,2,,,,,1,,,64,0
930,note_on,,,,,4,0,2,,,,,1,,,66,76
956,note_on,,,,,26,0,2,,,,,1,,,66,0
960,note_on,,,,,4,0,2,,,,,1,,,67,76
960,note_on,,,,,120,0,6,,,,,5,,,62,0
986,note_on,,,,,26,0,2,,,,,1,,,67,0
990,note_on,,,,,4,0,2,,,,,1,,,69,76
1016,note_on,,,,,26,0,2,,,,,1,,,69,0
1020,note_on,,,,,4,0,2,,,,,1,,,71,76
1046,note_on,,,,,26,0,2,,,,,1,,,71,0
1050,note_on,,,,,4,0,2,,,,,1,,,73,79
1076,note_on,,,,,26,0,2,,,,,1,,,73,0
1080,note_on,,,,,4,0,2,,,,,1,,,74,84
1110,note_on,,,,,150,0,6,,,,,5,,,57,86
1136,note_on,,,,,26,0,6,,,,,5,,,57,0
1140,note_on,,,,,4,0,6,,,,,5,,,62,74
1166,note_on,,,,,26,0,6,,,,,5,,,62,0
1170,note_on,,,,,4,0,6,,,,,5,,,54,76
1170,note_on,,,,,90,0,2,,,,,1,,,74,0
1196,note_on,,,,,26,0,6,,,,,5,,,54,0
1200,note_on,,,,,4,0,6,,,,,5,,,57,77
1226,note_on,,,,,26,0,6,,,,,5,,,57,0
