tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity
0,track_name,0,1,0,,,,,,,,,,
0,program_change,0,0,1,,,,,,,0,0,,
0,end_of_track,0,1,0,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,500000,,,,
0,key_signature,0,1,0,,,,,C,,,,,
0,end_of_track,0,1,3,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,
1440,note_on,1440,0,2,,,,,,,,0,50,65
1680,note_on,240,0,2,,,,,,,,0,50,0
1680,note_on,0,0,2,,,,,,,,0,48,71
1920,note_on,0,0,2,,,,,,,,0,47,62
1920,note_on,240,0,2,,,,,,,,0,48,0
2400,note_on,0,0,2,,,,,,,,0,46,67
2400,note_on,480,0,2,,,,,,,,0,47,0
2880,note_on,0,0,2,,,,,,,,0,45,71
2880,note_on,480,0,2,,,,,,,,0,46,0
3360,note_on,0,0,2,,,,,,,,0,44,69
3360,note_on,480,0,2,,,,,,,,0,45,0
3840,note_on,0,0,2,,,,,,,,0,43,69
3840,note_on,480,0,2,,,,,,,,0,44,0
4800,note_on,0,0,2,,,,,,,,0,42,55
4800,note_on,960,0,2,,,,,,,,0,43,0
5760,note_on,0,0,2,,,,,,,,0,51,62
5760,note_on,960,0,2,,,,,,,,0,42,0
6240,note_on,6240,0,1,,,,,,,,0,60,57
6480,note_on,0,0,1,,,,,,,,0,62,65
6480,note_on,240,0,1,,,,,,,,0,60,0
6720,note_on,0,0,1,,,,,,,,0,63,58
6720,note_on,960,0,2,,,,,,,,0,51,0
6720,note_on,240,0,1,,,,,,,,0,62,0
7200,note_on,480,0,2,,,,,,,,0,43,64
7200,note_on,0,0,1,,,,,,,,0,64,60
7200,note_on,480,0,1,,,,,,,,0,63,0
7680,note_on,0,0,2,,,,,,,,0,44,68
7680,note_on,480,0,2,,,,,,,,0,43,0
7680,note_on,0,0,1,,,,,,,,0,65,67
7680,note_on,480,0,1,,,,,,,,0,64,0
8160,note_on,0,0,1,,,,,,,,0,66,74
8160,note_on,480,0,1,,,,,,,,0,65,0
8160,note_on,480,0,2,,,,,,,,0,44,0
8160,note_on,0,0,2,,,,,,,,0,45,73
8640,note_on,480,0,1,,,,,,,,0,66,0
8640,note_on,0,0,1,,,,,,,,0,67,78
9120,note_on,0,0,2,,,,,,,,0,46,55
9120,note_on,960,0,2,,,,,,,,0,45,0
9600,note_on,480,0,2,,,,,,,,0,46,0
9600,note_on,960,0,1,,,,,,,,0,67,0
9600,note_on,0,0,1,,,,,,,,0,68,75
9600,note_on,0,0,2,,,,,,,,0,47,62
10080,note_on,480,0,2,,,,,,,,0,47,0
10080,note_on,0,0,2,,,,,,,,0,48,78
10560,note_on,0,0,1,,,,,,,,0,59,67
10560,note_on,960,0,1,,,,,,,,0,68,0
11040,note_on,960,0,2,,,,,,,,0,48,0
11040,note_on,0,0,2,,,,,,,,0,50,74
11520,note_on,0,0,2,,,,,,,,0,51,58
11520,note_on,480,0,2,,,,,,,,0,50,0
11520,note_on,960,0,1,,,,,,,,0,59,0
12000,note_on,0,0,2,,,,,,,,0,55,62
