tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity
0,time_signature,3,2,48,8,0,1,0,,,,,
0,note_on,,,,,0,0,2,,,1,50,110
0,note_on,,,,,0,0,2,,,1,62,110
0,program_change,,,,,0,0,2,,0,1,,
0,track_name,,,,,0,1,2,,,,,
0,track_name,,,,,0,1,3,,,,,
0,note_on,,,,,0,0,1,,,0,74,110
0,end_of_track,,,,,0,1,3,,,,,
0,note_on,,,,,0,0,1,,,0,77,110
0,set_tempo,,,,,0,1,0,476190,,,,
0,note_on,,,,,0,0,1,,,0,69,110
0,program_change,,,,,0,0,1,,0,0,,
0,track_name,,,,,0,1,1,,,,,
384,note_off,,,,,0,0,2,,,1,62,64
384,note_off,,,,,384,0,1,,,0,74,64
384,note_off,,,,,0,0,1,,,0,77,64
384,note_off,,,,,0,0,1,,,0,69,64
384,note_off,,,,,384,0,2,,,1,50,64
480,note_on,,,,,96,0,1,,,0,76,110
480,note_on,,,,,96,0,2,,,1,62,110
480,note_on,,,,,0,0,1,,,0,67,110
480,note_on,,,,,0,0,1,,,0,70,110
1056,note_off,,,,,576,0,1,,,0,76,64
1200,note_on,,,,,144,0,1,,,0,77,110
1248,note_off,,,,,768,0,2,,,1,62,64
1248,note_off,,,,,48,0,1,,,0,70,64
1248,note_off,,,,,0,0,1,,,0,67,64
1392,note_off,,,,,144,0,1,,,0,77,64
1440,note_on,,,,,48,0,1,,,0,69,110
1440,note_on,,,,,192,0,2,,,1,64,110
1440,note_on,,,,,0,0,2,,,1,61,110
1440,note_on,,,,,0,0,1,,,0,79,110
1553,note_off,,,,,113,0,1,,,0,79,64
1560,note_on,,,,,7,0,1,,,0,81,110
1592,note_off,,,,,32,0,1,,,0,81,64
1600,note_on,,,,,8,0,1,,,0,79,110
1632,note_off,,,,,32,0,1,,,0,79,64
1640,note_on,,,,,8,0,1,,,0,77,110
1640,note_on,,,,,0,0,1,,,0,77,110
1672,note_off,,,,,0,0,1,,,0,77,64
1672,note_off,,,,,32,0,1,,,0,77,64
1680,note_on,,,,,8,0,1,,,0,79,110
1793,note_off,,,,,113,0,1,,,0,79,64
1800,note_on,,,,,7,0,1,,,0,81,110
1824,note_off,,,,,24,0,1,,,0,69,64
1824,note_off,,,,,0,0,2,,,1,64,64
1824,note_off,,,,,384,0,2,,,1,61,64
1913,note_off,,,,,89,0,1,,,0,81,64
1920,note_on,,,,,0,0,2,,,1,62,110
1920,note_on,,,,,0,0,1,,,0,79,110
1920,note_on,,,,,7,0,1,,,0,69,110
1920,note_on,,,,,96,0,2,,,1,60,110
1944,note_off,,,,,24,0,1,,,0,79,64
1950,note_on,,,,,6,0,1,,,0,78,110
1974,note_off,,,,,24,0,1,,,0,78,64
1980,note_on,,,,,6,0,1,,,0,79,110
2004,note_off,,,,,24,0,1,,,0,79,64
2010,note_on,,,,,6,0,1,,,0,78,110
2034,note_off,,,,,24,0,1,,,0,78,64
2040,note_on,,,,,6,0,1,,,0,78,110
2544,note_off,,,,,504,0,1,,,0,78,64
2640,note_on,,,,,96,0,1,,,0,78,110
2688,note_off,,,,,48,0,1,,,0,69,64
2688,note_off,,,,,768,0,2,,,1,62,64
2688,note_off,,,,,0,0,2,,,1,60,64
